unitid,year,level_of_study,credit_hours,contact_hours,acttype,est_fte,rep_fte,fips,,,,,,,,,,
150428,2017,3,,,1,,,18,,,,,,,,,,
150428,2018,3,,,1,,,18,,,,,,,,,,
150428,2019,3,,,1,,,18,,,,,,,,,,
150428,2020,3,,,1,,,18,,,,,,,,,,
150428,2021,3,,,1,,,18,,,,,,,,,,
150437,1997,1,0,60800,,,,18,,,,,,,,,,
150437,1998,1,,79200,,,,18,,,,,,,,,,
150437,1999,1,,26370,,,,18,,,,,,,,,,
150437,2000,1,0,45397,,,,18,,,,,,,,,,
150437,2001,1,106500,81939,,,,18,,,,,,,,,,
150437,2002,1,0,63260,,,,18,,,,,,,,,,
150437,2003,1,,66339,1,74,74,18,,,,,,,,,,
150437,2004,1,,50865,1,57,57,18,,,,,,,,,,
150437,2005,1,,45912,1,51,51,18,,,,,,,,,,
150437,2006,1,,63896,1,71,71,18,,,,,,,,,,
150437,2007,1,,56699,1,63,63,18,,,,,,,,,,
150437,2008,1,,50539,1,56,56,18,,,,,,,,,,
150437,2009,1,,60816,1,68,68,18,,,,,,,,,,
150437,2010,1,,60053,1,67,67,18,,,,,,,,,,
150437,2011,1,,52461,1,58,58,18,,,,,,,,,,
150437,2012,1,,49255,1,55,55,18,,,,,,,,,,
150437,2013,1,,52655,1,59,59,18,,,,,,,,,,
150437,2014,1,,39580,1,44,44,18,,,,,,,,,,
150437,2015,1,,39635,1,44,44,18,,,,,,,,,,
150437,2016,1,,49310,1,55,55,18,,,,,,,,,,
150437,2017,1,,35307,1,39,39,18,,,,,,,,,,
150437,1997,2,,,,,,18,,,,,,,,,,
150437,1998,2,,,,,,18,,,,,,,,,,
150437,1999,2,,,,,,18,,,,,,,,,,
150437,2000,2,,,,,,18,,,,,,,,,,
150437,2001,2,0,,,,,18,,,,,,,,,,
150437,2002,2,,,,,,18,,,,,,,,,,
150437,2003,2,,,1,,,18,,,,,,,,,,
150437,2004,2,,,1,,,18,,,,,,,,,,
150437,2005,2,,,1,,,18,,,,,,,,,,
150437,2006,2,,,1,,,18,,,,,,,,,,
150437,2007,2,,,1,,,18,,,,,,,,,,
150437,2008,2,,,1,,,18,,,,,,,,,,
150437,2009,2,,,1,,,18,,,,,,,,,,
150437,2010,2,,,1,,,18,,,,,,,,,,
150437,2011,2,,,1,,,18,,,,,,,,,,
150437,2012,2,,,1,,,18,,,,,,,,,,
150437,2013,2,,,1,,,18,,,,,,,,,,
150437,2014,2,,,1,,,18,,,,,,,,,,
150437,2015,2,,,1,,,18,,,,,,,,,,
150437,2016,2,,,1,,,18,,,,,,,,,,
150437,2017,2,,,1,,,18,,,,,,,,,,
150437,1997,3,,,,,,18,,,,,,,,,,
150437,1998,3,,,,,,18,,,,,,,,,,
150437,1999,3,,,,,,18,,,,,,,,,,
150437,2000,3,,,,,,18,,,,,,,,,,
150437,2001,3,,,,,,18,,,,,,,,,,
150437,2002,3,,,,,,18,,,,,,,,,,
150437,2003,3,,,1,,,18,,,,,,,,,,
150437,2004,3,,,1,,,18,,,,,,,,,,
150437,2005,3,,,1,,,18,,,,,,,,,,
150437,2006,3,,,1,,,18,,,,,,,,,,
150437,2007,3,,,1,,,18,,,,,,,,,,
150437,2008,3,,,1,,,18,,,,,,,,,,
150437,2009,3,,,1,,,18,,,,,,,,,,
150437,2010,3,,,1,,,18,,,,,,,,,,
150437,2011,3,,,1,,,18,,,,,,,,,,
150437,2012,3,,,1,,,18,,,,,,,,,,
150437,2013,3,,,1,,,18,,,,,,,,,,
150437,2014,3,,,1,,,18,,,,,,,,,,
150437,2015,3,,,1,,,18,,,,,,,,,,
150437,2016,3,,,1,,,18,,,,,,,,,,
150437,2017,3,,,1,,,18,,,,,,,,,,
150455,1997,1,28458,0,,,,18,,,,,,,,,,
150455,1998,1,33540,,,,,18,,,,,,,,,,
150455,1999,1,28445,,,,,18,,,,,,,,,,
150455,2000,1,30320,0,,,,18,,,,,,,,,,
150455,2001,1,28290,,,,,18,,,,,,,,,,
150455,2002,1,28982,0,,,,18,,,,,,,,,,
150455,2003,1,31680,,2,1056,1220,18,,,,,,,,,,
150455,2004,1,32684,,2,1089,1089,18,,,,,,,,,,
150455,2005,1,33095,,2,1103,1103,18,,,,,,,,,,
150455,2006,1,34882,,2,1163,1163,18,,,,,,,,,,
150455,2007,1,31483,,2,1049,1049,18,,,,,,,,,,
150455,2008,1,31112,,2,1037,1037,18,,,,,,,,,,
150455,2009,1,33800,,2,1127,1095,18,,,,,,,,,,
150455,2010,1,31674,,2,1056,1056,18,,,,,,,,,,
150455,2011,1,28740,,2,958,958,18,,,,,,,,,,
150455,2012,1,30713,,2,1024,1076,18,,,,,,,,,,
150455,2013,1,31412,,2,1047,1047,18,,,,,,,,,,
150455,2014,1,30976,,2,1033,1033,18,,,,,,,,,,
150455,2015,1,30210,,2,1007,1007,18,,,,,,,,,,
150455,2016,1,32976,,2,1099,1099,18,,,,,,,,,,
150455,2017,1,33482,,2,1116,1116,18,,,,,,,,,,
150455,2018,1,31742,,2,1058,1058,18,,,,,,,,,,
150455,2019,1,28149,,2,938,938,18,,,,,,,,,,
150455,2020,1,22997,,2,767,767,18,,,,,,,,,,
150455,2021,1,19345,,2,645,645,18,,,,,,,,,,
150455,1997,2,234,,,,,18,,,,,,,,,,
150455,1998,2,270,,,,,18,,,,,,,,,,
150455,1999,2,1240,,,,,18,,,,,,,,,,
150455,2000,2,1243,,,,,18,,,,,,,,,,
150455,2001,2,1136,,,,,18,,,,,,,,,,
150455,2002,2,1414,,,,,18,,,,,,,,,,
150455,2003,2,1221,,2,51,51,18,,,,,,,,,,
150455,2004,2,906,,2,38,38,18,,,,,,,,,,
150455,2005,2,1582,,2,66,66,18,,,,,,,,,,
150455,2006,2,2794,,2,116,116,18,,,,,,,,,,
150455,2007,2,2938,,2,122,122,18,,,,,,,,,,
150455,2008,2,1529,,2,64,64,18,,,,,,,,,,
150455,2009,2,2749,,2,115,115,18,,,,,,,,,,
150455,2010,2,2579,,2,107,107,18,,,,,,,,,,
150455,2011,2,2351,,2,98,98,18,,,,,,,,,,
150455,2012,2,1957,,2,82,82,18,,,,,,,,,,
150455,2013,2,1836,,2,77,77,18,,,,,,,,,,
150455,2014,2,1545,,2,64,64,18,,,,,,,,,,
150455,2015,2,1611,,2,67,67,18,,,,,,,,,,
150455,2016,2,1381,,2,58,58,18,,,,,,,,,,
150455,2017,2,1174,,2,49,58,18,,,,,,,,,,
150455,2018,2,1121,,2,47,47,18,,,,,,,,,,
150455,2019,2,981,,2,41,41,18,,,,,,,,,,
150455,2020,2,1439,,2,60,60,18,,,,,,,,,,
150455,2021,2,1346,,2,56,56,18,,,,,,,,,,
150455,1997,3,1216,,,,,18,,,,,,,,,,
150455,1998,3,1120,,,,,18,,,,,,,,,,
150455,1999,3,,,,,,18,,,,,,,,,,
150455,2000,3,,,,,,18,,,,,,,,,,
150455,2001,3,,,,,,18,,,,,,,,,,
150455,2002,3,,,,,,18,,,,,,,,,,
150455,2003,3,,,2,,,18,,,,,,,,,,
150455,2004,3,,,2,,,18,,,,,,,,,,
150455,2005,3,,,2,,,18,,,,,,,,,,
150455,2006,3,,,2,,,18,,,,,,,,,,
150455,2007,3,,,2,,,18,,,,,,,,,,
150455,2008,3,,,2,,,18,,,,,,,,,,
150455,2009,3,,,2,,,18,,,,,,,,,,
150455,2010,3,,,2,,,18,,,,,,,,,,
150455,2011,3,,,2,,,18,,,,,,,,,,
150455,2012,3,,,2,,,18,,,,,,,,,,
150455,2013,3,,,2,,,18,,,,,,,,,,
150455,2014,3,,,2,,,18,,,,,,,,,,
150455,2015,3,,,2,,,18,,,,,,,,,,
150455,2016,3,,,2,,,18,,,,,,,,,,
150455,2017,3,,,2,,,18,,,,,,,,,,
150455,2018,3,,,2,,,18,,,,,,,,,,
150455,2019,3,,,2,,,18,,,,,,,,,,
150455,2020,3,,,2,,,18,,,,,,,,,,
150455,2021,3,,,2,,,18,,,,,,,,,,
150491,1997,1,0,122159,,,,18,,,,,,,,,,
150491,1998,1,,,,,,18,,,,,,,,,,
150491,1997,2,,,,,,18,,,,,,,,,,
150491,1998,2,,,,,,18,,,,,,,,,,
150491,1997,3,,,,,,18,,,,,,,,,,
150491,1998,3,,,,,,18,,,,,,,,,,
150525,1997,1,0,153000,,,,18,,,,,,,,,,
150525,1998,1,,120000,,,,18,,,,,,,,,,
150525,1999,1,0,1500,,,,18,,,,,,,,,,
150525,2000,1,0,100500,,,,18,,,,,,,,,,
150525,2001,1,,147000,,,,18,,,,,,,,,,
150525,2002,1,0,116,,,,18,,,,,,,,,,
150525,2003,1,,114000,1,127,127,18,,,,,,,,,,
150525,2004,1,,72,1,0,0,18,,,,,,,,,,
150525,2005,1,,93000,1,103,103,18,,,,,,,,,,
150525,2006,1,,63000,1,70,70,18,,,,,,,,,,
150525,1997,2,,,,,,18,,,,,,,,,,
150525,1998,2,,,,,,18,,,,,,,,,,
150525,1999,2,0,,,,,18,,,,,,,,,,
150525,2000,2,,,,,,18,,,,,,,,,,
150525,2001,2,,,,,,18,,,,,,,,,,
150525,2002,2,,,,,,18,,,,,,,,,,
150525,2003,2,,,1,,,18,,,,,,,,,,
150525,2004,2,,,1,,,18,,,,,,,,,,
150525,2005,2,,,1,,,18,,,,,,,,,,
150525,2006,2,,,1,,,18,,,,,,,,,,
150525,1997,3,,,,,,18,,,,,,,,,,
150525,1998,3,,,,,,18,,,,,,,,,,
150525,1999,3,,,,,,18,,,,,,,,,,
150525,2000,3,,,,,,18,,,,,,,,,,
150525,2001,3,,,,,,18,,,,,,,,,,
150525,2002,3,,,,,,18,,,,,,,,,,
150525,2003,3,,,1,,,18,,,,,,,,,,
150525,2004,3,,,1,,,18,,,,,,,,,,
150525,2005,3,,,1,,,18,,,,,,,,,,
150525,2006,3,,,1,,,18,,,,,,,,,,
150534,1997,1,91160,0,,,,18,,,,,,,,,,
150534,1998,1,89231,,,,,18,,,,,,,,,,
150534,1999,1,83462,1600,,,,18,,,,,,,,,,
150534,2000,1,80494,812,,,,18,,,,,,,,,,
150534,2001,1,74243,579,,,,18,,,,,,,,,,
150534,2002,1,73865,432,,,,18,,,,,,,,,,
150534,2003,1,73298,,2,2443,2443,18,,,,,,,,,,
150534,2004,1,77116,,2,2571,2571,18,,,,,,,,,,
150534,2005,1,80519,,2,2684,2684,18,,,,,,,,,,
150534,2006,1,78699,,2,2623,2623,18,,,,,,,,,,
150534,2007,1,79226,,2,2641,2641,18,,,,,,,,,,
150534,2008,1,76977,,2,2566,2566,18,,,,,,,,,,
150534,2009,1,80520,,2,2684,2684,18,,,,,,,,,,
150534,2010,1,81612,,2,2720,2720,18,,,,,,,,,,
150534,2011,1,81196,,2,2707,2707,18,,,,,,,,,,
150534,2012,1,78640,,2,2621,2621,18,,,,,,,,,,
150534,2013,1,75591,,2,2520,2520,18,,,,,,,,,,
150534,2014,1,73363,,2,2445,2445,18,,,,,,,,,,
150534,2015,1,69938,,2,2331,2331,18,,,,,,,,,,
150534,2016,1,70223,,2,2341,2341,18,,,,,,,,,,
150534,2017,1,68956,,2,2299,2299,18,,,,,,,,,,
150534,2018,1,61635,,2,2055,2055,18,,,,,,,,,,
150534,2019,1,63500,,2,2117,2117,18,,,,,,,,,,
150534,2020,1,56314,,2,1877,1877,18,,,,,,,,,,
150534,2021,1,47140,,2,1571,1571,18,,,,,,,,,,
150534,1997,2,252,,,,,18,,,,,,,,,,
150534,1998,2,234,,,,,18,,,,,,,,,,
150534,1999,2,293,,,,,18,,,,,,,,,,
150534,2000,2,225,,,,,18,,,,,,,,,,
150534,2001,2,596,,,,,18,,,,,,,,,,
150534,2002,2,1256,,,,,18,,,,,,,,,,
150534,2003,2,1363,,2,57,57,18,,,,,,,,,,
150534,2004,2,1105,,2,46,46,18,,,,,,,,,,
150534,2005,2,1290,,2,54,54,18,,,,,,,,,,
150534,2006,2,1893,,2,79,79,18,,,,,,,,,,
150534,2007,2,3280,,2,137,137,18,,,,,,,,,,
150534,2008,2,4325,,2,180,180,18,,,,,,,,,,
150534,2009,2,4539,,2,189,189,18,,,,,,,,,,
150534,2010,2,4979,,2,207,207,18,,,,,,,,,,
150534,2011,2,2142,,2,89,89,18,,,,,,,,,,
150534,2012,2,1606,,2,67,67,18,,,,,,,,,,
150534,2013,2,1312,,2,55,55,18,,,,,,,,,,
150534,2014,2,1287,,2,54,54,18,,,,,,,,,,
150534,2015,2,1295,,2,54,54,18,,,,,,,,,,
150534,2016,2,1907,,2,79,79,18,,,,,,,,,,
150534,2017,2,3252,,2,136,136,18,,,,,,,,,,
150534,2018,2,4170,,2,174,174,18,,,,,,,,,,
150534,2019,2,6718,,2,280,280,18,,,,,,,,,,
150534,2020,2,6371,,2,265,265,18,,,,,,,,,,
150534,2021,2,5877,,2,245,245,18,,,,,,,,,,
150534,1997,3,,,,,,18,,,,,,,,,,
150534,1998,3,,,,,,18,,,,,,,,,,
150534,1999,3,,,,,,18,,,,,,,,,,
150534,2000,3,,,,,,18,,,,,,,,,,
150534,2001,3,,,,,,18,,,,,,,,,,
150534,2002,3,,,,,,18,,,,,,,,,,
150534,2003,3,,,2,,,18,,,,,,,,,,
150534,2004,3,,,2,,,18,,,,,,,,,,
150534,2005,3,,,2,,,18,,,,,,,,,,
150534,2006,3,,,2,,,18,,,,,,,,,,
150534,2007,3,,,2,,,18,,,,,,,,,,
150534,2008,3,,,2,,,18,,,,,,,,,,
150534,2009,3,,,2,,,18,,,,,,,,,,
150534,2010,3,,,2,,,18,,,,,,,,,,
150534,2011,3,,,2,,108,18,,,,,,,,,,
150534,2012,3,,,2,,111,18,,,,,,,,,,
150534,2013,3,,,2,,114,18,,,,,,,,,,
150534,2014,3,,,2,,118,18,,,,,,,,,,
150534,2015,3,,,2,,141,18,,,,,,,,,,
150534,2016,3,,,2,,148,18,,,,,,,,,,
150534,2017,3,,,2,,156,18,,,,,,,,,,
150534,2018,3,,,2,,113,18,,,,,,,,,,
150534,2019,3,,,2,,141,18,,,,,,,,,,
150534,2020,3,,,2,,146,18,,,,,,,,,,
150534,2021,3,,,2,,160,18,,,,,,,,,,
150561,1997,1,11511,0,,,,18,,,,,,,,,,
150561,1998,1,11555,,,,,18,,,,,,,,,,
150561,1999,1,12021,,,,,18,,,,,,,,,,
150561,2000,1,906,0,,,,18,,,,,,,,,,
150561,2001,1,16862,,,,,18,,,,,,,,,,
150561,2002,1,17877,0,,,,18,,,,,,,,,,
150561,2003,1,18901,,2,630,630,18,,,,,,,,,,
150561,2004,1,17588,,2,586,586,18,,,,,,,,,,
150561,2005,1,16867,,2,562,513,18,,,,,,,,,,
150561,2006,1,16898,,2,563,516,18,,,,,,,,,,
150561,2007,1,15840,,2,528,486,18,,,,,,,,,,
150561,1997,2,,,,,,18,,,,,,,,,,
150561,1998,2,,,,,,18,,,,,,,,,,
150561,1999,2,,,,,,18,,,,,,,,,,
150561,2000,2,,,,,,18,,,,,,,,,,
150561,2001,2,,,,,,18,,,,,,,,,,
150561,2002,2,0,,,,,18,,,,,,,,,,
150561,2003,2,276,,2,12,12,18,,,,,,,,,,
150561,2004,2,576,,2,24,24,18,,,,,,,,,,
150561,2005,2,0,,2,,,18,,,,,,,,,,
150561,2006,2,0,,2,,,18,,,,,,,,,,
150561,2007,2,,,2,,,18,,,,,,,,,,
150561,1997,3,,,,,,18,,,,,,,,,,
150561,1998,3,,,,,,18,,,,,,,,,,
150561,1999,3,,,,,,18,,,,,,,,,,
150561,2000,3,,,,,,18,,,,,,,,,,
150561,2001,3,,,,,,18,,,,,,,,,,
150561,2002,3,,,,,,18,,,,,,,,,,
150561,2003,3,,,2,,,18,,,,,,,,,,
150561,2004,3,,,2,,,18,,,,,,,,,,
150561,2005,3,,,2,,,18,,,,,,,,,,
150561,2006,3,,,2,,,18,,,,,,,,,,
150561,2007,3,,,2,,,18,,,,,,,,,,
150570,1997,1,3744,0,,,,18,,,,,,,,,,
150570,1998,1,2250,,,,,18,,,,,,,,,,
150570,1997,2,,,,,,18,,,,,,,,,,
150570,1998,2,,,,,,18,,,,,,,,,,
150570,1997,3,,,,,,18,,,,,,,,,,
150570,1998,3,,,,,,18,,,,,,,,,,
150598,1997,1,0,42000,,,,18,,,,,,,,,,
150598,1998,1,,16800,,,,18,,,,,,,,,,
150598,1997,2,,,,,,18,,,,,,,,,,
150598,1998,2,,,,,,18,,,,,,,,,,
150598,1997,3,,,,,,18,,,,,,,,,,
150598,1998,3,,,,,,18,,,,,,,,,,
150604,1997,1,27750,0,,,,18,,,,,,,,,,
150604,1998,1,31869,,,,,18,,,,,,,,,,
150604,1999,1,32298,,,,,18,,,,,,,,,,
150604,2000,1,30643,0,,,,18,,,,,,,,,,
150604,2001,1,30937,,,,,18,,,,,,,,,,
150604,2002,1,15987,0,,,,18,,,,,,,,,,
150604,2003,1,30795,,2,1027,1027,18,,,,,,,,,,
150604,2004,1,31466,,2,1049,1049,18,,,,,,,,,,
150604,2005,1,30720,,2,1024,1024,18,,,,,,,,,,
150604,2006,1,30878,,2,1029,1029,18,,,,,,,,,,
150604,2007,1,31302,,2,1043,1043,18,,,,,,,,,,
150604,2008,1,31632,,2,1054,1054,18,,,,,,,,,,
150604,2009,1,34574,,2,1152,1152,18,,,,,,,,,,
150604,2010,1,32186,,2,1073,1073,18,,,,,,,,,,
150604,2011,1,30401,,2,1013,1013,18,,,,,,,,,,
150604,2012,1,31824,,2,1061,1061,18,,,,,,,,,,
150604,2013,1,30405,,2,1014,1014,18,,,,,,,,,,
150604,2014,1,31219,,2,1041,1041,18,,,,,,,,,,
150604,2015,1,33894,,2,1130,1130,18,,,,,,,,,,
150604,2016,1,31126,,2,1038,1038,18,,,,,,,,,,
150604,2017,1,31211,,2,1040,1040,18,,,,,,,,,,
150604,2018,1,29242,,2,975,975,18,,,,,,,,,,
150604,2019,1,27588,,2,920,920,18,,,,,,,,,,
150604,2020,1,28121,,2,937,937,18,,,,,,,,,,
150604,2021,1,27250,,2,908,908,18,,,,,,,,,,
150604,1997,2,,,,,,18,,,,,,,,,,
150604,1998,2,,,,,,18,,,,,,,,,,
150604,1999,2,,,,,,18,,,,,,,,,,
150604,2000,2,,,,,,18,,,,,,,,,,
150604,2001,2,,,,,,18,,,,,,,,,,
150604,2002,2,,,,,,18,,,,,,,,,,
150604,2003,2,,,2,,,18,,,,,,,,,,
150604,2004,2,,,2,,,18,,,,,,,,,,
150604,2005,2,,,2,,,18,,,,,,,,,,
150604,2006,2,,,2,,,18,,,,,,,,,,
150604,2007,2,,,2,,,18,,,,,,,,,,
150604,2008,2,,,2,,,18,,,,,,,,,,
150604,2009,2,,,2,,,18,,,,,,,,,,
150604,2010,2,,,2,,,18,,,,,,,,,,
150604,2011,2,,,2,,,18,,,,,,,,,,
150604,2012,2,,,2,,,18,,,,,,,,,,
150604,2013,2,,,2,,,18,,,,,,,,,,
150604,2014,2,,,2,,,18,,,,,,,,,,
150604,2015,2,,,2,,,18,,,,,,,,,,
150604,2016,2,196,,2,8,8,18,,,,,,,,,,
150604,2017,2,558,,2,23,23,18,,,,,,,,,,
150604,2018,2,1277,,2,53,53,18,,,,,,,,,,
150604,2019,2,2070,,2,86,86,18,,,,,,,,,,
150604,2020,2,3018,,2,126,126,18,,,,,,,,,,
150604,2021,2,3393,,2,141,141,18,,,,,,,,,,
150604,1997,3,,,,,,18,,,,,,,,,,
150604,1998,3,,,,,,18,,,,,,,,,,
150604,1999,3,,,,,,18,,,,,,,,,,
150604,2000,3,,,,,,18,,,,,,,,,,
150604,2001,3,,,,,,18,,,,,,,,,,
150604,2002,3,,,,,,18,,,,,,,,,,
150604,2003,3,,,2,,,18,,,,,,,,,,
150604,2004,3,,,2,,,18,,,,,,,,,,
150604,2005,3,,,2,,,18,,,,,,,,,,
150604,2006,3,,,2,,,18,,,,,,,,,,
150604,2007,3,,,2,,,18,,,,,,,,,,
150604,2008,3,,,2,,,18,,,,,,,,,,
150604,2009,3,,,2,,,18,,,,,,,,,,
150604,2010,3,,,2,,,18,,,,,,,,,,
150604,2011,3,,,2,,,18,,,,,,,,,,
150604,2012,3,,,2,,,18,,,,,,,,,,
150604,2013,3,,,2,,,18,,,,,,,,,,
150604,2014,3,,,2,,,18,,,,,,,,,,
150604,2015,3,,,2,,,18,,,,,,,,,,
150604,2016,3,,,2,,,18,,,,,,,,,,
150604,2017,3,,,2,,,18,,,,,,,,,,
150604,2018,3,,,2,,,18,,,,,,,,,,
150604,2019,3,,,2,,,18,,,,,,,,,,
150604,2020,3,,,2,,,18,,,,,,,,,,
150604,2021,3,,,2,,,18,,,,,,,,,,
150640,1997,1,0,18480,,,,18,,,,,,,,,,
150640,1998,1,,10800,,,,18,,,,,,,,,,
150640,1999,1,45,6480,,,,18,,,,,,,,,,
150640,2000,1,0,3160,,,,18,,,,,,,,,,
150640,2001,1,0,5373,,,,18,,,,,,,,,,
150640,2002,1,264,13048,,,,18,,,,,,,,,,
150640,2003,1,,5908,1,7,7,18,,,,,,,,,,
150640,2004,1,,6400,1,7,7,18,,,,,,,,,,
150640,2005,1,,3040,1,3,3,18,,,,,,,,,,
150640,2006,1,,2875,1,3,17,18,,,,,,,,,,
150640,2007,1,,23171,1,26,26,18,,,,,,,,,,
150640,2008,1,,13666,1,15,15,18,,,,,,,,,,
150640,2009,1,,17310,1,19,19,18,,,,,,,,,,
150640,2010,1,,16200,1,18,18,18,,,,,,,,,,
150640,2011,1,,17100,1,19,19,18,,,,,,,,,,
150640,1997,2,,,,,,18,,,,,,,,,,
150640,1998,2,,,,,,18,,,,,,,,,,
150640,1999,2,0,,,,,18,,,,,,,,,,
150640,2000,2,,,,,,18,,,,,,,,,,
150640,2001,2,,,,,,18,,,,,,,,,,
150640,2002,2,,,,,,18,,,,,,,,,,
150640,2003,2,,,1,,,18,,,,,,,,,,
150640,2004,2,,,1,,,18,,,,,,,,,,
150640,2005,2,,,1,,,18,,,,,,,,,,
150640,2006,2,,,1,,,18,,,,,,,,,,
150640,2007,2,,,1,,,18,,,,,,,,,,
150640,2008,2,,,1,,,18,,,,,,,,,,
150640,2009,2,,,1,,,18,,,,,,,,,,
150640,2010,2,,,1,,,18,,,,,,,,,,
150640,2011,2,,,1,,,18,,,,,,,,,,
150640,1997,3,,,,,,18,,,,,,,,,,
150640,1998,3,,,,,,18,,,,,,,,,,
150640,1999,3,,,,,,18,,,,,,,,,,
150640,2000,3,,,,,,18,,,,,,,,,,
150640,2001,3,,,,,,18,,,,,,,,,,
150640,2002,3,,,,,,18,,,,,,,,,,
150640,2003,3,,,1,,,18,,,,,,,,,,
150640,2004,3,,,1,,,18,,,,,,,,,,
150640,2005,3,,,1,,,18,,,,,,,,,,
150640,2006,3,,,1,,,18,,,,,,,,,,
150640,2007,3,,,1,,,18,,,,,,,,,,
150640,2008,3,,,1,,,18,,,,,,,,,,
150640,2009,3,,,1,,,18,,,,,,,,,,
150640,2010,3,,,1,,,18,,,,,,,,,,
150640,2011,3,,,1,,,18,,,,,,,,,,
150668,1997,1,28483,0,,,,18,,,,,,,,,,
150668,1998,1,31950,,,,,18,,,,,,,,,,
150668,1999,1,34652,,,,,18,,,,,,,,,,
150668,2000,1,29945,0,,,,18,,,,,,,,,,
150668,2001,1,28012,,,,,18,,,,,,,,,,
150668,2002,1,25577,0,,,,18,,,,,,,,,,
150668,2003,1,26280,,2,876,838,18,,,,,,,,,,
150668,2004,1,26792,,2,893,893,18,,,,,,,,,,
150668,2005,1,27338,,2,911,911,18,,,,,,,,,,
150668,2006,1,28660,,2,955,955,18,,,,,,,,,,
150668,2007,1,28821,,2,961,961,18,,,,,,,,,,
150668,2008,1,28188,,2,940,940,18,,,,,,,,,,
150668,2009,1,30713,,2,1024,1024,18,,,,,,,,,,
150668,2010,1,28665,,2,956,956,18,,,,,,,,,,
150668,2011,1,28277,,2,943,943,18,,,,,,,,,,
150668,2012,1,26529,,2,884,884,18,,,,,,,,,,
150668,2013,1,24779,,2,826,854,18,,,,,,,,,,
150668,2014,1,22488,,2,750,750,18,,,,,,,,,,
150668,2015,1,22425,,2,748,748,18,,,,,,,,,,
150668,2016,1,23269,,2,776,776,18,,,,,,,,,,
150668,2017,1,25112,,2,837,837,18,,,,,,,,,,
150668,2018,1,24772,,2,826,826,18,,,,,,,,,,
150668,2019,1,23388,,2,780,780,18,,,,,,,,,,
150668,2020,1,23724,,2,791,791,18,,,,,,,,,,
150668,2021,1,21790,,2,726,726,18,,,,,,,,,,
150668,1997,2,,,,,,18,,,,,,,,,,
150668,1998,2,,,,,,18,,,,,,,,,,
150668,1999,2,9,,,,,18,,,,,,,,,,
150668,2000,2,18,,,,,18,,,,,,,,,,
150668,2001,2,24,,,,,18,,,,,,,,,,
150668,2002,2,,,,,,18,,,,,,,,,,
150668,2003,2,,,2,,,18,,,,,,,,,,
150668,2004,2,,,2,,,18,,,,,,,,,,
150668,2005,2,,,2,,,18,,,,,,,,,,
150668,2006,2,,,2,,,18,,,,,,,,,,
150668,2007,2,183,,2,8,8,18,,,,,,,,,,
150668,2008,2,423,,2,18,18,18,,,,,,,,,,
150668,2009,2,820,,2,34,34,18,,,,,,,,,,
150668,2010,2,725,,2,30,30,18,,,,,,,,,,
150668,2011,2,472,,2,20,20,18,,,,,,,,,,
150668,2012,2,621,,2,26,26,18,,,,,,,,,,
150668,2013,2,1172,,2,49,49,18,,,,,,,,,,
150668,2014,2,1252,,2,52,52,18,,,,,,,,,,
150668,2015,2,1085,,2,45,45,18,,,,,,,,,,
150668,2016,2,1145,,2,48,48,18,,,,,,,,,,
150668,2017,2,1210,,2,50,50,18,,,,,,,,,,
150668,2018,2,1466,,2,61,61,18,,,,,,,,,,
150668,2019,2,1333,,2,56,56,18,,,,,,,,,,
150668,2020,2,1039,,2,43,43,18,,,,,,,,,,
150668,2021,2,930,,2,39,39,18,,,,,,,,,,
150668,1997,3,,,,,,18,,,,,,,,,,
150668,1998,3,,,,,,18,,,,,,,,,,
150668,1999,3,,,,,,18,,,,,,,,,,
150668,2000,3,,,,,,18,,,,,,,,,,
150668,2001,3,,,,,,18,,,,,,,,,,
150668,2002,3,,,,,,18,,,,,,,,,,
150668,2003,3,,,2,,,18,,,,,,,,,,
150668,2004,3,,,2,,,18,,,,,,,,,,
150668,2005,3,,,2,,,18,,,,,,,,,,
150668,2006,3,,,2,,,18,,,,,,,,,,
150668,2007,3,,,2,,,18,,,,,,,,,,
150668,2008,3,,,2,,,18,,,,,,,,,,
150668,2009,3,,,2,,,18,,,,,,,,,,
150668,2010,3,,,2,,,18,,,,,,,,,,
150668,2011,3,,,2,,,18,,,,,,,,,,
150668,2012,3,,,2,,,18,,,,,,,,,,
150668,2013,3,,,2,,,18,,,,,,,,,,
150668,2014,3,,,2,,,18,,,,,,,,,,
150668,2015,3,,,2,,,18,,,,,,,,,,
150668,2016,3,,,2,,,18,,,,,,,,,,
150668,2017,3,,,2,,,18,,,,,,,,,,
150668,2018,3,,,2,,,18,,,,,,,,,,
150668,2019,3,,,2,,,18,,,,,,,,,,
150668,2020,3,,,2,,,18,,,,,,,,,,
150668,2021,3,,,2,,,18,,,,,,,,,,
150677,1997,1,21360,0,,,,18,,,,,,,,,,
150677,1998,1,27300,,,,,18,,,,,,,,,,
150677,1999,1,28145,0,,,,18,,,,,,,,,,
150677,2000,1,26246,0,,,,18,,,,,,,,,,
150677,2001,1,32409,0,,,,18,,,,,,,,,,
150677,2002,1,31833,0,,,,18,,,,,,,,,,
150677,2003,1,30010,,2,1000,1000,18,,,,,,,,,,
150677,2004,1,30080,,2,1003,1003,18,,,,,,,,,,
150677,2005,1,17082,,2,569,569,18,,,,,,,,,,
150677,2006,1,34007,,2,1134,1134,18,,,,,,,,,,
