unitid,year,level_of_study,credit_hours,contact_hours,acttype,est_fte,rep_fte,fips,,,,,,,,,,
100663,2008,1,281081,,2,9369,9369,1,,,,,,,,,,
100663,2009,1,291383,,2,9713,9713,1,,,,,,,,,,
100663,2010,1,297795,,2,9927,9927,1,,,,,,,,,,
100663,2011,1,297437,,2,9915,9915,1,,,,,,,,,,
100663,2012,1,299244,,2,9975,9975,1,,,,,,,,,,
100663,2013,1,303064,,2,10102,10102,1,,,,,,,,,,
100663,2014,1,304681,,2,10156,10156,1,,,,,,,,,,
100663,2015,1,305226,,2,10174,10174,1,,,,,,,,,,
100663,2016,1,328787,,2,10960,10960,1,,,,,,,,,,
100663,2017,1,354112,,2,11804,11804,1,,,,,,,,,,
100663,2018,1,365544,,2,12185,12185,1,,,,,,,,,,
100663,2019,1,371003,,2,12367,12367,1,,,,,,,,,,
100663,2020,1,369491,,2,12316,12316,1,,,,,,,,,,
100663,2021,1,363142,,2,12105,12105,1,,,,,,,,,,
100663,1997,2,86093,,,,,1,,,,,,,,,,
100663,1998,2,86963,,,,,1,,,,,,,,,,
100663,1999,2,88174,,,,,1,,,,,,,,,,
100663,2000,2,91007,,,,,1,,,,,,,,,,
100663,2001,2,87082,,,,,1,,,,,,,,,,
100663,2002,2,94469,,,,,1,,,,,,,,,,
100663,2003,2,97411,,2,4059,4059,1,,,,,,,,,,
100663,2004,2,95070,,2,3961,3961,1,,,,,,,,,,
100663,2005,2,93699,,2,3904,3904,1,,,,,,,,,,
100663,2006,2,98215,,2,4092,4092,1,,,,,,,,,,
100663,2007,2,102905,,2,4288,4288,1,,,,,,,,,,
100663,2008,2,110510,,2,4605,4605,1,,,,,,,,,,
100663,2009,2,143706,,2,5988,5988,1,,,,,,,,,,
100663,2010,2,143790,,2,5991,5991,1,,,,,,,,,,
100663,2011,2,111853,,2,4661,4661,1,,,,,,,,,,
100663,2012,2,114045,,2,4752,4752,1,,,,,,,,,,
100663,2013,2,115557,,2,4815,4815,1,,,,,,,,,,
100663,2014,2,117081,,2,4878,4878,1,,,,,,,,,,
100663,2015,2,118385,,2,4933,4933,1,,,,,,,,,,
100663,2016,2,130190,,2,5425,5425,1,,,,,,,,,,
100663,2017,2,150353,,2,6265,6265,1,,,,,,,,,,
100663,2018,2,154949,,2,6456,6456,1,,,,,,,,,,
100663,2019,2,160445,,2,6685,6685,1,,,,,,,,,,
100663,2020,2,171896,,2,7162,7162,1,,,,,,,,,,
100663,2021,2,171846,,2,7160,7160,1,,,,,,,,,,
100663,1997,3,58288,,,,,1,,,,,,,,,,
100663,1998,3,58784,,,,,1,,,,,,,,,,
100663,1999,3,,,,,,1,,,,,,,,,,
100663,2000,3,,,,,,1,,,,,,,,,,
100663,2001,3,,,,,,1,,,,,,,,,,
100663,2002,3,,,,,,1,,,,,,,,,,
100663,2003,3,,,2,,,1,,,,,,,,,,
100663,2004,3,,,2,,,1,,,,,,,,,,
100663,2005,3,,,2,,,1,,,,,,,,,,
100663,2006,3,,,2,,,1,,,,,,,,,,
100663,2007,3,,,2,,,1,,,,,,,,,,
100663,2008,3,,,2,,,1,,,,,,,,,,
100663,2009,3,,,2,,,1,,,,,,,,,,
100663,2010,3,,,2,,,1,,,,,,,,,,
100663,2011,3,,,2,,1404,1,,,,,,,,,,
100663,2012,3,,,2,,1386,1,,,,,,,,,,
100663,2013,3,,,2,,1421,1,,,,,,,,,,
100663,2014,3,,,2,,1504,1,,,,,,,,,,
100663,2015,3,,,2,,1544,1,,,,,,,,,,
100663,2016,3,,,2,,1632,1,,,,,,,,,,
100663,2017,3,,,2,,1185,1,,,,,,,,,,
100663,2018,3,,,2,,1193,1,,,,,,,,,,
100663,2019,3,,,2,,1383,1,,,,,,,,,,
100663,2020,3,,,2,,1372,1,,,,,,,,,,
100663,2021,3,,,2,,1411,1,,,,,,,,,,
100690,1997,1,1770,0,,,,1,,,,,,,,,,
100690,1998,1,1392,,,,,1,,,,,,,,,,
100690,1999,1,2608,0,,,,1,,,,,,,,,,
100690,2000,1,5232,0,,,,1,,,,,,,,,,
100690,2001,1,7495,,,,,1,,,,,,,,,,
100690,2002,1,9759,0,,,,1,,,,,,,,,,
100690,2003,1,11520,,2,384,384,1,,,,,,,,,,
100690,2004,1,11688,,2,390,390,1,,,,,,,,,,
100690,2005,1,11254,,2,375,375,1,,,,,,,,,,
100690,2006,1,10843,,2,361,298,1,,,,,,,,,,
100690,2007,1,10372,,2,346,346,1,,,,,,,,,,
100690,2008,1,10172,,2,339,339,1,,,,,,,,,,
100690,2009,1,10672,,2,356,356,1,,,,,,,,,,
100690,2010,1,9936,,2,331,331,1,,,,,,,,,,
100690,2011,1,9284,,2,309,309,1,,,,,,,,,,
100690,2012,1,8812,,2,294,294,1,,,,,,,,,,
100690,2013,1,8656,,2,289,289,1,,,,,,,,,,
100690,2014,1,6228,,2,208,208,1,,,,,,,,,,
100690,2015,1,7636,,2,255,255,1,,,,,,,,,,
100690,2016,1,7328,,2,244,244,1,,,,,,,,,,
100690,2017,1,7844,,2,261,261,1,,,,,,,,,,
100690,2018,1,9076,,2,303,302,1,,,,,,,,,,
100690,2019,1,8984,,2,299,299,1,,,,,,,,,,
100690,2020,1,7488,,2,250,250,1,,,,,,,,,,
100690,2021,1,6520,,2,217,217,1,,,,,,,,,,
100690,1997,2,4050,,,,,1,,,,,,,,,,
100690,1998,2,2327,,,,,1,,,,,,,,,,
100690,1999,2,3292,,,,,1,,,,,,,,,,
100690,2000,2,3772,,,,,1,,,,,,,,,,
100690,2001,2,4432,,,,,1,,,,,,,,,,
100690,2002,2,5062,,,,,1,,,,,,,,,,
100690,2003,2,4650,,2,194,194,1,,,,,,,,,,
100690,2004,2,4905,,2,204,204,1,,,,,,,,,,
100690,2005,2,5314,,2,221,221,1,,,,,,,,,,
100690,2006,2,5483,,2,228,221,1,,,,,,,,,,
100690,2007,2,5552,,2,231,231,1,,,,,,,,,,
100690,2008,2,4846,,2,202,202,1,,,,,,,,,,
100690,2009,2,6554,,2,273,273,1,,,,,,,,,,
100690,2010,2,6518,,2,272,272,1,,,,,,,,,,
100690,2011,2,6195,,2,258,258,1,,,,,,,,,,
100690,2012,2,5407,,2,225,225,1,,,,,,,,,,
100690,2013,2,4546,,2,189,189,1,,,,,,,,,,
100690,2014,2,4446,,2,185,185,1,,,,,,,,,,
100690,2015,2,3780,,2,158,158,1,,,,,,,,,,
100690,2016,2,4901,,2,204,204,1,,,,,,,,,,
100690,2017,2,6139,,2,256,256,1,,,,,,,,,,
100690,2018,2,4853,,2,202,202,1,,,,,,,,,,
100690,2019,2,7359,,2,307,307,1,,,,,,,,,,
100690,2020,2,7196,,2,300,300,1,,,,,,,,,,
100690,2021,2,4984,,2,208,208,1,,,,,,,,,,
100690,1997,3,810,,,,,1,,,,,,,,,,
100690,1998,3,992,,,,,1,,,,,,,,,,
100690,1999,3,,,,,,1,,,,,,,,,,
100690,2000,3,,,,,,1,,,,,,,,,,
100690,2001,3,,,,,,1,,,,,,,,,,
100690,2002,3,,,,,,1,,,,,,,,,,
100690,2003,3,,,2,,,1,,,,,,,,,,
100690,2004,3,,,2,,,1,,,,,,,,,,
100690,2005,3,,,2,,,1,,,,,,,,,,
100690,2006,3,,,2,,,1,,,,,,,,,,
100690,2007,3,,,2,,,1,,,,,,,,,,
100690,2008,3,,,2,,,1,,,,,,,,,,
100690,2009,3,,,2,,,1,,,,,,,,,,
100690,2010,3,,,2,,,1,,,,,,,,,,
100690,2011,3,,,2,,62,1,,,,,,,,,,
100690,2012,3,,,2,,60,1,,,,,,,,,,
100690,2013,3,,,2,,65,1,,,,,,,,,,
100690,2014,3,,,2,,,1,,,,,,,,,,
100690,2015,3,,,2,,,1,,,,,,,,,,
100690,2016,3,,,2,,,1,,,,,,,,,,
100690,2017,3,,,2,,,1,,,,,,,,,,
100690,2018,3,,,2,,,1,,,,,,,,,,
100690,2019,3,,,2,,,1,,,,,,,,,,
100690,2020,3,,,2,,,1,,,,,,,,,,
100690,2021,3,,,2,,,1,,,,,,,,,,
100706,1997,1,112634,0,,,,1,,,,,,,,,,
100706,1998,1,122259,,,,,1,,,,,,,,,,
100706,1999,1,121027,,,,,1,,,,,,,,,,
100706,2000,1,123488,0,,,,1,,,,,,,,,,
100706,2001,1,129471,,,,,1,,,,,,,,,,
100706,2002,1,131203,0,,,,1,,,,,,,,,,
100706,2003,1,139309,,2,4644,4644,1,,,,,,,,,,
100706,2004,1,141313,,2,4710,4710,1,,,,,,,,,,
100706,2005,1,144122,,2,4804,4804,1,,,,,,,,,,
100706,2006,1,146341,,2,4878,4878,1,,,,,,,,,,
100706,2007,1,147116,,2,4904,4904,1,,,,,,,,,,
100706,2008,1,154107,,2,5137,5137,1,,,,,,,,,,
100706,2009,1,162214,,2,5407,5407,1,,,,,,,,,,
100706,2010,1,156318,,2,5211,5211,1,,,,,,,,,,
100706,2011,1,155405,,2,5180,5180,1,,,,,,,,,,
100706,2012,1,150003,,2,5000,5000,1,,,,,,,,,,
100706,2013,1,146835,,2,4895,4895,1,,,,,,,,,,
100706,2014,1,147287,,2,4910,4910,1,,,,,,,,,,
100706,2015,1,158702,,2,5290,5290,1,,,,,,,,,,
100706,2016,1,175083,,2,5836,5836,1,,,,,,,,,,
100706,2017,1,193406,,2,6447,6447,1,,,,,,,,,,
100706,2018,1,211437,,2,7048,7048,1,,,,,,,,,,
100706,2019,1,219166,,2,7306,7306,1,,,,,,,,,,
100706,2020,1,220250,,2,7342,7342,1,,,,,,,,,,
100706,2021,1,205418,,2,6847,6847,1,,,,,,,,,,
100706,1997,2,20789,,,,,1,,,,,,,,,,
100706,1998,2,20953,,,,,1,,,,,,,,,,
100706,1999,2,20823,,,,,1,,,,,,,,,,
100706,2000,2,20282,,,,,1,,,,,,,,,,
100706,2001,2,20547,,,,,1,,,,,,,,,,
100706,2002,2,22571,,,,,1,,,,,,,,,,
100706,2003,2,23680,,2,987,1038,1,,,,,,,,,,
100706,2004,2,21680,,2,903,954,1,,,,,,,,,,
100706,2005,2,19490,,2,812,857,1,,,,,,,,,,
100706,2006,2,19954,,2,831,876,1,,,,,,,,,,
100706,2007,2,21304,,2,888,933,1,,,,,,,,,,
100706,2008,2,21025,,2,876,928,1,,,,,,,,,,
100706,2009,2,21655,,2,902,957,1,,,,,,,,,,
100706,2010,2,22266,,2,928,988,1,,,,,,,,,,
100706,2011,2,23971,,2,999,1046,1,,,,,,,,,,
100706,2012,2,24148,,2,1006,1057,1,,,,,,,,,,
100706,2013,2,23754,,2,990,1038,1,,,,,,,,,,
100706,2014,2,25653,,2,1069,1069,1,,,,,,,,,,
100706,2015,2,27466,,2,1144,1144,1,,,,,,,,,,
100706,2016,2,29397,,2,1225,1225,1,,,,,,,,,,
100706,2017,2,29388,,2,1225,1225,1,,,,,,,,,,
100706,2018,2,30020,,2,1251,1251,1,,,,,,,,,,
100706,2019,2,28467,,2,1186,1186,1,,,,,,,,,,
100706,2020,2,29123,,2,1213,1213,1,,,,,,,,,,
100706,2021,2,30484,,2,1270,1270,1,,,,,,,,,,
100706,1997,3,,,,,,1,,,,,,,,,,
100706,1998,3,,,,,,1,,,,,,,,,,
100706,1999,3,,,,,,1,,,,,,,,,,
100706,2000,3,,,,,,1,,,,,,,,,,
100706,2001,3,,,,,,1,,,,,,,,,,
100706,2002,3,,,,,,1,,,,,,,,,,
100706,2003,3,,,2,,,1,,,,,,,,,,
100706,2004,3,,,2,,,1,,,,,,,,,,
100706,2005,3,,,2,,,1,,,,,,,,,,
100706,2006,3,,,2,,,1,,,,,,,,,,
100706,2007,3,,,2,,,1,,,,,,,,,,
100706,2008,3,,,2,,,1,,,,,,,,,,
100706,2009,3,,,2,,,1,,,,,,,,,,
100706,2010,3,,,2,,,1,,,,,,,,,,
100706,2011,3,,,2,,30,1,,,,,,,,,,
100706,2012,3,,,2,,23,1,,,,,,,,,,
100706,2013,3,,,2,,37,1,,,,,,,,,,
100706,2014,3,,,2,,48,1,,,,,,,,,,
100706,2015,3,,,2,,61,1,,,,,,,,,,
100706,2016,3,,,2,,89,1,,,,,,,,,,
100706,2017,3,,,2,,123,1,,,,,,,,,,
100706,2018,3,,,2,,101,1,,,,,,,,,,
100706,2019,3,,,2,,110,1,,,,,,,,,,
100706,2020,3,,,2,,90,1,,,,,,,,,,
100706,2021,3,,,2,,83,1,,,,,,,,,,
100724,1997,1,141473,0,,,,1,,,,,,,,,,
100724,1998,1,168685,,,,,1,,,,,,,,,,
100724,1999,1,5568,,,,,1,,,,,,,,,,
100724,2000,1,129707,0,,,,1,,,,,,,,,,
100724,2001,1,136013,,,,,1,,,,,,,,,,
100724,2002,1,154349,0,,,,1,,,,,,,,,,
100724,2003,1,147974,,2,4932,4932,1,,,,,,,,,,
100724,2004,1,136016,,2,4534,4534,1,,,,,,,,,,
100724,2005,1,132675,,2,4423,4423,1,,,,,,,,,,
100724,2006,1,132261,,2,4409,4409,1,,,,,,,,,,
100724,2007,1,141087,,2,4703,4703,1,,,,,,,,,,
100724,2008,1,141185,,2,4706,4706,1,,,,,,,,,,
100724,2009,1,148932,,2,4964,4964,1,,,,,,,,,,
100724,2010,1,147874,,2,4929,4929,1,,,,,,,,,,
100724,2011,1,142286,,2,4743,4743,1,,,,,,,,,,
100724,2012,1,150753,,2,5025,5025,1,,,,,,,,,,
100724,2013,1,151550,,2,5052,5052,1,,,,,,,,,,
100724,2014,1,140171,,2,4672,4672,1,,,,,,,,,,
100724,2015,1,139560,,2,4652,4652,1,,,,,,,,,,
100724,2016,1,136382,,2,4546,4546,1,,,,,,,,,,
100724,2017,1,124091,,2,4136,4136,1,,,,,,,,,,
100724,2018,1,115738,,2,3858,3771,1,,,,,,,,,,
100724,2019,1,104474,,2,3482,3482,1,,,,,,,,,,
100724,2020,1,102037,,2,3401,3401,1,,,,,,,,,,
100724,2021,1,101826,,2,3394,3394,1,,,,,,,,,,
100724,1997,2,11106,,,,,1,,,,,,,,,,
100724,1998,2,14835,,,,,1,,,,,,,,,,
100724,1999,2,1532,,,,,1,,,,,,,,,,
100724,2000,2,15777,,,,,1,,,,,,,,,,
100724,2001,2,16198,,,,,1,,,,,,,,,,
100724,2002,2,14453,,,,,1,,,,,,,,,,
100724,2003,2,12798,,2,533,533,1,,,,,,,,,,
100724,2004,2,12627,,2,526,526,1,,,,,,,,,,
100724,2005,2,17068,,2,711,711,1,,,,,,,,,,
100724,2006,2,16889,,2,704,704,1,,,,,,,,,,
100724,2007,2,17651,,2,735,735,1,,,,,,,,,,
100724,2008,2,16882,,2,703,703,1,,,,,,,,,,
100724,2009,2,15956,,2,665,665,1,,,,,,,,,,
100724,2010,2,15479,,2,645,645,1,,,,,,,,,,
100724,2011,2,11000,,2,458,458,1,,,,,,,,,,
100724,2012,2,10527,,2,439,439,1,,,,,,,,,,
100724,2013,2,10629,,2,443,443,1,,,,,,,,,,
100724,2014,2,10332,,2,431,431,1,,,,,,,,,,
100724,2015,2,9461,,2,394,394,1,,,,,,,,,,
100724,2016,2,8587,,2,358,358,1,,,,,,,,,,
100724,2017,2,7799,,2,325,325,1,,,,,,,,,,
100724,2018,2,9016,,2,376,333,1,,,,,,,,,,
100724,2019,2,9006,,2,375,375,1,,,,,,,,,,
100724,2020,2,10034,,2,418,418,1,,,,,,,,,,
100724,2021,2,9900,,2,413,413,1,,,,,,,,,,
100724,1997,3,,,,,,1,,,,,,,,,,
100724,1998,3,,,,,,1,,,,,,,,,,
100724,1999,3,,,,,,1,,,,,,,,,,
100724,2000,3,,,,,,1,,,,,,,,,,
100724,2001,3,,,,,,1,,,,,,,,,,
100724,2002,3,,,,,,1,,,,,,,,,,
100724,2003,3,,,2,,,1,,,,,,,,,,
100724,2004,3,,,2,,,1,,,,,,,,,,
100724,2005,3,,,2,,,1,,,,,,,,,,
100724,2006,3,,,2,,,1,,,,,,,,,,
100724,2007,3,,,2,,,1,,,,,,,,,,
100724,2008,3,,,2,,,1,,,,,,,,,,
100724,2009,3,,,2,,,1,,,,,,,,,,
100724,2010,3,,,2,,,1,,,,,,,,,,
100724,2011,3,,,2,,89,1,,,,,,,,,,
100724,2012,3,,,2,,291,1,,,,,,,,,,
100724,2013,3,,,2,,314,1,,,,,,,,,,
100724,2014,3,,,2,,349,1,,,,,,,,,,
100724,2015,3,,,2,,139,1,,,,,,,,,,
100724,2016,3,,,2,,125,1,,,,,,,,,,
100724,2017,3,,,2,,117,1,,,,,,,,,,
100724,2018,3,,,2,,139,1,,,,,,,,,,
100724,2019,3,,,2,,121,1,,,,,,,,,,
100724,2020,3,,,2,,92,1,,,,,,,,,,
100724,2021,3,,,2,,72,1,,,,,,,,,,
100733,1997,1,,,,,,1,,,,,,,,,,
100733,1998,1,,,,,,1,,,,,,,,,,
100733,1997,2,,,,,,1,,,,,,,,,,
100733,1998,2,,,,,,1,,,,,,,,,,
100733,1997,3,,,,,,1,,,,,,,,,,
100733,1998,3,,,,,,1,,,,,,,,,,
100751,1997,1,412338,0,,,,1,,,,,,,,,,
100751,1998,1,386784,,,,,1,,,,,,,,,,
100751,1999,1,388824,,,,,1,,,,,,,,,,
100751,2000,1,435059,0,,,,1,,,,,,,,,,
100751,2001,1,436496,,,,,1,,,,,,,,,,
100751,2002,1,445512,0,,,,1,,,,,,,,,,
100751,2003,1,455011,,2,15167,15167,1,,,,,,,,,,
100751,2004,1,468085,,2,15603,15603,1,,,,,,,,,,
100751,2005,1,513281,,2,17109,17109,1,,,,,,,,,,
100751,2006,1,571867,,2,19062,19062,1,,,,,,,,,,
100751,2007,1,618221,,2,20607,20607,1,,,,,,,,,,
100751,2008,1,657489,,2,21916,21916,1,,,,,,,,,,
100751,2009,1,691952,,2,23065,23065,1,,,,,,,,,,
100751,2010,1,716492,,2,23883,23883,1,,,,,,,,,,
100751,2011,1,761135,,2,25371,25371,1,,,,,,,,,,
100751,2012,1,814437,,2,27148,27148,1,,,,,,,,,,
100751,2013,1,849936,,2,28331,28331,1,,,,,,,,,,
100751,2014,1,882991,,2,29433,29433,1,,,,,,,,,,
100751,2015,1,918546,,2,30618,30618,1,,,,,,,,,,
100751,2016,1,938372,,2,31279,31279,1,,,,,,,,,,
100751,2017,1,960255,,2,32009,32009,1,,,,,,,,,,
100751,2018,1,953295,,2,31777,31777,1,,,,,,,,,,
100751,2019,1,940201,,2,31340,31340,1,,,,,,,,,,
100751,2020,1,900911,,2,30030,30030,1,,,,,,,,,,
100751,2021,1,889116,,2,29637,29637,1,,,,,,,,,,
100751,1997,2,62342,,,,,1,,,,,,,,,,
100751,1998,2,75165,,,,,1,,,,,,,,,,
100751,1999,2,67017,,,,,1,,,,,,,,,,
100751,2000,2,80319,,,,,1,,,,,,,,,,
100751,2001,2,80668,,,,,1,,,,,,,,,,
100751,2002,2,85379,,,,,1,,,,,,,,,,
100751,2003,2,84563,,2,3523,3523,1,,,,,,,,,,
100751,2004,2,82349,,2,3431,3431,1,,,,,,,,,,
100751,2005,2,79386,,2,3308,3308,1,,,,,,,,,,
100751,2006,2,79749,,2,3323,3323,1,,,,,,,,,,
100751,2007,2,70449,,2,2935,2935,1,,,,,,,,,,
100751,2008,2,74454,,2,3102,3102,1,,,,,,,,,,
100751,2009,2,100010,,2,4167,4167,1,,,,,,,,,,
100751,2010,2,107102,,2,4463,4463,1,,,,,,,,,,
100751,2011,2,92751,,2,3865,3865,1,,,,,,,,,,
100751,2012,2,90802,,2,3783,3783,1,,,,,,,,,,
100751,2013,2,89349,,2,3723,3723,1,,,,,,,,,,
100751,2014,2,90183,,2,3758,3758,1,,,,,,,,,,
100751,2015,2,89023,,2,3709,3709,1,,,,,,,,,,
100751,2016,2,88091,,2,3670,3670,1,,,,,,,,,,
100751,2017,2,90648,,2,3777,3777,1,,,,,,,,,,
100751,2018,2,93034,,2,3876,3876,1,,,,,,,,,,
100751,2019,2,92003,,2,3833,3833,1,,,,,,,,,,
100751,2020,2,108368,,2,4515,4515,1,,,,,,,,,,
100751,2021,2,112623,,2,4693,4693,1,,,,,,,,,,
100751,1997,3,17296,,,,,1,,,,,,,,,,
100751,1998,3,16935,,,,,1,,,,,,,,,,
100751,1999,3,,,,,,1,,,,,,,,,,
100751,2000,3,,,,,,1,,,,,,,,,,
100751,2001,3,,,,,,1,,,,,,,,,,
100751,2002,3,,,,,,1,,,,,,,,,,
100751,2003,3,,,2,,,1,,,,,,,,,,
100751,2004,3,,,2,,,1,,,,,,,,,,
100751,2005,3,,,2,,,1,,,,,,,,,,
100751,2006,3,,,2,,,1,,,,,,,,,,
100751,2007,3,,,2,,,1,,,,,,,,,,
100751,2008,3,,,2,,,1,,,,,,,,,,
100751,2009,3,,,2,,,1,,,,,,,,,,
100751,2010,3,,,2,,,1,,,,,,,,,,
100751,2011,3,,,2,,786,1,,,,,,,,,,
100751,2012,3,,,2,,792,1,,,,,,,,,,
100751,2013,3,,,2,,741,1,,,,,,,,,,
100751,2014,3,,,2,,662,1,,,,,,,,,,
100751,2015,3,,,2,,658,1,,,,,,,,,,
100751,2016,3,,,2,,616,1,,,,,,,,,,
100751,2017,3,,,2,,612,1,,,,,,,,,,
100751,2018,3,,,2,,588,1,,,,,,,,,,
100751,2019,3,,,2,,564,1,,,,,,,,,,
100751,2020,3,,,2,,550,1,,,,,,,,,,
100751,2021,3,,,2,,619,1,,,,,,,,,,
100760,1997,1,73033,0,,,,1,,,,,,,,,,
100760,1998,1,60864,,,,,1,,,,,,,,,,
100760,1999,1,41922,,,,,1,,,,,,,,,,
100760,2000,1,39948,0,,,,1,,,,,,,,,,
100760,2001,1,42977,,,,,1,,,,,,,,,,
100760,2002,1,48607,0,,,,1,,,,,,,,,,
100760,2003,1,51205,,2,1707,1707,1,,,,,,,,,,
100760,2004,1,50873,,2,1696,1696,1,,,,,,,,,,
100760,2005,1,55371,,2,1846,1846,1,,,,,,,,,,
100760,2006,1,57553,,2,1918,1918,1,,,,,,,,,,
