UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,ACTTYPE 
102313,"R",42765,"A",,"A",,"G",1426,"A",,"G",1426,"A",,2
102322,"R",39635,"A",,"R",5869,"G",1321,"G",245,"G",1321,"G",245,2
102359,"R",66270,"A",,"R",10603,"G",2209,"G",442,"G",2209,"G",442,2
102368,"R",252109,"A",,"R",118059,"G",8404,"G",4919,"G",8404,"G",4919,2
102377,"R",74062,"A",,"R",3959,"G",2469,"G",165,"G",2469,"G",165,2
102395,"R",0,"A",,"R",8793,"G",0,"G",366,"Z",0,"G",366,2
102429,"R",105644,"A",,"A",,"G",3521,"A",,"G",3521,"A",,2
102553,"R",300410,"A",,"R",15426,"G",10014,"G",643,"G",10014,"G",643,2
102614,"R",157386,"A",,"R",15626,"G",5246,"G",651,"G",5246,"G",651,2
102632,"R",47451,"A",,"R",3601,"G",1582,"G",150,"G",1582,"G",150,2
102669,"R",12097,"A",,"R",3737,"G",403,"G",156,"G",403,"G",156,2
102711,"A",,"R",295716,"A",,"G",329,"A",,"G",329,"A",,1
102845,"R",18540,"A",,"A",,"G",412,"A",,"R",588,"A",,2
103361,"R",11284,"A",,"A",,"G",376,"A",,"G",376,"A",,2
103440,"R",3822,"A",,"A",,"G",127,"A",,"G",127,"A",,2
103501,"A",,"R",214065,"A",,"G",238,"A",,"G",238,"A",,1
103644,"R",27945,"A",,"A",,"G",621,"A",,"R",563,"A",,2
103723,"R",174696,"A",,"A",,"G",5823,"A",,"G",5823,"A",,2
103732,"A",,"R",106000,"A",,"G",118,"A",,"G",118,"A",,1
103741,"A",,"R",260000,"A",,"G",289,"A",,"G",289,"A",,1
103778,"A",,"A",,"R",47777,"A",,"G",1991,"A",,"G",1991,-2
103787,"R",2016,"A",,"A",,"G",67,"A",,"G",67,"A",,2
103811,"A",,"R",425520,"A",,"G",473,"A",,"R",472,"A",,1
103893,"R",73738,"A",,"A",,"G",2458,"A",,"R",3232,"A",,2
103945,"A",,"R",206400,"A",,"G",229,"A",,"G",229,"A",,1
103954,"A",,"R",184680,"A",,"G",205,"A",,"G",205,"A",,1
103963,"R",36000,"A",,"A",,"G",800,"A",,"R",823,"A",,2
104090,"A",,"R",210462,"A",,"G",234,"A",,"G",234,"A",,1
104151,"R",1012017,"A",,"R",151148,"G",33734,"G",6298,"G",33734,"G",6298,2
104160,"R",126079,"A",,"A",,"G",4203,"A",,"G",4203,"A",,2
104179,"R",631110,"A",,"R",101685,"G",21037,"G",4237,"R",27315,"R",6492,2
104188,"R",11070,"A",,"A",,"G",369,"A",,"G",369,"A",,2
104294,"A",,"R",291720,"A",,"G",324,"A",,"R",187,"A",,1
104346,"R",122777,"A",,"A",,"G",4157,"A",,"G",4157,"A",,2
104364,"R",22928,"A",,"R",4,"G",510,"G",0,"G",510,"Z",0,2
104391,"A",,"R",20670,"A",,"G",23,"A",,"G",23,"A",,1
104425,"R",138755,"A",,"A",,"G",4625,"A",,"R",6019,"A",,2
104434,"A",,"R",67200,"A",,"G",75,"A",,"G",75,"A",,1
104443,"A",,"R",245600,"A",,"G",273,"A",,"G",273,"A",,1
104504,"A",,"R",143894,"A",,"G",160,"A",,"G",160,"A",,1
104522,"A",,"R",73800,"A",,"G",82,"A",,"G",82,"A",,1
104531,"R",84047,"A",,"R",8416,"G",2802,"G",351,"G",2802,"G",351,2
104568,"A",,"R",241600,"A",,"G",268,"A",,"G",268,"A",,1
104577,"R",62117,"A",,"A",,"G",2071,"A",,"R",2250,"A",,2
104586,"R",45078,"A",,"R",581,"G",1503,"G",24,"G",1503,"G",24,2
104708,"R",330501,"A",,"A",,"G",11017,"A",,"G",11017,"A",,2
104717,"R",39977,"A",,"R",32063,"G",1333,"G",1336,"G",1333,"G",1336,2
104805,"A",,"R",978286,"A",,"G",1087,"A",,"G",1087,"A",,1
104911,"A",,"R",176348,"A",,"G",196,"A",,"G",196,"A",,1
104984,"A",,"R",171776,"A",,"G",191,"A",,"R",283,"A",,1
105118,"R",376368,"R",127800,"A",,"G",12688,"A",,"G",12688,"A",,3
105127,"A",,"R",160478,"A",,"G",178,"A",,"R",100,"A",,1
105145,"R",111091,"A",,"A",,"G",3703,"A",,"G",3703,"A",,2
105154,"R",448137,"A",,"A",,"G",14938,"A",,"G",14938,"A",,2
105163,"R",16304,"A",,"A",,"G",362,"A",,"G",362,"A",,2
105172,"R",23817,"A",,"A",,"G",529,"A",,"G",529,"A",,2
105206,"R",69592,"A",,"A",,"G",2320,"A",,"G",2320,"A",,2
105215,"R",93599,"A",,"A",,"G",3120,"A",,"R",3698,"A",,2
105242,"A",,"R",130263,"A",,"G",145,"A",,"G",145,"A",,1
105297,"R",40824,"A",,"A",,"G",1361,"A",,"R",1361,"A",,2
105330,"R",358785,"A",,"R",93679,"G",11960,"G",3903,"R",13386,"R",4684,2
105349,"R",85702,"A",,"A",,"G",2857,"A",,"G",2857,"A",,2
105367,"R",23616,"A",,"R",21484,"G",787,"G",895,"G",787,"R",1193,2
105419,"A",,"R",280200,"A",,"G",311,"A",,"G",311,"A",,1
105428,"R",207241,"A",,"A",,"G",6908,"A",,"G",6908,"A",,2
105482,"R",10261,"A",,"A",,"G",342,"A",,"G",342,"A",,2
105516,"R",131866,"A",,"R",86228,"G",4396,"G",3593,"G",4396,"G",3593,2
105525,"R",571200,"R",283526,"A",,"G",19355,"A",,"R",20425,"A",,3
105534,"A",,"R",777300,"A",,"G",864,"A",,"G",864,"A",,1
105543,"A",,"R",634270,"A",,"G",705,"A",,"G",705,"A",,1
105589,"R",37056,"A",,"R",8746,"G",1235,"G",364,"G",1235,"G",364,2
105659,"R",3915,"R",318200,"A",,"G",484,"A",,"R",484,"A",,3
105668,"R",298172,"A",,"A",,"G",9939,"A",,"G",9939,"A",,2
105677,"A",,"R",68640,"A",,"G",76,"A",,"G",76,"A",,1
105701,"A",,"R",36000,"A",,"G",40,"A",,"G",40,"A",,1
105747,"R",191887,"A",,"A",,"G",6396,"A",,"G",6396,"A",,2
105792,"R",60425,"A",,"A",,"G",2014,"A",,"G",2014,"A",,2
105880,"A",,"R",100320,"R",1730,"G",111,"G",72,"G",111,"G",72,1
105899,"R",7152,"A",,"A",,"G",238,"A",,"G",238,"A",,2
105987,"A",,"R",81840,"A",,"G",91,"A",,"G",91,"A",,1
106041,"R",229473,"A",,"A",,"G",7649,"A",,"R",4564,"A",,2
106050,"R",4000,"A",,"A",,"G",133,"A",,"G",133,"A",,2
106102,"R",89325,"A",,"R",26459,"G",2978,"G",1102,"R",3435,"R",1313,2
106111,"A",,"R",230400,"A",,"G",256,"A",,"G",256,"A",,1
106148,"R",98437,"A",,"A",,"G",3281,"A",,"G",3281,"A",,2
106245,"R",217566,"A",,"R",30240,"G",7252,"G",1260,"G",7252,"G",1260,2
106263,"R",21233,"A",,"R",8153,"G",708,"G",340,"G",708,"G",340,2
106281,"A",,"R",37881,"A",,"G",42,"A",,"G",42,"A",,1
106306,"R",6057,"A",,"A",,"G",202,"A",,"G",202,"A",,2
106315,"A",,"R",81000,"A",,"G",90,"A",,"G",90,"A",,1
106342,"R",13912,"A",,"A",,"G",464,"A",,"G",464,"A",,2
106351,"A",,"R",133500,"A",,"G",148,"A",,"G",148,"A",,1
106360,"A",,"R",91500,"A",,"G",102,"A",,"G",102,"A",,1
106397,"R",368066,"A",,"R",52140,"G",12269,"G",2173,"G",12269,"G",2173,2
106412,"R",89910,"A",,"R",1802,"G",2997,"G",75,"G",2997,"G",75,2
106449,"R",76383,"A",,"A",,"G",2546,"A",,"G",2546,"A",,2
106458,"R",249729,"A",,"R",19917,"G",8324,"G",830,"R",8324,"R",829,2
106467,"R",171972,"A",,"R",9070,"G",5732,"G",378,"G",5732,"G",378,2
106485,"R",75363,"A",,"R",3630,"G",2512,"G",151,"G",2512,"G",151,2
106494,"A",,"R",391800,"A",,"G",435,"A",,"G",435,"A",,1
106546,"R",18176,"R",337084,"A",,"G",980,"A",,"G",980,"A",,3
106607,"A",,"R",53400,"A",,"G",59,"A",,"G",59,"A",,1
106625,"R",45018,"A",,"A",,"G",1501,"A",,"G",1501,"A",,2
106704,"R",251327,"A",,"R",20521,"G",8378,"G",855,"G",8378,"G",855,2
106713,"R",10969,"A",,"A",,"G",366,"A",,"G",366,"A",,2
106759,"A",,"R",41700,"A",,"G",46,"A",,"G",46,"A",,1
106795,"R",22180,"A",,"A",,"G",739,"A",,"G",739,"A",,2
106810,"R",3916,"A",,"A",,"G",131,"A",,"G",131,"A",,2
106829,"R",11056,"A",,"A",,"G",369,"A",,"G",369,"A",,2
106838,"A",,"R",63000,"A",,"G",70,"A",,"G",70,"A",,1
106883,"R",32403,"A",,"A",,"G",1080,"A",,"G",1080,"A",,2
106892,"A",,"R",342150,"A",,"G",380,"A",,"G",380,"A",,1
106908,"A",,"R",11268,"A",,"G",13,"A",,"G",13,"A",,1
106980,"R",57333,"A",,"A",,"G",1911,"A",,"G",1911,"A",,2
106999,"R",30573,"A",,"A",,"G",1019,"A",,"G",1019,"A",,2
107035,"A",,"A",,"R",1348,"A",,"G",56,"A",,"G",56,-2
107044,"R",121208,"A",,"R",13054,"G",4040,"G",544,"G",4040,"G",544,2
107071,"R",86095,"A",,"R",6614,"G",2870,"G",276,"G",2870,"G",276,2
107080,"R",32240,"A",,"R",304,"G",1075,"G",13,"R",1052,"R",10,2
107099,"A",,"R",88920,"A",,"G",99,"A",,"G",99,"A",,1
107123,"R",2127,"R",47928,"A",,"G",124,"A",,"G",124,"A",,3
107141,"R",47546,"A",,"R",3071,"G",1585,"G",128,"G",1585,"G",128,2
107211,"A",,"R",43000,"A",,"G",48,"A",,"G",48,"A",,1
107220,"A",,"R",74102,"A",,"G",82,"A",,"G",82,"A",,1
107275,"A",,"R",18243,"A",,"G",20,"A",,"G",20,"A",,1
107293,"A",,"R",55500,"A",,"G",62,"A",,"G",62,"A",,1
107318,"R",21713,"A",,"A",,"G",724,"A",,"G",724,"A",,2
107327,"R",50848,"A",,"A",,"G",1695,"A",,"G",1695,"A",,2
107363,"A",,"R",94500,"A",,"G",105,"A",,"R",66,"A",,1
107442,"A",,"R",123000,"A",,"G",137,"A",,"G",137,"A",,1
107460,"R",48899,"A",,"A",,"G",1630,"A",,"G",1630,"A",,2
107488,"R",13131,"A",,"A",,"G",438,"A",,"G",438,"A",,2
107512,"R",43874,"A",,"A",,"G",1462,"A",,"G",1462,"A",,2
107521,"R",23124,"A",,"A",,"G",771,"A",,"G",771,"A",,2
107549,"R",20990,"A",,"A",,"G",700,"A",,"G",700,"A",,2
107558,"R",20456,"A",,"A",,"G",682,"A",,"G",682,"A",,2
107585,"R",35970,"A",,"A",,"G",1199,"A",,"G",1199,"A",,2
107600,"R",23083,"A",,"A",,"G",769,"A",,"G",769,"A",,2
107619,"R",46153,"A",,"A",,"G",1538,"A",,"G",1538,"A",,2
107637,"R",52400,"A",,"A",,"G",1747,"A",,"G",1747,"A",,2
107655,"A",,"R",84000,"A",,"G",93,"A",,"G",93,"A",,1
107664,"R",140946,"A",,"A",,"G",4698,"A",,"G",4698,"A",,2
107725,"R",25755,"A",,"A",,"G",859,"A",,"G",859,"A",,2
107743,"R",16692,"A",,"A",,"G",556,"A",,"G",556,"A",,2
107789,"A",,"R",48000,"A",,"G",53,"A",,"G",53,"A",,1
107831,"A",,"R",129650,"A",,"G",144,"A",,"G",144,"A",,1
107877,"R",15067,"A",,"A",,"G",502,"A",,"G",502,"A",,2
107974,"R",28059,"A",,"A",,"G",935,"A",,"G",935,"A",,2
107983,"R",80257,"A",,"R",2910,"G",2675,"G",121,"G",2675,"G",121,2
107992,"R",26001,"A",,"A",,"G",867,"A",,"R",867,"A",,2
108065,"A",,"R",19500,"A",,"G",22,"A",,"G",22,"A",,1
108092,"R",139497,"A",,"A",,"G",4650,"A",,"G",4650,"A",,2
108232,"R",139547,"A",,"R",24096,"G",4652,"G",1004,"G",4652,"G",1004,2
108250,"R",23020,"A",,"A",,"G",512,"A",,"G",512,"A",,2
108269,"A",,"A",,"R",2970,"A",,"G",124,"A",,"G",124,-2
108287,"R",11630,"A",,"A",,"G",388,"A",,"G",388,"A",,2
108348,"A",,"R",81360,"A",,"G",90,"A",,"G",90,"A",,1
108393,"A",,"R",116003,"A",,"G",129,"A",,"G",129,"A",,1
108649,"A",,"R",73340,"A",,"G",81,"A",,"G",81,"A",,1
108667,"R",84525,"R",8995,"A",,"G",2827,"A",,"G",2827,"A",,3
108807,"R",177525,"R",279832,"A",,"G",6228,"A",,"G",6228,"A",,3
108852,"R",9210,"A",,"A",,"G",307,"A",,"G",307,"A",,2
108861,"A",,"A",,"R",175,"A",,"G",7,"A",,"G",7,-2
108870,"A",,"A",,"R",8006,"A",,"G",334,"A",,"R",314,-2
108977,"A",,"R",36642,"A",,"G",41,"A",,"G",41,"A",,1
109013,"R",89700,"A",,"R",11880,"G",1993,"G",330,"G",1993,"G",330,2
109040,"A",,"R",1459966,"A",,"G",1622,"A",,"R",1622,"A",,1
109086,"Z",0,"R",28128,"R",15369,"G",31,"G",640,"G",31,"G",640,1
109208,"R",440705,"R",257440,"A",,"G",14976,"A",,"G",14976,"A",,3
109332,"R",6000,"A",,"A",,"G",200,"A",,"G",200,"A",,2
109350,"R",202673,"R",13448,"A",,"G",6771,"A",,"G",6771,"A",,3
109651,"R",56925,"A",,"R",3804,"G",1898,"G",159,"G",1898,"G",159,2
109721,"A",,"R",226800,"A",,"G",252,"A",,"G",252,"A",,1
109730,"A",,"R",124300,"A",,"G",138,"A",,"G",138,"A",,1
109749,"A",,"R",38700,"A",,"G",43,"A",,"G",43,"A",,1
109785,"R",125416,"A",,"R",77840,"G",4181,"G",3243,"R",4270,"R",2394,2
109819,"R",257847,"R",188975,"A",,"G",8805,"A",,"G",8805,"A",,3
109907,"R",53467,"R",27387,"A",,"G",1813,"A",,"G",1813,"A",,3
109934,"A",,"R",219960,"A",,"G",244,"A",,"G",244,"A",,1
110051,"R",12936,"A",,"R",1038,"G",431,"G",43,"G",431,"G",43,2
110060,"R",2993,"A",,"R",903,"G",100,"G",38,"G",100,"G",38,2
110097,"R",99204,"A",,"R",19953,"G",3307,"G",831,"R",3455,"R",1042,2
110176,"R",79936,"A",,"A",,"G",1776,"A",,"G",1776,"A",,2
110185,"R",91635,"A",,"R",1050,"G",3055,"G",44,"R",3055,"R",44,2
110194,"A",,"R",78553,"A",,"G",87,"A",,"G",87,"A",,1
110219,"A",,"R",225000,"A",,"G",250,"A",,"R",187,"A",,1
110246,"R",239042,"R",142645,"A",,"G",8127,"A",,"G",8127,"A",,3
110307,"A",,"A",,"R",8115,"A",,"G",338,"A",,"R",304,-2
110316,"R",1519,"A",,"R",13683,"G",51,"G",570,"G",51,"G",570,2
110334,"R",251060,"R",63344,"A",,"G",8439,"A",,"G",8439,"A",,3
110361,"R",54504,"A",,"R",12119,"G",1817,"G",505,"G",1817,"G",505,2
110370,"R",34385,"A",,"R",5530,"G",1146,"G",230,"G",1146,"G",230,2
110398,"A",,"A",,"R",279,"A",,"G",12,"A",,"G",12,-2
110404,"R",39373,"A",,"R",44832,"G",875,"G",1245,"G",875,"G",1245,2
110413,"R",51736,"A",,"R",17436,"G",1725,"G",727,"G",1725,"G",727,2
110422,"R",750931,"A",,"R",21684,"G",16687,"G",602,"R",16418,"R",752,2
110440,"A",,"A",,"R",9514,"A",,"G",396,"A",,"G",396,-2
110459,"A",,"A",,"R",15145,"A",,"G",631,"A",,"G",631,-2
110468,"R",10933,"A",,"R",28309,"G",364,"G",1180,"G",364,"G",1180,2
110477,"A",,"A",,"R",16677,"A",,"G",695,"A",,"R",556,-2
110486,"R",266077,"A",,"R",31860,"G",5913,"G",885,"R",5306,"R",1315,2
110495,"R",183624,"A",,"R",12200,"G",6121,"G",508,"R",5398,"R",1130,2
110510,"R",511228,"A",,"R",106687,"G",11361,"G",2964,"R",10749,"R",2983,2
110529,"R",762290,"A",,"R",31712,"G",16940,"G",881,"R",16409,"R",1236,2
110538,"R",409682,"A",,"R",14335,"G",13656,"G",597,"R",12973,"R",1161,2
110547,"R",240488,"A",,"R",44142,"G",8016,"G",1839,"R",6602,"R",2886,2
110556,"R",488932,"A",,"R",34355,"G",16298,"G",1431,"R",15147,"R",2296,2
110565,"R",699581,"A",,"R",47724,"G",23319,"G",1989,"R",21682,"R",3228,2
110574,"R",477760,"A",,"R",62291,"G",10617,"G",1730,"R",9217,"R",2784,2
110583,"R",765548,"A",,"R",56789,"G",25518,"G",2366,"R",23723,"R",3688,2
110592,"R",698766,"A",,"R",66970,"G",15528,"G",1860,"R",13390,"R",3626,2
110608,"R",634867,"A",,"R",100241,"G",21162,"G",4177,"R",20445,"R",4059,2
110617,"R",595838,"A",,"R",77887,"G",19861,"G",3245,"R",18828,"R",3630,2
110635,"R",729163,"A",,"R",204459,"G",24305,"G",8519,"G",24305,"G",8519,2
110644,"R",1047712,"A",,"R",162497,"G",23282,"G",4514,"G",23282,"G",4514,2
110653,"R",938505,"A",,"R",152783,"G",20856,"G",4244,"G",20856,"G",4244,2
110662,"R",1161110,"A",,"R",367722,"G",25802,"G",10215,"G",25802,"G",10215,2
110671,"R",652067,"A",,"R",79277,"G",14490,"G",2202,"G",14490,"G",2202,2
110680,"R",928173,"A",,"R",148392,"G",20626,"G",4122,"G",20626,"G",4122,2
110699,"R",1187,"A",,"R",42108,"G",26,"G",1170,"G",26,"G",1170,2
110705,"R",822649,"A",,"R",122080,"G",18281,"G",3391,"G",18281,"G",3391,2
110714,"R",612280,"A",,"R",51350,"G",13606,"G",1426,"G",13606,"G",1426,2
110778,"A",,"A",,"R",9472,"A",,"G",263,"A",,"G",263,-2
110875,"A",,"R",216000,"A",,"G",240,"A",,"R",240,"A",,1
110918,"R",1186,"A",,"A",,"G",40,"A",,"R",44,"A",,2
110945,"R",6500,"A",,"A",,"G",217,"A",,"R",240,"A",,2
111009,"A",,"R",1838045,"A",,"G",2042,"A",,"G",2042,"A",,1
111054,"A",,"R",228200,"A",,"G",254,"A",,"R",254,"A",,1
111081,"R",24900,"A",,"R",11640,"G",830,"G",485,"G",830,"G",485,2
111188,"R",26033,"A",,"A",,"G",868,"A",,"R",868,"A",,2
111391,"A",,"A",,"R",424,"A",,"G",18,"A",,"G",18,-2
111434,"R",60017,"R",39870,"A",,"G",2045,"A",,"G",2045,"A",,3
111461,"R",204719,"R",131039,"A",,"G",6970,"A",,"R",11192,"A",,3
111513,"A",,"R",207174,"A",,"G",230,"A",,"G",230,"A",,1
111638,"R",492,"R",574573,"A",,"G",655,"A",,"R",768,"A",,3
111708,"A",,"R",226620,"A",,"G",252,"A",,"G",252,"A",,1
111717,"A",,"R",767365,"A",,"G",853,"A",,"G",853,"A",,1
111726,"A",,"R",430560,"A",,"G",478,"A",,"G",478,"A",,1
111744,"A",,"R",143800,"A",,"G",160,"A",,"G",160,"A",,1
111762,"A",,"R",150300,"A",,"G",167,"A",,"G",167,"A",,1
111771,"A",,"R",226080,"A",,"G",251,"A",,"G",251,"A",,1
111799,"A",,"R",111060,"A",,"G",123,"A",,"G",123,"A",,1
111887,"R",381111,"R",93120,"A",,"G",12807,"A",,"G",12807,"A",,3
111896,"R",67639,"R",43336,"A",,"G",2303,"A",,"G",2303,"A",,3
111920,"R",216967,"R",107741,"A",,"G",7352,"A",,"G",7352,"A",,3
111939,"R",371562,"R",1037059,"A",,"G",13538,"A",,"G",13538,"A",,3
111948,"R",105728,"A",,"R",24820,"G",3524,"G",1034,"G",3524,"G",1034,2
111966,"R",8755,"A",,"R",119,"G",292,"G",5,"R",292,"R",5,2
112075,"R",40557,"A",,"R",8534,"G",1352,"G",356,"G",1352,"G",356,2
112084,"R",15012,"A",,"R",760,"G",500,"G",32,"G",500,"G",32,2
112127,"A",,"A",,"R",709,"A",,"G",30,"A",,"G",30,-2
112172,"R",218939,"R",11860,"A",,"G",7311,"A",,"G",7311,"A",,3
112190,"R",480107,"R",2053719,"A",,"G",18285,"A",,"G",18285,"A",,3
112251,"A",,"A",,"R",26002,"A",,"G",1083,"A",,"R",1188,-2
112260,"R",33661,"A",,"A",,"G",1122,"A",,"G",1122,"A",,2
112288,"R",18554,"A",,"A",,"G",618,"A",,"R",512,"A",,2
112312,"R",4356,"R",0,"A",,"G",145,"A",,"R",123,"A",,3
112367,"A",,"R",87390,"A",,"G",97,"A",,"G",97,"A",,1
112385,"R",87742,"R",11997,"A",,"G",2938,"A",,"R",2938,"A",,3
112394,"R",9206,"A",,"A",,"G",307,"A",,"R",255,"A",,2
112446,"R",44832,"A",,"R",1405,"G",996,"G",39,"G",996,"G",39,2
112455,"A",,"R",124800,"A",,"G",139,"A",,"G",139,"A",,1
112516,"R",18166,"A",,"A",,"G",606,"A",,"G",606,"A",,2
112525,"A",,"A",,"R",14142,"A",,"G",589,"A",,"R",393,-2
112561,"R",45429,"R",9846,"A",,"G",1525,"A",,"R",2338,"A",,3
112570,"R",8368,"A",,"A",,"G",186,"A",,"R",186,"A",,2
112686,"R",111389,"R",330700,"A",,"G",4080,"A",,"G",4080,"A",,3
112783,"A",,"R",472605,"A",,"G",525,"A",,"R",614,"A",,1
112826,"R",111322,"R",239034,"A",,"G",3976,"A",,"R",5918,"A",,3
113096,"R",259707,"R",7061,"A",,"G",8665,"A",,"G",8665,"A",,3
113111,"R",94584,"R",4991,"A",,"G",3158,"A",,"G",3158,"A",,3
113193,"R",204350,"R",2846,"A",,"G",6815,"A",,"G",6815,"A",,3
113218,"R",105658,"R",52385,"A",,"G",3580,"A",,"G",3580,"A",,3
113227,"A",,"R",452531,"A",,"G",503,"A",,"R",541,"A",,1
113236,"R",233979,"R",2650,"A",,"G",7802,"A",,"G",7802,"A",,3
113333,"R",691014,"R",236942,"A",,"G",15619,"A",,"G",15619,"A",,3
113397,"A",,"R",213008,"A",,"G",237,"A",,"R",237,"A",,1
113537,"R",0,"R",30246,"R",276,"G",34,"G",12,"R",34,"R",6,3
113573,"R",115067,"R",13008,"A",,"G",3850,"A",,"G",3850,"A",,3
113582,"R",13962,"A",,"A",,"G",465,"A",,"G",465,"A",,2
113607,"R",283690,"A",,"R",21405,"G",9456,"G",892,"G",9456,"G",892,2
113634,"R",392323,"R",82199,"A",,"G",13169,"A",,"G",13169,"A",,3
113698,"R",33622,"A",,"R",13653,"G",1121,"G",569,"R",1190,"R",624,2
113704,"R",171,"A",,"R",1269,"G",6,"G",53,"G",6,"G",53,2
113713,"R",8801,"A",,"A",,"G",293,"A",,"G",293,"A",,2
113856,"R",403082,"R",3844,"A",,"G",13440,"A",,"G",13440,"A",,3
113908,"R",124636,"A",,"A",,"G",4155,"A",,"G",4155,"A",,2
113980,"R",422671,"R",129483,"A",,"G",14233,"A",,"G",14233,"A",,3
114044,"A",,"R",33600,"A",,"G",37,"A",,"G",37,"A",,1
