unitid,line,section,"lstudy","xefrac01",efrace01,"xefrac02",efrace02,"xefrac03",efrace03,"xefrac04",efrace04,"xefrac05",efrace05,"xefrac06",efrace06,"xefrac07",efrace07,"xefrac08",efrace08,"xefrac09",efrace09,"xefrac10",efrace10,"xefrac11",efrace11,"xefrac12",efrace12,"xefrac13",efrace13,"xefrac14",efrace14,"xefrac15",efrace15,"xefrac16",efrace16
217819,22,2,"1","R",8,"R",15,"R",29,"R",69,"R",1,"R",3,"R",5,"R",10,"R",5,"R",20,"R",391,"R",491,"R",6,"R",9,"G",445,"G",617
217819,25,2,"3","R",2,"R",7,"R",14,"R",93,"R",2,"R",1,"R",1,"R",3,"R",5,"R",10,"R",170,"R",840,"R",3,"R",7,"G",197,"G",961
217819,28,2,"4","G",10,"G",22,"G",43,"G",162,"G",3,"G",4,"G",6,"G",13,"G",10,"G",30,"G",561,"G",1331,"G",9,"G",16,"G",642,"G",1578
217819,29,3,"4","G",117,"G",171,"G",230,"G",651,"G",9,"G",17,"G",49,"G",95,"G",50,"G",94,"G",3393,"G",6144,"G",34,"G",75,"G",3882,"G",7247
217828,1,1,"1","P",0,"P",0,"P",0,"P",17,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",9,"P",0,"P",0,"G",0,"G",26
217828,3,1,"1","G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",2
217828,8,1,"1","P",0,"P",0,"P",0,"P",18,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",10,"P",0,"P",0,"G",0,"G",28
217828,14,1,"4","G",0,"G",0,"G",0,"G",18,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",10,"G",0,"G",0,"G",0,"G",28
217828,15,2,"1","P",0,"P",0,"P",0,"P",12,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",7,"P",0,"P",0,"G",0,"G",19
217828,17,2,"1","G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1
217828,22,2,"1","P",0,"P",0,"P",0,"P",13,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",0,"P",7,"P",0,"P",0,"G",0,"G",20
217828,28,2,"4","G",0,"G",0,"G",0,"G",13,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",7,"G",0,"G",0,"G",0,"G",20
217828,29,3,"4","G",0,"G",0,"G",0,"G",31,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",17,"G",0,"G",0,"G",0,"G",48
217837,1,1,"1","R",0,"R",0,"R",17,"R",30,"R",1,"R",4,"R",1,"R",0,"R",0,"R",0,"R",44,"R",46,"R",1,"R",0,"G",64,"G",80
217837,3,1,"1","G",0,"G",0,"G",19,"G",66,"G",2,"G",4,"G",0,"G",1,"G",0,"G",0,"G",62,"G",97,"G",0,"G",0,"G",83,"G",168
217837,8,1,"1","R",0,"R",0,"R",36,"R",96,"R",3,"R",8,"R",1,"R",1,"R",0,"R",0,"R",106,"R",143,"R",1,"R",0,"G",147,"G",248
217837,14,1,"4","G",0,"G",0,"G",36,"G",96,"G",3,"G",8,"G",1,"G",1,"G",0,"G",0,"G",106,"G",143,"G",1,"G",0,"G",147,"G",248
217837,15,2,"1","R",0,"R",0,"R",12,"R",24,"R",0,"R",3,"R",0,"R",0,"R",0,"R",1,"R",20,"R",21,"R",0,"R",0,"G",32,"G",49
217837,17,2,"1","G",0,"G",0,"G",51,"G",146,"G",2,"G",7,"G",1,"G",1,"G",1,"G",0,"G",121,"G",175,"G",1,"G",0,"G",177,"G",329
217837,22,2,"1","R",0,"R",0,"R",63,"R",170,"R",2,"R",10,"R",1,"R",1,"R",1,"R",1,"R",141,"R",196,"R",1,"R",0,"G",209,"G",378
217837,28,2,"4","G",0,"G",0,"G",63,"G",170,"G",2,"G",10,"G",1,"G",1,"G",1,"G",1,"G",141,"G",196,"G",1,"G",0,"G",209,"G",378
217837,29,3,"4","G",0,"G",0,"G",99,"G",266,"G",5,"G",18,"G",2,"G",2,"G",1,"G",1,"G",247,"G",339,"G",2,"G",0,"G",356,"G",626
217864,1,1,"1","R",15,"R",1,"R",36,"R",0,"R",0,"R",1,"R",14,"R",3,"R",24,"R",3,"R",439,"R",17,"R",0,"R",0,"G",528,"G",25
217864,3,1,"1","G",50,"G",4,"G",100,"G",13,"G",3,"G",0,"G",21,"G",2,"G",42,"G",8,"G",1047,"G",33,"G",0,"G",0,"G",1263,"G",60
217864,8,1,"1","R",65,"R",5,"R",136,"R",13,"R",3,"R",1,"R",35,"R",5,"R",66,"R",11,"R",1486,"R",50,"R",0,"R",0,"G",1791,"G",85
217864,11,1,"3","R",0,"R",0,"R",8,"R",16,"R",0,"R",0,"R",1,"R",2,"R",1,"R",1,"R",47,"R",78,"R",0,"R",0,"G",57,"G",97
217864,14,1,"4","G",65,"G",5,"G",144,"G",29,"G",3,"G",1,"G",36,"G",7,"G",67,"G",12,"G",1533,"G",128,"G",0,"G",0,"G",1848,"G",182
217864,17,2,"1","G",0,"G",0,"G",0,"G",18,"G",0,"G",0,"G",1,"G",1,"G",2,"G",1,"G",60,"G",36,"G",0,"G",0,"G",63,"G",56
217864,22,2,"1","R",0,"R",0,"R",0,"R",18,"R",0,"R",0,"R",1,"R",1,"R",2,"R",1,"R",60,"R",36,"R",0,"R",0,"G",63,"G",56
217864,25,2,"3","R",1,"R",4,"R",53,"R",283,"R",0,"R",6,"R",3,"R",7,"R",1,"R",8,"R",310,"R",1047,"R",0,"R",0,"G",368,"G",1355
217864,28,2,"4","G",1,"G",4,"G",53,"G",301,"G",0,"G",6,"G",4,"G",8,"G",3,"G",9,"G",370,"G",1083,"G",0,"G",0,"G",431,"G",1411
217864,29,3,"4","G",66,"G",9,"G",197,"G",330,"G",3,"G",7,"G",40,"G",15,"G",70,"G",21,"G",1903,"G",1211,"G",0,"G",0,"G",2279,"G",1593
217873,1,1,"1","R",9,"R",12,"R",99,"R",200,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"G",108,"G",213
217873,3,1,"1","G",8,"G",10,"G",295,"G",468,"G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",7,"G",4,"G",0,"G",0,"G",310,"G",484
217873,8,1,"1","R",17,"R",22,"R",394,"R",668,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",7,"R",5,"R",0,"R",0,"G",418,"G",697
217873,14,1,"4","G",17,"G",22,"G",394,"G",668,"G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",7,"G",5,"G",0,"G",0,"G",418,"G",697
217873,17,2,"1","G",0,"G",0,"G",9,"G",6,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",9,"G",6
217873,22,2,"1","R",0,"R",0,"R",9,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"G",9,"G",6
217873,28,2,"4","G",0,"G",0,"G",9,"G",6,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",9,"G",6
217873,29,3,"4","G",17,"G",22,"G",403,"G",674,"G",0,"G",0,"G",0,"G",2,"G",0,"G",0,"G",7,"G",5,"G",0,"G",0,"G",427,"G",703
217882,1,1,"1","R",4,"R",3,"R",100,"R",116,"R",6,"R",5,"R",19,"R",23,"R",17,"R",14,"R",1408,"R",1282,"R",23,"R",8,"G",1577,"G",1451
217882,3,1,"1","G",64,"G",45,"G",354,"G",398,"G",13,"G",7,"G",73,"G",70,"G",49,"G",47,"G",5032,"G",4024,"G",48,"G",36,"G",5633,"G",4627
217882,8,1,"1","R",68,"R",48,"R",454,"R",514,"R",19,"R",12,"R",92,"R",93,"R",66,"R",61,"R",6440,"R",5306,"R",71,"R",44,"G",7210,"G",6078
217882,11,1,"3","R",461,"R",184,"R",22,"R",33,"R",3,"R",0,"R",8,"R",6,"R",8,"R",5,"R",578,"R",423,"R",31,"R",10,"G",1111,"G",661
217882,14,1,"4","G",529,"G",232,"G",476,"G",547,"G",22,"G",12,"G",100,"G",99,"G",74,"G",66,"G",7018,"G",5729,"G",102,"G",54,"G",8321,"G",6739
217882,15,2,"1","R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",4,"R",0,"R",0,"G",2,"G",4
217882,17,2,"1","G",9,"G",5,"G",30,"G",38,"G",1,"G",2,"G",7,"G",6,"G",3,"G",2,"G",393,"G",255,"G",13,"G",8,"G",456,"G",316
217882,22,2,"1","R",9,"R",5,"R",31,"R",38,"R",1,"R",2,"R",7,"R",6,"R",3,"R",2,"R",394,"R",259,"R",13,"R",8,"G",458,"G",320
217882,25,2,"3","R",46,"R",17,"R",33,"R",115,"R",0,"R",0,"R",3,"R",6,"R",2,"R",6,"R",505,"R",840,"R",25,"R",29,"G",614,"G",1013
217882,28,2,"4","G",55,"G",22,"G",64,"G",153,"G",1,"G",2,"G",10,"G",12,"G",5,"G",8,"G",899,"G",1099,"G",38,"G",37,"G",1072,"G",1333
217882,29,3,"4","G",584,"G",254,"G",540,"G",700,"G",23,"G",14,"G",110,"G",111,"G",79,"G",74,"G",7917,"G",6828,"G",140,"G",91,"G",9393,"G",8072
217891,1,1,"1","R",0,"Z",0,"R",24,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"G",24,"G",7
217891,3,1,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
217891,8,1,"1","R",0,"Z",0,"R",24,"R",7,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"G",24,"G",7
217891,14,1,"4","G",0,"G",0,"G",24,"G",7,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",24,"G",7
217891,15,2,"1","Z",0,"Z",0,"R",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"G",0,"G",3
217891,17,2,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0
217891,22,2,"1","Z",0,"Z",0,"R",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"G",0,"G",3
217891,28,2,"4","G",0,"G",0,"G",0,"G",3,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",3
217891,29,3,"4","G",0,"G",0,"G",24,"G",10,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",24,"G",10
217907,1,1,"1","R",0,"R",0,"R",6,"R",45,"R",0,"R",0,"R",0,"R",1,"R",1,"R",2,"R",45,"R",78,"R",0,"R",0,"G",52,"G",126
217907,3,1,"1","G",6,"G",6,"G",51,"G",169,"G",1,"G",1,"G",0,"G",1,"G",2,"G",3,"G",136,"G",272,"G",0,"G",0,"G",196,"G",452
217907,8,1,"1","R",6,"R",6,"R",57,"R",214,"R",1,"R",1,"R",0,"R",2,"R",3,"R",5,"R",181,"R",350,"R",0,"R",0,"G",248,"G",578
217907,14,1,"4","G",6,"G",6,"G",57,"G",214,"G",1,"G",1,"G",0,"G",2,"G",3,"G",5,"G",181,"G",350,"G",0,"G",0,"G",248,"G",578
217907,15,2,"1","R",0,"R",0,"R",0,"R",7,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"G",0,"G",8
217907,17,2,"1","G",1,"G",0,"G",21,"G",51,"G",0,"G",1,"G",0,"G",0,"G",1,"G",2,"G",24,"G",67,"G",0,"G",0,"G",47,"G",121
217907,22,2,"1","R",1,"R",0,"R",21,"R",58,"R",0,"R",1,"R",0,"R",0,"R",1,"R",2,"R",24,"R",68,"R",0,"R",0,"G",47,"G",129
217907,28,2,"4","G",1,"G",0,"G",21,"G",58,"G",0,"G",1,"G",0,"G",0,"G",1,"G",2,"G",24,"G",68,"G",0,"G",0,"G",47,"G",129
217907,29,3,"4","G",7,"G",6,"G",78,"G",272,"G",1,"G",2,"G",0,"G",2,"G",4,"G",7,"G",205,"G",418,"G",0,"G",0,"G",295,"G",707
217916,1,1,"1","Z",0,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",5,"Z",0,"Z",0,"G",0,"G",15
217916,3,1,"1","G",0,"G",0,"G",0,"G",4,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",5,"G",0,"G",0,"G",1,"G",9
217916,8,1,"1","Z",0,"Z",0,"Z",0,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",1,"R",10,"Z",0,"Z",0,"G",1,"G",24
217916,14,1,"4","G",0,"G",0,"G",0,"G",12,"G",0,"G",0,"G",0,"G",0,"G",0,"G",2,"G",1,"G",10,"G",0,"G",0,"G",1,"G",24
217916,29,3,"4","G",0,"G",0,"G",0,"G",12,"G",0,"G",0,"G",0,"G",0,"G",0,"G",2,"G",1,"G",10,"G",0,"G",0,"G",1,"G",24
217925,1,1,"1","R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",42,"R",65,"R",0,"R",0,"G",43,"G",66
217925,3,1,"1","G",7,"G",9,"G",11,"G",12,"G",0,"G",0,"G",2,"G",4,"G",0,"G",7,"G",190,"G",204,"G",0,"G",0,"G",210,"G",236
217925,8,1,"1","R",7,"R",10,"R",11,"R",12,"R",0,"R",0,"R",2,"R",4,"R",1,"R",7,"R",232,"R",269,"R",0,"R",0,"G",253,"G",302
217925,9,1,"2","R",11,"R",2,"R",7,"R",4,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",44,"R",4,"R",0,"R",0,"G",63,"G",10
217925,11,1,"3","R",9,"R",18,"R",6,"R",10,"R",0,"R",0,"R",2,"R",2,"R",0,"R",0,"R",40,"R",58,"R",0,"R",0,"G",57,"G",88
217925,14,1,"4","G",27,"G",30,"G",24,"G",26,"G",0,"G",0,"G",5,"G",6,"G",1,"G",7,"G",316,"G",331,"G",0,"G",0,"G",373,"G",400
217925,15,2,"1","R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"G",1,"G",1
217925,17,2,"1","G",1,"G",3,"G",2,"G",7,"G",0,"G",0,"G",0,"G",0,"G",1,"G",0,"G",31,"G",42,"G",0,"G",0,"G",35,"G",52
217925,22,2,"1","R",1,"R",4,"R",2,"R",7,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",32,"R",42,"R",0,"R",0,"G",36,"G",53
217925,23,2,"2","R",1,"R",0,"R",1,"R",3,"R",0,"R",0,"R",3,"R",0,"R",1,"R",0,"R",27,"R",2,"R",0,"R",0,"G",33,"G",5
217925,25,2,"3","R",3,"R",4,"R",3,"R",6,"R",0,"R",0,"R",1,"R",3,"R",1,"R",0,"R",42,"R",38,"R",52,"R",1,"G",102,"G",52
217925,28,2,"4","G",5,"G",8,"G",6,"G",16,"G",0,"G",0,"G",4,"G",3,"G",3,"G",0,"G",101,"G",82,"G",52,"G",1,"G",171,"G",110
217925,29,3,"4","G",32,"G",38,"G",30,"G",42,"G",0,"G",0,"G",9,"G",9,"G",4,"G",7,"G",417,"G",413,"G",52,"G",1,"G",544,"G",510
217934,1,1,"1","R",0,"R",2,"R",0,"R",91,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",0,"R",153,"R",0,"R",0,"G",0,"G",249
217934,3,1,"1","G",0,"G",6,"G",3,"G",319,"G",0,"G",1,"G",0,"G",1,"G",0,"G",6,"G",1,"G",466,"G",0,"G",0,"G",4,"G",799
217934,8,1,"1","R",0,"R",8,"R",3,"R",410,"R",0,"R",1,"R",0,"R",2,"R",0,"R",8,"R",1,"R",619,"R",0,"R",0,"G",4,"G",1048
217934,11,1,"3","R",0,"R",0,"R",1,"R",38,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",4,"R",93,"R",0,"R",0,"G",6,"G",132
217934,14,1,"4","G",0,"G",8,"G",4,"G",448,"G",1,"G",2,"G",0,"G",2,"G",0,"G",8,"G",5,"G",712,"G",0,"G",0,"G",10,"G",1180
217934,15,2,"1","R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",0,"R",0,"G",0,"G",4
217934,17,2,"1","G",0,"G",0,"G",2,"G",85,"G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",7,"G",55,"G",0,"G",0,"G",9,"G",141
217934,22,2,"1","R",0,"R",0,"R",2,"R",86,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",7,"R",57,"R",0,"R",0,"G",9,"G",145
217934,25,2,"3","R",0,"R",1,"R",0,"R",15,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",8,"R",30,"R",0,"R",0,"G",8,"G",47
217934,28,2,"4","G",0,"G",1,"G",2,"G",101,"G",0,"G",0,"G",0,"G",2,"G",0,"G",1,"G",15,"G",87,"G",0,"G",0,"G",17,"G",192
217934,29,3,"4","G",0,"G",9,"G",6,"G",549,"G",1,"G",2,"G",0,"G",4,"G",0,"G",9,"G",20,"G",799,"G",0,"G",0,"G",27,"G",1372
217961,1,1,"1","R",0,"R",0,"R",0,"R",15,"R",0,"R",1,"R",0,"R",1,"R",0,"R",4,"R",0,"R",163,"R",0,"R",15,"G",0,"G",199
217961,3,1,"1","G",0,"G",0,"G",0,"G",48,"G",0,"G",3,"G",0,"G",7,"G",0,"G",8,"G",0,"G",325,"G",0,"G",13,"G",0,"G",404
217961,8,1,"1","R",0,"R",0,"R",0,"R",63,"R",0,"R",4,"R",0,"R",8,"R",0,"R",12,"R",0,"R",488,"R",0,"R",28,"G",0,"G",603
217961,11,1,"3","R",0,"R",0,"R",4,"R",8,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",8,"R",64,"R",11,"R",28,"G",23,"G",102
217961,14,1,"4","G",0,"G",0,"G",4,"G",71,"G",0,"G",5,"G",0,"G",8,"G",0,"G",13,"G",8,"G",552,"G",11,"G",56,"G",23,"G",705
217961,17,2,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",1,"G",4,"G",1,"G",13,"G",2,"G",18
217961,22,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",4,"R",1,"R",13,"G",2,"G",18
217961,25,2,"3","R",0,"R",0,"R",5,"R",38,"R",0,"R",3,"R",0,"R",3,"R",0,"R",3,"R",51,"R",323,"R",25,"R",213,"G",81,"G",583
217961,28,2,"4","G",0,"G",0,"G",5,"G",38,"G",0,"G",3,"G",0,"G",3,"G",0,"G",4,"G",52,"G",327,"G",26,"G",226,"G",83,"G",601
217961,29,3,"4","G",0,"G",0,"G",9,"G",109,"G",0,"G",8,"G",0,"G",11,"G",0,"G",17,"G",60,"G",879,"G",37,"G",282,"G",106,"G",1306
217989,1,1,"1","R",0,"R",0,"R",154,"R",182,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1,"R",3,"R",0,"R",0,"G",155,"G",186
217989,3,1,"1","G",0,"G",0,"G",168,"G",290,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",4,"G",8,"G",0,"G",0,"G",172,"G",298
217989,8,1,"1","R",0,"R",0,"R",322,"R",472,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",5,"R",11,"R",0,"R",0,"G",327,"G",484
217989,14,1,"4","G",0,"G",0,"G",322,"G",472,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",5,"G",11,"G",0,"G",0,"G",327,"G",484
217989,15,2,"1","R",0,"R",0,"R",21,"R",15,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",5,"R",0,"R",0,"G",27,"G",20
217989,17,2,"1","G",0,"G",0,"G",119,"G",217,"G",0,"G",0,"G",0,"G",0,"G",2,"G",0,"G",16,"G",28,"G",0,"G",0,"G",137,"G",245
217989,22,2,"1","R",0,"R",0,"R",140,"R",232,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",22,"R",33,"R",0,"R",0,"G",164,"G",265
217989,28,2,"4","G",0,"G",0,"G",140,"G",232,"G",0,"G",0,"G",0,"G",0,"G",2,"G",0,"G",22,"G",33,"G",0,"G",0,"G",164,"G",265
217989,29,3,"4","G",0,"G",0,"G",462,"G",704,"G",0,"G",0,"G",0,"G",0,"G",2,"G",1,"G",27,"G",44,"G",0,"G",0,"G",491,"G",749
217998,1,1,"1","R",1,"R",0,"R",5,"R",4,"R",0,"R",0,"R",1,"R",0,"R",2,"R",3,"R",53,"R",78,"R",2,"R",0,"G",64,"G",85
217998,3,1,"1","G",2,"G",2,"G",7,"G",11,"G",0,"G",0,"G",2,"G",1,"G",2,"G",0,"G",119,"G",196,"G",0,"G",0,"G",132,"G",210
217998,8,1,"1","R",3,"R",2,"R",12,"R",15,"R",0,"R",0,"R",3,"R",1,"R",4,"R",3,"R",172,"R",274,"R",2,"R",0,"G",196,"G",295
217998,9,1,"2","R",0,"R",0,"R",14,"R",4,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",30,"R",8,"R",0,"R",1,"G",45,"G",13
217998,11,1,"3","R",0,"R",0,"R",4,"R",2,"R",0,"R",0,"R",2,"R",0,"R",0,"R",0,"R",22,"R",4,"R",0,"R",1,"G",28,"G",7
217998,14,1,"4","G",3,"G",2,"G",30,"G",21,"G",0,"G",0,"G",5,"G",1,"G",5,"G",3,"G",224,"G",286,"G",2,"G",2,"G",269,"G",315
217998,17,2,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",2,"G",9,"G",0,"G",0,"G",2,"G",9
217998,22,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",9,"R",0,"R",0,"G",2,"G",9
217998,23,2,"2","R",0,"R",0,"R",28,"R",23,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",67,"R",24,"R",1,"R",0,"G",98,"G",47
217998,25,2,"3","R",0,"R",0,"R",15,"R",10,"R",1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",61,"R",29,"R",0,"R",0,"G",78,"G",40
217998,28,2,"4","G",0,"G",0,"G",43,"G",33,"G",1,"G",0,"G",0,"G",1,"G",3,"G",0,"G",130,"G",62,"G",1,"G",0,"G",178,"G",96
217998,29,3,"4","G",3,"G",2,"G",73,"G",54,"G",1,"G",0,"G",5,"G",2,"G",8,"G",3,"G",354,"G",348,"G",3,"G",2,"G",447,"G",411
218025,1,1,"1","R",0,"R",0,"R",74,"R",180,"R",2,"R",2,"R",0,"R",3,"R",0,"R",0,"R",142,"R",169,"R",4,"R",6,"G",222,"G",360
218025,3,1,"1","G",0,"G",0,"G",131,"G",518,"G",1,"G",5,"G",2,"G",7,"G",3,"G",4,"G",278,"G",471,"G",2,"G",11,"G",417,"G",1016
218025,8,1,"1","R",0,"R",0,"R",205,"R",698,"R",3,"R",7,"R",2,"R",10,"R",3,"R",4,"R",420,"R",640,"R",6,"R",17,"G",639,"G",1376
218025,14,1,"4","G",0,"G",0,"G",205,"G",698,"G",3,"G",7,"G",2,"G",10,"G",3,"G",4,"G",420,"G",640,"G",6,"G",17,"G",639,"G",1376
218025,15,2,"1","R",0,"R",0,"R",23,"R",59,"R",0,"R",1,"R",1,"R",1,"R",1,"R",0,"R",31,"R",51,"R",1,"R",2,"G",57,"G",114
218025,17,2,"1","G",0,"G",0,"G",190,"G",504,"G",6,"G",4,"G",0,"G",6,"G",2,"G",4,"G",322,"G",577,"G",7,"G",6,"G",527,"G",1101
218025,22,2,"1","R",0,"R",0,"R",213,"R",563,"R",6,"R",5,"R",1,"R",7,"R",3,"R",4,"R",353,"R",628,"R",8,"R",8,"G",584,"G",1215
218025,28,2,"4","G",0,"G",0,"G",213,"G",563,"G",6,"G",5,"G",1,"G",7,"G",3,"G",4,"G",353,"G",628,"G",8,"G",8,"G",584,"G",1215
218025,29,3,"4","G",0,"G",0,"G",418,"G",1261,"G",9,"G",12,"G",3,"G",17,"G",6,"G",8,"G",773,"G",1268,"G",14,"G",25,"G",1223,"G",2591
218043,1,1,"1","R",0,"R",0,"R",4,"R",28,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",5,"R",44,"R",0,"R",0,"G",9,"G",75
218043,3,1,"1","G",0,"G",0,"G",7,"G",59,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",4,"G",71,"G",0,"G",0,"G",11,"G",130
218043,8,1,"1","R",0,"R",0,"R",11,"R",87,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",9,"R",115,"R",0,"R",0,"G",20,"G",205
218043,14,1,"4","G",0,"G",0,"G",11,"G",87,"G",0,"G",0,"G",0,"G",1,"G",0,"G",2,"G",9,"G",115,"G",0,"G",0,"G",20,"G",205
218043,15,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"G",1,"G",2
218043,17,2,"1","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",0,"G",0,"G",0,"G",1
218043,22,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",3,"R",0,"R",0,"G",1,"G",3
218043,28,2,"4","G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",0,"G",1,"G",3,"G",0,"G",0,"G",1,"G",3
218043,29,3,"4","G",0,"G",0,"G",11,"G",87,"G",0,"G",0,"G",0,"G",1,"G",0,"G",2,"G",10,"G",118,"G",0,"G",0,"G",21,"G",208
218061,1,1,"1","R",1,"R",3,"R",45,"R",120,"R",1,"R",3,"R",2,"R",2,"R",1,"R",1,"R",193,"R",220,"R",3,"R",8,"G",246,"G",357
218061,3,1,"1","G",37,"G",19,"G",185,"G",426,"G",4,"G",5,"G",7,"G",9,"G",7,"G",4,"G",499,"G",669,"G",8,"G",7,"G",747,"G",1139
218061,8,1,"1","R",38,"R",22,"R",230,"R",546,"R",5,"R",8,"R",9,"R",11,"R",8,"R",5,"R",692,"R",889,"R",11,"R",15,"G",993,"G",1496
218061,11,1,"3","R",1,"R",1,"R",1,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",7,"R",30,"R",0,"R",0,"G",9,"G",39
218061,14,1,"4","G",39,"G",23,"G",231,"G",552,"G",5,"G",8,"G",9,"G",11,"G",8,"G",7,"G",699,"G",919,"G",11,"G",15,"G",1002,"G",1535
218061,15,2,"1","R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",3,"R",0,"R",0,"G",2,"G",4
