UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,ACTTYPE 
104179,"R",771324,"A",,"R",131930,"G",25711,"G",5497,"G",25711,"G",5497,2
104188,"R",9180,"A",,"A",,"G",306,"A",,"G",306,"A",,2
104294,"A",,"R",385360,"A",,"G",428,"A",,"G",428,"A",,1
104346,"R",156351,"A",,"A",,"G",5212,"A",,"R",3812,"A",,2
104364,"R",16245,"A",,"R",72,"G",361,"G",2,"G",361,"G",2,2
104391,"A",,"R",68400,"A",,"G",76,"A",,"G",76,"A",,1
104425,"R",229551,"A",,"A",,"G",7652,"A",,"R",7369,"A",,2
104434,"A",,"R",63164,"A",,"G",70,"A",,"G",70,"A",,1
104443,"A",,"R",146390,"A",,"G",163,"A",,"G",163,"A",,1
104504,"R",8932,"A",,"A",,"G",298,"A",,"G",298,"A",,2
104531,"R",49325,"A",,"R",7710,"G",1644,"G",321,"R",1096,"R",214,2
104568,"A",,"R",337000,"A",,"G",374,"A",,"G",374,"A",,1
104577,"R",92654,"A",,"A",,"G",3088,"A",,"G",3088,"A",,2
104586,"R",47151,"A",,"R",419,"G",1572,"G",17,"G",1572,"G",17,2
104708,"R",300681,"A",,"A",,"G",10023,"A",,"G",10023,"A",,2
104717,"R",161790,"A",,"R",182114,"G",5393,"G",7588,"G",5393,"G",7588,2
104805,"A",,"R",5672700,"A",,"G",6303,"A",,"G",6303,"A",,1
104911,"A",,"R",145216,"A",,"G",161,"A",,"G",161,"A",,1
104984,"A",,"R",319830,"A",,"G",355,"A",,"G",355,"A",,1
105118,"R",20993,"A",,"A",,"G",700,"A",,"G",700,"A",,2
105127,"A",,"R",167960,"A",,"G",187,"A",,"R",104,"A",,1
105145,"R",110320,"A",,"A",,"G",3677,"A",,"G",3677,"A",,2
105154,"R",409597,"A",,"A",,"G",13653,"A",,"G",13653,"A",,2
105163,"R",20868,"A",,"A",,"G",464,"A",,"G",464,"A",,2
105172,"R",34412,"A",,"A",,"G",765,"A",,"G",765,"A",,2
105206,"R",96339,"A",,"A",,"G",3211,"A",,"G",3211,"A",,2
105215,"R",91654,"A",,"A",,"G",3055,"A",,"R",3192,"A",,2
105297,"R",33174,"A",,"A",,"G",1106,"A",,"G",1106,"A",,2
105330,"R",411407,"A",,"R",96084,"G",13714,"G",4004,"R",15199,"R",4804,2
105349,"R",130775,"A",,"A",,"G",4359,"A",,"G",4359,"A",,2
105367,"R",20533,"A",,"R",16407,"G",684,"G",684,"R",684,"R",912,2
105419,"A",,"R",189576,"A",,"G",211,"A",,"G",211,"A",,1
105428,"R",175445,"A",,"A",,"G",5848,"A",,"G",5848,"A",,2
105482,"R",3696,"R",60680,"A",,"G",191,"A",,"G",191,"A",,3
105516,"R",83143,"A",,"R",40856,"G",2771,"G",1702,"G",2771,"G",1702,2
105525,"R",577230,"R",92800,"A",,"G",19344,"A",,"R",19386,"A",,3
105534,"A",,"R",881660,"A",,"G",980,"A",,"G",980,"A",,1
105543,"A",,"R",647800,"A",,"G",720,"A",,"G",720,"A",,1
105589,"R",33870,"A",,"R",6761,"G",1129,"G",282,"G",1129,"G",282,2
105659,"R",22511,"A",,"A",,"G",750,"A",,"G",750,"A",,2
105668,"R",366892,"A",,"A",,"G",12230,"A",,"G",12230,"A",,2
105677,"A",,"R",59542,"A",,"G",66,"A",,"G",66,"A",,1
105701,"A",,"R",81600,"A",,"G",91,"A",,"G",91,"A",,1
105747,"R",178479,"A",,"A",,"G",5949,"A",,"G",5949,"A",,2
105792,"R",62572,"A",,"A",,"G",2086,"A",,"G",2086,"A",,2
105899,"R",10684,"A",,"A",,"G",356,"A",,"G",356,"A",,2
105987,"A",,"R",315000,"A",,"G",350,"A",,"G",350,"A",,1
106041,"R",161111,"A",,"A",,"G",5370,"A",,"R",3041,"A",,2
106102,"R",68812,"A",,"R",11685,"G",2294,"G",487,"G",2294,"G",487,2
106111,"A",,"R",167864,"A",,"G",187,"A",,"G",187,"A",,1
106148,"R",115130,"A",,"A",,"G",3838,"A",,"R",3691,"A",,2
106245,"R",216811,"A",,"R",47869,"G",7227,"G",1995,"G",7227,"G",1995,2
106263,"R",23357,"A",,"R",8887,"G",779,"G",370,"G",779,"G",370,2
106281,"A",,"R",39008,"A",,"G",43,"A",,"G",43,"A",,1
106306,"R",16275,"A",,"A",,"G",543,"A",,"G",543,"A",,2
106315,"A",,"R",63600,"A",,"G",71,"A",,"G",71,"A",,1
106324,"A",,"R",66865,"A",,"G",74,"A",,"G",74,"A",,1
106342,"R",13819,"A",,"A",,"G",461,"A",,"G",461,"A",,2
106351,"A",,"R",120116,"A",,"G",133,"A",,"G",133,"A",,1
106360,"A",,"R",33200,"A",,"G",37,"A",,"G",37,"A",,1
106397,"R",414643,"A",,"R",56762,"G",13821,"G",2365,"G",13821,"G",2365,2
106412,"R",85321,"A",,"R",1714,"G",2844,"G",71,"G",2844,"G",71,2
106449,"R",97213,"A",,"A",,"G",3240,"A",,"G",3240,"A",,2
106458,"R",258509,"A",,"R",26549,"G",8617,"G",1106,"G",8617,"G",1106,2
106467,"R",190961,"A",,"R",9443,"G",6365,"G",393,"G",6365,"G",393,2
106485,"R",78481,"A",,"R",2578,"G",2616,"G",107,"G",2616,"G",107,2
106494,"A",,"R",41250,"A",,"G",46,"A",,"G",46,"A",,1
106546,"R",35700,"A",,"A",,"G",1190,"A",,"G",1190,"A",,2
106607,"A",,"R",86013,"A",,"G",96,"A",,"R",68,"A",,1
106625,"R",47742,"A",,"A",,"G",1591,"A",,"G",1591,"A",,2
106704,"R",293000,"A",,"R",34466,"G",9767,"G",1436,"G",9767,"G",1436,2
106713,"R",15265,"A",,"A",,"G",509,"A",,"G",509,"A",,2
106759,"A",,"R",26719,"A",,"G",30,"A",,"G",30,"A",,1
106795,"R",26077,"A",,"A",,"G",869,"A",,"G",869,"A",,2
106810,"R",3427,"A",,"A",,"G",114,"A",,"G",114,"A",,2
106829,"R",10064,"R",36429,"A",,"G",376,"A",,"G",376,"A",,3
106838,"A",,"R",30000,"A",,"G",33,"A",,"G",33,"A",,1
106883,"R",33004,"A",,"A",,"G",1100,"A",,"G",1100,"A",,2
106892,"A",,"R",231392,"A",,"G",257,"A",,"G",257,"A",,1
106980,"R",56157,"A",,"A",,"G",1872,"A",,"G",1872,"A",,2
106999,"R",28296,"A",,"A",,"G",943,"A",,"G",943,"A",,2
107044,"R",122702,"A",,"R",23256,"G",4090,"G",969,"G",4090,"G",969,2
107071,"R",82781,"A",,"R",5844,"G",2759,"G",244,"G",2759,"G",244,2
107080,"R",35892,"A",,"R",124,"G",1196,"G",5,"R",1208,"R",4,2
107099,"A",,"R",120195,"A",,"G",134,"A",,"R",103,"A",,1
107123,"A",,"R",43450,"A",,"G",48,"A",,"G",48,"A",,1
107141,"R",48248,"A",,"R",6497,"G",1608,"G",271,"G",1608,"G",271,2
107211,"A",,"R",48000,"A",,"G",53,"A",,"G",53,"A",,1
107220,"A",,"R",142535,"A",,"G",158,"A",,"G",158,"A",,1
107275,"A",,"R",14814,"A",,"G",16,"A",,"G",16,"A",,1
107293,"A",,"R",126000,"A",,"G",140,"A",,"G",140,"A",,1
107318,"R",27761,"A",,"A",,"G",925,"A",,"G",925,"A",,2
107327,"R",34860,"A",,"A",,"G",1162,"A",,"G",1162,"A",,2
107363,"A",,"R",75000,"A",,"G",83,"A",,"G",83,"A",,1
107442,"A",,"R",48000,"A",,"G",53,"A",,"G",53,"A",,1
107460,"R",46006,"A",,"A",,"G",1534,"A",,"G",1534,"A",,2
107488,"R",10640,"A",,"A",,"G",355,"A",,"G",355,"A",,2
107512,"R",41301,"A",,"A",,"G",1377,"A",,"G",1377,"A",,2
107521,"R",27061,"A",,"A",,"G",902,"A",,"G",902,"A",,2
107549,"R",26111,"A",,"A",,"G",870,"A",,"G",870,"A",,2
107558,"R",18588,"A",,"A",,"G",620,"A",,"G",620,"A",,2
107585,"R",41850,"A",,"A",,"G",1395,"A",,"G",1395,"A",,2
107600,"R",15379,"A",,"A",,"G",513,"A",,"G",513,"A",,2
107619,"R",39375,"A",,"A",,"G",1313,"A",,"G",1313,"A",,2
107637,"R",46887,"A",,"A",,"G",1563,"A",,"G",1563,"A",,2
107655,"R",3570,"A",,"A",,"G",119,"A",,"G",119,"A",,2
107664,"R",187704,"A",,"A",,"G",6257,"A",,"G",6257,"A",,2
107725,"R",27602,"A",,"A",,"G",920,"A",,"G",920,"A",,2
107743,"R",17387,"A",,"A",,"G",580,"A",,"G",580,"A",,2
107789,"A",,"R",96288,"A",,"G",107,"A",,"G",107,"A",,1
107831,"A",,"R",78033,"A",,"G",87,"A",,"G",87,"A",,1
107877,"R",14895,"A",,"A",,"G",497,"A",,"G",497,"A",,2
107974,"R",31396,"A",,"A",,"G",1047,"A",,"G",1047,"A",,2
107983,"R",77145,"A",,"R",6441,"G",2572,"G",268,"G",2572,"G",268,2
107992,"R",40418,"A",,"A",,"G",1347,"A",,"G",1347,"A",,2
108065,"A",,"R",24000,"A",,"G",27,"A",,"R",27,"A",,1
108092,"R",157908,"A",,"A",,"G",5264,"A",,"G",5264,"A",,2
108199,"R",245520,"R",7626600,"A",,"G",16658,"A",,"G",16658,"A",,3
108232,"R",201677,"A",,"R",54831,"G",6723,"G",2285,"G",6723,"G",2285,2
108250,"R",30084,"A",,"A",,"G",669,"A",,"G",669,"A",,2
108269,"A",,"A",,"R",3025,"A",,"G",126,"A",,"G",126,2
108348,"R",3600,"A",,"A",,"G",120,"A",,"G",120,"A",,2
108649,"A",,"R",123512,"A",,"G",137,"A",,"G",137,"A",,1
108667,"R",108899,"A",,"A",,"G",3630,"A",,"G",3630,"A",,2
108807,"R",189059,"A",,"A",,"G",6302,"A",,"G",6302,"A",,2
108852,"R",7048,"A",,"A",,"G",235,"A",,"G",235,"A",,2
108861,"A",,"A",,"R",74,"A",,"G",3,"A",,"G",3,2
108870,"A",,"A",,"R",10267,"A",,"G",428,"A",,"R",348,2
108977,"A",,"R",61200,"A",,"G",68,"A",,"G",68,"A",,1
109013,"R",39503,"A",,"R",2280,"G",878,"G",63,"G",878,"G",63,2
109040,"A",,"R",1507771,"A",,"G",1675,"A",,"G",1675,"A",,1
109086,"R",860,"A",,"R",1785,"G",29,"G",74,"G",29,"G",74,2
109208,"R",549236,"A",,"A",,"G",18308,"A",,"G",18308,"A",,2
109332,"A",,"R",482400,"A",,"G",536,"A",,"R",669,"A",,1
109350,"R",265745,"A",,"A",,"G",8858,"A",,"R",9491,"A",,2
109651,"R",54604,"A",,"R",5580,"G",1820,"G",233,"G",1820,"G",233,2
109721,"A",,"R",525000,"A",,"G",583,"A",,"G",583,"A",,1
109730,"A",,"R",56420,"A",,"G",63,"A",,"G",63,"A",,1
109785,"R",141597,"A",,"R",81923,"G",4720,"G",3413,"G",4720,"G",3413,2
109819,"R",316553,"A",,"A",,"G",10552,"A",,"G",10552,"A",,2
109891,"A",,"R",27020,"A",,"G",30,"A",,"R",29,"A",,1
109907,"R",54282,"A",,"A",,"G",1809,"A",,"G",1809,"A",,2
109934,"A",,"R",217325,"A",,"G",241,"A",,"G",241,"A",,1
110051,"R",12205,"A",,"R",1324,"G",407,"G",55,"G",407,"G",55,2
110060,"R",6048,"A",,"R",1104,"G",202,"G",46,"G",202,"G",46,2
110097,"R",114896,"A",,"R",19787,"G",3830,"G",824,"R",3830,"R",1099,2
110176,"R",13580,"A",,"A",,"G",302,"A",,"G",302,"A",,2
110185,"R",82099,"A",,"R",555,"G",2737,"G",23,"G",2737,"G",23,2
110194,"A",,"R",98998,"A",,"G",110,"A",,"G",110,"A",,1
110219,"R",18170,"A",,"A",,"G",404,"A",,"G",404,"A",,2
110246,"R",237793,"A",,"A",,"G",7926,"A",,"G",7926,"A",,2
110307,"A",,"A",,"R",9648,"A",,"G",402,"A",,"G",402,2
110316,"R",2656,"A",,"R",23108,"G",89,"G",963,"G",89,"G",963,2
110334,"R",250153,"A",,"A",,"G",8338,"A",,"G",8338,"A",,2
110361,"R",84791,"A",,"R",14715,"G",2826,"G",613,"G",2826,"G",613,2
110370,"R",36537,"A",,"R",7118,"G",1218,"G",297,"G",1218,"G",297,2
110398,"A",,"A",,"R",35600,"A",,"G",1483,"A",,"G",1483,2
110404,"R",40653,"A",,"R",45673,"G",903,"G",1269,"G",903,"G",1269,2
110413,"R",61433,"A",,"R",24715,"G",2048,"G",1030,"G",2048,"G",1030,2
110422,"R",818175,"A",,"R",23513,"G",18182,"G",653,"G",18182,"G",653,2
110468,"R",4545,"A",,"R",79746,"G",152,"G",3323,"G",152,"G",3323,2
110486,"R",272687,"A",,"R",30760,"G",6060,"G",854,"G",6060,"G",854,2
110495,"R",209465,"A",,"R",14003,"G",6982,"G",583,"G",6982,"G",583,2
110510,"R",585714,"A",,"R",56908,"G",13016,"G",1581,"G",13016,"G",1581,2
110529,"R",824699,"A",,"R",33784,"G",18327,"G",938,"G",18327,"G",938,2
110538,"R",457559,"A",,"R",13814,"G",15252,"G",576,"G",15252,"G",576,2
110547,"R",226521,"A",,"R",39803,"G",7551,"G",1658,"G",7551,"G",1658,2
110556,"R",522735,"A",,"R",37969,"G",17425,"G",1582,"G",17425,"G",1582,2
110565,"R",817998,"A",,"R",53079,"G",27267,"G",2212,"G",27267,"G",2212,2
110574,"R",445840,"A",,"R",92085,"G",9908,"G",2558,"G",9908,"G",2558,2
110583,"R",835247,"A",,"R",68084,"G",27842,"G",2837,"G",27842,"G",2837,2
110592,"R",704494,"A",,"R",77391,"G",15655,"G",2150,"G",15655,"G",2150,2
110608,"R",744108,"A",,"R",83521,"G",24804,"G",3480,"G",24804,"G",3480,2
110617,"R",622292,"A",,"R",61193,"G",20743,"G",2550,"G",20743,"G",2550,2
110635,"R",777929,"A",,"R",233130,"G",25931,"G",9714,"G",25931,"G",9714,2
110644,"R",1083134,"A",,"R",168972,"G",24070,"G",4694,"G",24070,"G",4694,2
110653,"R",1061013,"A",,"R",174324,"G",23578,"G",4842,"G",23578,"G",4842,2
110662,"R",1188393,"A",,"R",373916,"G",26409,"G",10387,"G",26409,"G",10387,2
110671,"R",681244,"A",,"R",84343,"G",15139,"G",2343,"G",15139,"G",2343,2
110680,"R",1036849,"A",,"R",171551,"G",23041,"G",4765,"G",23041,"G",4765,2
110699,"A",,"A",,"R",49968,"A",,"G",1388,"A",,"G",1388,2
110705,"R",861129,"A",,"R",121535,"G",19136,"G",3376,"G",19136,"G",3376,2
110714,"R",657549,"A",,"R",54317,"G",14612,"G",1509,"G",14612,"G",1509,2
110778,"A",,"A",,"R",12514,"A",,"G",348,"A",,"G",348,2
110875,"A",,"R",92250,"A",,"G",103,"A",,"G",103,"A",,1
110918,"R",723,"A",,"A",,"G",24,"A",,"R",30,"A",,2
110945,"R",36449,"A",,"A",,"G",1215,"A",,"R",901,"A",,2
111009,"R",81600,"A",,"A",,"G",2720,"A",,"R",1632,"A",,2
111054,"A",,"R",202000,"A",,"G",224,"A",,"G",224,"A",,1
111081,"R",25200,"A",,"R",12480,"G",840,"G",520,"G",840,"G",520,2
111188,"R",30605,"A",,"A",,"G",1020,"A",,"G",1020,"A",,2
111391,"A",,"A",,"R",757,"A",,"G",32,"A",,"G",32,2
111434,"R",86530,"A",,"A",,"G",2884,"A",,"G",2884,"A",,2
111461,"R",328110,"A",,"A",,"G",10937,"A",,"G",10937,"A",,2
111513,"A",,"P",159240,"A",,"P",177,"P",,"P",178,"P",,1
111638,"R",5528,"R",620941,"A",,"G",874,"A",,"R",934,"A",,3
111708,"A",,"R",306900,"A",,"G",341,"A",,"G",341,"A",,1
111717,"A",,"R",557875,"A",,"G",620,"A",,"G",620,"A",,1
111726,"A",,"R",383400,"A",,"G",426,"A",,"G",426,"A",,1
111744,"A",,"R",155580,"A",,"G",173,"A",,"G",173,"A",,1
111762,"A",,"R",237420,"A",,"G",264,"A",,"G",264,"A",,1
111771,"A",,"R",204030,"A",,"G",227,"A",,"G",227,"A",,1
111799,"A",,"R",250680,"A",,"G",279,"A",,"G",279,"A",,1
111887,"R",413621,"A",,"A",,"G",13787,"A",,"G",13787,"A",,2
111896,"R",77186,"A",,"A",,"G",2573,"A",,"G",2573,"A",,2
111920,"R",233121,"A",,"A",,"G",7771,"A",,"G",7771,"A",,2
111939,"R",356799,"A",,"A",,"G",11893,"A",,"G",11893,"A",,2
111948,"R",129358,"A",,"R",29173,"G",4312,"G",1216,"G",4312,"G",1216,2
111966,"R",8296,"A",,"R",700,"G",277,"G",29,"G",277,"G",29,2
112075,"R",41269,"A",,"R",18067,"G",1376,"G",753,"G",1376,"G",753,2
112084,"R",13128,"A",,"R",452,"G",438,"G",19,"G",438,"G",19,2
112127,"A",,"A",,"R",651,"A",,"G",27,"A",,"G",27,2
112172,"R",266727,"A",,"A",,"G",8891,"A",,"G",8891,"A",,2
112190,"R",521489,"A",,"A",,"G",17383,"A",,"G",17383,"A",,2
112251,"A",,"A",,"R",28069,"A",,"G",1170,"A",,"R",1244,2
112260,"R",33939,"A",,"A",,"G",1131,"A",,"G",1131,"A",,2
112288,"A",,"R",389120,"A",,"G",432,"A",,"G",432,"A",,1
112312,"R",4169,"A",,"A",,"G",139,"A",,"G",139,"A",,2
112367,"A",,"R",845700,"A",,"G",940,"A",,"G",940,"A",,1
112385,"R",178000,"A",,"A",,"G",5933,"A",,"G",5933,"A",,2
112394,"R",5011,"A",,"A",,"G",167,"A",,"G",167,"A",,2
112446,"R",31825,"A",,"R",1559,"G",707,"G",43,"G",707,"G",43,2
112455,"A",,"R",83340,"A",,"G",93,"A",,"G",93,"A",,1
112516,"R",30690,"A",,"A",,"G",1023,"A",,"R",495,"A",,2
112525,"A",,"A",,"R",11810,"A",,"G",492,"A",,"R",522,2
112561,"R",46350,"A",,"A",,"G",1545,"A",,"G",1545,"A",,2
112570,"R",18221,"A",,"A",,"G",405,"A",,"G",405,"A",,2
112686,"R",72663,"A",,"A",,"G",2422,"A",,"G",2422,"A",,2
112783,"A",,"R",965404,"A",,"G",1073,"A",,"R",1184,"A",,1
112826,"R",129323,"A",,"A",,"G",4311,"A",,"G",4311,"A",,2
113096,"R",237039,"A",,"A",,"G",7901,"A",,"G",7901,"A",,2
113111,"R",101508,"A",,"A",,"G",3384,"A",,"G",3384,"A",,2
113193,"R",221721,"A",,"A",,"G",7391,"A",,"G",7391,"A",,2
113218,"R",131412,"A",,"A",,"G",4380,"A",,"G",4380,"A",,2
113227,"A",,"R",221639,"A",,"G",246,"A",,"G",246,"A",,1
113236,"R",262401,"A",,"A",,"G",8747,"A",,"G",8747,"A",,2
113333,"R",708814,"A",,"A",,"G",15751,"A",,"G",15751,"A",,2
113397,"A",,"R",284069,"A",,"G",316,"A",,"G",316,"A",,1
113449,"A",,"R",100284,"A",,"G",111,"A",,"G",111,"A",,1
113537,"A",,"R",19800,"R",966,"G",22,"G",40,"R",22,"R",21,3
113573,"R",165118,"A",,"A",,"G",5504,"A",,"G",5504,"A",,2
113582,"A",,"R",195990,"A",,"G",218,"A",,"R",225,"A",,1
113607,"R",206058,"A",,"R",24572,"G",6869,"G",1024,"R",4579,"R",683,2
113634,"R",382161,"A",,"A",,"G",12739,"A",,"G",12739,"A",,2
113698,"R",38941,"A",,"R",12099,"G",1298,"G",504,"R",1334,"R",602,2
113704,"R",27,"A",,"R",1048,"G",1,"G",44,"G",1,"G",44,2
113856,"R",497506,"A",,"A",,"G",16584,"A",,"G",16584,"A",,2
113908,"A",,"R",118295,"A",,"G",131,"A",,"G",131,"A",,1
113980,"R",453550,"A",,"A",,"G",15118,"A",,"G",15118,"A",,2
114044,"R",2200,"A",,"A",,"G",73,"A",,"G",73,"A",,2
114062,"A",,"R",167447,"A",,"G",186,"A",,"G",186,"A",,1
114071,"A",,"R",307278,"A",,"G",341,"A",,"G",341,"A",,1
114080,"A",,"R",333258,"A",,"G",370,"A",,"G",370,"A",,1
114114,"A",,"A",,"R",3705,"A",,"G",103,"A",,"G",103,2
114123,"A",,"R",755000,"A",,"G",839,"A",,"G",839,"A",,1
114266,"R",158654,"A",,"A",,"G",5288,"A",,"G",5288,"A",,2
114354,"R",184615,"A",,"A",,"G",4103,"A",,"G",4103,"A",,2
114372,"R",3564,"A",,"A",,"G",79,"A",,"G",79,"A",,2
114390,"R",38856,"A",,"A",,"G",863,"A",,"G",863,"A",,2
114415,"R",22083,"A",,"A",,"G",491,"A",,"G",491,"A",,2
114433,"R",34316,"A",,"A",,"G",1144,"A",,"G",1144,"A",,2
114460,"A",,"R",286152,"A",,"G",318,"A",,"G",318,"A",,1
114549,"A",,"A",,"R",26177,"A",,"G",1091,"A",,"R",1345,2
114585,"A",,"A",,"R",9180,"A",,"G",383,"A",,"G",383,2
114628,"A",,"R",230900,"A",,"G",257,"A",,"G",257,"A",,1
114716,"R",381557,"A",,"A",,"G",8479,"A",,"G",8479,"A",,2
114734,"A",,"A",,"R",1336,"A",,"G",56,"A",,"G",56,2
