unitid,"xcdactua",cdactua,"xcnactua",cnactua,"xcdactga",cdactga
200837,"A",,"R",4968,"A",
200846,"R",30210,"A",,"R",108
200873,"R",1794,"R",0,"R",0
201007,"R",17050,"R",0,"R",0
201016,"R",15658,"A",,"A",
201034,"R",0,"R",1900800,"R",0
201061,"R",6486,"A",,"R",217
201070,"R",1664,"R",0,"R",0
201098,"Z",0,"R",40678,"A",
201104,"R",76763,"A",,"R",65011
201131,"Z",0,"R",151290,"A",
201140,"R",1242,"A",,"R",2547
201159,"R",600,"R",600,"A",
201177,"R",4194,"R",0,"R",0
201195,"R",106824,"A",,"R",14109
201229,"Z",0,"R",1500,"A",
201283,"R",55486,"R",0,"A",
201371,"R",29122,"A",,"R",1304
201399,"R",12870,"R",0,"R",0
201432,"R",28655,"A",,"R",865
201441,"R",461390,"A",,"R",62181
201469,"R",6708,"A",,"A",
201478,"Z",0,"R",108000,"A",
201487,"A",,"R",16545,"A",
201496,"R",0,"R",98550,"R",0
201539,"R",0,"R",110880,"R",0
201548,"R",74180,"A",,"R",25047
201584,"A",,"R",30600,"A",
201609,"R",0,"R",92903,"R",0
201618,"R",0,"R",90422,"R",0
201627,"R",0,"R",61818,"R",0
201645,"R",105590,"A",,"R",74692
201654,"R",94098,"A",,"R",259
201672,"R",60727,"A",,"A",
201681,"A",,"R",105400,"A",
201690,"R",57170,"A",,"R",754
201742,"A",,"R",75612,"A",
201751,"R",2673,"R",0,"A",
201803,"R",0,"R",305200,"R",0
201821,"R",7228,"A",,"A",
201858,"R",17508,"A",,"R",4611
201867,"R",75,"R",75,"A",
201885,"R",754614,"A",,"R",255104
201928,"R",296725,"A",,"A",
201946,"R",71863,"A",,"A",
201955,"R",111366,"A",,"A",
201964,"R",10713,"R",0,"R",0
201973,"R",87280,"A",,"A",
201982,"R",0,"R",11880,"R",0
201991,"A",,"R",16423,"A",
202019,"R",57,"A",,"R",336
202046,"R",17676,"R",0,"R",33
202055,"A",,"R",412200,"A",
202073,"R",7168,"A",,"R",3111
202134,"R",283607,"A",,"R",97957
202152,"Z",0,"R",43800,"A",
202161,"R",10799,"A",,"R",0
202170,"R",36772,"A",,"A",
202189,"R",14472,"R",331280,"R",0
202204,"A",,"R",151740,"A",
202222,"R",635969,"A",,"A",
202268,"R",3005,"R",0,"R",0
202356,"R",405756,"A",,"A",
202426,"R",0,"R",4920,"R",0
202435,"R",13898,"R",0,"R",0
202453,"A",,"R",137800,"A",
202480,"R",211688,"A",,"R",54257
202514,"R",24152,"A",,"R",1346
202523,"R",65065,"A",,"A",
202541,"R",150513,"A",,"R",2960
202611,"R",25571,"R",0,"R",2136
202639,"R",0,"R",128232,"R",0
202648,"R",59127,"A",,"A",
202657,"Z",0,"R",235414,"A",
202684,"R",718,"A",,"A",
202763,"R",92271,"R",0,"R",25699
202806,"R",73672,"A",,"R",21968
202888,"R",0,"R",91800,"R",0
202903,"R",6869,"R",0,"R",0
202912,"R",6787,"A",,"A",
202949,"Z",0,"R",303569,"A",
202985,"A",,"R",64224,"A",
203030,"R",0,"R",177480,"R",0
203049,"R",0,"R",0,"R",1819
203067,"Z",0,"A",,"R",1224
203076,"A",,"A",,"R",1344
203085,"R",34990,"R",0,"R",2911
203128,"R",32853,"A",,"A",
203146,"R",0,"R",157745,"R",0
203155,"R",188231,"A",,"A",
203164,"R",3637,"A",,"A",
203225,"R",6540,"R",196200,"A",
203234,"R",0,"R",111456,"R",0
203289,"R",4644,"R",0,"A",
203313,"R",24694,"A",,"A",
203331,"R",33991,"A",,"R",0
203368,"R",108116,"A",,"R",15447
203438,"Z",0,"R",40700,"A",
203447,"R",26115,"A",,"R",0
203456,"R",11696,"A",,"R",54
203465,"R",71704,"A",,"R",240
203474,"R",43358,"A",,"R",6
203483,"R",38701,"A",,"R",159
203492,"R",22234,"A",,"R",153
203517,"R",495721,"A",,"R",92536
203526,"R",13078,"A",,"R",52
203535,"R",50614,"A",,"R",0
203544,"R",15031,"Z",0,"A",
203580,"R",17259,"A",,"R",1712
203599,"R",140379,"A",,"A",
203614,"R",0,"R",261247,"A",
203678,"R",96508,"A",,"A",
203720,"R",11712,"R",0,"R",0
203739,"R",13244,"R",0,"R",0
203748,"R",150089,"R",0,"R",0
203757,"R",23814,"R",21480,"R",214
203775,"R",54765,"A",,"R",4133
203818,"R",1693,"A",,"R",0
203845,"R",35067,"R",0,"R",1329
203881,"R",51837,"A",,"A",
203942,"A",,"R",83839,"A",
203951,"A",,"A",,"R",9378
203960,"R",7045,"R",0,"R",0
203997,"R",0,"R",0,"R",4799
204006,"R",56224,"A",,"R",793
204015,"R",54140,"A",,"R",1897
204024,"R",475272,"A",,"R",40614
204060,"R",15360,"R",153600,"A",
204121,"R",0,"R",116000,"R",0
204158,"Z",0,"R",26622,"A",
204167,"A",,"R",38700,"A",
204176,"R",8283,"A",,"R",0
204185,"R",67328,"A",,"A",
204194,"R",57684,"R",276,"R",1023
204200,"R",50593,"A",,"R",4413
204255,"R",63538,"A",,"A",
204264,"R",47537,"A",,"R",4808
204307,"R",16160,"R",246965,"R",0
204316,"R",24524,"A",,"A",
204334,"Z",0,"R",121500,"A",
204422,"R",87301,"R",109351,"A",
204431,"A",,"R",23956,"A",
204440,"R",35640,"R",827775,"A",
204459,"A",,"R",272160,"A",
204468,"R",15434,"A",,"R",5634
204486,"R",92220,"A",,"A",
204501,"R",76511,"A",,"R",350
204592,"R",11271,"A",,"A",
204608,"R",2620,"R",345160,"R",0
204617,"R",56038,"A",,"R",63
204626,"R",23588,"R",0,"R",0
204635,"R",110101,"A",,"Z",0
204662,"R",37282,"A",,"R",0
204671,"R",48748,"A",,"R",5003
204680,"R",52128,"A",,"R",2991
204699,"R",49710,"A",,"R",2104
204705,"R",71908,"A",,"R",5533
204714,"R",0,"R",105000,"R",0
204723,"R",0,"R",183600,"R",0
204741,"R",0,"R",1800,"R",0
204769,"R",0,"R",1800,"R",0
204778,"Z",0,"R",1800,"A",
204796,"R",1641583,"R",0,"R",380345
204802,"R",37142,"A",,"R",2104
204820,"R",52184,"A",,"R",2485
204839,"R",58723,"A",,"R",5111
204848,"R",49313,"A",,"R",3296
204857,"R",803778,"A",,"R",155157
204866,"R",52659,"A",,"R",1899
204884,"R",5942,"A",,"R",0
204893,"R",3933,"A",,"A",
204909,"R",61332,"R",0,"R",0
204936,"R",104844,"R",0,"R",10168
204945,"R",265363,"A",,"A",
204963,"R",0,"R",188700,"R",0
204981,"R",0,"R",74420,"R",0
204990,"P",0,"P",0,"P",721
205027,"R",1946,"A",,"R",46
205054,"R",6146,"R",75840,"R",0
205081,"Z",0,"R",20240,"A",
205090,"R",2811,"A",,"A",
205124,"R",1536,"A",,"R",544
205142,"A",,"R",46483,"A",
205179,"R",21648,"A",,"A",
205197,"A",,"R",194750,"A",
205203,"R",60319,"R",8805,"R",6907
205319,"R",0,"R",0,"R",4030
205391,"A",,"R",125100,"A",
205443,"R",131962,"A",,"R",0
205470,"R",538950,"A",,"A",
205513,"R",6532,"A",,"A",
205522,"R",3492,"A",,"A",
205559,"R",2592,"R",0,"R",0
205568,"R",4320,"R",0,"R",0
205610,"R",16940,"R",0,"R",0
205647,"R",18804,"A",,"A",
205692,"K",0,"K",54908,"K",0
205708,"R",0,"R",137700,"R",0
205717,"K",0,"K",17682,"K",0
205726,"R",10633,"R",141050,"R",0
205841,"R",87902,"A",,"A",
205887,"R",11424,"R",1162000,"R",0
205957,"R",52986,"A",,"R",8233
205966,"R",67122,"R",43800,"A",
206011,"R",69154,"A",,"A",
206039,"A",,"R",84600,"A",
206048,"R",33182,"A",,"R",4926
206057,"A",,"R",1800,"A",
206084,"R",451200,"R",7736314,"R",54177
206093,"Z",0,"R",235170,"A",
206154,"R",400,"R",0,"R",0
206172,"Z",0,"R",59700,"A",
206181,"Z",0,"R",104722,"A",
206215,"A",,"A",,"R",1243
206224,"R",18572,"A",,"A",
206279,"R",27526,"A",,"R",32913
206288,"A",,"A",,"R",6320
206321,"R",0,"R",342907,"R",0
206330,"R",36353,"A",,"R",1112
206349,"R",23103,"A",,"R",4368
206358,"A",,"R",31500,"A",
206394,"R",7239,"A",,"R",0
206400,"A",,"R",53568,"A",
206419,"A",,"R",63468,"A",
206428,"Z",0,"R",46800,"A",
206437,"R",36614,"R",0,"R",2705
206446,"R",60437,"A",,"A",
206482,"R",0,"R",220,"R",0
206491,"R",28800,"A",,"A",
206507,"R",51077,"A",,"R",264
206516,"R",534,"A",,"R",1408
206525,"R",76136,"R",0,"R",296
206589,"R",57067,"A",,"A",
206604,"R",463086,"A",,"R",105936
206613,"R",32306,"A",,"R",2431
206622,"R",117620,"A",,"R",45995
206631,"R",22268,"A",,"A",
206695,"R",297741,"A",,"R",18544
206783,"R",5140,"R",0,"R",0
206817,"R",13588,"R",0,"R",0
206835,"R",22110,"A",,"R",0
206862,"R",54944,"A",,"R",8347
206880,"Z",0,"R",39960,"A",
206905,"R",0,"R",266160,"R",0
206914,"R",115097,"A",,"R",9340
206923,"R",49253,"R",0,"R",0
206932,"R",5700,"R",0,"R",0
206941,"R",297533,"A",,"R",40736
206969,"Z",0,"R",45000,"A",
206996,"R",23502,"R",0,"R",0
207041,"R",92333,"A",,"R",13898
207050,"R",43649,"R",0,"R",0
207069,"R",40197,"A",,"R",0
207087,"Z",0,"R",49062,"A",
207102,"R",0,"R",32000,"A",
207157,"R",7262,"A",,"R",0
207166,"R",0,"R",23800,"A",
207209,"R",75581,"A",,"R",1618
207236,"R",42395,"A",,"R",0
207254,"R",87920,"R",164850,"A",
207263,"R",191813,"A",,"R",18372
207272,"R",0,"R",119100,"R",0
207281,"R",67906,"A",,"R",0
207290,"R",47410,"A",,"R",0
207306,"R",46360,"A",,"R",4184
207315,"R",0,"R",0,"R",637
207324,"R",42210,"A",,"R",2222
207342,"R",18439,"A",,"R",12480
207351,"R",30354,"R",0,"A",
207388,"R",479831,"A",,"R",79525
207397,"R",84428,"A",,"R",0
207403,"R",46019,"A",,"R",418
207449,"R",206336,"A",,"A",
207458,"R",52795,"A",,"R",38929
207500,"R",508181,"A",,"R",108782
207537,"R",4080,"R",69120,"R",0
207564,"R",72272,"A",,"R",0
207582,"R",98020,"A",,"R",9317
207607,"R",0,"R",39791,"R",0
207625,"Z",0,"R",481930,"A",
207634,"R",0,"R",39490,"A",
207661,"R",61632,"A",,"R",0
207670,"R",132821,"A",,"R",0
207689,"R",21129,"A",,"R",0
207704,"R",0,"R",130200,"R",0
207722,"R",35680,"A",,"R",0
207740,"R",43036,"A",,"R",0
207786,"P",0,"P",70238,"P",0
207838,"A",,"R",58500,"A",
207847,"R",93596,"A",,"R",5990
207856,"R",5652,"A",,"R",1998
207865,"R",116885,"A",,"R",15114
207935,"R",299251,"A",,"R",0
207962,"R",16431,"Z",0,"R",0
207971,"R",80931,"A",,"R",11196
208017,"R",0,"R",27310,"R",0
208026,"A",,"R",235725,"A",
208035,"R",39734,"A",,"R",0
208044,"A",,"R",36000,"A",
208053,"Z",0,"R",75075,"A",
208080,"A",,"R",44547,"A",
208187,"Z",0,"R",30922,"A",
208239,"R",41648,"R",0,"R",0
208248,"R",0,"R",263760,"R",0
208275,"R",54853,"A",,"A",
208318,"R",121412,"A",,"A",
208390,"R",106498,"R",1758017,"A",
208406,"R",113590,"R",1617028,"R",0
208415,"R",59294,"A",,"R",0
208433,"Z",0,"R",72960,"A",
208479,"Z",0,"R",438490,"A",
208488,"R",25308,"A",,"R",5356
208512,"Z",0,"R",98970,"A",
208646,"R",103346,"A",,"R",6868
208655,"Z",0,"R",139229,"A",
208725,"R",6300,"R",53784,"R",0
208822,"R",45986,"A",,"R",19664
208859,"A",,"R",171950,"A",
208965,"R",24659,"A",,"A",
209038,"R",320223,"A",,"A",
209056,"R",53886,"A",,"R",31036
209065,"R",49051,"R",0,"R",3
209074,"R",186235,"A",,"A",
209083,"A",,"R",124800,"A",
209108,"R",18494,"A",,"R",6567
209153,"A",,"R",167241,"A",
209205,"A",,"R",91094,"A",
209241,"R",1134,"R",8754,"R",830
209250,"R",118499,"R",1534661,"A",
209287,"R",16596,"A",,"R",5531
209296,"A",,"A",,"R",1063
209348,"Z",0,"R",44495,"A",
209409,"R",19294,"A",,"R",1947
209490,"R",24782,"R",37047,"R",24409
209506,"R",108805,"A",,"R",60
209533,"R",2155,"A",,"R",96
209542,"R",640872,"A",,"R",106701
209551,"R",674795,"A",,"R",136299
209603,"R",8021,"A",,"A",
209612,"R",37695,"R",0,"R",48911
209667,"A",,"R",132855,"A",
209676,"A",,"R",275088,"A",
209694,"A",,"R",175056,"A",
209700,"Z",0,"R",88941,"A",
209719,"Z",0,"R",63181,"A",
209746,"R",673124,"A",,"A",
209807,"R",518656,"A",,"R",152388
209825,"R",79779,"A",,"R",9577
209922,"R",37430,"A",,"R",158
209940,"R",51364,"R",714500,"A",
209986,"Z",0,"R",31303,"A",
210076,"R",0,"R",32625,"R",0
210100,"Z",0,"R",90657,"A",
210146,"R",184720,"A",,"R",18832
210155,"R",32866,"R",336648,"A",
210234,"R",15000,"R",115000,"A",
210270,"R",69384,"R",940802,"R",0
210304,"R",15125,"A",,"R",118
210331,"R",16304,"A",,"A",
210340,"A",,"R",101400,"A",
210359,"R",28788,"A",,"A",
210368,"R",0,"R",0,"R",10540
210401,"R",54004,"A",,"R",5448
210429,"R",180479,"A",,"R",18320
210456,"R",99,"A",,"A",
210483,"R",7749,"R",204269,"R",0
210492,"R",4778,"A",,"R",105
210508,"A",,"R",12150,"Z",0
210571,"R",55919,"R",0,"R",0
210599,"R",0,"R",193920,"R",0
210605,"R",179437,"R",161620,"A",
210669,"R",60488,"A",,"A",
210711,"A",,"R",86698,"A",
210739,"R",55621,"A",,"R",11944
210748,"R",0,"R",83030,"R",0
210775,"R",43916,"A",,"R",4739
210784,"A",,"R",26428,"A",
210809,"A",,"A",,"R",4104
210890,"Z",0,"R",147464,"A",
210906,"R",16375,"A",,"A",
210942,"R",36186,"R",0,"R",0
210951,"R",0,"R",100495,"R",0
210960,"R",118008,"A",,"R",0
211006,"R",0,"R",319066,"R",0
211024,"R",21950,"A",,"R",3383
211079,"R",53417,"A",,"A",
211088,"R",45375,"R",0,"R",23826
211112,"R",3556,"R",128835,"A",
211130,"R",0,"R",0,"R",4622
211149,"R",0,"R",117832,"R",0
211158,"R",217873,"R",0,"R",12766
211185,"Z",0,"R",1800,"A",
211200,"R",17678,"A",,"A",
211246,"R",72,"R",1200,"R",0
211273,"R",36692,"A",,"R",6355
211291,"R",116060,"A",,"R",2724
211307,"R",167530,"R",35209,"A",
211316,"Z",0,"R",46613,"A",
211325,"R",2394,"A",,"A",
211334,"A",,"R",102500,"A",
211343,"R",65283,"A",,"A",
211352,"R",46910,"A",,"R",5554
211361,"R",146820,"R",0,"R",18500
211370,"A",,"A",,"R",733
211398,"R",5510,"A",,"A",
211431,"R",37860,"A",,"R",3817
211440,"R",166427,"A",,"R",112174
211468,"R",38512,"A",,"A",
211477,"R",21638,"A",,"A",
211495,"A",,"R",75660,"A",
211556,"R",17294,"A",,"R",12615
211583,"R",26098,"R",0,"R",9526
211608,"R",36947,"R",0,"R",6501
211617,"R",29840,"R",0,"A",
211626,"R",5100,"A",,"A",
211635,"R",0,"R",49394,"R",0
211644,"R",171014,"R",0,"R",8285
211750,"R",0,"R",518400,"A",
211802,"Z",0,"R",43500,"A",
211820,"R",8352,"A",,"A",
211893,"R",3613,"R",0,"R",712
211909,"R",3813,"R",119200,"R",0
211927,"R",180246,"R",0,"A",
211954,"R",5973,"R",0,"R",0
211981,"R",48667,"R",827294,"R",639
212009,"R",73740,"R",0,"R",0
212018,"A",,"A",,"R",131
212045,"R",10333,"R",231431,"R",0
212054,"R",545325,"R",0,"R",88300
212072,"Z",0,"R",552000,"A",
212090,"R",19397,"A",,"A",
212106,"R",157432,"A",,"R",45176
212115,"R",143834,"R",0,"R",20902
212124,"A",,"A",,"R",478
212133,"R",83878,"A",,"R",24410
212160,"R",192798,"R",0,"R",15679
212179,"R",1976,"A",,"A",
212197,"R",53862,"A",,"R",126
212212,"Z",0,"R",59351,"A",
212230,"Z",0,"R",31858,"A",
212267,"Z",0,"R",84576,"A",
212276,"Z",0,"R",38870,"A",
212285,"A",,"R",54683,"A",
212294,"Z",0,"R",46556,"A",
212300,"Z",0,"R",44219,"A",
212328,"Z",0,"R",79843,"A",
212337,"Z",0,"R",45197,"A",
212346,"A",,"R",50440,"A",
212355,"A",,"R",82959,"A",
212364,"A",,"R",35692,"A",
212373,"Z",0,"R",42457,"A",
212382,"Z",0,"R",88988,"A",
212391,"A",,"R",80516,"A",
212407,"R",2016,"R",41250,"R",0
212425,"R",13220,"A",,"A",
212434,"R",6058,"A",,"A",
212443,"A",,"A",,"R",2080
212568,"R",7837,"R",0,"R",0
212577,"R",58672,"A",,"A",
212601,"R",73049,"A",,"R",14807
212656,"R",55732,"R",0,"R",6809
212674,"R",66273,"A",,"A",
212683,"Z",0,"R",73370,"A",
212708,"Z",0,"R",44857,"A",
212726,"A",,"R",51515,"A",
212744,"Z",0,"R",26197,"A",
212753,"Z",0,"R",54010,"A",
212771,"R",114,"R",0,"R",2340
212780,"R",0,"R",75600,"R",0
212805,"R",73465,"R",0,"R",39
212832,"R",47678,"R",0,"R",4684
212869,"R",13757,"A",,"A",
212878,"R",155637,"A",,"A",
212911,"R",31176,"A",,"R",0
212939,"Z",0,"R",45228,"A",
212975,"R",2915,"A",,"A",
212984,"R",43916,"A",,"R",10777
212993,"R",0,"R",84800,"R",0
213002,"R",43779,"R",21090,"A",
213011,"R",50051,"R",0,"R",9959
213020,"R",341064,"R",0,"R",32001
213057,"R",327,"A",,"A",
213163,"R",2274,"R",0,"R",0
213181,"Z",0,"R",280691,"A",
213215,"Z",0,"R",45600,"A",
213233,"R",73,"R",1665,"R",0
213251,"R",38546,"A",,"A",
213303,"R",37209,"A",,"A",
213312,"R",35220,"R",704400,"R",0
213321,"R",56781,"A",,"R",3938
213330,"A",,"R",65000,"A",
213349,"R",207371,"R",0,"R",14286
213358,"R",50280,"A",,"R",4583
213367,"R",105731,"R",0,"R",22143
213376,"R",20812,"R",307742,"A",
213385,"R",71679,"A",,"A",
213400,"R",17377,"R",0,"R",1093
213428,"R",6369,"R",0,"R",0
213446,"R",0,"R",0,"R",2779
213455,"R",0,"R",103900,"R",0
213473,"R",11500,"R",0,"R",0
213491,"R",0,"R",41150,"R",0
213507,"R",50393,"A",,"R",2575
213525,"R",86174,"A",,"A",
213534,"R",131712,"Z",0,"A",
213543,"R",145854,"A",,"R",24509
213552,"R",0,"R",137500,"R",0
213570,"R",27341,"R",0,"R",0
213589,"R",8952,"R",475170,"R",0
213598,"R",44740,"A",,"R",8414
213613,"R",118577,"R",0,"R",4634
213622,"R",0,"R",158800,"R",0
213631,"R",0,"R",0,"R",3759
213640,"A",,"A",,"R",708
213659,"R",31278,"A",,"A",
213668,"R",44416,"A",,"A",
213686,"R",3438,"A",,"A",
213738,"A",,"R",6955,"A",
213774,"R",17974,"R",0,"R",0
213783,"R",86179,"R",0,"R",4568
213826,"R",45716,"A",,"R",20151
213871,"R",0,"R",140817,"R",0
213914,"R",8460,"R",0,"R",0
213932,"Z",0,"R",117000,"R",0
213987,"R",87450,"A",,"R",3761
213996,"R",87612,"R",0,"R",0
214005,"R",2344,"R",0,"R",0
214023,"R",9024,"R",0,"R",0
214041,"R",187739,"R",0,"R",27340
214069,"R",23624,"A",,"R",780
214111,"R",170586,"R",0,"R",0
214148,"R",16060,"A",,"A",
214157,"R",49884,"A",,"R",2364
214166,"R",32869,"A",,"A",
214175,"R",81873,"R",0,"R",0
214227,"R",78480,"Z",0,"A",
214254,"Z",0,"R",226960,"A",
214272,"R",47236,"A",,"R",4698
214290,"Z",0,"R",465215,"A",
214315,"Z",0,"R",101772,"A",
214379,"R",104051,"A",,"A",
214476,"K",981,"K",0,"K",0
214528,"R",0,"R",347350,"R",0
214546,"A",,"R",127500,"A",
214564,"R",0,"R",0,"R",5892
214582,"R",7318,"A",,"A",
214591,"R",106874,"A",,"R",1884
214607,"R",33,"A",,"R",22560
214616,"R",0,"A",,"R",3878
214625,"R",26118,"A",,"R",165
214634,"R",23277,"A",,"R",145
214643,"R",22194,"A",,"R",875
214652,"R",40765,"A",,"R",1755
214670,"R",18087,"A",,"R",354
214689,"R",115008,"A",,"R",360
214698,"R",22251,"A",,"R",222
214704,"R",68770,"A",,"R",493
214713,"R",44625,"A",,"R",18219
214731,"R",46006,"A",,"R",81
214740,"R",27922,"A",,"R",248
214759,"R",29646,"A",,"R",3
214768,"R",40018,"A",,"R",75
214777,"R",1085531,"A",,"R",126863
214786,"R",27396,"A",,"R",45
214795,"R",30102,"A",,"R",492
214801,"R",89442,"A",,"R",29
214810,"R",29154,"A",,"R",603
214829,"R",36316,"A",,"R",2223
214838,"R",7240,"Z",0,"R",0
214883,"R",39009,"R",0,"R",240
214892,"R",0,"R",316800,"R",0
214908,"R",0,"R",43750,"R",0
214944,"R",0,"R",435252,"R",0
214962,"A",,"R",107500,"A",
214971,"R",6623,"R",0,"R",1490
215008,"A",,"R",40857,"A",
215026,"R",0,"R",41400,"R",0
215053,"R",5448,"R",0,"R",0
215062,"R",338528,"A",,"R",324960
215099,"R",72753,"A",,"R",8022
215105,"R",57916,"A",,"R",3557
215114,"R",30258,"A",,"R",5090
215123,"R",0,"R",0,"R",13919
215132,"R",35725,"R",0,"R",2962
215239,"R",348335,"R",2176560,"A",
215266,"R",31847,"A",,"A",
215275,"R",48270,"A",,"A",
215284,"R",84329,"A",,"A",
215293,"R",514854,"R",0,"R",211048
215309,"R",11832,"A",,"A",
215336,"Z",0,"R",113750,"A",
215381,"Z",0,"R",554460,"A",
215390,"R",6543,"A",,"A",
215415,"R",142224,"A",,"A",
215424,"R",0,"R",0,"R",6055
215433,"R",12657,"R",0,"R",0
215442,"R",66517,"R",0,"R",8994
215479,"R",2496,"A",,"A",
215488,"R",0,"R",20804,"R",0
215530,"Z",0,"R",44747,"A",
215567,"A",,"R",63750,"A",
215585,"R",62548,"A",,"A",
215594,"R",320,"A",,"A",
215619,"A",,"A",,"R",40
215628,"A",,"A",,"R",162
215637,"R",26784,"R",629319,"A",
215646,"A",,"R",682020,"R",0
215655,"R",93892,"R",0,"R",14235
215682,"R",1800,"R",0,"R",0
215691,"R",20538,"A",,"R",5327
215743,"R",41585,"R",0,"R",9791
215752,"R",2424,"R",0,"R",0
215770,"R",126516,"A",,"R",41359
215789,"A",,"R",1040,"A",
215798,"R",34594,"R",0,"R",367
215813,"R",0,"R",0,"R",516
215868,"R",39420,"A",,"A",
215886,"R",0,"R",250408,"R",0
215895,"R",71232,"Z",0,"A",
215929,"R",126405,"R",0,"R",9806
215947,"R",28965,"R",0,"R",5410
215956,"Z",0,"R",34200,"A",
215965,"R",1170,"A",,"R",0
215974,"R",0,"R",129000,"R",0
215983,"Z",0,"R",75000,"A",
215992,"R",8154,"R",0,"R",0
216010,"R",181628,"R",0,"R",15447
216038,"R",191172,"R",0,"R",13853
216047,"R",3731,"R",0,"R",1462
216074,"Z",0,"R",119000,"A",
216083,"R",100142,"R",681332,"A",
216162,"R",0,"R",342342,"R",0
216180,"R",606,"A",,"R",779
216223,"A",,"R",53291,"A",
216278,"R",62362,"A",,"A",
216287,"R",45736,"A",,"A",
216296,"R",20105,"A",,"A",
216311,"R",4993,"A",,"A",
216339,"R",571809,"R",0,"R",95891
216357,"R",32291,"R",0,"R",0
216366,"R",15913,"R",0,"R",15472
216418,"R",15800,"R",319200,"R",0
216427,"R",8334,"R",210132,"A",
216436,"Z",0,"R",832680,"A",
216445,"R",8349,"A",,"A",
216454,"R",15043,"R",370762,"A",
216463,"R",0,"R",0,"R",10404
216524,"R",40303,"R",0,"R",0
216542,"R",19435,"A",,"A",
216551,"R",7437,"A",,"A",
216579,"Z",0,"R",190190,"A",
216597,"R",223336,"R",0,"R",53585
216630,"R",2039,"R",58222,"A",
216649,"Z",0,"R",47250,"A",
216667,"R",43601,"R",521504,"A",
216694,"R",81777,"A",,"R",5566
216700,"R",0,"R",42737,"R",0
216746,"Z",0,"R",26504,"A",
216764,"R",300001,"R",0,"R",30676
216773,"R",4906,"A",,"A",
216782,"R",0,"R",278412,"R",0
216807,"R",45871,"A",,"R",1684
216816,"A",,"A",,"R",8551
216825,"R",116437,"A",,"A",
216852,"R",74989,"A",,"R",27819
216931,"R",52380,"A",,"R",32297
216986,"R",14520,"R",0,"R",0
217013,"R",5157,"R",0,"R",0
217040,"R",1170,"A",,"Z",0
217059,"R",131871,"R",0,"R",3398
217077,"R",63224,"Z",0,"R",0
217086,"R",11646,"A",,"A",
217095,"R",0,"R",151500,"R",0
217156,"R",193706,"A",,"R",36068
217165,"R",85803,"A",,"R",6666
217235,"R",124838,"R",0,"R",6577
217244,"R",13752,"R",944140,"R",0
217305,"R",139241,"R",0,"R",0
217350,"R",0,"R",60750,"R",0
217369,"A",,"R",24750,"A",
217402,"R",119313,"A",,"R",11638
217420,"R",164802,"A",,"R",20987
217475,"R",273890,"A",,"A",
217484,"R",322450,"R",0,"R",35994
217493,"R",34657,"A",,"R",5123
217518,"R",64710,"A",,"R",2070
217536,"R",57722,"A",,"R",4316
217545,"R",0,"R",769440,"R",0
217572,"R",1020,"R",0,"R",0
217581,"R",0,"R",138750,"R",0
217606,"R",9356,"R",0,"R",0
217615,"R",52235,"R",0,"R",0
217624,"R",5592,"A",,"R",0
217633,"R",37893,"A",,"A",
217688,"R",62428,"R",0,"R",4035
217712,"R",33905,"R",0,"R",0
217721,"R",87801,"R",0,"R",0
217749,"R",109308,"R",36058317,"R",10876
217776,"R",55623,"R",0,"R",5597
217794,"Z",0,"R",207544,"A",
217819,"R",290214,"R",0,"R",18816
217828,"A",,"R",165200,"A",
217837,"R",21522,"R",0,"R",0
217864,"R",74982,"R",0,"R",25880
217873,"R",45489,"R",0,"A",
217882,"R",432449,"R",0,"R",57476
217891,"R",1378,"Z",0,"R",0
217907,"R",18450,"R",0,"A",
217916,"A",,"R",25670,"A",
217925,"R",18782,"A",,"R",11640
217934,"R",34876,"A",,"R",7366
217961,"R",21969,"A",,"R",40141
217989,"R",35338,"R",0,"R",0
217998,"R",17526,"A",,"R",5148
218025,"R",90290,"R",0,"R",0
218043,"R",8085,"A",,"A",
218061,"R",80788,"R",0,"R",6394
218070,"R",84395,"A",,"R",7330
218089,"R",2778,"A",,"R",433
218113,"R",232301,"R",0,"R",0
218140,"R",90964,"R",0,"R",0
218159,"A",,"R",76500,"A",
218168,"R",65137,"A",,"A",
218195,"R",0,"R",161800,"R",0
218229,"R",67730,"R",0,"R",3797
218238,"R",50679,"R",0,"R",0
218265,"R",0,"A",,"R",859
218335,"R",12278,"R",0,"R",29791
218353,"R",215173,"R",0,"R",0
218399,"R",32803,"R",0,"A",
218414,"R",22331,"R",0,"R",0
218441,"R",39154,"A",,"A",
218487,"R",53356,"R",0,"R",0
218520,"R",102369,"R",0,"R",0
218539,"R",34236,"A",,"A",
218645,"R",79392,"R",0,"R",1358
218654,"R",20750,"R",0,"R",0
218663,"R",446608,"R",0,"R",120182
218672,"R",18443,"R",0,"R",0
218681,"R",14034,"R",0,"R",0
218690,"R",24669,"R",0,"R",0
218706,"R",5814,"R",0,"R",0
218724,"R",139409,"R",0,"R",5446
218733,"R",107590,"R",0,"R",15076
218742,"R",106931,"R",0,"R",990
218821,"R",18344,"A",,"A",
218830,"R",79372,"R",0,"R",0
218858,"R",58032,"A",,"R",0
218867,"A",,"R",56799,"A",
218885,"R",85451,"R",0,"R",0
218894,"R",236401,"R",0,"R",0
218919,"R",2184,"A",,"R",0
218955,"R",12386,"R",0,"R",0
218964,"R",137064,"R",0,"R",15719
