UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE 
219277,"R",30150,"A",,"R",943,"G",1005,"G",39,"G",1005,"G",39,"A",,2
219295,"R",18288,"A",,"A",,"G",610,"A",,"G",610,"A",,"A",,2
219338,"A",,"R",22402,"A",,"G",25,"A",,"G",25,"A",,"A",,1
219347,"R",56768,"A",,"R",5043,"G",1892,"G",210,"G",1892,"G",210,"A",,2
219356,"R",289478,"A",,"R",17840,"G",9649,"G",743,"G",9649,"G",743,"R",168,2
219374,"R",17742,"A",,"R",836,"G",591,"G",35,"G",591,"G",35,"A",,2
219383,"R",35784,"A",,"R",4471,"G",1193,"G",186,"G",1193,"G",186,"A",,2
219392,"A",,"R",46800,"A",,"G",52,"A",,"G",52,"A",,"A",,1
219408,"R",4180,"A",,"A",,"G",139,"A",,"G",139,"A",,"A",,2
219426,"R",71594,"A",,"A",,"G",2386,"A",,"G",2386,"A",,"A",,2
219453,"A",,"R",198900,"A",,"G",221,"A",,"G",221,"A",,"A",,1
219471,"R",176662,"A",,"R",34544,"G",5889,"G",1439,"G",5889,"G",1439,"R",940,2
219480,"R",30699,"A",,"A",,"G",1023,"A",,"G",1023,"A",,"A",,2
219505,"R",2774,"A",,"R",153,"G",92,"G",6,"G",92,"G",6,"A",,2
219578,"R",12576,"A",,"R",649,"G",419,"G",27,"G",419,"G",27,"A",,2
219587,"A",,"R",65351,"A",,"G",73,"A",,"G",73,"A",,"A",,1
219596,"A",,"R",203414,"A",,"G",226,"A",,"G",226,"A",,"A",,1
219602,"R",240382,"A",,"R",14590,"G",8013,"G",608,"G",8013,"G",608,"A",,2
219639,"R",27720,"A",,"A",,"G",924,"A",,"G",924,"A",,"A",,2
219709,"R",159318,"A",,"R",11625,"G",5311,"G",484,"G",5311,"G",484,"R",728,2
219718,"R",140556,"A",,"R",28639,"G",4685,"G",1193,"G",4685,"G",1193,"A",,2
219790,"R",38701,"A",,"R",2286,"G",1290,"G",95,"G",1290,"G",95,"A",,2
219806,"R",49063,"A",,"R",4697,"G",1635,"G",196,"G",1635,"G",196,"A",,2
219824,"R",204795,"A",,"A",,"G",6827,"A",,"G",6827,"A",,"A",,2
219833,"R",36284,"A",,"R",9262,"G",1209,"G",386,"G",1209,"G",386,"A",,2
219842,"A",,"A",,"R",3391,"A",,"G",141,"A",,"G",141,"A",,-2
219879,"R",75000,"A",,"A",,"G",2500,"A",,"G",2500,"A",,"A",,2
219888,"R",101498,"A",,"A",,"G",3383,"A",,"G",3383,"A",,"A",,2
219903,"A",,"R",1375923,"A",,"G",1529,"A",,"G",1529,"A",,"A",,1
219921,"A",,"R",168777,"A",,"G",188,"A",,"G",188,"A",,"A",,1
219949,"R",37122,"A",,"R",5306,"G",1237,"G",221,"G",1237,"G",221,"A",,2
219976,"R",84211,"A",,"R",24469,"G",2807,"G",1020,"G",2807,"G",1020,"R",302,2
219994,"A",,"R",489674,"A",,"G",544,"A",,"G",544,"A",,"A",,1
220002,"R",8316,"R",8920,"A",,"G",195,"A",,"G",195,"A",,"A",,3
220057,"R",66335,"A",,"A",,"G",2211,"A",,"G",2211,"A",,"A",,2
220075,"R",328344,"A",,"R",43897,"G",10945,"G",1829,"G",10945,"G",1829,"R",601,2
220118,"R",15750,"R",875,"A",,"G",351,"A",,"G",351,"A",,"A",,3
220127,"A",,"R",508483,"A",,"G",565,"A",,"G",565,"A",,"A",,1
220136,"A",,"A",,"R",1886,"A",,"G",79,"A",,"R",99,"R",7,-2
220163,"A",,"R",102450,"A",,"G",114,"A",,"G",114,"A",,"A",,1
220181,"R",16047,"A",,"R",659,"G",535,"G",27,"G",535,"G",27,"A",,2
220206,"R",6264,"A",,"A",,"G",209,"A",,"G",209,"A",,"A",,2
220215,"R",43094,"A",,"R",7353,"G",1436,"G",306,"G",1436,"G",306,"A",,2
220251,"A",,"R",260912,"A",,"G",290,"A",,"G",290,"A",,"A",,1
220279,"A",,"R",353375,"A",,"G",393,"A",,"G",393,"A",,"A",,1
220312,"R",7183,"A",,"A",,"G",239,"A",,"G",239,"A",,"A",,2
220321,"A",,"R",335651,"A",,"G",373,"A",,"G",373,"A",,"A",,1
220394,"A",,"R",208101,"A",,"G",231,"A",,"G",231,"A",,"A",,1
220400,"R",88727,"A",,"A",,"G",2958,"A",,"G",2958,"A",,"A",,2
220464,"R",3132,"A",,"A",,"G",104,"A",,"G",104,"A",,"A",,2
220473,"R",23669,"A",,"R",2685,"G",789,"G",112,"G",789,"G",112,"A",,2
220491,"A",,"R",202738,"A",,"G",225,"A",,"G",225,"A",,"A",,1
220516,"R",63189,"A",,"R",8783,"G",2106,"G",366,"G",2106,"G",366,"A",,2
220552,"R",40127,"A",,"R",12388,"G",892,"G",344,"G",892,"G",344,"R",120,2
220570,"A",,"R",38517,"A",,"G",43,"A",,"G",43,"A",,"A",,1
220598,"R",46305,"A",,"A",,"G",1544,"A",,"G",1544,"A",,"A",,2
220604,"R",30281,"A",,"A",,"G",1009,"A",,"G",1009,"A",,"A",,2
220613,"R",123215,"A",,"R",7552,"G",4107,"G",315,"G",4107,"G",315,"A",,2
220631,"R",46675,"A",,"R",51600,"G",1556,"G",2150,"G",1556,"G",2150,"R",1687,2
220640,"A",,"R",369578,"A",,"G",411,"A",,"G",411,"A",,"A",,1
220701,"R",31354,"A",,"A",,"G",1045,"A",,"G",1045,"A",,"A",,2
220710,"R",34280,"A",,"A",,"G",1143,"A",,"G",1143,"A",,"A",,2
220756,"A",,"R",236183,"A",,"G",262,"A",,"G",262,"A",,"A",,1
220765,"R",1923,"R",524435,"A",,"G",647,"A",,"G",647,"A",,"A",,3
220792,"A",,"A",,"R",1143,"A",,"G",48,"A",,"G",48,"R",660,-2
220808,"R",9770,"A",,"R",996,"G",326,"G",42,"G",326,"G",42,"A",,2
220853,"A",,"R",795675,"A",,"G",884,"A",,"G",884,"A",,"A",,1
220862,"R",435732,"A",,"R",69682,"G",14524,"G",2903,"G",14524,"G",2903,"R",473,2
220871,"A",,"A",,"R",5008,"A",,"G",209,"A",,"G",209,"A",,-2
220941,"R",41398,"A",,"R",965,"G",1380,"G",40,"G",1380,"G",40,"A",,2
220978,"R",587297,"A",,"R",49234,"G",19577,"G",2051,"G",19577,"G",2051,"A",,2
220996,"A",,"A",,"R",9146,"A",,"G",254,"A",,"G",254,"Z",0,-2
221014,"R",27460,"A",,"R",4599,"G",915,"G",192,"G",915,"G",192,"A",,2
221050,"A",,"R",478694,"A",,"G",532,"A",,"G",532,"A",,"A",,1
221096,"R",87441,"A",,"A",,"G",2915,"A",,"G",2915,"A",,"A",,2
221102,"A",,"R",455606,"A",,"G",506,"A",,"G",506,"A",,"A",,1
221148,"A",,"R",1633375,"A",,"G",1815,"A",,"G",1815,"A",,"A",,1
221157,"R",9972,"A",,"A",,"G",332,"A",,"G",332,"A",,"A",,2
221184,"R",193090,"A",,"A",,"G",6436,"A",,"G",6436,"A",,"A",,2
221236,"A",,"R",253781,"A",,"G",282,"A",,"G",282,"A",,"A",,1
221254,"R",5867,"A",,"A",,"G",196,"A",,"R",188,"A",,"A",,2
221281,"A",,"R",307665,"A",,"G",342,"A",,"G",342,"A",,"A",,1
221290,"A",,"R",173166,"A",,"G",192,"A",,"G",192,"A",,"A",,1
221333,"A",,"R",307615,"A",,"G",342,"A",,"G",342,"A",,"A",,1
221351,"R",60959,"A",,"R",480,"G",2032,"G",20,"R",1958,"R",12,"A",,2
221388,"A",,"R",152173,"A",,"G",169,"A",,"G",169,"A",,"A",,1
221397,"R",129073,"A",,"A",,"G",4302,"A",,"G",4302,"A",,"A",,2
221430,"A",,"R",222139,"A",,"G",247,"A",,"G",247,"A",,"A",,1
221485,"R",241304,"A",,"A",,"G",8043,"A",,"G",8043,"A",,"A",,2
221494,"A",,"R",428372,"A",,"G",476,"A",,"G",476,"A",,"A",,1
221519,"R",49759,"A",,"R",2119,"G",1659,"G",88,"G",1659,"G",88,"R",24,2
221582,"A",,"R",196622,"A",,"G",218,"A",,"G",218,"A",,"A",,1
221591,"A",,"R",284484,"A",,"G",316,"A",,"G",316,"A",,"A",,1
221607,"A",,"R",196513,"A",,"G",218,"A",,"G",218,"A",,"A",,1
221616,"A",,"R",469474,"A",,"G",522,"A",,"G",522,"A",,"A",,1
221625,"A",,"R",590809,"A",,"G",656,"A",,"G",656,"A",,"A",,1
221634,"A",,"R",147634,"A",,"G",164,"A",,"G",164,"A",,"A",,1
221643,"R",218130,"A",,"A",,"G",7271,"A",,"G",7271,"A",,"A",,2
221661,"R",76390,"A",,"R",8441,"G",2546,"G",352,"G",2546,"G",352,"R",8,2
221670,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",508,-2
221731,"R",34154,"A",,"R",228,"G",1138,"G",10,"G",1138,"G",10,"A",,2
221740,"R",275963,"A",,"R",23023,"G",9199,"G",959,"G",9199,"G",959,"R",177,2
221759,"R",607692,"A",,"R",125443,"G",20256,"G",5227,"G",20256,"G",5227,"R",2926,2
221768,"R",201825,"A",,"R",6840,"G",6728,"G",285,"G",6728,"G",285,"A",,2
221795,"R",8010,"A",,"A",,"G",267,"A",,"G",267,"A",,"A",,2
221829,"A",,"R",213976,"A",,"G",238,"A",,"G",238,"A",,"A",,1
221838,"R",176056,"A",,"R",35317,"G",5869,"G",1472,"G",5869,"G",1472,"A",,2
221847,"R",270632,"A",,"R",17754,"G",9021,"G",740,"G",9021,"G",740,"A",,2
221856,"R",14778,"A",,"R",4410,"G",493,"G",184,"G",493,"G",184,"A",,2
221892,"R",39456,"A",,"R",21793,"G",1315,"G",908,"G",1315,"G",908,"A",,2
221908,"R",134392,"A",,"A",,"G",4480,"A",,"G",4480,"A",,"A",,2
221953,"R",56709,"A",,"R",4321,"G",1890,"G",180,"G",1890,"G",180,"A",,2
221971,"R",82257,"A",,"R",31417,"G",2742,"G",1309,"G",2742,"G",1309,"R",210,2
221980,"A",,"R",77841,"A",,"G",86,"A",,"G",86,"A",,"A",,1
221999,"R",202640,"A",,"R",90322,"G",6755,"G",3763,"G",6755,"G",3763,"R",1149,2
222026,"A",,"R",86060,"A",,"G",96,"A",,"G",96,"A",,"A",,1
222053,"R",159340,"A",,"A",,"G",5311,"A",,"G",5311,"A",,"A",,2
222062,"R",130773,"A",,"A",,"G",4359,"A",,"G",4359,"A",,"A",,2
222099,"R",5659,"R",14783,"A",,"G",205,"A",,"G",205,"A",,"A",,3
222105,"R",330,"R",106499,"A",,"G",129,"A",,"G",129,"A",,"A",,3
222178,"R",103547,"A",,"R",13748,"G",3452,"G",573,"G",3452,"G",573,"A",,2
222567,"R",118581,"A",,"A",,"G",3953,"A",,"G",3953,"A",,"A",,2
222576,"R",198645,"A",,"A",,"G",6622,"A",,"G",6622,"A",,"A",,2
222628,"R",5823,"A",,"R",17787,"G",194,"G",741,"G",194,"G",741,"A",,2
222673,"A",,"R",121320,"A",,"G",135,"A",,"G",135,"A",,"A",,1
222707,"R",2069,"A",,"A",,"G",69,"A",,"G",69,"A",,"A",,2
222822,"R",104335,"A",,"A",,"G",3478,"A",,"G",3478,"A",,"A",,2
222831,"R",158351,"A",,"R",17781,"G",5278,"G",741,"G",5278,"G",741,"R",69,2
222877,"R",6171,"A",,"R",450,"G",206,"G",19,"G",206,"G",19,"A",,2
222886,"A",,"R",223350,"A",,"G",248,"A",,"G",248,"A",,"A",,1
222938,"R",109323,"A",,"A",,"G",2429,"A",,"G",2429,"A",,"A",,2
222983,"R",43524,"A",,"R",504,"G",1451,"G",21,"R",1209,"R",16,"A",,2
222992,"R",778708,"A",,"A",,"G",25957,"A",,"G",25957,"A",,"A",,2
223001,"A",,"A",,"R",3351,"A",,"G",140,"A",,"G",140,"R",16,-2
223056,"A",,"R",34521,"A",,"G",38,"A",,"G",38,"A",,"A",,1
223083,"R",11596,"A",,"A",,"G",387,"A",,"G",387,"A",,"A",,2
223117,"R",969,"A",,"R",1011,"G",32,"G",42,"G",32,"G",42,"A",,2
223214,"R",4743,"A",,"R",21685,"G",158,"G",904,"G",158,"G",904,"R",1189,2
223223,"A",,"A",,"R",18660,"A",,"G",778,"A",,"R",837,"R",770,-2
223232,"R",392793,"A",,"R",40967,"G",13093,"G",1707,"G",13093,"G",1707,"R",815,2
223320,"R",86391,"A",,"A",,"G",2880,"A",,"G",2880,"A",,"A",,2
223427,"A",,"R",8062872,"A",,"G",8959,"A",,"R",12644,"A",,"A",,1
223463,"R",47852,"R",63160,"A",,"G",1665,"A",,"R",1618,"A",,"A",,3
223472,"R",11579,"A",,"A",,"G",386,"A",,"G",386,"A",,"A",,2
223506,"R",77200,"A",,"A",,"G",2573,"A",,"G",2573,"A",,"A",,2
223524,"R",206049,"A",,"A",,"G",6868,"A",,"G",6868,"A",,"A",,2
223658,"A",,"R",206100,"A",,"G",229,"A",,"G",229,"A",,"A",,1
223667,"A",,"R",11787,"A",,"G",13,"A",,"G",13,"A",,"A",,1
223773,"R",108097,"A",,"A",,"G",3603,"A",,"G",3603,"A",,"A",,2
223816,"R",477321,"A",,"A",,"G",15911,"A",,"G",15911,"A",,"A",,2
223852,"A",,"R",63518,"A",,"G",71,"A",,"G",71,"A",,"A",,1
223898,"R",80601,"A",,"A",,"G",2687,"A",,"G",2687,"A",,"A",,2
223922,"A",,"R",624512,"A",,"G",694,"A",,"R",922,"A",,"A",,1
224004,"R",43623,"A",,"R",17712,"G",1454,"G",738,"G",1454,"G",738,"A",,2
224013,"A",,"R",40699,"A",,"G",45,"A",,"G",45,"A",,"A",,1
224110,"R",196512,"A",,"A",,"G",6550,"A",,"G",6550,"A",,"A",,2
224147,"R",237788,"A",,"R",27995,"G",7926,"G",1166,"G",7926,"G",1166,"A",,2
224156,"A",,"R",330085,"A",,"G",367,"A",,"G",367,"A",,"A",,1
224183,"R",7177,"A",,"A",,"G",159,"A",,"G",159,"A",,"A",,2
224226,"R",87111,"A",,"R",33022,"G",2904,"G",1376,"G",2904,"G",1376,"A",,2
224244,"R",7685,"A",,"R",81,"G",256,"G",3,"G",256,"G",3,"A",,2
224271,"R",10642,"A",,"A",,"G",236,"A",,"G",236,"A",,"A",,2
224305,"A",,"A",,"R",34101,"A",,"G",1421,"A",,"G",1421,"A",,-2
224323,"R",41641,"A",,"R",19302,"G",1388,"G",804,"G",1388,"G",804,"A",,2
224350,"A",,"R",4691464,"A",,"G",5213,"A",,"G",5213,"A",,"A",,1
224439,"R",36240,"A",,"A",,"G",1208,"A",,"G",1208,"A",,"A",,2
224527,"R",30314,"A",,"R",1253,"G",1010,"G",52,"G",1010,"G",52,"A",,2
224545,"R",31009,"A",,"R",6259,"G",1034,"G",261,"G",1034,"G",261,"A",,2
224554,"R",170998,"A",,"R",76561,"G",5700,"G",3190,"G",5700,"G",3190,"A",,2
224572,"R",249690,"A",,"A",,"G",8323,"A",,"G",8323,"A",,"A",,2
224615,"R",182579,"A",,"A",,"G",6086,"A",,"G",6086,"A",,"A",,2
224642,"R",587291,"A",,"A",,"G",19576,"A",,"G",19576,"A",,"A",,2
224660,"A",,"R",739600,"A",,"G",822,"A",,"G",822,"A",,"A",,1
224679,"A",,"R",1528436,"A",,"G",1698,"A",,"G",1698,"A",,"A",,1
224712,"A",,"A",,"R",2567,"A",,"G",107,"A",,"G",107,"A",,-2
224758,"A",,"R",91200,"A",,"G",101,"A",,"G",101,"A",,"A",,1
224776,"R",68918,"A",,"R",360,"G",1532,"G",10,"G",1532,"G",10,"A",,2
224828,"A",,"R",108151,"A",,"G",120,"A",,"G",120,"A",,"A",,1
224891,"R",24049,"A",,"A",,"G",802,"A",,"G",802,"A",,"A",,2
224907,"A",,"R",113400,"A",,"G",126,"A",,"G",126,"A",,"A",,1
224961,"R",46643,"A",,"A",,"G",1555,"A",,"G",1555,"A",,"A",,2
225070,"A",,"R",2246058,"A",,"G",2496,"A",,"G",2496,"A",,"A",,1
225201,"A",,"R",742532,"A",,"G",825,"A",,"G",825,"A",,"A",,1
225247,"R",48400,"A",,"R",7295,"G",1613,"G",304,"G",1613,"G",304,"R",186,2
225308,"R",160003,"A",,"A",,"G",5333,"A",,"G",5333,"A",,"A",,2
225371,"R",89049,"A",,"A",,"G",2968,"A",,"G",2968,"A",,"A",,2
225399,"R",57924,"A",,"R",9807,"G",1931,"G",409,"G",1931,"G",409,"A",,2
225414,"R",102165,"A",,"R",58237,"G",3406,"G",2427,"G",3406,"G",2427,"A",,2
225423,"R",1149084,"A",,"A",,"G",38303,"A",,"G",38303,"A",,"A",,2
225432,"R",299492,"A",,"R",3328,"G",9983,"G",139,"G",9983,"G",139,"A",,2
225502,"R",62265,"A",,"R",24812,"G",2076,"G",1034,"G",2076,"G",1034,"A",,2
225511,"R",807150,"A",,"R",119586,"G",26905,"G",4983,"G",26905,"G",4983,"R",1889,2
225520,"R",77620,"A",,"A",,"G",2587,"A",,"G",2587,"A",,"A",,2
225548,"R",28492,"A",,"R",945,"G",950,"G",39,"G",950,"G",39,"A",,2
225575,"R",19411,"A",,"R",456,"G",647,"G",19,"G",647,"G",19,"A",,2
225627,"R",178030,"A",,"R",22572,"G",5934,"G",941,"G",5934,"G",941,"R",693,2
225779,"A",,"R",136000,"A",,"G",151,"A",,"G",151,"A",,"A",,1
225788,"A",,"R",136000,"A",,"G",151,"A",,"G",151,"A",,"A",,1
225849,"R",29253,"A",,"A",,"G",650,"A",,"G",650,"A",,"A",,2
225858,"R",30349,"A",,"A",,"G",674,"A",,"G",674,"A",,"A",,2
225876,"R",10312,"A",,"A",,"G",344,"A",,"R",342,"A",,"A",,2
225885,"R",8923,"A",,"A",,"G",297,"A",,"G",297,"A",,"A",,2
225991,"R",6051,"A",,"A",,"G",202,"A",,"G",202,"A",,"A",,2
226019,"A",,"R",2813958,"A",,"G",3127,"A",,"G",3127,"A",,"A",,1
226091,"R",267914,"A",,"R",113463,"G",8930,"G",4728,"G",8930,"G",4728,"R",45,2
226107,"R",52524,"A",,"A",,"G",1751,"A",,"G",1751,"A",,"A",,2
226116,"A",,"R",1585805,"A",,"G",1762,"A",,"G",1762,"A",,"A",,1
226125,"A",,"R",248400,"A",,"G",276,"A",,"G",276,"A",,"A",,1
226134,"R",176703,"R",3467920,"A",,"G",9743,"A",,"G",9743,"A",,"A",,3
226152,"R",142211,"A",,"R",11120,"G",4740,"G",463,"G",4740,"G",463,"A",,2
226204,"R",128347,"A",,"A",,"G",4278,"A",,"G",4278,"A",,"A",,2
226231,"R",62309,"A",,"R",6723,"G",2077,"G",280,"G",2077,"G",280,"A",,2
226277,"A",,"R",868272,"A",,"G",965,"A",,"G",965,"A",,"A",,1
226374,"A",,"R",52537,"A",,"G",58,"A",,"G",58,"A",,"A",,1
226383,"R",43045,"A",,"R",7755,"G",1435,"G",323,"G",1435,"G",323,"A",,2
226408,"R",63763,"R",551932,"A",,"G",2739,"A",,"G",2739,"A",,"A",,3
226471,"R",77722,"A",,"R",7054,"G",2591,"G",294,"G",2591,"G",294,"A",,2
226578,"R",161195,"R",1169536,"A",,"G",6673,"A",,"G",6673,"A",,"A",,3
226587,"R",36658,"A",,"R",56,"G",1222,"G",2,"G",1222,"G",2,"A",,2
226675,"A",,"R",320390,"A",,"G",356,"A",,"G",356,"A",,"A",,1
226772,"A",,"R",55453,"A",,"G",62,"A",,"G",62,"A",,"A",,1
226806,"R",109493,"A",,"A",,"G",3650,"A",,"G",3650,"A",,"A",,2
226833,"R",135200,"A",,"R",9454,"G",4507,"G",394,"G",4507,"G",394,"A",,2
226860,"A",,"R",106950,"A",,"G",119,"A",,"G",119,"A",,"A",,1
226879,"R",10026,"A",,"A",,"G",334,"A",,"G",334,"A",,"A",,2
226903,"A",,"R",488700,"A",,"G",543,"A",,"G",543,"A",,"A",,1
226930,"R",149652,"A",,"A",,"G",4988,"A",,"G",4988,"A",,"A",,2
227003,"R",25655,"A",,"A",,"G",855,"A",,"G",855,"A",,"A",,2
227058,"A",,"R",63049,"A",,"G",70,"A",,"G",70,"A",,"A",,1
227146,"R",231340,"A",,"A",,"G",7711,"A",,"G",7711,"A",,"A",,2
227155,"A",,"R",59661,"A",,"G",66,"A",,"G",66,"A",,"A",,1
227182,"R",1356158,"A",,"A",,"G",45205,"A",,"G",45205,"A",,"A",,2
227191,"R",185715,"A",,"A",,"G",6191,"A",,"G",6191,"A",,"A",,2
227216,"R",795710,"A",,"R",124073,"G",26524,"G",5170,"G",26524,"G",5170,"R",46,2
227225,"R",69611,"A",,"A",,"G",2320,"A",,"G",2320,"A",,"A",,2
227243,"R",19317,"A",,"R",870,"G",644,"G",36,"G",644,"G",36,"A",,2
227289,"A",,"A",,"R",2226,"A",,"G",93,"A",,"G",93,"R",46,-2
227298,"R",11031,"A",,"A",,"G",368,"A",,"G",368,"A",,"A",,2
227304,"R",93213,"A",,"A",,"G",3107,"A",,"G",3107,"A",,"A",,2
227313,"A",,"R",202268,"A",,"G",225,"A",,"G",225,"A",,"A",,1
227322,"A",,"R",219919,"A",,"G",244,"A",,"G",244,"A",,"A",,1
227331,"R",37497,"A",,"R",21196,"G",1250,"G",883,"G",1250,"G",883,"R",28,2
227368,"R",440810,"A",,"R",49736,"G",14694,"G",2072,"G",14694,"G",2072,"A",,2
227377,"R",256137,"A",,"R",15039,"G",8538,"G",627,"G",8538,"G",627,"A",,2
227386,"R",54498,"A",,"A",,"G",1817,"A",,"G",1817,"A",,"A",,2
227401,"R",116245,"A",,"A",,"G",3875,"A",,"G",3875,"A",,"A",,2
227429,"R",5613,"A",,"A",,"G",187,"A",,"G",187,"A",,"A",,2
227526,"R",191569,"A",,"R",27143,"G",6386,"G",1131,"G",6386,"G",1131,"A",,2
227687,"R",42879,"A",,"A",,"G",1429,"A",,"G",1429,"A",,"A",,2
227748,"A",,"R",331500,"A",,"G",368,"A",,"G",368,"A",,"A",,1
227757,"R",116849,"A",,"R",67642,"G",3895,"G",2818,"G",3895,"G",2818,"A",,2
227766,"R",348512,"A",,"A",,"G",11617,"A",,"G",11617,"A",,"A",,2
227836,"R",28976,"A",,"A",,"G",966,"A",,"G",966,"A",,"A",,2
227845,"R",111209,"A",,"R",14418,"G",3707,"G",601,"G",3707,"G",601,"A",,2
227854,"R",179095,"A",,"A",,"G",5970,"A",,"G",5970,"A",,"A",,2
227863,"R",40651,"A",,"R",33397,"G",1355,"G",1392,"G",1355,"G",1392,"A",,2
227881,"R",425517,"A",,"R",49176,"G",14184,"G",2049,"G",14184,"G",2049,"A",,2
227924,"R",455467,"A",,"A",,"G",15182,"A",,"G",15182,"A",,"A",,2
227979,"A",,"R",12165384,"A",,"G",13517,"A",,"G",13517,"A",,"A",,1
228042,"R",31551,"A",,"R",1623,"G",1052,"G",68,"G",1052,"G",68,"A",,2
228088,"A",,"R",42891,"A",,"G",48,"A",,"G",48,"A",,"A",,1
228149,"R",41211,"A",,"R",9788,"G",1374,"G",408,"G",1374,"G",408,"R",1141,2
228158,"R",210219,"A",,"A",,"G",7007,"A",,"G",7007,"A",,"A",,2
228185,"A",,"R",50204,"A",,"G",56,"A",,"G",56,"A",,"A",,1
228194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1221,-2
228200,"A",,"R",551698,"A",,"G",613,"A",,"G",613,"A",,"A",,1
228219,"A",,"R",682646,"A",,"G",758,"A",,"G",758,"A",,"A",,1
228246,"R",191928,"A",,"R",66046,"G",6398,"G",2752,"G",6398,"G",2752,"R",780,2
228282,"R",11150,"A",,"A",,"G",372,"A",,"G",372,"A",,"A",,2
228291,"A",,"R",13219,"A",,"G",15,"A",,"G",15,"A",,"A",,1
228316,"R",107061,"A",,"A",,"G",3569,"A",,"G",3569,"A",,"A",,2
228325,"R",41918,"A",,"R",5500,"G",1397,"G",229,"G",1397,"G",229,"A",,2
228343,"R",42125,"A",,"A",,"G",1404,"A",,"G",1404,"A",,"A",,2
228431,"R",309830,"A",,"R",29144,"G",10328,"G",1214,"G",10328,"G",1214,"A",,2
228459,"R",777343,"A",,"R",78991,"G",25911,"G",3291,"G",25911,"G",3291,"R",484,2
228468,"R",20571,"A",,"R",755,"G",686,"G",31,"G",686,"G",31,"A",,2
228486,"R",5650,"A",,"A",,"G",188,"A",,"G",188,"A",,"A",,2
228501,"R",47428,"A",,"R",12475,"G",1581,"G",520,"G",1581,"G",520,"A",,2
228529,"R",239632,"A",,"R",21454,"G",7988,"G",894,"G",7988,"G",894,"A",,2
228547,"R",1013240,"A",,"A",,"G",33775,"A",,"G",33775,"A",,"A",,2
228608,"R",113870,"A",,"A",,"G",3796,"A",,"G",3796,"A",,"A",,2
228635,"R",890,"A",,"R",28438,"G",30,"G",1185,"G",30,"G",1185,"R",940,2
228644,"R",28379,"A",,"R",23676,"G",946,"G",987,"G",946,"G",987,"R",1417,2
228653,"R",25256,"A",,"R",35335,"G",842,"G",1472,"G",842,"G",1472,"R",926,2
228680,"R",126302,"A",,"A",,"G",4210,"A",,"G",4210,"A",,"A",,2
228699,"R",78871,"A",,"A",,"G",2629,"A",,"G",2629,"A",,"A",,2
228705,"R",224135,"A",,"R",43767,"G",7471,"G",1824,"G",7471,"G",1824,"A",,2
228723,"R",1161368,"A",,"R",188118,"G",38712,"G",7838,"G",38712,"G",7838,"R",528,2
228769,"R",660579,"A",,"R",130423,"G",22019,"G",5434,"G",22019,"G",5434,"R",15,2
228778,"R",1102908,"A",,"R",209670,"G",36764,"G",8736,"G",36764,"G",8736,"R",1766,2
228787,"R",324391,"A",,"R",143143,"G",10813,"G",5964,"G",10813,"G",5964,"R",1009,2
228796,"R",468944,"A",,"R",57059,"G",15631,"G",2377,"G",15631,"G",2377,"R",79,2
228802,"R",135478,"A",,"R",30188,"G",4516,"G",1258,"G",4516,"G",1258,"A",,2
228866,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",314,-2
228875,"R",250244,"A",,"R",18952,"G",8341,"G",790,"G",8341,"G",790,"R",229,2
228884,"R",23646,"A",,"A",,"G",788,"A",,"G",788,"A",,"A",,2
228909,"A",,"A",,"R",33631,"A",,"G",1401,"A",,"R",1505,"R",857,-2
228981,"R",35613,"A",,"R",228,"G",1187,"G",10,"G",1187,"G",10,"A",,2
229018,"R",78763,"A",,"R",8574,"G",2625,"G",357,"G",2625,"G",357,"A",,2
229027,"R",679058,"A",,"R",68825,"G",22635,"G",2868,"G",22635,"G",2868,"A",,2
229036,"R",23628,"A",,"A",,"G",788,"A",,"G",788,"A",,"A",,2
229063,"R",178682,"A",,"R",26322,"G",5956,"G",1097,"G",5956,"G",1097,"R",2714,2
229115,"R",748743,"A",,"R",103041,"G",24958,"G",4293,"G",24958,"G",4293,"R",876,2
229151,"A",,"R",54650,"A",,"G",61,"A",,"G",61,"A",,"A",,1
229160,"R",44328,"A",,"R",12532,"G",1478,"G",522,"G",1478,"G",522,"R",768,2
229179,"R",234190,"A",,"R",96734,"G",7806,"G",4031,"G",7806,"G",4031,"R",415,2
229267,"R",69177,"A",,"R",3858,"G",2306,"G",161,"G",2306,"G",161,"A",,2
229300,"R",25156,"A",,"R",52426,"G",839,"G",2184,"G",839,"G",2184,"R",1330,2
229319,"R",110989,"A",,"A",,"G",3700,"A",,"G",3700,"A",,"A",,2
229328,"R",27275,"A",,"A",,"G",909,"A",,"G",909,"A",,"A",,2
229337,"R",46857,"A",,"R",40972,"G",1562,"G",1707,"G",1562,"R",1883,"R",1883,2
229355,"R",243117,"A",,"A",,"G",8104,"A",,"G",8104,"A",,"A",,2
229416,"R",97066,"A",,"A",,"G",3236,"A",,"G",3236,"A",,"A",,2
229425,"A",,"R",185480,"A",,"G",206,"A",,"G",206,"A",,"A",,1
