UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE 
174482,"R",2620,"A",,"A",,"G",87,"A",,"G",87,"A",,"A",,2
174491,"R",75058,"A",,"R",2374,"G",2502,"G",99,"G",2502,"G",99,"A",,2
174507,"R",3634,"A",,"R",4784,"G",121,"G",199,"G",121,"R",144,"R",670,2
174525,"R",3727,"A",,"A",,"G",124,"A",,"R",130,"A",,"A",,2
174534,"A",,"R",129642,"A",,"G",144,"A",,"G",144,"A",,"A",,1
174570,"R",19004,"A",,"A",,"G",633,"A",,"G",633,"A",,"A",,2
174604,"R",9051,"A",,"A",,"G",302,"A",,"G",302,"A",,"A",,2
174738,"R",133131,"A",,"A",,"G",4438,"A",,"G",4438,"A",,"A",,2
174747,"R",61435,"A",,"A",,"G",2048,"A",,"G",2048,"A",,"A",,2
174756,"R",103420,"A",,"A",,"G",3447,"A",,"G",3447,"A",,"A",,2
174765,"A",,"R",103353,"A",,"G",115,"A",,"G",115,"A",,"A",,1
174783,"R",375604,"A",,"R",28351,"G",12520,"G",1181,"G",12520,"G",1181,"A",,2
174792,"R",56364,"A",,"R",1742,"G",1879,"G",73,"G",1879,"G",73,"A",,2
174817,"R",52839,"A",,"R",55278,"G",1761,"G",2303,"G",1761,"R",3071,"R",37,2
174844,"R",93309,"A",,"A",,"G",3110,"A",,"R",3135,"A",,"A",,2
174862,"R",26698,"A",,"R",2720,"G",890,"G",113,"G",890,"G",113,"A",,2
174899,"R",91074,"A",,"R",22661,"G",3036,"G",944,"G",3036,"G",944,"R",275,2
174914,"R",191222,"A",,"R",56210,"G",6374,"G",2342,"G",6374,"G",2342,"R",397,2
174932,"R",6439,"A",,"A",,"G",215,"A",,"G",215,"A",,"A",,2
174978,"A",,"R",169220,"A",,"G",188,"A",,"G",188,"A",,"A",,1
175005,"R",91321,"A",,"R",20070,"G",3044,"G",836,"G",3044,"G",836,"R",97,2
175014,"R",253593,"A",,"A",,"G",5635,"A",,"G",5635,"A",,"A",,2
175041,"R",141856,"A",,"A",,"G",4729,"A",,"G",4729,"A",,"A",,2
175078,"R",99740,"A",,"R",7132,"G",3325,"G",297,"G",3325,"G",297,"A",,2
175120,"R",8510,"A",,"A",,"G",284,"A",,"R",426,"A",,"A",,2
175139,"A",,"A",,"R",2605,"A",,"G",109,"A",,"G",109,"A",,-2
175157,"R",19461,"A",,"A",,"G",649,"A",,"G",649,"A",,"A",,2
175227,"R",51822,"A",,"A",,"G",1152,"A",,"G",1152,"A",,"A",,2
175236,"R",101425,"A",,"A",,"G",3381,"A",,"G",3381,"A",,"A",,2
175263,"R",53881,"A",,"A",,"G",1796,"A",,"G",1796,"A",,"A",,2
175272,"R",245460,"A",,"R",7243,"G",8182,"G",302,"G",8182,"G",302,"A",,2
175281,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1107,-2
175315,"R",229855,"A",,"A",,"G",7662,"A",,"G",7662,"A",,"A",,2
175342,"R",96005,"A",,"R",12939,"G",3200,"G",539,"G",3200,"G",539,"A",,2
175421,"R",69012,"A",,"R",15063,"G",2300,"G",628,"G",2300,"G",628,"A",,2
175430,"R",15582,"A",,"R",435,"G",519,"G",18,"G",519,"G",18,"A",,2
175494,"A",,"R",162843,"A",,"G",181,"A",,"G",181,"A",,"A",,1
175519,"R",85823,"A",,"A",,"G",2861,"A",,"G",2861,"A",,"A",,2
175528,"R",35694,"A",,"A",,"G",793,"A",,"G",793,"A",,"A",,2
175573,"R",79700,"A",,"A",,"G",2657,"A",,"G",2657,"A",,"A",,2
175591,"A",,"R",58770,"A",,"G",65,"A",,"G",65,"A",,"A",,1
175607,"A",,"R",73936,"A",,"G",82,"A",,"G",82,"A",,"A",,1
175616,"R",77433,"A",,"R",23441,"G",2581,"G",977,"R",2160,"R",1146,"A",,2
175643,"R",78215,"A",,"A",,"G",2607,"A",,"G",2607,"A",,"A",,2
175652,"R",162525,"A",,"A",,"G",5418,"A",,"G",5418,"A",,"A",,2
175698,"A",,"R",22500,"A",,"G",25,"A",,"G",25,"A",,"A",,1
175722,"A",,"R",49447,"A",,"G",55,"A",,"G",55,"A",,"A",,1
175786,"R",294119,"A",,"A",,"G",9804,"A",,"G",9804,"A",,"A",,2
175810,"R",163890,"A",,"A",,"G",5463,"A",,"G",5463,"A",,"A",,2
175829,"R",196755,"A",,"A",,"G",6559,"A",,"G",6559,"A",,"A",,2
175856,"R",191401,"A",,"R",31340,"G",6380,"G",1306,"G",6380,"G",1306,"A",,2
175883,"R",123500,"A",,"A",,"G",4117,"A",,"G",4117,"A",,"A",,2
175935,"R",89026,"A",,"A",,"G",2968,"A",,"G",2968,"A",,"A",,2
175980,"R",28847,"A",,"R",1709,"G",962,"G",71,"G",962,"G",71,"A",,2
176008,"R",67813,"A",,"A",,"G",2260,"A",,"G",2260,"A",,"A",,2
176017,"R",463448,"A",,"R",41955,"G",15448,"G",1748,"G",15448,"G",1748,"R",1076,2
176026,"R",16362,"A",,"R",18315,"G",545,"G",763,"G",545,"G",763,"R",660,2
176035,"R",71361,"A",,"R",4227,"G",2379,"G",176,"G",2379,"G",176,"R",0,2
176044,"R",61019,"A",,"R",5737,"G",2034,"G",239,"G",2034,"G",239,"A",,2
176053,"R",89186,"A",,"R",26481,"G",2973,"G",1103,"G",2973,"G",1103,"R",591,2
176062,"A",,"R",88960,"A",,"G",99,"A",,"G",99,"A",,"A",,1
176071,"R",280350,"A",,"A",,"G",9345,"A",,"G",9345,"A",,"A",,2
176080,"R",470128,"A",,"R",66719,"G",15671,"G",2780,"G",15671,"G",2780,"R",604,2
176169,"R",98841,"A",,"A",,"G",3295,"A",,"G",3295,"A",,"A",,2
176178,"R",203828,"A",,"A",,"G",6794,"A",,"G",6794,"A",,"A",,2
176239,"R",94024,"A",,"A",,"G",3134,"A",,"G",3134,"A",,"A",,2
176318,"R",31464,"A",,"A",,"G",1049,"A",,"G",1049,"A",,"A",,2
176336,"R",1424,"A",,"A",,"G",47,"A",,"G",47,"A",,"A",,2
176354,"R",61231,"A",,"A",,"G",2041,"A",,"G",2041,"A",,"A",,2
176372,"R",351540,"A",,"R",56676,"G",11718,"G",2362,"G",11718,"G",2362,"A",,2
176390,"A",,"R",152526,"A",,"G",169,"A",,"G",169,"A",,"A",,1
176406,"R",28935,"A",,"A",,"G",965,"A",,"R",1036,"A",,"A",,2
176451,"A",,"A",,"R",1672,"A",,"G",70,"A",,"G",70,"A",,-2
176479,"R",71975,"A",,"R",23230,"G",2399,"G",968,"R",2569,"R",927,"R",208,2
176549,"R",12000,"A",,"A",,"G",400,"A",,"G",400,"A",,"A",,2
176600,"A",,"A",,"R",2299,"A",,"G",96,"A",,"G",96,"A",,-2
176619,"A",,"A",,"R",4857,"A",,"G",202,"A",,"G",202,"R",75,-2
176628,"R",34690,"A",,"R",10308,"G",1156,"G",430,"G",1156,"G",430,"A",,2
176637,"R",34014,"A",,"A",,"G",756,"A",,"G",756,"A",,"A",,2
176664,"R",10830,"A",,"R",893,"G",361,"G",37,"G",361,"G",37,"A",,2
176716,"A",,"R",123863,"A",,"G",138,"A",,"G",138,"A",,"A",,1
176734,"A",,"R",32500,"A",,"G",36,"A",,"G",36,"A",,"A",,1
176770,"R",9187,"A",,"R",652,"G",306,"G",27,"G",306,"G",27,"A",,2
176789,"R",6604,"A",,"R",822,"G",220,"G",34,"G",220,"G",34,"A",,2
176798,"A",,"R",192502,"A",,"G",214,"A",,"G",214,"A",,"A",,1
176910,"R",9017,"A",,"A",,"G",301,"A",,"G",301,"A",,"A",,2
176938,"R",9338,"A",,"A",,"G",311,"A",,"G",311,"A",,"A",,2
176947,"R",32451,"A",,"A",,"G",1082,"A",,"G",1082,"A",,"A",,2
176965,"R",250302,"A",,"R",32575,"G",8343,"G",1357,"G",8343,"G",1357,"A",,2
176983,"A",,"R",93280,"A",,"G",104,"A",,"G",104,"A",,"A",,1
176992,"A",,"R",16770,"A",,"G",19,"A",,"G",19,"A",,"A",,1
177038,"R",4895,"A",,"R",78,"G",163,"G",3,"G",163,"G",3,"R",550,2
177056,"A",,"R",89976,"A",,"G",100,"A",,"G",100,"A",,"A",,1
177065,"R",412121,"A",,"R",12765,"G",13737,"G",532,"G",13737,"G",532,"A",,2
177083,"R",3026,"A",,"Z",0,"G",101,"A",,"G",101,"A",,"A",,2
177092,"A",,"A",,"R",11723,"A",,"G",326,"A",,"G",326,"A",,-2
177117,"R",9896,"A",,"A",,"G",330,"A",,"G",330,"A",,"A",,2
177126,"A",,"A",,"R",12795,"A",,"G",533,"A",,"G",533,"A",,-2
177135,"R",107246,"A",,"A",,"G",3575,"A",,"G",3575,"A",,"A",,2
177144,"R",21922,"A",,"A",,"G",731,"A",,"G",731,"A",,"A",,2
177162,"R",40931,"A",,"A",,"G",1364,"A",,"R",1137,"A",,"A",,2
177214,"R",71538,"A",,"R",5285,"G",2385,"G",220,"G",2385,"G",220,"A",,2
177250,"R",85988,"A",,"A",,"G",2866,"A",,"G",2866,"A",,"A",,2
177278,"A",,"A",,"R",2931,"A",,"G",122,"A",,"G",122,"A",,-2
177287,"A",,"R",221822,"A",,"G",246,"A",,"G",246,"A",,"A",,1
177302,"R",74259,"A",,"A",,"G",1650,"A",,"G",1650,"A",,"A",,2
177339,"R",57156,"A",,"R",4257,"G",1905,"G",177,"G",1905,"G",177,"A",,2
177418,"R",36769,"A",,"R",14927,"G",1226,"G",622,"G",1226,"G",622,"A",,2
177427,"A",,"A",,"R",2112,"A",,"G",88,"A",,"G",88,"R",201,-2
177436,"A",,"R",53352,"A",,"G",59,"A",,"G",59,"A",,"A",,1
177472,"R",313881,"A",,"A",,"G",10463,"A",,"G",10463,"A",,"A",,2
177542,"R",28934,"A",,"R",202,"G",964,"G",8,"G",964,"G",8,"A",,2
177551,"R",38149,"A",,"A",,"G",1272,"A",,"G",1272,"A",,"A",,2
177579,"R",18870,"A",,"A",,"G",629,"A",,"G",629,"A",,"A",,2
177588,"A",,"R",53580,"A",,"G",60,"A",,"G",60,"A",,"A",,1
177603,"A",,"R",79751,"A",,"G",89,"A",,"G",89,"A",,"A",,1
177676,"R",130011,"A",,"A",,"G",4334,"A",,"G",4334,"A",,"A",,2
177685,"A",,"R",51700,"A",,"G",57,"A",,"G",57,"A",,"A",,1
177719,"R",24586,"A",,"R",2820,"G",820,"G",118,"G",820,"G",118,"A",,2
177746,"R",22562,"A",,"A",,"G",752,"A",,"G",752,"A",,"A",,2
177807,"A",,"R",21158,"A",,"G",24,"A",,"G",24,"A",,"A",,1
177816,"R",1050,"A",,"R",1900,"G",35,"G",79,"G",35,"G",79,"A",,2
177834,"A",,"A",,"R",48823,"A",,"G",2034,"A",,"G",2034,"R",2095,-2
177870,"A",,"R",15183,"A",,"G",17,"A",,"G",17,"A",,"A",,1
177931,"A",,"R",40630,"A",,"G",45,"A",,"G",45,"A",,"A",,1
177940,"R",74986,"A",,"R",3195,"G",2500,"G",133,"G",2500,"G",133,"A",,2
177968,"R",223201,"A",,"R",80908,"G",7440,"G",3371,"G",7440,"G",3371,"A",,2
177977,"R",43244,"A",,"A",,"G",1441,"A",,"G",1441,"A",,"A",,2
177986,"R",2121,"A",,"R",2838,"G",71,"G",118,"R",59,"R",105,"R",1119,2
177995,"R",401992,"A",,"A",,"G",13400,"A",,"G",13400,"A",,"A",,2
178004,"R",4845,"A",,"A",,"G",162,"A",,"G",162,"A",,"A",,2
178059,"R",76310,"A",,"R",15047,"G",2544,"G",627,"G",2544,"G",627,"A",,2
178077,"A",,"R",160620,"A",,"G",178,"A",,"G",178,"A",,"A",,1
178110,"R",13536,"R",750,"A",,"G",302,"A",,"G",302,"A",,"A",,3
178183,"R",4050,"A",,"A",,"G",135,"A",,"G",135,"A",,"A",,2
178208,"R",6419,"A",,"R",8471,"G",214,"G",353,"G",214,"G",353,"R",375,2
178217,"R",88728,"A",,"A",,"G",2958,"A",,"G",2958,"A",,"A",,2
178226,"R",38187,"A",,"A",,"G",849,"A",,"G",849,"A",,"A",,2
178244,"R",62081,"A",,"R",21220,"G",2069,"G",884,"G",2069,"G",884,"A",,2
178262,"A",,"R",136630,"A",,"G",152,"A",,"G",152,"A",,"A",,1
178305,"R",34759,"A",,"A",,"G",1159,"A",,"G",1159,"A",,"A",,2
178314,"A",,"R",37897,"A",,"G",42,"A",,"R",23,"A",,"A",,1
178341,"R",133451,"A",,"R",902,"G",4448,"G",38,"G",4448,"G",38,"A",,2
178350,"R",2505,"A",,"A",,"G",84,"A",,"G",84,"A",,"A",,2
178369,"R",46016,"A",,"R",366,"G",1534,"G",15,"G",1534,"G",15,"A",,2
178387,"R",140421,"A",,"R",2408,"G",4681,"G",100,"G",4681,"G",100,"A",,2
178396,"R",727532,"A",,"R",108759,"G",24251,"G",4532,"G",24251,"G",4532,"R",1230,2
178402,"R",237195,"A",,"R",55256,"G",7907,"G",2302,"G",7907,"G",2302,"R",1668,2
178411,"R",155376,"A",,"R",30391,"G",5179,"G",1266,"G",5179,"G",1266,"A",,2
178420,"R",248160,"A",,"R",49463,"G",8272,"G",2061,"G",8272,"G",2061,"R",172,2
178448,"R",121892,"A",,"A",,"G",4063,"A",,"G",4063,"A",,"A",,2
178466,"A",,"R",197053,"A",,"G",219,"A",,"G",219,"A",,"A",,1
178484,"A",,"R",284545,"A",,"G",316,"A",,"G",316,"A",,"A",,1
178518,"A",,"A",,"R",3802,"A",,"G",158,"A",,"G",158,"A",,-2
178527,"A",,"R",33234,"A",,"G",37,"A",,"G",37,"A",,"A",,1
178563,"A",,"R",65119,"A",,"G",72,"A",,"G",72,"A",,"A",,1
178606,"A",,"R",11025,"A",,"G",12,"A",,"G",12,"A",,"A",,1
178615,"R",157205,"A",,"R",7935,"G",5240,"G",331,"G",5240,"G",331,"A",,2
178624,"R",168994,"A",,"R",14166,"G",5633,"G",590,"G",5633,"G",590,"A",,2
178679,"R",17814,"A",,"A",,"G",594,"A",,"G",594,"A",,"A",,2
178697,"R",45719,"A",,"A",,"G",1524,"A",,"G",1524,"A",,"A",,2
178721,"R",269743,"A",,"R",12454,"G",8991,"G",519,"G",8991,"G",519,"A",,2
178767,"R",12725,"A",,"A",,"G",283,"A",,"R",286,"A",,"A",,2
178828,"A",,"R",80898,"A",,"G",90,"A",,"G",90,"A",,"A",,1
178891,"R",64619,"A",,"A",,"G",2154,"A",,"G",2154,"A",,"A",,2
178989,"R",9275,"A",,"R",1679,"G",309,"G",70,"G",309,"G",70,"A",,2
179043,"R",47356,"A",,"R",7267,"G",1579,"G",303,"G",1579,"G",303,"R",204,2
179052,"A",,"R",200997,"A",,"G",223,"A",,"G",223,"A",,"A",,1
179070,"R",13316,"A",,"A",,"G",444,"A",,"G",444,"A",,"A",,2
179159,"R",275239,"A",,"R",58599,"G",9175,"G",2442,"G",9175,"G",2442,"R",1900,2
179195,"A",,"R",49824,"A",,"G",55,"A",,"G",55,"A",,"A",,1
179201,"R",55931,"A",,"A",,"G",1243,"A",,"G",1243,"A",,"A",,2
179229,"A",,"R",43218,"A",,"G",48,"A",,"G",48,"A",,"A",,1
179238,"A",,"R",62800,"A",,"G",70,"A",,"R",73,"A",,"A",,1
179256,"R",7150,"A",,"A",,"G",238,"A",,"G",238,"A",,"A",,2
179265,"R",22719,"A",,"A",,"G",757,"A",,"G",757,"A",,"R",564,2
179308,"R",616582,"A",,"A",,"G",20553,"A",,"G",20553,"A",,"A",,2
179317,"A",,"A",,"R",2866,"A",,"G",119,"A",,"G",119,"R",47,-2
179326,"R",69021,"A",,"R",9513,"G",2301,"G",396,"G",2301,"G",396,"R",190,2
179344,"R",44185,"A",,"A",,"G",1473,"A",,"G",1473,"A",,"A",,2
179399,"A",,"R",40760,"A",,"G",45,"A",,"G",45,"A",,"A",,1
179450,"R",5041,"A",,"A",,"G",168,"A",,"G",168,"A",,"A",,2
179511,"R",12600,"A",,"A",,"G",420,"A",,"G",420,"A",,"A",,2
179539,"R",111361,"A",,"A",,"G",3712,"A",,"G",3712,"A",,"A",,2
179548,"R",25391,"A",,"R",5065,"G",846,"G",211,"G",846,"G",211,"A",,2
179557,"R",266868,"A",,"R",17103,"G",8896,"G",713,"G",8896,"G",713,"A",,2
179566,"R",426498,"A",,"R",55306,"G",14217,"G",2304,"G",14217,"G",2304,"R",164,2
179645,"R",96378,"A",,"A",,"G",3213,"A",,"G",3213,"A",,"A",,2
179715,"R",36220,"A",,"A",,"G",1207,"A",,"G",1207,"A",,"A",,2
179724,"A",,"R",32412,"A",,"G",36,"A",,"G",36,"A",,"A",,1
179742,"A",,"A",,"R",1550,"A",,"G",65,"A",,"G",65,"A",,-2
179812,"A",,"A",,"R",2459,"A",,"G",102,"A",,"R",69,"R",1001,-2
179867,"R",208031,"A",,"R",85570,"G",6934,"G",3565,"G",6934,"G",3565,"R",3113,2
179894,"R",92164,"A",,"R",227337,"G",3072,"G",9472,"G",3072,"G",9472,"A",,2
179919,"R",13901,"A",,"A",,"G",463,"A",,"G",463,"A",,"A",,2
179946,"R",34548,"A",,"A",,"G",1152,"A",,"G",1152,"A",,"A",,2
179955,"R",32132,"A",,"A",,"G",1071,"A",,"G",1071,"A",,"A",,2
179964,"R",25467,"A",,"R",18429,"G",849,"G",768,"G",849,"G",768,"A",,2
179991,"A",,"R",39774,"A",,"G",44,"A",,"G",44,"A",,"A",,1
180054,"R",12125,"A",,"A",,"G",404,"A",,"G",404,"A",,"A",,2
180063,"A",,"R",64235,"A",,"G",71,"A",,"R",64,"A",,"A",,1
180081,"R",16168,"A",,"A",,"G",539,"A",,"G",539,"A",,"A",,2
180090,"A",,"R",89000,"A",,"G",99,"A",,"G",99,"A",,"A",,1
180106,"R",40256,"A",,"A",,"G",1342,"A",,"G",1342,"A",,"A",,2
180151,"R",11437,"A",,"A",,"G",381,"A",,"G",381,"A",,"A",,2
180160,"R",6360,"A",,"A",,"G",212,"A",,"G",212,"A",,"A",,2
180179,"R",119652,"A",,"R",7447,"G",3988,"G",310,"G",3988,"G",310,"A",,2
180197,"R",57368,"A",,"A",,"G",1912,"A",,"G",1912,"A",,"A",,2
180203,"R",6690,"A",,"A",,"G",223,"A",,"G",223,"A",,"A",,2
180212,"R",10283,"A",,"A",,"G",343,"A",,"G",343,"A",,"A",,2
180249,"R",43566,"A",,"A",,"G",1452,"A",,"G",1452,"A",,"A",,2
180258,"R",25320,"A",,"R",1095,"G",844,"G",46,"G",844,"G",46,"A",,2
180276,"R",34748,"A",,"A",,"G",1158,"A",,"G",1158,"A",,"A",,2
180328,"R",11166,"A",,"A",,"G",372,"A",,"G",372,"A",,"A",,2
180373,"R",12293,"A",,"A",,"G",410,"A",,"G",410,"A",,"A",,2
180391,"A",,"R",46735,"A",,"G",52,"A",,"G",52,"A",,"A",,1
180416,"R",56347,"A",,"R",2370,"G",1878,"G",99,"G",1878,"G",99,"A",,2
180461,"R",339408,"A",,"R",24924,"G",11314,"G",1039,"G",11314,"G",1039,"A",,2
180489,"R",349338,"A",,"R",28701,"G",11645,"G",1196,"G",11645,"G",1196,"R",672,2
180522,"R",32402,"A",,"R",1148,"G",1080,"G",48,"G",1080,"G",48,"A",,2
180595,"R",29186,"A",,"R",4617,"G",973,"G",192,"G",973,"G",192,"A",,2
180647,"R",34777,"A",,"A",,"G",773,"A",,"G",773,"A",,"A",,2
180692,"R",43998,"A",,"A",,"G",1467,"A",,"G",1467,"A",,"A",,2
180771,"A",,"R",49460,"A",,"G",55,"A",,"G",55,"A",,"A",,1
180814,"R",167919,"A",,"R",56610,"G",5597,"G",2359,"G",5597,"G",2359,"A",,2
180832,"R",21443,"A",,"R",5240,"G",715,"G",218,"G",715,"G",218,"A",,2
180878,"R",12938,"A",,"R",1379,"G",431,"G",57,"G",431,"G",57,"A",,2
180902,"R",134585,"A",,"A",,"G",4486,"A",,"R",4555,"A",,"A",,2
180948,"R",60305,"A",,"R",9636,"G",2010,"G",402,"G",2010,"G",402,"A",,2
180957,"A",,"R",197619,"A",,"G",220,"A",,"G",220,"A",,"A",,1
180984,"R",39148,"A",,"R",6895,"G",1305,"G",287,"G",1305,"G",287,"A",,2
181002,"R",134502,"A",,"R",19384,"G",4483,"G",808,"G",4483,"G",808,"R",2572,2
181020,"R",32528,"A",,"A",,"G",1084,"A",,"G",1084,"A",,"A",,2
181093,"R",10277,"A",,"R",1403,"G",343,"G",58,"G",343,"G",58,"A",,2
181127,"R",36405,"A",,"R",1689,"G",1214,"G",70,"G",1214,"G",70,"A",,2
181136,"A",,"R",52350,"A",,"G",58,"A",,"G",58,"A",,"A",,1
181145,"R",964,"A",,"A",,"G",32,"A",,"G",32,"A",,"A",,2
181190,"A",,"R",490560,"A",,"G",545,"A",,"G",545,"A",,"A",,1
181215,"R",152463,"A",,"R",21087,"G",5082,"G",879,"G",5082,"G",879,"A",,2
181242,"R",24669,"A",,"R",529,"G",822,"G",22,"G",822,"G",22,"A",,2
181297,"R",19865,"A",,"R",2410,"G",662,"G",100,"G",662,"G",100,"A",,2
181303,"R",604956,"A",,"A",,"G",13443,"A",,"G",13443,"A",,"A",,2
181312,"R",55520,"R",61488,"A",,"G",1919,"A",,"G",1919,"A",,"A",,3
181330,"R",29202,"A",,"R",575,"G",973,"G",24,"G",973,"G",24,"A",,2
181376,"R",3130,"A",,"A",,"G",104,"A",,"G",104,"A",,"A",,2
181394,"R",316188,"A",,"R",35938,"G",10540,"G",1497,"G",10540,"G",1497,"A",,2
181400,"R",36738,"A",,"R",763,"G",1225,"G",32,"G",1225,"G",32,"A",,2
181419,"R",2738,"A",,"A",,"G",91,"A",,"G",91,"A",,"A",,2
181428,"R",28818,"A",,"R",52729,"G",961,"G",2197,"G",961,"G",2197,"R",1057,2
181446,"R",56129,"A",,"R",4048,"G",1871,"G",169,"G",1871,"G",169,"A",,2
181464,"R",536336,"A",,"R",77181,"G",17878,"G",3216,"G",17878,"G",3216,"R",383,2
181491,"R",94163,"R",129813,"A",,"G",3283,"A",,"G",3283,"A",,"A",,3
181534,"R",45265,"A",,"R",4518,"G",1509,"G",188,"G",1509,"G",188,"A",,2
181543,"R",635,"A",,"A",,"G",21,"A",,"G",21,"A",,"A",,2
181604,"R",21698,"A",,"R",5712,"G",723,"G",238,"G",723,"G",238,"A",,2
181640,"R",441845,"A",,"A",,"G",9819,"A",,"G",9819,"A",,"A",,2
181738,"R",21549,"A",,"R",2310,"G",718,"G",96,"G",718,"R",77,"A",,2
181756,"R",22274,"R",124020,"A",,"G",880,"A",,"G",880,"A",,"A",,3
181765,"R",8766,"A",,"A",,"G",292,"A",,"G",292,"A",,"A",,2
181783,"R",82324,"A",,"R",8571,"G",2744,"G",357,"G",2744,"G",357,"A",,2
181792,"R",264,"A",,"A",,"G",9,"A",,"G",9,"A",,"A",,2
181817,"R",53014,"A",,"A",,"G",1767,"A",,"G",1767,"A",,"A",,2
181853,"R",14100,"A",,"A",,"G",470,"A",,"G",470,"A",,"A",,2
181880,"A",,"R",223554,"A",,"G",248,"A",,"G",248,"A",,"A",,1
181941,"R",30648,"A",,"A",,"G",1022,"A",,"G",1022,"A",,"A",,2
182005,"R",671532,"A",,"A",,"G",22384,"A",,"G",22384,"A",,"A",,2
182111,"R",55851,"A",,"A",,"G",1241,"A",,"G",1241,"A",,"A",,2
182148,"R",38515,"A",,"A",,"G",1284,"A",,"G",1284,"A",,"A",,2
182209,"A",,"R",615228,"A",,"G",684,"A",,"R",676,"A",,"A",,1
182281,"R",551838,"A",,"R",78752,"G",18395,"G",3281,"G",18395,"G",3281,"R",2891,2
182290,"R",389713,"A",,"R",43650,"G",12990,"G",1819,"G",12990,"G",1819,"R",249,2
182306,"R",55325,"A",,"R",243,"G",1844,"G",10,"R",1836,"G",10,"A",,2
182397,"A",,"R",331749,"A",,"G",369,"A",,"G",369,"A",,"A",,1
182430,"R",12660,"A",,"R",1590,"G",422,"G",66,"G",422,"G",66,"A",,2
182458,"R",16181,"A",,"R",7699,"G",539,"G",321,"G",539,"G",321,"A",,2
182500,"R",208306,"A",,"A",,"G",6944,"A",,"G",6944,"A",,"A",,2
182564,"R",74114,"A",,"A",,"G",2470,"A",,"G",2470,"A",,"A",,2
182634,"R",38835,"A",,"A",,"G",1295,"A",,"G",1295,"A",,"A",,2
182652,"A",,"R",90325,"A",,"G",100,"A",,"G",100,"A",,"A",,1
182661,"R",19106,"A",,"R",681,"G",637,"G",28,"G",637,"G",28,"A",,2
182670,"R",190650,"A",,"R",58671,"G",4237,"G",1630,"G",4237,"G",1630,"R",374,2
182704,"A",,"R",98816,"A",,"G",110,"A",,"G",110,"A",,"A",,1
182722,"A",,"R",126239,"A",,"G",140,"A",,"G",140,"A",,"A",,1
182795,"R",46525,"A",,"R",8081,"G",1551,"G",337,"G",1551,"G",337,"R",177,2
182829,"A",,"A",,"R",597,"A",,"G",25,"A",,"G",25,"R",434,-2
182865,"R",77750,"A",,"A",,"G",2592,"A",,"G",2592,"A",,"A",,2
182892,"A",,"R",39532,"A",,"G",44,"A",,"G",44,"A",,"A",,1
182908,"R",3176,"A",,"A",,"G",106,"A",,"G",106,"A",,"A",,2
182917,"R",1986,"A",,"A",,"G",66,"A",,"R",58,"A",,"A",,2
182953,"A",,"R",307200,"A",,"G",341,"A",,"G",341,"A",,"A",,1
182980,"R",29602,"A",,"R",17779,"G",987,"G",741,"G",987,"G",741,"R",464,2
182999,"A",,"R",40155,"A",,"G",45,"A",,"G",45,"A",,"A",,1
183026,"R",222205,"A",,"R",80566,"G",7407,"G",3357,"G",7407,"G",3357,"A",,2
183035,"A",,"R",21600,"A",,"G",24,"A",,"G",24,"A",,"A",,1
183044,"R",400522,"A",,"R",40567,"G",13351,"G",1690,"G",13351,"G",1690,"A",,2
183062,"R",157078,"A",,"R",2142,"G",5236,"G",89,"G",5236,"G",89,"A",,2
183071,"R",25260,"A",,"R",6475,"G",842,"G",270,"G",842,"G",270,"A",,2
183080,"R",126255,"A",,"R",19261,"G",4209,"G",803,"G",4209,"G",803,"A",,2
183099,"R",88134,"A",,"A",,"G",2938,"A",,"G",2938,"A",,"A",,2
183105,"R",18252,"A",,"A",,"G",608,"A",,"G",608,"A",,"A",,2
183114,"R",20296,"A",,"A",,"G",677,"A",,"G",677,"A",,"A",,2
183123,"R",25147,"A",,"A",,"G",838,"A",,"G",838,"A",,"A",,2
183132,"R",51061,"A",,"A",,"G",1702,"A",,"G",1702,"A",,"A",,2
183141,"R",42400,"A",,"A",,"G",1413,"A",,"G",1413,"A",,"A",,2
183150,"R",33936,"A",,"A",,"G",1131,"A",,"G",1131,"A",,"A",,2
183202,"A",,"R",33174,"A",,"G",37,"A",,"R",49,"A",,"A",,1
183211,"R",36894,"A",,"R",12901,"G",1230,"G",538,"G",1230,"G",538,"A",,2
183239,"R",61092,"A",,"A",,"G",2036,"A",,"G",2036,"A",,"A",,2
183248,"R",3193,"A",,"A",,"G",106,"A",,"G",106,"A",,"A",,2
183257,"R",37802,"A",,"R",4981,"G",1260,"G",208,"R",1441,"R",241,"A",,2
183275,"R",2258,"A",,"A",,"G",75,"A",,"R",82,"A",,"A",,2
183488,"R",29837,"A",,"A",,"G",995,"A",,"G",995,"A",,"A",,2
183600,"R",1008,"A",,"A",,"G",34,"A",,"G",34,"A",,"A",,2
183655,"R",164561,"A",,"A",,"G",5485,"A",,"G",5485,"A",,"A",,2
183725,"R",24570,"A",,"A",,"G",819,"A",,"G",819,"A",,"A",,2
183743,"R",352976,"A",,"A",,"G",11766,"A",,"G",11766,"A",,"A",,2
183789,"R",153771,"A",,"A",,"G",3417,"A",,"G",3417,"A",,"A",,2
