UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE 
101958,"A",,"R",72516,"A",,"G",81,"A",,"G",81,"A",,"A",,1
101994,"R",18026,"R",29345,"A",,"G",633,"A",,"R",601,"A",,"A",,3
102030,"R",87177,"A",,"A",,"G",2906,"A",,"G",2906,"A",,"A",,2
102049,"R",92626,"A",,"R",16321,"G",3088,"G",680,"G",3088,"G",680,"R",1102,2
102058,"R",12975,"A",,"R",700,"G",433,"G",29,"G",433,"G",29,"A",,2
102067,"R",126331,"A",,"A",,"G",4211,"A",,"G",4211,"A",,"A",,2
102076,"R",58213,"A",,"A",,"G",1940,"A",,"G",1940,"A",,"A",,2
102094,"R",310935,"A",,"R",65371,"G",10365,"G",2724,"G",10365,"R",2922,"R",303,2
102234,"R",39726,"A",,"R",2452,"G",1324,"G",102,"G",1324,"G",102,"A",,2
102261,"R",4336,"A",,"A",,"G",145,"A",,"G",145,"A",,"A",,2
102270,"R",31247,"A",,"A",,"G",1042,"A",,"G",1042,"A",,"A",,2
102298,"R",17171,"A",,"A",,"G",572,"A",,"G",572,"A",,"A",,2
102313,"R",43451,"A",,"A",,"G",1448,"A",,"G",1448,"A",,"A",,2
102368,"R",463859,"A",,"R",83074,"G",15462,"G",3461,"G",15462,"G",3461,"R",14,2
102377,"R",81800,"A",,"R",3200,"G",2727,"G",133,"G",2727,"G",133,"R",287,2
102395,"R",3138,"A",,"R",6441,"G",105,"G",268,"G",105,"G",268,"A",,2
102429,"R",96678,"A",,"A",,"G",3223,"A",,"G",3223,"A",,"A",,2
102553,"R",351541,"A",,"R",25567,"G",11718,"G",1065,"G",11718,"G",1065,"A",,2
102580,"R",818,"A",,"A",,"G",27,"A",,"G",27,"A",,"A",,2
102614,"R",172459,"A",,"R",18172,"G",5749,"G",757,"G",5749,"G",757,"A",,2
102632,"R",47735,"A",,"R",9749,"G",1591,"G",406,"G",1591,"G",406,"A",,2
102669,"R",11538,"A",,"R",3427,"G",385,"G",143,"G",385,"G",143,"R",15,2
102711,"A",,"R",289114,"A",,"G",321,"A",,"G",321,"A",,"A",,1
102845,"R",217948,"A",,"A",,"G",4843,"A",,"G",4843,"A",,"A",,2
103361,"R",8489,"A",,"A",,"G",283,"A",,"G",283,"A",,"A",,2
103501,"A",,"R",406043,"A",,"G",451,"A",,"G",451,"A",,"A",,1
103644,"R",71074,"A",,"A",,"G",2369,"A",,"G",2369,"A",,"A",,2
103723,"R",38275,"A",,"A",,"G",851,"A",,"G",851,"A",,"A",,2
103732,"A",,"R",83348,"A",,"G",93,"A",,"G",93,"A",,"A",,1
103741,"A",,"R",186236,"A",,"G",207,"A",,"G",207,"A",,"A",,1
103778,"R",14,"A",,"R",29575,"G",0,"G",1232,"G",0,"G",1232,"A",,2
103787,"R",1921,"A",,"A",,"G",64,"A",,"R",76,"A",,"A",,2
103811,"R",38952,"R",165840,"A",,"G",1483,"A",,"R",1621,"A",,"A",,3
103893,"R",18506,"A",,"A",,"G",617,"A",,"G",617,"A",,"A",,2
103909,"R",25440,"A",,"A",,"G",848,"A",,"G",848,"A",,"A",,2
103927,"R",14289,"A",,"A",,"G",476,"A",,"G",476,"A",,"A",,2
103945,"R",9090,"A",,"A",,"G",303,"A",,"G",303,"A",,"A",,2
103954,"A",,"R",53155,"A",,"G",59,"A",,"G",59,"A",,"A",,1
103963,"A",,"R",1952862,"A",,"G",2170,"A",,"R",2002,"A",,"A",,1
104090,"R",38004,"A",,"A",,"G",1267,"A",,"G",1267,"A",,"A",,2
104151,"R",1650466,"A",,"R",251501,"G",55016,"G",10479,"G",55016,"G",10479,"R",729,2
104160,"R",165527,"R",75462,"A",,"G",5601,"A",,"G",5601,"A",,"A",,3
104179,"R",883522,"A",,"R",127666,"G",29451,"G",5319,"G",29451,"G",5319,"R",2007,2
104188,"R",10500,"A",,"A",,"G",350,"A",,"G",350,"A",,"A",,2
104294,"A",,"R",149626,"A",,"G",166,"A",,"G",166,"A",,"A",,1
104346,"R",157388,"A",,"A",,"G",5246,"A",,"G",5246,"A",,"A",,2
104364,"R",32680,"A",,"A",,"G",726,"A",,"G",726,"A",,"A",,2
104391,"A",,"R",78346,"A",,"G",87,"A",,"G",87,"A",,"A",,1
104425,"R",301487,"A",,"A",,"G",10050,"A",,"R",9119,"A",,"A",,2
104434,"A",,"R",66650,"A",,"G",74,"A",,"G",74,"A",,"A",,1
104443,"A",,"R",187661,"A",,"G",209,"A",,"G",209,"A",,"A",,1
104504,"A",,"R",183750,"A",,"G",204,"A",,"G",204,"A",,"A",,1
104531,"R",55066,"A",,"A",,"G",1836,"A",,"R",1530,"A",,"A",,2
104568,"A",,"R",421200,"A",,"G",468,"A",,"G",468,"A",,"A",,1
104577,"R",124857,"A",,"A",,"G",4162,"A",,"G",4162,"A",,"A",,2
104586,"R",48959,"A",,"R",757,"G",1632,"G",32,"G",1632,"G",32,"A",,2
104665,"A",,"R",4890,"R",540,"G",5,"G",23,"G",5,"G",23,"A",,1
104708,"R",381814,"A",,"A",,"G",12727,"A",,"G",12727,"A",,"A",,2
104717,"R",697054,"A",,"R",360001,"G",23235,"G",15000,"G",23235,"G",15000,"A",,2
104805,"R",110790,"A",,"A",,"G",3693,"A",,"G",3693,"A",,"A",,2
104911,"A",,"R",360947,"A",,"G",401,"A",,"G",401,"A",,"A",,1
104984,"R",4994,"A",,"A",,"G",166,"A",,"G",166,"A",,"A",,2
105118,"R",27607,"A",,"A",,"G",920,"A",,"G",920,"A",,"A",,2
105145,"R",106996,"A",,"A",,"G",3567,"A",,"G",3567,"A",,"A",,2
105154,"R",460871,"A",,"A",,"G",15362,"A",,"G",15362,"A",,"A",,2
105163,"R",22623,"A",,"A",,"G",503,"A",,"G",503,"A",,"A",,2
105172,"R",30464,"A",,"A",,"G",677,"A",,"G",677,"A",,"A",,2
105206,"R",115892,"A",,"A",,"G",3863,"A",,"G",3863,"A",,"A",,2
105215,"R",88048,"A",,"A",,"G",2935,"A",,"G",2935,"A",,"A",,2
105297,"R",48083,"A",,"A",,"G",1603,"A",,"G",1603,"A",,"A",,2
105330,"R",553687,"A",,"R",71197,"G",18456,"G",2967,"R",20408,"R",3296,"R",528,2
105349,"R",61917,"A",,"A",,"G",2064,"A",,"G",2064,"A",,"A",,2
105367,"R",15862,"A",,"R",13678,"G",529,"G",570,"G",529,"R",760,"A",,2
105428,"R",214106,"A",,"A",,"G",7137,"A",,"G",7137,"A",,"A",,2
105482,"A",,"R",113750,"A",,"G",126,"A",,"G",126,"A",,"A",,1
105516,"R",104711,"A",,"R",35233,"G",3490,"G",1468,"G",3490,"G",1468,"A",,2
105525,"R",639868,"R",189381,"A",,"G",21539,"A",,"R",21625,"A",,"A",,3
105534,"A",,"R",2175746,"A",,"G",2417,"A",,"G",2417,"A",,"A",,1
105543,"A",,"R",1400701,"A",,"G",1556,"A",,"G",1556,"A",,"A",,1
105589,"R",24074,"A",,"R",7889,"G",802,"G",329,"G",802,"G",329,"A",,2
105659,"R",33161,"A",,"A",,"G",1105,"A",,"G",1105,"A",,"A",,2
105668,"R",427882,"A",,"A",,"G",14263,"A",,"G",14263,"A",,"A",,2
105677,"A",,"R",68460,"A",,"G",76,"A",,"G",76,"A",,"A",,1
105701,"A",,"R",100528,"A",,"G",112,"A",,"R",110,"A",,"A",,1
105747,"R",190488,"A",,"A",,"G",6350,"A",,"G",6350,"A",,"A",,2
105792,"R",83355,"A",,"A",,"G",2779,"A",,"G",2779,"A",,"A",,2
105899,"R",14189,"A",,"A",,"G",473,"A",,"G",473,"A",,"A",,2
105987,"R",16283,"A",,"A",,"G",543,"A",,"G",543,"A",,"A",,2
106041,"R",155714,"A",,"A",,"G",5190,"A",,"G",5190,"A",,"A",,2
106102,"R",42600,"A",,"R",13515,"G",1420,"G",563,"G",1420,"G",563,"A",,2
106111,"A",,"R",188873,"A",,"G",210,"A",,"G",210,"A",,"A",,1
106148,"R",116380,"A",,"A",,"G",3879,"A",,"G",3879,"A",,"A",,2
106245,"R",238325,"A",,"R",35575,"G",7944,"G",1482,"G",7944,"G",1482,"R",534,2
106263,"R",24414,"A",,"R",13059,"G",814,"G",544,"G",814,"G",544,"R",1120,2
106281,"A",,"R",34405,"A",,"G",38,"A",,"R",50,"A",,"A",,1
106306,"R",30022,"A",,"A",,"G",1001,"A",,"G",1001,"A",,"A",,2
106315,"A",,"R",106000,"A",,"G",118,"A",,"G",118,"A",,"A",,1
106324,"A",,"R",20967,"A",,"G",23,"A",,"G",23,"A",,"A",,1
106342,"R",16670,"A",,"A",,"G",556,"A",,"G",556,"A",,"A",,2
106351,"A",,"R",103991,"A",,"G",116,"A",,"G",116,"A",,"A",,1
106360,"A",,"R",69348,"A",,"G",77,"A",,"G",77,"A",,"A",,1
106397,"R",544633,"A",,"R",64896,"G",18154,"G",2704,"G",18154,"G",2704,"R",503,2
106412,"R",85960,"A",,"R",1782,"G",2865,"G",74,"G",2865,"G",74,"A",,2
106449,"R",104804,"A",,"A",,"G",3493,"A",,"G",3493,"A",,"A",,2
106458,"R",276899,"A",,"R",76999,"G",9230,"G",3208,"R",9229,"G",3208,"R",131,2
106467,"R",249597,"A",,"R",14075,"G",8320,"G",586,"G",8320,"G",586,"A",,2
106485,"R",93806,"A",,"R",2007,"G",3127,"G",84,"G",3127,"G",84,"A",,2
106494,"A",,"R",67646,"A",,"G",75,"A",,"G",75,"A",,"A",,1
106546,"R",28973,"A",,"A",,"G",966,"A",,"G",966,"A",,"A",,2
106625,"R",60040,"A",,"A",,"G",2001,"A",,"G",2001,"A",,"A",,2
106704,"R",266530,"A",,"R",31298,"G",8884,"G",1304,"G",8884,"G",1304,"R",63,2
106713,"R",23621,"A",,"A",,"G",787,"A",,"G",787,"A",,"A",,2
106795,"R",29005,"A",,"A",,"G",967,"A",,"G",967,"A",,"A",,2
106810,"R",5242,"A",,"A",,"G",175,"A",,"G",175,"A",,"A",,2
106829,"R",10089,"R",45572,"A",,"G",387,"A",,"G",387,"A",,"A",,3
106883,"R",27416,"A",,"A",,"G",914,"A",,"G",914,"A",,"A",,2
106892,"A",,"R",316448,"A",,"G",352,"A",,"G",352,"A",,"A",,1
106908,"A",,"R",507263,"A",,"G",564,"A",,"G",564,"A",,"A",,1
106980,"R",77221,"A",,"A",,"G",2574,"A",,"G",2574,"A",,"A",,2
106999,"R",35134,"A",,"A",,"G",1171,"A",,"G",1171,"A",,"A",,2
107044,"R",126613,"A",,"R",34759,"G",4220,"G",1448,"G",4220,"R",1166,"R",282,2
107071,"R",97200,"A",,"R",7992,"G",3240,"G",333,"G",3240,"G",333,"A",,2
107080,"R",42260,"A",,"R",296,"G",1409,"G",12,"R",1446,"R",11,"A",,2
107099,"A",,"R",68054,"A",,"G",76,"A",,"G",76,"A",,"A",,1
107123,"R",34,"R",52000,"A",,"G",59,"A",,"G",59,"A",,"A",,3
107141,"R",50299,"A",,"R",7686,"G",1677,"G",320,"G",1677,"G",320,"A",,2
107211,"A",,"R",37765,"A",,"G",42,"A",,"G",42,"A",,"A",,1
107220,"A",,"R",467927,"A",,"G",520,"A",,"G",520,"A",,"A",,1
107275,"A",,"R",10342,"A",,"G",11,"A",,"G",11,"A",,"A",,1
107293,"A",,"R",104986,"A",,"G",117,"A",,"G",117,"A",,"A",,1
107318,"R",38920,"A",,"A",,"G",1297,"A",,"G",1297,"A",,"A",,2
107327,"R",39250,"A",,"A",,"G",1308,"A",,"G",1308,"A",,"A",,2
107363,"A",,"R",88152,"A",,"G",98,"A",,"G",98,"A",,"A",,1
107442,"A",,"R",65880,"A",,"G",73,"A",,"G",73,"A",,"A",,1
107460,"R",53492,"A",,"A",,"G",1783,"A",,"G",1783,"A",,"A",,2
107488,"R",10025,"A",,"A",,"G",334,"A",,"G",334,"A",,"A",,2
107512,"R",47645,"A",,"A",,"G",1588,"A",,"G",1588,"A",,"A",,2
107521,"R",28118,"A",,"A",,"G",937,"A",,"G",937,"A",,"A",,2
107549,"R",37621,"A",,"A",,"G",1254,"A",,"G",1254,"A",,"A",,2
107558,"R",18793,"A",,"A",,"G",626,"A",,"G",626,"A",,"A",,2
107585,"R",56282,"A",,"A",,"G",1876,"A",,"G",1876,"A",,"A",,2
107600,"R",20978,"A",,"A",,"G",699,"A",,"G",699,"A",,"A",,2
107619,"R",32312,"A",,"A",,"G",1077,"A",,"G",1077,"A",,"A",,2
107637,"R",45353,"A",,"A",,"G",1512,"A",,"G",1512,"A",,"A",,2
107655,"A",,"R",51439,"A",,"G",57,"A",,"G",57,"A",,"A",,1
107664,"R",261573,"A",,"A",,"G",8719,"A",,"G",8719,"A",,"A",,2
107725,"R",28686,"A",,"A",,"G",956,"A",,"G",956,"A",,"A",,2
107743,"R",19776,"A",,"A",,"G",659,"A",,"G",659,"A",,"A",,2
107789,"A",,"R",134080,"A",,"G",149,"A",,"G",149,"A",,"A",,1
107831,"A",,"R",95734,"A",,"G",106,"A",,"G",106,"A",,"A",,1
107877,"R",16513,"A",,"A",,"G",550,"A",,"G",550,"A",,"A",,2
107974,"R",42610,"A",,"A",,"G",1420,"A",,"G",1420,"A",,"A",,2
107983,"R",82887,"A",,"R",7873,"G",2763,"G",328,"G",2763,"G",328,"A",,2
107992,"R",41564,"A",,"A",,"G",1385,"A",,"G",1385,"A",,"A",,2
108065,"A",,"R",21816,"A",,"G",24,"A",,"G",24,"A",,"A",,1
108092,"R",188214,"A",,"A",,"G",6274,"A",,"G",6274,"A",,"A",,2
108232,"R",267726,"A",,"R",104478,"G",8924,"G",4353,"G",8924,"G",4353,"A",,2
108250,"R",28106,"A",,"A",,"G",625,"A",,"G",625,"A",,"A",,2
108269,"A",,"A",,"R",3975,"A",,"G",166,"A",,"G",166,"A",,-2
108348,"R",3408,"A",,"A",,"G",114,"A",,"G",114,"A",,"A",,2
108649,"A",,"R",217800,"A",,"G",242,"A",,"G",242,"A",,"A",,1
108667,"R",114446,"A",,"A",,"G",3815,"A",,"G",3815,"A",,"A",,2
108807,"R",205707,"A",,"A",,"G",6857,"A",,"G",6857,"A",,"A",,2
108852,"R",8087,"A",,"A",,"G",270,"A",,"G",270,"A",,"A",,2
108861,"A",,"A",,"R",1047,"A",,"G",44,"A",,"G",44,"A",,-2
108870,"A",,"A",,"R",9058,"A",,"G",377,"A",,"G",377,"A",,-2
108977,"A",,"R",50425,"A",,"G",56,"A",,"G",56,"A",,"A",,1
109040,"A",,"R",1272109,"A",,"G",1413,"A",,"G",1413,"A",,"A",,1
109086,"R",450,"A",,"R",1173,"G",15,"G",49,"G",15,"G",49,"A",,2
109208,"R",513955,"A",,"A",,"G",17132,"A",,"G",17132,"A",,"A",,2
109332,"R",10962,"A",,"A",,"G",365,"A",,"G",365,"A",,"A",,2
109350,"R",259754,"A",,"A",,"G",8658,"A",,"G",8658,"A",,"A",,2
109651,"R",76472,"A",,"R",7352,"G",2549,"G",306,"G",2549,"G",306,"A",,2
109721,"R",12750,"A",,"A",,"G",425,"A",,"G",425,"A",,"A",,2
109730,"R",4580,"A",,"A",,"G",153,"A",,"G",153,"A",,"A",,2
109785,"R",175682,"A",,"R",80922,"G",5856,"G",3372,"G",5856,"G",3372,"R",260,2
109819,"R",312433,"A",,"A",,"G",10414,"A",,"G",10414,"A",,"A",,2
109891,"A",,"R",7168,"A",,"G",8,"A",,"G",8,"A",,"A",,1
109907,"R",49745,"A",,"A",,"G",1658,"A",,"G",1658,"A",,"A",,2
109934,"A",,"R",220595,"A",,"G",245,"A",,"G",245,"A",,"A",,1
110060,"R",6414,"A",,"R",1986,"G",214,"G",83,"G",214,"G",83,"R",84,2
110097,"R",131661,"A",,"R",28771,"G",4389,"G",1199,"G",4389,"G",1199,"A",,2
110185,"R",32576,"A",,"R",1120,"G",1086,"G",47,"G",1086,"G",47,"A",,2
110194,"A",,"R",174214,"A",,"G",194,"A",,"G",194,"A",,"A",,1
110219,"R",62640,"A",,"R",1584,"G",1392,"G",44,"G",1392,"G",44,"A",,2
110246,"R",274227,"A",,"A",,"G",9141,"A",,"G",9141,"A",,"A",,2
110307,"A",,"A",,"R",8087,"A",,"G",337,"A",,"G",337,"A",,-2
110316,"R",3879,"A",,"R",24533,"G",129,"G",1022,"G",129,"G",1022,"R",123,2
110334,"R",241413,"A",,"A",,"G",8047,"A",,"G",8047,"A",,"A",,2
110361,"R",130818,"A",,"R",22065,"G",4361,"G",919,"G",4361,"G",919,"A",,2
110370,"R",39888,"A",,"R",10411,"G",1330,"G",434,"R",1584,"R",518,"A",,2
110398,"A",,"A",,"R",498,"A",,"G",21,"A",,"G",21,"R",1276,-2
110404,"R",43565,"A",,"R",46311,"G",968,"G",1286,"G",968,"G",1286,"A",,2
110413,"R",80496,"A",,"R",27469,"G",2683,"G",1145,"G",2683,"G",1145,"R",71,2
110422,"R",748531,"A",,"R",26170,"G",16634,"G",727,"G",16634,"G",727,"A",,2
110468,"R",5273,"A",,"R",79741,"G",176,"G",3323,"G",176,"G",3323,"R",60,2
110486,"R",302983,"A",,"R",23153,"G",6733,"G",643,"G",6733,"G",643,"A",,2
110495,"R",198058,"A",,"R",19462,"G",6602,"G",811,"G",6602,"G",811,"A",,2
110510,"R",614523,"A",,"R",42861,"G",13656,"G",1191,"G",13656,"G",1191,"A",,2
110529,"R",762931,"A",,"R",27005,"G",16954,"G",750,"G",16954,"G",750,"A",,2
110538,"R",421730,"A",,"R",14685,"G",14058,"G",612,"G",14058,"G",612,"A",,2
110547,"R",271016,"A",,"R",30628,"G",9034,"G",1276,"G",9034,"G",1276,"A",,2
110556,"R",514995,"A",,"R",39485,"G",17167,"G",1645,"G",17167,"G",1645,"A",,2
110565,"R",784518,"A",,"R",53254,"G",26151,"G",2219,"G",26151,"G",2219,"A",,2
110574,"R",484987,"A",,"R",70120,"G",10777,"G",1948,"G",10777,"G",1948,"R",1,2
110583,"R",764049,"A",,"R",63026,"G",25468,"G",2626,"G",25468,"G",2626,"A",,2
110592,"R",688988,"A",,"R",63683,"G",15311,"G",1769,"G",15311,"G",1769,"A",,2
110608,"R",751078,"A",,"R",72846,"G",25036,"G",3035,"G",25036,"G",3035,"A",,2
110617,"R",623573,"A",,"R",44258,"G",20786,"G",1844,"G",20786,"G",1844,"A",,2
110635,"R",832113,"A",,"R",232330,"G",27737,"G",9680,"G",27737,"G",9680,"R",1120,2
110644,"R",1139187,"A",,"R",178366,"G",25315,"G",4955,"G",25315,"G",4955,"R",1376,2
110653,"R",1056222,"A",,"R",180474,"G",23472,"G",5013,"G",23472,"G",5013,"R",576,2
110662,"R",1256017,"A",,"R",393446,"G",27911,"G",10929,"G",27911,"G",10929,"R",1651,2
110671,"R",818187,"A",,"R",88657,"G",18182,"G",2463,"G",18182,"G",2463,"A",,2
110680,"R",1092261,"A",,"R",191030,"G",24272,"G",5306,"G",24272,"G",5306,"R",748,2
110699,"A",,"A",,"R",47280,"A",,"G",1313,"A",,"G",1313,"R",1676,-2
110705,"R",874745,"A",,"R",122096,"G",19439,"G",3392,"G",19439,"G",3392,"A",,2
110714,"R",729919,"A",,"R",57860,"G",16220,"G",1607,"G",16220,"G",1607,"A",,2
110778,"A",,"A",,"R",13720,"A",,"G",381,"A",,"G",381,"R",26,-2
110875,"A",,"R",111585,"A",,"G",124,"A",,"G",124,"A",,"A",,1
110918,"R",685,"A",,"A",,"G",23,"A",,"G",23,"A",,"A",,2
110945,"R",57619,"A",,"A",,"G",1921,"A",,"R",1784,"A",,"A",,2
111009,"R",30136,"A",,"A",,"G",1005,"A",,"G",1005,"A",,"A",,2
111054,"A",,"R",283355,"A",,"G",315,"A",,"G",315,"A",,"A",,1
111081,"R",27120,"A",,"R",12504,"G",904,"G",521,"G",904,"G",521,"A",,2
111188,"R",33273,"A",,"A",,"G",1109,"A",,"G",1109,"A",,"A",,2
111391,"A",,"A",,"R",1377,"A",,"G",57,"A",,"G",57,"R",871,-2
111434,"R",102271,"A",,"A",,"G",3409,"A",,"G",3409,"A",,"A",,2
111461,"R",315566,"A",,"A",,"G",10519,"A",,"G",10519,"A",,"A",,2
111513,"A",,"R",238119,"A",,"G",265,"A",,"G",265,"A",,"A",,1
111638,"R",9659,"R",386089,"A",,"G",751,"A",,"G",751,"A",,"A",,3
111708,"A",,"R",470700,"A",,"G",523,"A",,"G",523,"A",,"A",,1
111717,"A",,"R",854180,"A",,"G",949,"A",,"G",949,"A",,"A",,1
111726,"A",,"R",314010,"A",,"G",349,"A",,"G",349,"A",,"A",,1
111744,"A",,"R",302490,"A",,"G",336,"A",,"G",336,"A",,"A",,1
111762,"A",,"R",204660,"A",,"G",227,"A",,"G",227,"A",,"A",,1
111771,"A",,"R",314010,"A",,"G",349,"A",,"G",349,"A",,"A",,1
111799,"A",,"R",162540,"A",,"G",181,"A",,"G",181,"A",,"A",,1
111887,"R",401980,"A",,"A",,"G",13399,"A",,"G",13399,"A",,"A",,2
111896,"R",84415,"A",,"A",,"G",2814,"A",,"G",2814,"A",,"A",,2
111920,"R",233716,"A",,"A",,"G",7791,"A",,"G",7791,"A",,"A",,2
111939,"R",319195,"A",,"A",,"G",10640,"A",,"G",10640,"A",,"A",,2
111948,"R",166521,"A",,"R",25893,"G",5551,"G",1079,"G",5551,"G",1079,"R",627,2
111966,"R",2357,"A",,"R",11849,"G",79,"G",494,"G",79,"G",494,"A",,2
112075,"R",51159,"A",,"R",31105,"G",1705,"G",1296,"R",1732,"R",1710,"A",,2
112084,"R",17882,"A",,"R",317,"G",596,"G",13,"G",596,"G",13,"A",,2
112127,"A",,"A",,"R",1198,"A",,"G",50,"A",,"G",50,"R",4,-2
112172,"R",246722,"A",,"A",,"G",8224,"A",,"G",8224,"A",,"A",,2
112181,"A",,"R",72834,"A",,"G",81,"A",,"G",81,"A",,"A",,1
112190,"R",597523,"A",,"A",,"G",19917,"A",,"G",19917,"A",,"A",,2
112251,"A",,"A",,"R",30380,"A",,"G",1266,"A",,"G",1266,"A",,-2
112260,"R",38756,"A",,"R",640,"G",1292,"G",27,"G",1292,"G",27,"A",,2
112288,"A",,"R",447840,"A",,"G",498,"A",,"G",498,"A",,"A",,1
112367,"A",,"R",557700,"A",,"G",620,"A",,"G",620,"A",,"A",,1
112385,"R",150403,"A",,"A",,"G",5013,"A",,"G",5013,"A",,"A",,2
112394,"R",7046,"A",,"A",,"G",235,"A",,"G",235,"A",,"A",,2
112446,"R",38885,"A",,"R",8064,"G",864,"G",224,"G",864,"G",224,"A",,2
112455,"A",,"R",78307,"A",,"G",87,"A",,"G",87,"A",,"A",,1
112525,"A",,"A",,"R",13294,"A",,"G",554,"A",,"G",554,"R",2737,-2
112561,"R",47215,"A",,"A",,"G",1574,"A",,"G",1574,"A",,"A",,2
112570,"R",15000,"A",,"A",,"G",333,"A",,"G",333,"A",,"A",,2
112686,"R",145631,"A",,"A",,"G",4854,"A",,"G",4854,"A",,"A",,2
112783,"A",,"R",498312,"A",,"G",554,"A",,"G",554,"A",,"A",,1
112826,"R",141225,"A",,"A",,"G",4708,"A",,"G",4708,"A",,"A",,2
113096,"R",245140,"A",,"A",,"G",8171,"A",,"G",8171,"A",,"A",,2
113111,"R",101440,"A",,"A",,"G",3381,"A",,"G",3381,"A",,"A",,2
113193,"R",215202,"A",,"A",,"G",7173,"A",,"G",7173,"A",,"A",,2
113218,"R",131970,"A",,"A",,"G",4399,"A",,"G",4399,"A",,"A",,2
113236,"R",266017,"A",,"A",,"G",8867,"A",,"G",8867,"A",,"A",,2
