UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFRAC01,EFRACE01,XEFRAC02,EFRACE02,XEFRAC03,EFRACE03,XEFRAC04,EFRACE04,XEFRAC05,EFRACE05,XEFRAC06,EFRACE06,XEFRAC07,EFRACE07,XEFRAC08,EFRACE08,XEFRAC09,EFRACE09,XEFRAC10,EFRACE10,XEFRAC11,EFRACE11,XEFRAC12,EFRACE12,XEFRAC13,EFRACE13,XEFRAC14,EFRACE14,XEFRAC15,EFRACE15,XEFRAC16,EFRACE16,XEFRAC17,EFRACE17,XEFRAC18,EFRACE18,XEFRAC19,EFRACE19,XEFRAC20,EFRACE20,XEFRAC21,EFRACE21,XEFRAC22,EFRACE22,XEFRAC23,EFRACE23,XEFRAC24,EFRACE24
100654,24, 1,1,1,"R",7,"R",5,"R",576,"R",595,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",3,"R",3,"R",7,"Z",0,"Z",0,"R",587,"R",611,"R",12,"R",1171,"R",1,"Z",0,"R",4,"R",10,"Z",0,"R",1198
100654,25, 3,1,1,"R",63,"R",51,"R",1560,"R",1741,"R",3,"R",2,"R",2,"R",4,"R",6,"R",10,"R",32,"R",41,"Z",0,"Z",0,"R",1666,"R",1849,"R",114,"R",3301,"R",5,"R",6,"R",16,"R",73,"Z",0,"R",3515
100654,31, 7,1,1,"Z",0,"R",2,"R",1,"R",7,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",10,"R",2,"R",8,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",11
100654,32,11,1,3,"R",31,"R",28,"R",69,"R",234,"R",1,"R",2,"Z",0,"R",5,"R",2,"R",2,"R",24,"R",87,"Z",0,"Z",0,"R",127,"R",358,"R",59,"R",303,"R",3,"R",5,"R",4,"R",111,"Z",0,"R",485
100654,41,28,2,4,"R",38,"R",34,"R",258,"R",476,"R",2,"R",1,"R",4,"R",2,"R",3,"R",1,"R",74,"R",220,"Z",0,"R",1,"R",379,"R",735,"R",72,"R",734,"R",3,"R",6,"R",4,"R",294,"R",1,"R",1114
100654,42,22,2,1,"R",8,"R",8,"R",143,"R",156,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",17,"R",27,"Z",0,"R",1,"R",174,"R",193,"R",16,"R",299,"R",2,"R",3,"R",2,"R",44,"R",1,"R",367
100654,43,20,2,1,"R",8,"R",8,"R",139,"R",152,"R",2,"Z",0,"R",2,"R",1,"R",2,"Z",0,"R",16,"R",27,"Z",0,"R",1,"R",169,"R",189,"R",16,"R",291,"R",2,"R",3,"R",2,"R",43,"R",1,"R",358
100654,44,15,2,1,"Z",0,"Z",0,"R",7,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"Z",0,"R",9,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",10
100654,45,17,2,1,"R",8,"R",8,"R",132,"R",150,"R",2,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",16,"R",27,"Z",0,"R",1,"R",161,"R",187,"R",16,"R",282,"R",2,"R",2,"R",2,"R",43,"R",1,"R",348
100654,51,21,2,1,"Z",0,"Z",0,"R",4,"R",4,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",9
100654,52,25,2,3,"R",30,"R",26,"R",115,"R",320,"Z",0,"R",1,"R",2,"R",1,"R",1,"R",1,"R",57,"R",193,"Z",0,"Z",0,"R",205,"R",542,"R",56,"R",435,"R",1,"R",3,"R",2,"R",250,"Z",0,"R",747
100663, 1,29,3,4,"R",609,"R",400,"R",1182,"R",3215,"R",29,"R",42,"R",251,"R",335,"R",70,"R",111,"R",4387,"R",5771,"R",118,"R",173,"R",6646,"R",10047,"R",1009,"R",4397,"R",71,"R",586,"R",181,"R",10158,"R",291,"R",16693
100663, 2,99,3,1,"R",185,"R",154,"R",1033,"R",2649,"R",19,"R",25,"R",153,"R",214,"R",50,"R",75,"R",2977,"R",3665,"R",97,"R",145,"R",4514,"R",6927,"R",339,"R",3682,"R",44,"R",367,"R",125,"R",6642,"R",242,"R",11441
100663, 3,99,3,1,"R",181,"R",146,"R",977,"R",2577,"R",15,"R",24,"R",145,"R",201,"R",47,"R",72,"R",2750,"R",3492,"R",92,"R",135,"R",4207,"R",6647,"R",327,"R",3554,"R",39,"R",346,"R",119,"R",6242,"R",227,"R",10854
100663, 4,99,3,1,"R",19,"R",12,"R",157,"R",433,"R",2,"Z",0,"R",22,"R",37,"R",11,"R",11,"R",384,"R",510,"R",10,"R",20,"R",605,"R",1023,"R",31,"R",590,"R",2,"R",59,"R",22,"R",894,"R",30,"R",1628
100663, 5,99,3,1,"R",162,"R",134,"R",820,"R",2144,"R",13,"R",24,"R",123,"R",164,"R",36,"R",61,"R",2366,"R",2982,"R",82,"R",115,"R",3602,"R",5624,"R",296,"R",2964,"R",37,"R",287,"R",97,"R",5348,"R",197,"R",9226
100663,11,99,3,1,"R",4,"R",8,"R",56,"R",72,"R",4,"R",1,"R",8,"R",13,"R",3,"R",3,"R",227,"R",173,"R",5,"R",10,"R",307,"R",280,"R",12,"R",128,"R",5,"R",21,"R",6,"R",400,"R",15,"R",587
100663,12,99,3,3,"R",421,"R",246,"R",129,"R",521,"R",6,"R",14,"R",49,"R",68,"R",16,"R",31,"R",951,"R",1778,"R",17,"R",28,"R",1589,"R",2686,"R",667,"R",650,"R",20,"R",117,"R",47,"R",2729,"R",45,"R",4275
100663,16,99,3,2,"R",3,"Z",0,"R",20,"R",45,"R",4,"R",3,"R",49,"R",53,"R",4,"R",5,"R",459,"R",328,"R",4,"Z",0,"R",543,"R",434,"R",3,"R",65,"R",7,"R",102,"R",9,"R",787,"R",4,"R",977
100663,21,14,1,4,"R",487,"R",335,"R",836,"R",2186,"R",19,"R",24,"R",193,"R",264,"R",49,"R",66,"R",2890,"R",3672,"R",71,"R",108,"R",4545,"R",6655,"R",822,"R",3022,"R",43,"R",457,"R",115,"R",6562,"R",179,"R",11200
100663,22, 8,1,1,"R",151,"R",124,"R",763,"R",1929,"R",12,"R",15,"R",117,"R",168,"R",35,"R",47,"R",1948,"R",2532,"R",59,"R",95,"R",3085,"R",4910,"R",275,"R",2692,"R",27,"R",285,"R",82,"R",4480,"R",154,"R",7995
100663,23, 6,1,1,"R",150,"R",123,"R",749,"R",1917,"R",8,"R",15,"R",117,"R",166,"R",35,"R",45,"R",1885,"R",2495,"R",58,"R",92,"R",3002,"R",4853,"R",273,"R",2666,"R",23,"R",283,"R",80,"R",4380,"R",150,"R",7855
100663,24, 1,1,1,"R",18,"R",11,"R",149,"R",411,"R",2,"Z",0,"R",21,"R",37,"R",9,"R",10,"R",359,"R",489,"R",9,"R",18,"R",567,"R",976,"R",29,"R",560,"R",2,"R",58,"R",19,"R",848,"R",27,"R",1543
100663,25, 3,1,1,"R",132,"R",112,"R",600,"R",1506,"R",6,"R",15,"R",96,"R",129,"R",26,"R",35,"R",1526,"R",2006,"R",49,"R",74,"R",2435,"R",3877,"R",244,"R",2106,"R",21,"R",225,"R",61,"R",3532,"R",123,"R",6312
100663,31, 7,1,1,"R",1,"R",1,"R",14,"R",12,"R",4,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"R",63,"R",37,"R",1,"R",3,"R",83,"R",57,"R",2,"R",26,"R",4,"R",2,"R",2,"R",100,"R",4,"R",140
100663,32,11,1,3,"R",333,"R",211,"R",53,"R",212,"R",3,"R",6,"R",27,"R",43,"R",10,"R",14,"R",483,"R",812,"R",8,"R",13,"R",917,"R",1311,"R",544,"R",265,"R",9,"R",70,"R",24,"R",1295,"R",21,"R",2228
100663,36, 9,1,2,"R",3,"Z",0,"R",20,"R",45,"R",4,"R",3,"R",49,"R",53,"R",4,"R",5,"R",459,"R",328,"R",4,"Z",0,"R",543,"R",434,"R",3,"R",65,"R",7,"R",102,"R",9,"R",787,"R",4,"R",977
100663,41,28,2,4,"R",122,"R",65,"R",346,"R",1029,"R",10,"R",18,"R",58,"R",71,"R",21,"R",45,"R",1497,"R",2099,"R",47,"R",65,"R",2101,"R",3392,"R",187,"R",1375,"R",28,"R",129,"R",66,"R",3596,"R",112,"R",5493
100663,42,22,2,1,"R",34,"R",30,"R",270,"R",720,"R",7,"R",10,"R",36,"R",46,"R",15,"R",28,"R",1029,"R",1133,"R",38,"R",50,"R",1429,"R",2017,"R",64,"R",990,"R",17,"R",82,"R",43,"R",2162,"R",88,"R",3446
100663,43,20,2,1,"R",31,"R",23,"R",228,"R",660,"R",7,"R",9,"R",28,"R",35,"R",12,"R",27,"R",865,"R",997,"R",34,"R",43,"R",1205,"R",1794,"R",54,"R",888,"R",16,"R",63,"R",39,"R",1862,"R",77,"R",2999
100663,44,15,2,1,"R",1,"R",1,"R",8,"R",22,"Z",0,"Z",0,"R",1,"Z",0,"R",2,"R",1,"R",25,"R",21,"R",1,"R",2,"R",38,"R",47,"R",2,"R",30,"Z",0,"R",1,"R",3,"R",46,"R",3,"R",85
100663,45,17,2,1,"R",30,"R",22,"R",220,"R",638,"R",7,"R",9,"R",27,"R",35,"R",10,"R",26,"R",840,"R",976,"R",33,"R",41,"R",1167,"R",1747,"R",52,"R",858,"R",16,"R",62,"R",36,"R",1816,"R",74,"R",2914
100663,51,21,2,1,"R",3,"R",7,"R",42,"R",60,"Z",0,"R",1,"R",8,"R",11,"R",3,"R",1,"R",164,"R",136,"R",4,"R",7,"R",224,"R",223,"R",10,"R",102,"R",1,"R",19,"R",4,"R",300,"R",11,"R",447
100663,52,25,2,3,"R",88,"R",35,"R",76,"R",309,"R",3,"R",8,"R",22,"R",25,"R",6,"R",17,"R",468,"R",966,"R",9,"R",15,"R",672,"R",1375,"R",123,"R",385,"R",11,"R",47,"R",23,"R",1434,"R",24,"R",2047
100690, 1,29,3,4,"Z",0,"Z",0,"R",102,"R",98,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"R",10,"R",213,"R",183,"R",35,"R",18,"R",357,"R",309,"Z",0,"R",200,"Z",0,"Z",0,"R",17,"R",396,"R",53,"R",666
100690, 2,99,3,1,"Z",0,"Z",0,"R",45,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",116,"R",108,"R",19,"R",7,"R",184,"R",165,"Z",0,"R",88,"Z",0,"Z",0,"R",11,"R",224,"R",26,"R",349
100690, 3,99,3,1,"Z",0,"Z",0,"R",45,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",116,"R",108,"R",19,"R",7,"R",184,"R",165,"Z",0,"R",88,"Z",0,"Z",0,"R",11,"R",224,"R",26,"R",349
100690, 4,99,3,1,"Z",0,"Z",0,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",9,"R",4,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",13
100690, 5,99,3,1,"Z",0,"Z",0,"R",40,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",112,"R",106,"R",19,"R",7,"R",175,"R",161,"Z",0,"R",81,"Z",0,"Z",0,"R",11,"R",218,"R",26,"R",336
100690,12,99,3,3,"Z",0,"Z",0,"R",38,"R",47,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",3,"R",71,"R",69,"R",11,"R",11,"R",123,"R",130,"Z",0,"R",85,"Z",0,"Z",0,"R",6,"R",140,"R",22,"R",253
100690,16,99,3,2,"Z",0,"Z",0,"R",19,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",26,"R",6,"R",5,"Z",0,"R",50,"R",14,"Z",0,"R",27,"Z",0,"Z",0,"Z",0,"R",32,"R",5,"R",64
100690,21,14,1,4,"Z",0,"Z",0,"R",72,"R",68,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",8,"R",156,"R",137,"R",24,"R",14,"R",257,"R",227,"Z",0,"R",140,"Z",0,"Z",0,"R",13,"R",293,"R",38,"R",484
100690,22, 8,1,1,"Z",0,"Z",0,"R",43,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",109,"R",108,"R",19,"R",7,"R",175,"R",165,"Z",0,"R",86,"Z",0,"Z",0,"R",11,"R",217,"R",26,"R",340
100690,23, 6,1,1,"Z",0,"Z",0,"R",43,"R",43,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",109,"R",108,"R",19,"R",7,"R",175,"R",165,"Z",0,"R",86,"Z",0,"Z",0,"R",11,"R",217,"R",26,"R",340
100690,24, 1,1,1,"Z",0,"Z",0,"R",5,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",2,"Z",0,"Z",0,"R",9,"R",4,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"R",13
100690,25, 3,1,1,"Z",0,"Z",0,"R",38,"R",41,"Z",0,"Z",0,"Z",0,"Z",0,"R",4,"R",7,"R",105,"R",106,"R",19,"R",7,"R",166,"R",161,"Z",0,"R",79,"Z",0,"Z",0,"R",11,"R",211,"R",26,"R",327
100690,32,11,1,3,"Z",0,"Z",0,"R",18,"R",23,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",33,"R",25,"R",3,"R",7,"R",55,"R",56,"Z",0,"R",41,"Z",0,"Z",0,"R",2,"R",58,"R",10,"R",111
100690,36, 9,1,2,"Z",0,"Z",0,"R",11,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",4,"R",2,"Z",0,"R",27,"R",6,"Z",0,"R",13,"Z",0,"Z",0,"Z",0,"R",18,"R",2,"R",33
100690,41,28,2,4,"Z",0,"Z",0,"R",30,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"R",57,"R",46,"R",11,"R",4,"R",100,"R",82,"Z",0,"R",60,"Z",0,"Z",0,"R",4,"R",103,"R",15,"R",182
100690,42,22,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",9
100690,43,20,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",9
100690,45,17,2,1,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",7,"Z",0,"R",9
100690,52,25,2,3,"Z",0,"Z",0,"R",20,"R",24,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",2,"R",38,"R",44,"R",8,"R",4,"R",68,"R",74,"Z",0,"R",44,"Z",0,"Z",0,"R",4,"R",82,"R",12,"R",142
100690,56,23,2,2,"Z",0,"Z",0,"R",8,"R",6,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12,"R",2,"R",3,"Z",0,"R",23,"R",8,"Z",0,"R",14,"Z",0,"Z",0,"Z",0,"R",14,"R",3,"R",31
100706, 1,29,3,4,"R",332,"R",144,"R",307,"R",627,"R",42,"R",47,"R",128,"R",122,"R",57,"R",63,"R",2819,"R",2326,"R",11,"R",11,"R",3696,"R",3340,"R",476,"R",934,"R",89,"R",250,"R",120,"R",5145,"R",22,"R",7036
100706, 2,99,3,1,"R",128,"R",56,"R",267,"R",556,"R",39,"R",43,"R",100,"R",106,"R",48,"R",53,"R",2199,"R",1914,"R",5,"R",9,"R",2786,"R",2737,"R",184,"R",823,"R",82,"R",206,"R",101,"R",4113,"R",14,"R",5523
100706, 3,99,3,1,"R",115,"R",48,"R",245,"R",510,"R",35,"R",41,"R",92,"R",88,"R",45,"R",49,"R",2053,"R",1792,"R",4,"R",8,"R",2589,"R",2536,"R",163,"R",755,"R",76,"R",180,"R",94,"R",3845,"R",12,"R",5125
100706, 4,99,3,1,"R",14,"R",4,"R",34,"R",55,"R",2,"R",7,"R",10,"R",10,"R",9,"R",4,"R",301,"R",229,"Z",0,"R",1,"R",370,"R",310,"R",18,"R",89,"R",9,"R",20,"R",13,"R",530,"R",1,"R",680
100706, 5,99,3,1,"R",101,"R",44,"R",211,"R",455,"R",33,"R",34,"R",82,"R",78,"R",36,"R",45,"R",1752,"R",1563,"R",4,"R",7,"R",2219,"R",2226,"R",145,"R",666,"R",67,"R",160,"R",81,"R",3315,"R",11,"R",4445
100706,11,99,3,1,"R",13,"R",8,"R",22,"R",46,"R",4,"R",2,"R",8,"R",18,"R",3,"R",4,"R",146,"R",122,"R",1,"R",1,"R",197,"R",201,"R",21,"R",68,"R",6,"R",26,"R",7,"R",268,"R",2,"R",398
100706,12,99,3,3,"R",204,"R",88,"R",40,"R",71,"R",3,"R",4,"R",28,"R",16,"R",9,"R",10,"R",620,"R",412,"R",6,"R",2,"R",910,"R",603,"R",292,"R",111,"R",7,"R",44,"R",19,"R",1032,"R",8,"R",1513
100706,21,14,1,4,"R",283,"R",123,"R",206,"R",425,"R",31,"R",34,"R",80,"R",75,"R",33,"R",43,"R",1764,"R",1472,"R",5,"R",5,"R",2402,"R",2177,"R",406,"R",631,"R",65,"R",155,"R",76,"R",3236,"R",10,"R",4579
100706,22, 8,1,1,"R",117,"R",48,"R",194,"R",401,"R",29,"R",33,"R",75,"R",71,"R",30,"R",40,"R",1626,"R",1363,"R",3,"R",3,"R",2074,"R",1959,"R",165,"R",595,"R",62,"R",146,"R",70,"R",2989,"R",6,"R",4033
100706,23, 6,1,1,"R",108,"R",45,"R",184,"R",381,"R",29,"R",33,"R",72,"R",69,"R",29,"R",38,"R",1592,"R",1336,"R",3,"R",3,"R",2017,"R",1905,"R",153,"R",565,"R",62,"R",141,"R",67,"R",2928,"R",6,"R",3922
100706,24, 1,1,1,"R",14,"R",4,"R",32,"R",54,"R",2,"R",7,"R",10,"R",9,"R",9,"R",4,"R",285,"R",222,"Z",0,"R",1,"R",352,"R",301,"R",18,"R",86,"R",9,"R",19,"R",13,"R",507,"R",1,"R",653
100706,25, 3,1,1,"R",94,"R",41,"R",152,"R",327,"R",27,"R",26,"R",62,"R",60,"R",20,"R",34,"R",1307,"R",1114,"R",3,"R",2,"R",1665,"R",1604,"R",135,"R",479,"R",53,"R",122,"R",54,"R",2421,"R",5,"R",3269
100706,31, 7,1,1,"R",9,"R",3,"R",10,"R",20,"Z",0,"Z",0,"R",3,"R",2,"R",1,"R",2,"R",34,"R",27,"Z",0,"Z",0,"R",57,"R",54,"R",12,"R",30,"Z",0,"R",5,"R",3,"R",61,"Z",0,"R",111
100706,32,11,1,3,"R",166,"R",75,"R",12,"R",24,"R",2,"R",1,"R",5,"R",4,"R",3,"R",3,"R",138,"R",109,"R",2,"R",2,"R",328,"R",218,"R",241,"R",36,"R",3,"R",9,"R",6,"R",247,"R",4,"R",546
100706,41,28,2,4,"R",49,"R",21,"R",101,"R",202,"R",11,"R",13,"R",48,"R",47,"R",24,"R",20,"R",1055,"R",854,"R",6,"R",6,"R",1294,"R",1163,"R",70,"R",303,"R",24,"R",95,"R",44,"R",1909,"R",12,"R",2457
100706,42,22,2,1,"R",11,"R",8,"R",73,"R",155,"R",10,"R",10,"R",25,"R",35,"R",18,"R",13,"R",573,"R",551,"R",2,"R",6,"R",712,"R",778,"R",19,"R",228,"R",20,"R",60,"R",31,"R",1124,"R",8,"R",1490
100706,43,20,2,1,"R",7,"R",3,"R",61,"R",129,"R",6,"R",8,"R",20,"R",19,"R",16,"R",11,"R",461,"R",456,"R",1,"R",5,"R",572,"R",631,"R",10,"R",190,"R",14,"R",39,"R",27,"R",917,"R",6,"R",1203
100706,44,15,2,1,"Z",0,"Z",0,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",16,"R",7,"Z",0,"Z",0,"R",18,"R",9,"Z",0,"R",3,"Z",0,"R",1,"Z",0,"R",23,"Z",0,"R",27
100706,45,17,2,1,"R",7,"R",3,"R",59,"R",128,"R",6,"R",8,"R",20,"R",18,"R",16,"R",11,"R",445,"R",449,"R",1,"R",5,"R",554,"R",622,"R",10,"R",187,"R",14,"R",38,"R",27,"R",894,"R",6,"R",1176
100706,51,21,2,1,"R",4,"R",5,"R",12,"R",26,"R",4,"R",2,"R",5,"R",16,"R",2,"R",2,"R",112,"R",95,"R",1,"R",1,"R",140,"R",147,"R",9,"R",38,"R",6,"R",21,"R",4,"R",207,"R",2,"R",287
100706,52,25,2,3,"R",38,"R",13,"R",28,"R",47,"R",1,"R",3,"R",23,"R",12,"R",6,"R",7,"R",482,"R",303,"R",4,"Z",0,"R",582,"R",385,"R",51,"R",75,"R",4,"R",35,"R",13,"R",785,"R",4,"R",967
100724, 1,29,3,4,"R",4,"R",12,"R",1964,"R",3238,"R",2,"R",3,"R",3,"R",2,"R",4,"R",10,"R",121,"R",219,"R",28,"R",43,"R",2126,"R",3527,"R",16,"R",5202,"R",5,"R",5,"R",14,"R",340,"R",71,"R",5653
100724, 2,99,3,1,"R",3,"R",10,"R",1784,"R",2692,"R",1,"R",2,"R",3,"R",1,"R",3,"R",8,"R",59,"R",73,"R",25,"R",25,"R",1878,"R",2811,"R",13,"R",4476,"R",3,"R",4,"R",11,"R",132,"R",50,"R",4689
100724, 3,99,3,1,"R",3,"R",10,"R",1770,"R",2662,"R",1,"R",2,"R",3,"R",1,"R",3,"R",7,"R",48,"R",67,"R",25,"R",22,"R",1853,"R",2771,"R",13,"R",4432,"R",3,"R",4,"R",10,"R",115,"R",47,"R",4624
100724, 4,99,3,1,"Z",0,"R",1,"R",511,"R",607,"Z",0,"R",1,"R",1,"R",1,"R",1,"R",3,"R",7,"R",11,"R",10,"R",9,"R",530,"R",633,"R",1,"R",1118,"R",1,"R",2,"R",4,"R",18,"R",19,"R",1163
100724, 5,99,3,1,"R",3,"R",9,"R",1259,"R",2055,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",4,"R",41,"R",56,"R",15,"R",13,"R",1323,"R",2138,"R",12,"R",3314,"R",2,"R",2,"R",6,"R",97,"R",28,"R",3461
100724,11,99,3,1,"Z",0,"Z",0,"R",14,"R",30,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",11,"R",6,"Z",0,"R",3,"R",25,"R",40,"Z",0,"R",44,"Z",0,"Z",0,"R",1,"R",17,"R",3,"R",65
100724,12,99,3,3,"R",1,"R",2,"R",180,"R",546,"R",1,"R",1,"Z",0,"R",1,"R",1,"R",2,"R",62,"R",146,"R",3,"R",18,"R",248,"R",716,"R",3,"R",726,"R",2,"R",1,"R",3,"R",208,"R",21,"R",964
100724,21,14,1,4,"R",4,"R",9,"R",1666,"R",2507,"R",1,"R",3,"R",2,"R",2,"R",4,"R",8,"R",66,"R",98,"R",24,"R",27,"R",1767,"R",2654,"R",13,"R",4173,"R",4,"R",4,"R",12,"R",164,"R",51,"R",4421
100724,22, 8,1,1,"R",3,"R",8,"R",1609,"R",2368,"Z",0,"R",2,"R",2,"R",1,"R",3,"R",7,"R",40,"R",56,"R",24,"R",22,"R",1681,"R",2464,"R",11,"R",3977,"R",2,"R",3,"R",10,"R",96,"R",46,"R",4145
100724,23, 6,1,1,"R",3,"R",8,"R",1609,"R",2364,"Z",0,"R",2,"R",2,"R",1,"R",3,"R",7,"R",39,"R",55,"R",24,"R",22,"R",1680,"R",2459,"R",11,"R",3973,"R",2,"R",3,"R",10,"R",94,"R",46,"R",4139
