UNITID,EFDELEV,XEFDETOT,EFDETOT,XEFDEEXC,EFDEEXC,XEFDESOM,EFDESOM,XEFDENON,EFDENON,XEFDEEX1,EFDEEX1,XEFDEEX2,EFDEEX2,XEFDEEX3,EFDEEX3,XEFDEEX4,EFDEEX4,XEFDEEX5,EFDEEX5 
218399, 3,"R",421,"R",13,"R",232,"R",176,"R",12,"R",1,"R",0,"R",0,"R",0
218414, 1,"R",1507,"R",100,"R",601,"R",806,"R",71,"R",26,"Z",0,"R",3,"R",0
218414, 2,"R",1462,"R",55,"R",601,"R",806,"R",49,"R",6,"Z",0,"Z",0,"R",0
218414, 3,"R",1462,"R",55,"R",601,"R",806,"R",49,"R",6,"Z",0,"Z",0,"R",0
218414,12,"R",45,"R",45,"Z",0,"R",0,"R",22,"R",20,"Z",0,"R",3,"R",0
218441, 1,"R",2219,"R",489,"R",683,"R",1047,"R",391,"R",94,"R",0,"R",3,"R",1
218441, 2,"R",1944,"R",273,"R",683,"R",988,"R",252,"R",18,"R",0,"R",3,"R",0
218441, 3,"R",1719,"R",242,"R",664,"R",813,"R",225,"R",17,"R",0,"R",0,"R",0
218441,11,"R",225,"R",31,"R",19,"R",175,"R",27,"R",1,"R",0,"R",3,"R",0
218441,12,"R",275,"R",216,"R",0,"R",59,"R",139,"R",76,"R",0,"R",0,"R",1
218487, 1,"R",2146,"R",1261,"R",713,"R",172,"R",1226,"R",29,"R",6,"R",0,"R",0
218487, 2,"R",2146,"R",1261,"R",713,"R",172,"R",1226,"R",29,"R",6,"R",0,"R",0
218487, 3,"R",1564,"R",899,"R",559,"R",106,"R",870,"R",28,"R",1,"R",0,"R",0
218487,11,"R",582,"R",362,"R",154,"R",66,"R",356,"R",1,"R",5,"R",0,"R",0
218520, 1,"R",4999,"R",2255,"R",1515,"R",1229,"R",2219,"R",36,"R",0,"R",0,"R",0
218520, 2,"R",4999,"R",2255,"R",1515,"R",1229,"R",2219,"R",36,"R",0,"R",0,"R",0
218520, 3,"R",3988,"R",1960,"R",1209,"R",819,"R",1924,"R",36,"R",0,"R",0,"R",0
218520,11,"R",1011,"R",295,"R",306,"R",410,"R",295,"R",0,"R",0,"R",0,"R",0
218539, 1,"R",1136,"R",0,"R",53,"R",1083,"A",,"A",,"A",,"A",,"A",
218539, 2,"R",903,"R",0,"R",53,"R",850,"A",,"A",,"A",,"A",,"A",
218539, 3,"R",862,"R",0,"R",53,"R",809,"A",,"A",,"A",,"A",,"A",
218539,11,"R",41,"R",0,"Z",0,"R",41,"A",,"A",,"A",,"A",,"A",
218539,12,"R",233,"A",,"A",,"R",233,"A",,"A",,"A",,"A",,"A",
218645, 1,"R",3855,"R",1297,"R",1370,"R",1188,"R",1068,"R",222,"R",6,"R",1,"R",0
218645, 2,"R",3109,"R",580,"R",1367,"R",1162,"R",531,"R",48,"R",0,"R",1,"R",0
218645, 3,"R",2805,"R",564,"R",1338,"R",903,"R",515,"R",48,"R",0,"R",1,"R",0
218645,11,"R",304,"R",16,"R",29,"R",259,"R",16,"R",0,"R",0,"R",0,"R",0
218645,12,"R",746,"R",717,"R",3,"R",26,"R",537,"R",174,"R",6,"R",0,"R",0
218654, 1,"R",2121,"R",386,"R",1191,"R",544,"R",355,"R",30,"R",1,"R",0,"R",0
218654, 2,"R",2067,"R",342,"R",1190,"R",535,"R",313,"R",28,"R",1,"R",0,"R",0
218654, 3,"R",1958,"R",305,"R",1165,"R",488,"R",278,"R",26,"R",1,"R",0,"R",0
218654,11,"R",109,"R",37,"R",25,"R",47,"R",35,"R",2,"R",0,"R",0,"R",0
218654,12,"R",54,"R",44,"R",1,"R",9,"R",42,"R",2,"R",0,"R",0,"R",0
218663, 1,"R",36579,"R",3068,"R",19817,"R",13694,"R",2368,"R",669,"R",23,"R",8,"R",0
218663, 2,"R",28470,"R",709,"R",18559,"R",9202,"R",603,"R",105,"R",1,"R",0,"R",0
218663, 3,"R",28113,"R",621,"R",18468,"R",9024,"R",530,"R",90,"R",1,"R",0,"R",0
218663,11,"R",357,"R",88,"R",91,"R",178,"R",73,"R",15,"R",0,"R",0,"R",0
218663,12,"R",8109,"R",2359,"R",1258,"R",4492,"R",1765,"R",564,"R",22,"R",8,"R",0
218672, 1,"R",2328,"R",551,"R",770,"R",1007,"R",545,"R",6,"R",0,"R",0,"R",0
218672, 2,"R",2328,"R",551,"R",770,"R",1007,"R",545,"R",6,"R",0,"R",0,"R",0
218672, 3,"R",649,"R",92,"R",448,"R",109,"R",91,"R",1,"R",0,"R",0,"R",0
218672,11,"R",1679,"R",459,"R",322,"R",898,"R",454,"R",5,"R",0,"R",0,"R",0
218681, 1,"R",809,"R",185,"R",223,"R",401,"R",182,"R",2,"R",1,"R",0,"R",0
218681, 2,"R",809,"R",185,"R",223,"R",401,"R",182,"R",2,"R",1,"R",0,"R",0
218681, 3,"R",290,"R",54,"R",152,"R",84,"R",53,"R",1,"R",0,"R",0,"R",0
218681,11,"R",519,"R",131,"R",71,"R",317,"R",129,"R",1,"R",1,"R",0,"R",0
218690, 1,"R",1692,"R",415,"R",569,"R",708,"R",398,"R",10,"R",5,"R",2,"R",0
218690, 2,"R",1692,"R",415,"R",569,"R",708,"R",398,"R",10,"R",5,"R",2,"R",0
218690, 3,"R",631,"R",147,"R",283,"R",201,"R",135,"R",6,"R",4,"R",2,"R",0
218690,11,"R",1061,"R",268,"R",286,"R",507,"R",263,"R",4,"R",1,"R",0,"R",0
218706, 1,"R",1392,"R",319,"R",518,"R",555,"R",303,"R",14,"R",2,"R",0,"R",0
218706, 2,"R",1392,"R",319,"R",518,"R",555,"R",303,"R",14,"R",2,"R",0,"R",0
218706, 3,"R",267,"R",68,"R",176,"R",23,"R",58,"R",10,"R",0,"R",0,"R",0
218706,11,"R",1125,"R",251,"R",342,"R",532,"R",245,"R",4,"R",2,"R",0,"R",0
218724, 1,"R",10829,"R",511,"R",3740,"R",6578,"R",357,"R",146,"R",0,"R",8,"R",0
218724, 2,"R",10306,"R",254,"R",3688,"R",6364,"R",161,"R",91,"R",0,"R",2,"R",0
218724, 3,"R",9909,"R",243,"R",3680,"R",5986,"R",157,"R",84,"R",0,"R",2,"R",0
218724,11,"R",397,"R",11,"R",8,"R",378,"R",4,"R",7,"R",0,"R",0,"R",0
218724,12,"R",523,"R",257,"R",52,"R",214,"R",196,"R",55,"R",0,"R",6,"R",0
218733, 1,"R",3041,"R",171,"R",1645,"R",1225,"R",154,"R",17,"R",0,"R",0,"R",0
218733, 2,"R",2762,"R",44,"R",1626,"R",1092,"R",43,"R",1,"R",0,"R",0,"R",0
218733, 3,"R",2757,"R",44,"R",1626,"R",1087,"R",43,"R",1,"R",0,"R",0,"R",0
218733,11,"R",5,"R",0,"R",0,"R",5,"A",,"A",,"A",,"A",,"A",
218733,12,"R",279,"R",127,"R",19,"R",133,"R",111,"R",16,"R",0,"R",0,"R",0
218742, 1,"R",4946,"R",1174,"R",2865,"R",907,"R",1117,"R",52,"R",4,"R",1,"R",0
218742, 2,"R",4471,"R",755,"R",2857,"R",859,"R",707,"R",43,"R",4,"R",1,"R",0
218742, 3,"R",4008,"R",732,"R",2793,"R",483,"R",687,"R",40,"R",4,"R",1,"R",0
218742,11,"R",463,"R",23,"R",64,"R",376,"R",20,"R",3,"R",0,"R",0,"R",0
218742,12,"R",475,"R",419,"R",8,"R",48,"R",410,"R",9,"R",0,"R",0,"R",0
218751, 1,"R",381,"R",0,"R",151,"R",230,"A",,"A",,"A",,"A",,"A",
218751,12,"R",381,"R",0,"R",151,"R",230,"A",,"A",,"A",,"A",,"A",
218821, 1,"R",1029,"R",166,"R",407,"R",456,"R",160,"R",6,"R",0,"R",0,"R",0
218821, 2,"R",1029,"R",166,"R",407,"R",456,"R",160,"R",6,"R",0,"R",0,"R",0
218821, 3,"R",1029,"R",166,"R",407,"R",456,"R",160,"R",6,"R",0,"R",0,"R",0
218830, 1,"R",6330,"R",1707,"R",1739,"R",2884,"R",1690,"R",17,"R",0,"R",0,"R",0
218830, 2,"R",6330,"R",1707,"R",1739,"R",2884,"R",1690,"R",17,"R",0,"R",0,"R",0
218830, 3,"R",5063,"R",1563,"R",1661,"R",1839,"R",1547,"R",16,"R",0,"R",0,"R",0
218830,11,"R",1267,"R",144,"R",78,"R",1045,"R",143,"R",1,"R",0,"R",0,"R",0
218858, 1,"R",3004,"R",1188,"R",883,"R",933,"R",1174,"R",14,"R",0,"R",0,"R",0
218858, 2,"R",3004,"R",1188,"R",883,"R",933,"R",1174,"R",14,"R",0,"R",0,"R",0
218858, 3,"R",2388,"R",1025,"R",741,"R",622,"R",1011,"R",14,"R",0,"R",0,"R",0
218858,11,"R",616,"R",163,"R",142,"R",311,"R",163,"R",0,"R",0,"R",0,"R",0
218885, 1,"R",5780,"R",802,"R",2207,"R",2771,"R",784,"R",18,"R",0,"R",0,"R",0
218885, 2,"R",5780,"R",802,"R",2207,"R",2771,"R",784,"R",18,"R",0,"R",0,"R",0
218885, 3,"R",4960,"R",610,"R",2082,"R",2268,"R",593,"R",17,"R",0,"R",0,"R",0
218885,11,"R",820,"R",192,"R",125,"R",503,"R",191,"R",1,"R",0,"R",0,"R",0
218894, 1,"R",14025,"R",6345,"R",3193,"R",4487,"R",6258,"R",83,"R",0,"R",4,"R",0
218894, 2,"R",14025,"R",6345,"R",3193,"R",4487,"R",6258,"R",83,"R",0,"R",4,"R",0
218894, 3,"R",11091,"R",5494,"R",2719,"R",2878,"R",5430,"R",61,"R",0,"R",3,"R",0
218894,11,"R",2934,"R",851,"R",474,"R",1609,"R",828,"R",22,"R",0,"R",1,"R",0
218919, 1,"R",515,"R",146,"R",0,"R",369,"R",107,"R",39,"R",0,"R",0,"R",0
218919, 2,"R",460,"R",91,"R",0,"R",369,"R",73,"R",18,"R",0,"R",0,"R",0
218919, 3,"R",460,"R",91,"R",0,"R",369,"R",73,"R",18,"R",0,"R",0,"R",0
218919,12,"R",55,"R",55,"R",0,"R",0,"R",34,"R",21,"R",0,"R",0,"R",0
218955, 1,"R",629,"R",122,"R",168,"R",339,"R",122,"R",0,"R",0,"R",0,"R",0
218955, 2,"R",629,"R",122,"R",168,"R",339,"R",122,"R",0,"R",0,"R",0,"R",0
218955, 3,"R",376,"R",100,"R",129,"R",147,"R",100,"R",0,"R",0,"R",0,"R",0
218955,11,"R",253,"R",22,"R",39,"R",192,"R",22,"R",0,"R",0,"R",0,"R",0
218964, 1,"R",4694,"R",655,"R",2379,"R",1660,"R",495,"R",156,"R",0,"R",4,"R",0
218964, 2,"R",3787,"R",89,"R",2246,"R",1452,"R",82,"R",7,"R",0,"R",0,"R",0
218964, 3,"R",3424,"R",71,"R",2243,"R",1110,"R",64,"R",7,"R",0,"R",0,"R",0
218964,11,"R",363,"R",18,"R",3,"R",342,"R",18,"R",0,"R",0,"R",0,"R",0
218964,12,"R",907,"R",566,"R",133,"R",208,"R",413,"R",149,"R",0,"R",4,"R",0
218973, 1,"R",1873,"A",,"A",,"R",1873,"A",,"A",,"A",,"A",,"A",
218973, 2,"R",1873,"A",,"A",,"R",1873,"A",,"A",,"A",,"A",,"A",
218973, 3,"R",1873,"A",,"A",,"R",1873,"A",,"A",,"A",,"A",,"A",
218991, 1,"R",4731,"R",1476,"R",1844,"R",1411,"R",1472,"R",4,"R",0,"R",0,"R",0
218991, 2,"R",4731,"R",1476,"R",1844,"R",1411,"R",1472,"R",4,"R",0,"R",0,"R",0
218991, 3,"R",3813,"R",1302,"R",1661,"R",850,"R",1300,"R",2,"R",0,"R",0,"R",0
218991,11,"R",918,"R",174,"R",183,"R",561,"R",172,"R",2,"R",0,"R",0,"R",0
219000, 1,"R",2158,"R",102,"R",241,"R",1815,"R",37,"R",64,"R",0,"R",1,"R",0
219000, 2,"R",1871,"R",0,"R",152,"R",1719,"A",,"A",,"A",,"A",,"A",
219000, 3,"R",1818,"R",0,"R",152,"R",1666,"A",,"A",,"A",,"A",,"A",
219000,11,"R",53,"R",0,"R",0,"R",53,"A",,"A",,"A",,"A",,"A",
219000,12,"R",287,"R",102,"R",89,"R",96,"R",37,"R",64,"R",0,"R",1,"R",0
219037, 1,"R",65,"A",,"A",,"R",65,"A",,"A",,"A",,"A",,"A",
219037, 2,"R",65,"A",,"A",,"R",65,"A",,"A",,"A",,"A",,"A",
219037, 3,"R",65,"A",,"A",,"R",65,"A",,"A",,"A",,"A",,"A",
219046, 1,"R",3475,"R",1340,"R",986,"R",1149,"R",976,"R",349,"R",0,"R",15,"R",0
219046, 2,"R",3279,"R",1251,"R",971,"R",1057,"R",925,"R",312,"R",0,"R",14,"R",0
219046, 3,"R",1935,"R",178,"R",895,"R",862,"R",132,"R",45,"R",0,"R",1,"R",0
219046,11,"R",1344,"R",1073,"R",76,"R",195,"R",793,"R",267,"Z",0,"R",13,"R",0
219046,12,"R",196,"R",89,"R",15,"R",92,"R",51,"R",37,"Z",0,"R",1,"R",0
219082, 1,"R",3508,"R",2019,"R",680,"R",809,"R",1231,"R",738,"Z",0,"R",47,"R",3
219082, 2,"R",2950,"R",1571,"R",630,"R",749,"R",1139,"R",414,"Z",0,"R",17,"R",1
219082, 3,"R",1969,"R",671,"R",602,"R",696,"R",421,"R",247,"Z",0,"R",2,"R",1
219082,11,"R",981,"R",900,"R",28,"R",53,"R",718,"R",167,"Z",0,"R",15,"R",0
219082,12,"R",558,"R",448,"R",50,"R",60,"R",92,"R",324,"Z",0,"R",30,"R",2
219091, 1,"R",886,"R",67,"R",315,"R",504,"R",31,"R",35,"R",0,"R",1,"R",0
219091, 2,"R",767,"R",9,"R",266,"R",492,"R",6,"R",3,"R",0,"R",0,"R",0
219091, 3,"R",661,"R",9,"R",247,"R",405,"R",6,"R",3,"R",0,"R",0,"R",0
219091,11,"R",106,"R",0,"R",19,"R",87,"A",,"A",,"A",,"A",,"A",
219091,12,"R",119,"R",58,"R",49,"R",12,"R",25,"R",32,"R",0,"R",1,"R",0
219125, 1,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
219125, 2,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
219125, 3,"R",79,"A",,"A",,"R",79,"A",,"A",,"A",,"A",,"A",
219143, 1,"R",2179,"R",470,"R",624,"R",1085,"R",434,"R",36,"R",0,"R",0,"R",0
219143, 2,"R",2179,"R",470,"R",624,"R",1085,"R",434,"R",36,"R",0,"R",0,"R",0
219143, 3,"R",1710,"R",166,"R",557,"R",987,"R",135,"R",31,"R",0,"R",0,"R",0
219143,11,"R",469,"R",304,"R",67,"R",98,"R",299,"R",5,"R",0,"R",0,"R",0
219189, 1,"R",1132,"R",196,"R",111,"R",825,"R",178,"R",18,"R",0,"R",0,"R",0
219189, 2,"R",1132,"R",196,"R",111,"R",825,"R",178,"R",18,"R",0,"R",0,"R",0
219189, 3,"R",953,"R",59,"R",102,"R",792,"R",47,"R",12,"R",0,"R",0,"R",0
219189,11,"R",179,"R",137,"R",9,"R",33,"R",131,"R",6,"R",0,"R",0,"R",0
219198, 1,"R",1314,"R",12,"R",324,"R",978,"R",9,"R",3,"Z",0,"Z",0,"R",0
219198, 2,"R",1096,"R",9,"R",226,"R",861,"R",9,"Z",0,"Z",0,"Z",0,"R",0
219198, 3,"R",702,"R",5,"R",226,"R",471,"R",5,"Z",0,"Z",0,"Z",0,"R",0
219198,11,"R",394,"R",4,"R",0,"R",390,"R",4,"Z",0,"Z",0,"Z",0,"R",0
219198,12,"R",218,"R",3,"R",98,"R",117,"Z",0,"R",3,"Z",0,"Z",0,"R",0
219204, 1,"R",1026,"R",1026,"A",,"A",,"R",77,"R",913,"R",9,"R",27,"R",0
219204, 2,"R",836,"R",836,"A",,"A",,"R",64,"R",749,"R",6,"R",17,"R",0
219204, 3,"R",832,"R",832,"A",,"A",,"R",62,"R",748,"R",6,"R",16,"R",0
219204,11,"R",4,"R",4,"A",,"A",,"R",2,"R",1,"R",0,"R",1,"R",0
219204,12,"R",190,"R",190,"A",,"A",,"R",13,"R",164,"R",3,"R",10,"R",0
219240, 1,"R",1105,"R",1009,"R",96,"R",0,"R",106,"R",655,"Z",0,"R",248,"R",0
219240, 2,"R",36,"R",36,"Z",0,"R",0,"R",2,"R",31,"Z",0,"R",3,"R",0
219240, 3,"R",36,"R",36,"Z",0,"R",0,"R",2,"R",31,"Z",0,"R",3,"R",0
219240,12,"R",1069,"R",973,"R",96,"R",0,"R",104,"R",624,"Z",0,"R",245,"R",0
219259, 1,"R",3521,"R",1609,"R",707,"R",1205,"R",1414,"R",185,"R",0,"R",10,"R",0
219259, 2,"R",2932,"R",1136,"R",669,"R",1127,"R",980,"R",148,"R",0,"R",8,"R",0
219259, 3,"R",1239,"R",140,"R",617,"R",482,"R",115,"R",24,"R",0,"R",1,"R",0
219259,11,"R",1693,"R",996,"R",52,"R",645,"R",865,"R",124,"R",0,"R",7,"R",0
219259,12,"R",589,"R",473,"R",38,"R",78,"R",434,"R",37,"R",0,"R",2,"R",0
219277, 1,"R",1229,"R",422,"R",536,"R",271,"R",418,"R",4,"R",0,"R",0,"R",0
219277, 2,"R",1180,"R",373,"R",536,"R",271,"R",369,"R",4,"R",0,"R",0,"R",0
219277, 3,"R",1156,"R",363,"R",532,"R",261,"R",360,"R",3,"R",0,"R",0,"R",0
219277,11,"R",24,"R",10,"R",4,"R",10,"R",9,"R",1,"R",0,"R",0,"R",0
219277,12,"R",49,"R",49,"R",0,"R",0,"R",49,"R",0,"R",0,"R",0,"R",0
219347, 1,"R",2492,"R",90,"R",299,"R",2103,"R",41,"R",37,"R",0,"R",12,"R",0
219347, 2,"R",2170,"R",40,"R",268,"R",1862,"R",29,"R",9,"R",0,"R",2,"R",0
219347, 3,"R",2042,"R",12,"R",263,"R",1767,"R",5,"R",7,"R",0,"R",0,"R",0
219347,11,"R",128,"R",28,"R",5,"R",95,"R",24,"R",2,"R",0,"R",2,"R",0
219347,12,"R",322,"R",50,"R",31,"R",241,"R",12,"R",28,"R",0,"R",10,"R",0
219356, 1,"R",11498,"R",2126,"R",3708,"R",5664,"R",1800,"R",323,"Z",0,"R",3,"R",0
219356, 2,"R",10177,"R",1793,"R",3490,"R",4894,"R",1590,"R",202,"Z",0,"R",1,"R",0
219356, 3,"R",8798,"R",564,"R",3460,"R",4774,"R",437,"R",126,"Z",0,"R",1,"R",0
219356,11,"R",1379,"R",1229,"R",30,"R",120,"R",1153,"R",76,"Z",0,"Z",0,"R",0
219356,12,"R",1321,"R",333,"R",218,"R",770,"R",210,"R",121,"Z",0,"R",2,"R",0
219374, 1,"R",683,"R",371,"R",244,"R",68,"R",332,"R",39,"R",0,"R",0,"R",0
219374, 2,"R",607,"R",311,"R",234,"R",62,"R",285,"R",26,"R",0,"R",0,"R",0
219374, 3,"R",579,"R",308,"R",234,"R",37,"R",282,"R",26,"R",0,"R",0,"R",0
219374,11,"R",28,"R",3,"R",0,"R",25,"R",3,"R",0,"R",0,"R",0,"R",0
219374,12,"R",76,"R",60,"R",10,"R",6,"R",47,"R",13,"R",0,"R",0,"R",0
219383, 1,"R",1509,"R",119,"R",833,"R",557,"R",80,"R",39,"R",0,"R",0,"R",0
219383, 2,"R",1276,"R",41,"R",733,"R",502,"R",31,"R",10,"R",0,"R",0,"R",0
219383, 3,"R",1258,"R",41,"R",725,"R",492,"R",31,"R",10,"R",0,"R",0,"R",0
219383,11,"R",18,"R",0,"R",8,"R",10,"A",,"A",,"A",,"A",,"A",
219383,12,"R",233,"R",78,"R",100,"R",55,"R",49,"R",29,"R",0,"R",0,"R",0
219392, 1,"R",27,"A",,"A",,"R",27,"A",,"A",,"A",,"A",,"A",
219392, 2,"R",27,"A",,"A",,"R",27,"A",,"A",,"A",,"A",,"A",
219392, 3,"R",27,"A",,"A",,"R",27,"A",,"A",,"A",,"A",,"A",
219408, 1,"R",215,"R",2,"R",52,"R",161,"R",2,"R",0,"R",0,"R",0,"R",0
219408, 2,"R",215,"R",2,"R",52,"R",161,"R",2,"R",0,"R",0,"R",0,"R",0
219408, 3,"R",209,"R",1,"R",52,"R",156,"R",1,"R",0,"R",0,"R",0,"R",0
219408,11,"R",6,"R",1,"R",0,"R",5,"R",1,"R",0,"R",0,"R",0,"R",0
219426, 1,"R",2478,"R",515,"R",536,"R",1427,"R",483,"R",32,"R",0,"R",0,"R",0
219426, 2,"R",2478,"R",515,"R",536,"R",1427,"R",483,"R",32,"R",0,"R",0,"R",0
219426, 3,"R",2164,"R",365,"R",493,"R",1306,"R",339,"R",26,"R",0,"R",0,"R",0
219426,11,"R",314,"R",150,"R",43,"R",121,"R",144,"R",6,"R",0,"R",0,"R",0
219453, 1,"R",148,"A",,"A",,"R",148,"A",,"A",,"A",,"A",,"A",
219453, 2,"R",148,"A",,"A",,"R",148,"A",,"A",,"A",,"A",,"A",
219453, 3,"R",148,"A",,"A",,"R",148,"A",,"A",,"A",,"A",,"A",
219471, 1,"R",9868,"R",3259,"R",2836,"R",3773,"R",2591,"R",640,"R",6,"R",22,"R",0
219471, 2,"R",7095,"R",2112,"R",2356,"R",2627,"R",1853,"R",246,"R",0,"R",13,"R",0
219471, 3,"R",5239,"R",438,"R",2331,"R",2470,"R",316,"R",121,"R",0,"R",1,"R",0
219471,11,"R",1856,"R",1674,"R",25,"R",157,"R",1537,"R",125,"R",0,"R",12,"R",0
219471,12,"R",2773,"R",1147,"R",480,"R",1146,"R",738,"R",394,"R",6,"R",9,"R",0
219480, 1,"R",1047,"R",233,"R",288,"R",526,"R",229,"R",4,"R",0,"R",0,"R",0
219480, 2,"R",1047,"R",233,"R",288,"R",526,"R",229,"R",4,"R",0,"R",0,"R",0
219480, 3,"R",733,"R",111,"R",266,"R",356,"R",107,"R",4,"R",0,"R",0,"R",0
219480,11,"R",314,"R",122,"R",22,"R",170,"R",122,"R",0,"R",0,"R",0,"R",0
219505, 1,"R",48,"R",0,"R",0,"R",48,"A",,"A",,"A",,"A",,"A",
219505, 2,"R",48,"R",0,"R",0,"R",48,"A",,"A",,"A",,"A",,"A",
219505, 3,"R",48,"R",0,"R",0,"R",48,"A",,"A",,"A",,"A",,"A",
219587, 1,"R",63,"A",,"A",,"R",63,"A",,"A",,"A",,"A",,"A",
219587, 2,"R",63,"A",,"A",,"R",63,"A",,"A",,"A",,"A",,"A",
219587, 3,"R",63,"A",,"A",,"R",63,"A",,"A",,"A",,"A",,"A",
219596, 1,"R",365,"R",0,"R",0,"R",365,"A",,"A",,"A",,"A",,"A",
219596, 2,"R",365,"R",0,"R",0,"R",365,"A",,"A",,"A",,"A",,"A",
219596, 3,"R",365,"R",0,"R",0,"R",365,"A",,"A",,"A",,"A",,"A",
219602, 1,"R",9945,"R",2660,"R",3493,"R",3792,"R",2134,"R",508,"R",0,"R",18,"R",0
219602, 2,"R",8587,"R",1740,"R",3291,"R",3556,"R",1334,"R",394,"R",0,"R",12,"R",0
219602, 3,"R",7365,"R",1490,"R",3138,"R",2737,"R",1105,"R",373,"R",0,"R",12,"R",0
219602,11,"R",1222,"R",250,"R",153,"R",819,"R",229,"R",21,"R",0,"R",0,"R",0
219602,12,"R",1358,"R",920,"R",202,"R",236,"R",800,"R",114,"R",0,"R",6,"R",0
219639, 1,"R",755,"R",166,"R",247,"R",342,"R",118,"R",48,"R",0,"R",0,"R",0
219639, 2,"R",733,"R",161,"R",237,"R",335,"R",115,"R",46,"R",0,"R",0,"R",0
219639, 3,"R",673,"R",101,"R",237,"R",335,"R",68,"R",33,"R",0,"R",0,"R",0
219639,11,"R",60,"R",60,"R",0,"R",0,"R",47,"R",13,"R",0,"R",0,"R",0
219639,12,"R",22,"R",5,"R",10,"R",7,"R",3,"R",2,"R",0,"R",0,"R",0
219709, 1,"R",8862,"R",125,"R",3256,"R",5481,"R",93,"R",31,"Z",0,"Z",0,"R",1
219709, 2,"R",7330,"R",53,"R",3091,"R",4186,"R",37,"R",15,"Z",0,"Z",0,"R",1
219709, 3,"R",7306,"R",53,"R",3087,"R",4166,"R",37,"R",15,"Z",0,"Z",0,"R",1
219709,11,"R",24,"R",0,"R",4,"R",20,"A",,"A",,"A",,"A",,"A",
219709,12,"R",1532,"R",72,"R",165,"R",1295,"R",56,"R",16,"Z",0,"Z",0,"R",0
219718, 1,"R",2974,"R",1310,"R",510,"R",1154,"R",1183,"R",118,"R",2,"R",1,"R",6
219718, 2,"R",2719,"R",1061,"R",504,"R",1154,"R",972,"R",89,"R",0,"R",0,"R",0
219718, 3,"R",1671,"R",526,"R",400,"R",745,"R",438,"R",88,"R",0,"R",0,"R",0
219718,11,"R",1048,"R",535,"R",104,"R",409,"R",534,"R",1,"R",0,"R",0,"R",0
219718,12,"R",255,"R",249,"R",6,"R",0,"R",211,"R",29,"R",2,"R",1,"R",6
219790, 1,"R",1548,"R",644,"R",175,"R",729,"R",534,"R",108,"R",0,"R",2,"R",0
219790, 2,"R",1398,"R",494,"R",175,"R",729,"R",408,"R",86,"R",0,"R",0,"R",0
219790, 3,"R",815,"R",144,"R",157,"R",514,"R",115,"R",29,"R",0,"R",0,"R",0
219790,11,"R",583,"R",350,"R",18,"R",215,"R",293,"R",57,"R",0,"R",0,"R",0
219790,12,"R",150,"R",150,"R",0,"R",0,"R",126,"R",22,"R",0,"R",2,"R",0
219806, 1,"R",2735,"R",835,"R",807,"R",1093,"R",560,"R",272,"R",0,"R",3,"R",0
219806, 2,"R",1669,"R",73,"R",647,"R",949,"R",67,"R",6,"R",0,"R",0,"R",0
219806, 3,"R",1374,"R",28,"R",630,"R",716,"R",22,"R",6,"R",0,"R",0,"R",0
219806,11,"R",295,"R",45,"R",17,"R",233,"R",45,"R",0,"R",0,"R",0,"R",0
219806,12,"R",1066,"R",762,"R",160,"R",144,"R",493,"R",266,"R",0,"R",3,"R",0
219824, 1,"R",6601,"R",1777,"R",1474,"R",3350,"R",1622,"R",152,"Z",0,"R",3,"R",0
219824, 2,"R",6601,"R",1777,"R",1474,"R",3350,"R",1622,"R",152,"Z",0,"R",3,"R",0
219824, 3,"R",4689,"R",1251,"R",1143,"R",2295,"R",1107,"R",141,"Z",0,"R",3,"R",0
219824,11,"R",1912,"R",526,"R",331,"R",1055,"R",515,"R",11,"Z",0,"Z",0,"R",0
219833, 1,"R",2043,"R",74,"R",920,"R",1049,"R",66,"R",8,"R",0,"R",0,"R",0
219833, 2,"R",1204,"R",27,"R",458,"R",719,"R",26,"R",1,"R",0,"R",0,"R",0
219833, 3,"R",953,"R",25,"R",453,"R",475,"R",24,"R",1,"R",0,"R",0,"R",0
219833,11,"R",251,"R",2,"R",5,"R",244,"R",2,"Z",0,"Z",0,"Z",0,"R",0
219833,12,"R",839,"R",47,"R",462,"R",330,"R",40,"R",7,"Z",0,"Z",0,"R",0
219842, 1,"R",501,"R",419,"R",67,"R",15,"R",38,"R",161,"R",92,"R",127,"R",1
219842, 2,"R",116,"R",116,"Z",0,"R",0,"R",1,"R",5,"R",92,"R",18,"R",0
219842,11,"R",116,"R",116,"Z",0,"R",0,"R",1,"R",5,"R",92,"R",18,"R",0
219842,12,"R",385,"R",303,"R",67,"R",15,"R",37,"R",156,"R",0,"R",109,"R",1
219851, 1,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
219851, 2,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
219851, 3,"R",98,"A",,"A",,"R",98,"A",,"A",,"A",,"A",,"A",
219879, 1,"R",3254,"R",496,"R",1079,"R",1679,"R",487,"R",8,"Z",0,"R",1,"R",0
219879, 2,"R",3254,"R",496,"R",1079,"R",1679,"R",487,"R",8,"Z",0,"R",1,"R",0
219879, 3,"R",1967,"R",365,"R",945,"R",657,"R",356,"R",8,"Z",0,"R",1,"R",0
