UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,ACTTYPE 
104179,"R",859507,"A",,"R",175034,"G",28650,"G",7293,"G",28650,"G",7293,2
104188,"R",10215,"A",,"A",,"G",341,"A",,"G",341,"A",,2
104294,"A",,"R",362832,"A",,"G",403,"A",,"R",408,"A",,1
104346,"R",151074,"A",,"A",,"G",5036,"A",,"R",5036,"A",,2
104364,"R",30605,"A",,"A",,"G",680,"A",,"G",680,"A",,2
104391,"A",,"R",88500,"A",,"G",98,"A",,"G",98,"A",,1
104425,"R",258911,"A",,"A",,"G",8630,"A",,"R",8096,"A",,2
104434,"A",,"R",131798,"A",,"G",146,"A",,"R",82,"A",,1
104443,"A",,"R",317006,"A",,"G",352,"A",,"R",198,"A",,1
104504,"A",,"R",134300,"A",,"G",149,"A",,"G",149,"A",,1
104531,"R",57984,"A",,"R",9474,"G",1933,"G",395,"R",1611,"R",351,2
104568,"A",,"R",209094,"A",,"G",232,"A",,"G",232,"A",,1
104577,"R",132610,"A",,"A",,"G",4420,"A",,"G",4420,"A",,2
104586,"R",47017,"A",,"R",688,"G",1567,"G",29,"G",1567,"G",29,2
104665,"R",30,"R",3600,"R",600,"G",5,"G",25,"G",5,"G",25,3
104708,"R",358746,"A",,"A",,"G",11958,"A",,"G",11958,"A",,2
104717,"R",392673,"A",,"R",290597,"G",13089,"G",12108,"G",13089,"G",12108,2
104805,"R",52860,"A",,"A",,"G",1762,"A",,"G",1762,"A",,2
104911,"A",,"R",186177,"A",,"G",207,"A",,"G",207,"A",,1
104984,"R",11785,"A",,"A",,"G",393,"A",,"G",393,"A",,2
105118,"R",35457,"A",,"A",,"G",1182,"A",,"G",1182,"A",,2
105127,"A",,"R",228000,"A",,"G",253,"A",,"G",253,"A",,1
105145,"R",114681,"A",,"A",,"G",3823,"A",,"G",3823,"A",,2
105154,"R",465031,"A",,"A",,"G",15501,"A",,"G",15501,"A",,2
105163,"R",23336,"A",,"A",,"G",519,"A",,"G",519,"A",,2
105172,"R",36216,"A",,"A",,"G",805,"A",,"G",805,"A",,2
105206,"R",121315,"A",,"A",,"G",4044,"A",,"G",4044,"A",,2
105215,"R",106450,"A",,"A",,"G",3548,"A",,"G",3548,"A",,2
105297,"R",45306,"A",,"A",,"G",1510,"A",,"G",1510,"A",,2
105330,"R",463290,"A",,"R",71749,"G",15443,"G",2990,"R",17055,"R",3587,2
105349,"R",71102,"A",,"A",,"G",2370,"A",,"G",2370,"A",,2
105367,"R",17080,"A",,"R",17014,"G",569,"G",709,"R",569,"R",945,2
105428,"R",204638,"A",,"A",,"G",6821,"A",,"G",6821,"A",,2
105482,"A",,"R",107820,"A",,"G",120,"A",,"G",120,"A",,1
105516,"R",109631,"A",,"R",36680,"G",3654,"G",1528,"G",3654,"G",1528,2
105525,"R",629814,"R",156992,"A",,"G",21168,"A",,"R",21239,"A",,3
105534,"A",,"R",1704765,"A",,"G",1894,"A",,"G",1894,"A",,1
105543,"A",,"R",1412911,"A",,"G",1570,"A",,"G",1570,"A",,1
105589,"R",25440,"A",,"R",8706,"G",848,"G",363,"G",848,"G",363,2
105659,"R",28278,"A",,"A",,"G",943,"A",,"G",943,"A",,2
105668,"R",366597,"A",,"A",,"G",12220,"A",,"G",12220,"A",,2
105677,"A",,"R",55549,"A",,"G",62,"A",,"G",62,"A",,1
105701,"A",,"R",142800,"A",,"G",159,"A",,"G",159,"A",,1
105747,"R",189345,"A",,"A",,"G",6312,"A",,"G",6312,"A",,2
105792,"R",82381,"A",,"A",,"G",2746,"A",,"G",2746,"A",,2
105899,"R",11248,"A",,"A",,"G",375,"A",,"G",375,"A",,2
105987,"A",,"R",338000,"A",,"G",376,"A",,"G",376,"A",,1
106041,"R",108115,"A",,"A",,"G",3604,"A",,"G",3604,"A",,2
106102,"R",37293,"A",,"R",10569,"G",1243,"G",440,"G",1243,"G",440,2
106111,"A",,"R",437137,"A",,"G",486,"A",,"R",273,"A",,1
106148,"R",116899,"A",,"A",,"G",3897,"A",,"G",3897,"A",,2
106245,"R",228767,"A",,"R",51948,"G",7626,"G",2165,"G",7626,"G",2165,2
106263,"R",26408,"A",,"R",47535,"G",880,"G",1981,"G",880,"G",1981,2
106281,"A",,"R",67569,"A",,"G",75,"A",,"G",75,"A",,1
106306,"R",23755,"A",,"A",,"G",792,"A",,"R",792,"A",,2
106315,"A",,"R",78300,"A",,"G",87,"A",,"G",87,"A",,1
106324,"A",,"R",91200,"A",,"G",101,"A",,"G",101,"A",,1
106342,"R",16736,"A",,"A",,"G",558,"A",,"G",558,"A",,2
106351,"A",,"R",118847,"A",,"G",132,"A",,"G",132,"A",,1
106360,"A",,"R",31500,"A",,"G",35,"A",,"G",35,"A",,1
106397,"R",447850,"A",,"R",74462,"G",14928,"G",3103,"G",14928,"G",3103,2
106412,"R",101266,"A",,"R",2281,"G",3376,"G",95,"G",3376,"G",95,2
106449,"R",105367,"A",,"A",,"G",3512,"A",,"G",3512,"A",,2
106458,"R",265486,"A",,"R",54298,"G",8850,"G",2262,"G",8850,"G",2262,2
106467,"R",223962,"A",,"R",10861,"G",7465,"G",453,"G",7465,"G",453,2
106485,"R",88281,"A",,"R",2378,"G",2943,"G",99,"G",2943,"G",99,2
106494,"A",,"R",34000,"A",,"G",38,"A",,"G",38,"A",,1
106546,"R",35400,"A",,"A",,"G",1180,"A",,"G",1180,"A",,2
106607,"A",,"R",115950,"A",,"G",129,"A",,"G",129,"A",,1
106625,"R",55720,"A",,"A",,"G",1857,"A",,"G",1857,"A",,2
106704,"R",277882,"A",,"R",33359,"G",9263,"G",1390,"G",9263,"G",1390,2
106713,"R",17783,"A",,"A",,"G",593,"A",,"G",593,"A",,2
106795,"R",30422,"A",,"A",,"G",1014,"A",,"G",1014,"A",,2
106810,"R",4310,"A",,"A",,"G",144,"A",,"G",144,"A",,2
106829,"R",9824,"R",43008,"A",,"G",375,"A",,"G",375,"A",,3
106883,"R",32824,"A",,"A",,"G",1094,"A",,"G",1094,"A",,2
106892,"A",,"R",380736,"A",,"G",423,"A",,"G",423,"A",,1
106908,"A",,"R",259905,"A",,"G",289,"A",,"G",289,"A",,1
106980,"R",84202,"A",,"A",,"G",2807,"A",,"G",2807,"A",,2
106999,"R",42251,"A",,"A",,"G",1408,"A",,"G",1408,"A",,2
107044,"R",121650,"A",,"R",27982,"G",4055,"G",1166,"G",4055,"G",1166,2
107071,"R",88944,"A",,"R",10799,"G",2965,"G",450,"G",2965,"G",450,2
107080,"R",43712,"A",,"R",220,"G",1457,"G",9,"R",1464,"R",7,2
107099,"A",,"R",134710,"A",,"G",150,"A",,"G",150,"A",,1
107123,"R",1620,"A",,"A",,"G",54,"A",,"G",54,"A",,2
107141,"R",48145,"A",,"R",6749,"G",1605,"G",281,"G",1605,"G",281,2
107211,"A",,"R",34000,"A",,"G",38,"A",,"R",38,"A",,1
107220,"A",,"R",261546,"A",,"G",291,"A",,"G",291,"A",,1
107275,"A",,"R",38123,"A",,"G",42,"A",,"G",42,"A",,1
107293,"A",,"R",104400,"A",,"G",116,"A",,"G",116,"A",,1
107318,"R",41615,"A",,"A",,"G",1387,"A",,"G",1387,"A",,2
107327,"R",45070,"A",,"A",,"G",1502,"A",,"G",1502,"A",,2
107363,"A",,"R",146880,"A",,"G",163,"A",,"G",163,"A",,1
107442,"A",,"R",68370,"A",,"G",76,"A",,"G",76,"A",,1
107460,"R",56835,"A",,"A",,"G",1895,"A",,"G",1895,"A",,2
107488,"R",10185,"A",,"A",,"G",340,"A",,"G",340,"A",,2
107512,"R",42724,"A",,"A",,"G",1424,"A",,"G",1424,"A",,2
107521,"R",28464,"A",,"A",,"G",949,"A",,"G",949,"A",,2
107549,"R",30497,"A",,"A",,"G",1017,"A",,"G",1017,"A",,2
107558,"R",18773,"A",,"A",,"G",626,"A",,"G",626,"A",,2
107585,"R",57409,"A",,"A",,"G",1914,"A",,"G",1914,"A",,2
107600,"R",18718,"A",,"A",,"G",624,"A",,"G",624,"A",,2
107619,"R",42551,"A",,"A",,"G",1418,"A",,"G",1418,"A",,2
107637,"R",45749,"A",,"A",,"G",1525,"A",,"G",1525,"A",,2
107655,"A",,"R",50400,"A",,"G",56,"A",,"G",56,"A",,1
107664,"R",233557,"A",,"A",,"G",7785,"A",,"G",7785,"A",,2
107725,"R",33398,"A",,"A",,"G",1113,"A",,"G",1113,"A",,2
107743,"R",20269,"A",,"A",,"G",676,"A",,"G",676,"A",,2
107789,"A",,"R",111343,"A",,"G",124,"A",,"G",124,"A",,1
107831,"A",,"R",105543,"A",,"G",117,"A",,"G",117,"A",,1
107877,"R",15649,"A",,"A",,"G",522,"A",,"G",522,"A",,2
107974,"R",40616,"A",,"A",,"G",1354,"A",,"G",1354,"A",,2
107983,"R",79013,"A",,"R",8524,"G",2634,"G",355,"G",2634,"G",355,2
107992,"R",40815,"A",,"A",,"G",1361,"A",,"G",1361,"A",,2
108065,"A",,"R",43500,"A",,"G",48,"A",,"G",48,"A",,1
108092,"R",182788,"A",,"A",,"G",6093,"A",,"G",6093,"A",,2
108199,"A",,"R",9854929,"A",,"G",10950,"A",,"G",10950,"A",,1
108232,"R",252536,"A",,"R",89631,"G",8418,"G",3735,"G",8418,"G",3735,2
108250,"R",33268,"A",,"A",,"G",739,"A",,"G",739,"A",,2
108269,"A",,"A",,"R",4517,"A",,"G",188,"A",,"G",188,-2
108348,"R",3060,"A",,"A",,"G",102,"A",,"R",113,"A",,2
108649,"A",,"R",289512,"A",,"G",322,"A",,"G",322,"A",,1
108667,"R",123656,"A",,"A",,"G",4122,"A",,"G",4122,"A",,2
108807,"R",197840,"A",,"A",,"G",6595,"A",,"G",6595,"A",,2
108852,"R",6291,"A",,"A",,"G",210,"A",,"G",210,"A",,2
108861,"A",,"A",,"R",1350,"A",,"G",56,"A",,"G",56,-2
108870,"A",,"A",,"R",9056,"A",,"G",377,"A",,"R",338,-2
108977,"A",,"R",62200,"A",,"G",69,"A",,"G",69,"A",,1
109013,"R",3980,"A",,"A",,"G",88,"A",,"G",88,"A",,2
109040,"A",,"R",1661210,"A",,"G",1846,"A",,"G",1846,"A",,1
109086,"P",549,"A",,"R",1692,"P",18,"G",71,"P",18,"G",71,2
109208,"R",573925,"A",,"A",,"G",19131,"A",,"G",19131,"A",,2
109332,"R",20155,"A",,"A",,"G",672,"A",,"R",472,"A",,2
109350,"R",279318,"A",,"A",,"G",9311,"A",,"R",10595,"A",,2
109651,"R",54639,"A",,"R",5362,"G",1821,"G",223,"G",1821,"G",223,2
109721,"A",,"R",432000,"A",,"G",480,"A",,"G",480,"A",,1
109730,"A",,"R",64320,"A",,"G",71,"A",,"G",71,"A",,1
109785,"R",175716,"A",,"R",85875,"G",5857,"G",3578,"G",5857,"G",3578,2
109819,"R",350006,"A",,"A",,"G",11667,"A",,"G",11667,"A",,2
109891,"A",,"R",24975,"A",,"G",28,"A",,"G",28,"A",,1
109907,"R",81436,"A",,"A",,"G",2715,"A",,"G",2715,"A",,2
109934,"A",,"R",274850,"A",,"G",305,"A",,"G",305,"A",,1
110051,"R",11048,"A",,"R",1413,"G",368,"G",59,"G",368,"G",59,2
110060,"R",5430,"A",,"R",2291,"G",181,"G",95,"G",181,"G",95,2
110097,"R",121169,"A",,"R",29350,"G",4039,"G",1223,"G",4039,"G",1223,2
110185,"R",44087,"A",,"R",1053,"G",1470,"G",44,"G",1470,"G",44,2
110194,"A",,"R",175151,"A",,"G",195,"A",,"G",195,"A",,1
110219,"R",33780,"A",,"A",,"G",751,"A",,"R",1055,"A",,2
110246,"R",290279,"A",,"A",,"G",9676,"A",,"G",9676,"A",,2
110307,"A",,"A",,"R",7882,"A",,"G",328,"A",,"G",328,-2
110316,"R",3211,"A",,"R",26906,"G",107,"G",1121,"G",107,"G",1121,2
110334,"R",257271,"A",,"A",,"G",8576,"A",,"G",8576,"A",,2
110361,"R",96109,"A",,"R",17450,"G",3204,"G",727,"G",3204,"G",727,2
110370,"R",39972,"A",,"R",10089,"G",1332,"G",420,"G",1332,"G",420,2
110398,"A",,"A",,"R",38450,"A",,"G",1602,"A",,"R",1326,-2
110404,"R",43193,"A",,"R",43420,"G",960,"G",1206,"G",960,"G",1206,2
110413,"R",66504,"A",,"R",27166,"G",2217,"G",1132,"G",2217,"G",1132,2
110422,"R",788854,"A",,"R",25034,"G",17530,"G",695,"G",17530,"G",695,2
110468,"R",3984,"A",,"R",91466,"G",133,"G",3811,"G",133,"G",3811,2
110486,"R",284837,"A",,"R",31402,"G",6330,"G",872,"G",6330,"G",872,2
110495,"R",182577,"A",,"R",21654,"G",6086,"G",902,"G",6086,"G",902,2
110510,"R",599617,"A",,"R",53661,"G",13325,"G",1491,"G",13325,"G",1491,2
110529,"R",750700,"A",,"R",32176,"G",16682,"G",894,"G",16682,"G",894,2
110538,"R",445735,"A",,"R",15030,"G",14858,"G",626,"G",14858,"G",626,2
110547,"R",260564,"A",,"R",43465,"G",8685,"G",1811,"G",8685,"G",1811,2
110556,"R",490718,"A",,"R",38030,"G",16357,"G",1585,"G",16357,"G",1585,2
110565,"R",762484,"A",,"R",55314,"G",25416,"G",2305,"G",25416,"G",2305,2
110574,"R",497212,"A",,"R",84454,"G",11049,"G",2346,"G",11049,"G",2346,2
110583,"R",767460,"A",,"R",69913,"G",25582,"G",2913,"G",25582,"G",2913,2
110592,"R",659974,"A",,"R",73877,"G",14666,"G",2052,"G",14666,"G",2052,2
110608,"R",696921,"A",,"R",85342,"G",23231,"G",3556,"G",23231,"G",3556,2
110617,"R",629465,"A",,"R",58061,"G",20982,"G",2419,"G",20982,"G",2419,2
110635,"R",811617,"A",,"R",264100,"G",27054,"G",11004,"G",27054,"G",11004,2
110644,"R",1125821,"A",,"R",234755,"G",25018,"G",6521,"G",25018,"G",6521,2
110653,"R",1055662,"A",,"R",193403,"G",23459,"G",5372,"G",23459,"G",5372,2
110662,"R",1220176,"A",,"R",445586,"G",27115,"G",12377,"G",27115,"G",12377,2
110671,"R",763398,"A",,"R",93538,"G",16964,"G",2598,"G",16964,"G",2598,2
110680,"R",1105891,"A",,"R",211310,"G",24575,"G",5870,"G",24575,"G",5870,2
110699,"A",,"A",,"R",107724,"A",,"G",2992,"A",,"G",2992,-2
110705,"R",915795,"A",,"R",123212,"G",20351,"G",3423,"G",20351,"G",3423,2
110714,"R",707642,"A",,"R",59090,"G",15725,"G",1641,"G",15725,"G",1641,2
110778,"A",,"A",,"R",13489,"A",,"G",375,"A",,"G",375,-2
110875,"A",,"R",207000,"A",,"G",230,"A",,"R",139,"A",,1
110918,"R",723,"A",,"A",,"G",24,"A",,"R",30,"A",,2
110945,"R",60000,"A",,"A",,"G",2000,"A",,"G",2000,"A",,2
111009,"R",41992,"A",,"A",,"G",1400,"A",,"G",1400,"A",,2
111054,"A",,"R",162300,"A",,"G",180,"A",,"G",180,"A",,1
111081,"R",27180,"A",,"R",12216,"G",906,"G",509,"G",906,"G",509,2
111188,"R",30936,"A",,"A",,"G",1031,"A",,"G",1031,"A",,2
111391,"A",,"A",,"R",29099,"A",,"G",1212,"A",,"G",1212,-2
111434,"R",107075,"A",,"A",,"G",3569,"A",,"G",3569,"A",,2
111461,"R",397012,"A",,"A",,"G",13234,"A",,"G",13234,"A",,2
111513,"A",,"R",283102,"A",,"G",315,"A",,"G",315,"A",,1
111638,"R",16363,"R",823192,"A",,"G",1460,"A",,"G",1460,"A",,3
111708,"A",,"R",406800,"A",,"G",452,"A",,"G",452,"A",,1
111717,"A",,"R",904260,"A",,"G",1005,"A",,"G",1005,"A",,1
111726,"A",,"R",425700,"A",,"G",473,"A",,"G",473,"A",,1
111744,"A",,"R",299520,"A",,"G",333,"A",,"G",333,"A",,1
111762,"A",,"R",181080,"A",,"G",201,"A",,"G",201,"A",,1
111771,"A",,"R",264690,"A",,"G",294,"A",,"G",294,"A",,1
111799,"A",,"R",288360,"A",,"G",320,"A",,"G",320,"A",,1
111887,"R",432573,"A",,"A",,"G",14419,"A",,"G",14419,"A",,2
111896,"R",90704,"A",,"A",,"G",3023,"A",,"G",3023,"A",,2
111920,"R",265156,"A",,"A",,"G",8839,"A",,"G",8839,"A",,2
111939,"R",390248,"A",,"A",,"G",13008,"A",,"R",14214,"A",,2
111948,"R",139800,"A",,"R",49225,"G",4660,"G",2051,"G",4660,"G",2051,2
111966,"R",8583,"A",,"R",667,"G",286,"G",28,"R",220,"R",28,2
112075,"R",44625,"A",,"R",22159,"G",1488,"G",923,"R",1508,"R",1208,2
112084,"R",12673,"A",,"R",416,"G",422,"G",17,"G",422,"G",17,2
112127,"A",,"A",,"R",1708,"A",,"G",71,"A",,"G",71,-2
112172,"R",250998,"A",,"A",,"G",8367,"A",,"G",8367,"A",,2
112190,"R",548648,"A",,"A",,"G",18288,"A",,"R",23354,"A",,2
112251,"A",,"A",,"R",29931,"A",,"G",1247,"A",,"R",1318,-2
112260,"R",37039,"A",,"R",680,"G",1235,"G",28,"G",1235,"G",28,2
112288,"A",,"R",393104,"A",,"G",437,"A",,"G",437,"A",,1
112312,"R",1128,"A",,"R",15544,"G",38,"G",648,"G",38,"G",648,2
112367,"A",,"R",775800,"A",,"G",862,"A",,"G",862,"A",,1
112385,"R",134514,"A",,"A",,"G",4484,"A",,"G",4484,"A",,2
112394,"R",4469,"A",,"A",,"G",149,"A",,"G",149,"A",,2
112446,"R",28648,"A",,"R",5256,"G",637,"G",146,"G",637,"G",146,2
112455,"A",,"R",73277,"A",,"G",81,"A",,"G",81,"A",,1
112525,"A",,"A",,"R",64190,"A",,"G",2675,"A",,"G",2675,-2
112561,"R",57108,"A",,"A",,"G",1904,"A",,"G",1904,"A",,2
112570,"R",16361,"A",,"A",,"G",364,"A",,"G",364,"A",,2
112686,"R",130472,"A",,"A",,"G",4349,"A",,"G",4349,"A",,2
112783,"A",,"R",830476,"A",,"G",923,"A",,"G",923,"A",,1
112826,"R",146647,"A",,"A",,"G",4888,"A",,"G",4888,"A",,2
113096,"R",270157,"A",,"A",,"G",9005,"A",,"G",9005,"A",,2
113111,"R",106971,"A",,"A",,"G",3566,"A",,"G",3566,"A",,2
113193,"R",233599,"A",,"A",,"G",7787,"A",,"G",7787,"A",,2
113218,"R",148210,"A",,"A",,"G",4940,"A",,"G",4940,"A",,2
113227,"A",,"R",293357,"A",,"G",326,"A",,"G",326,"A",,1
113236,"R",274361,"A",,"A",,"G",9145,"A",,"G",9145,"A",,2
113333,"R",791799,"A",,"A",,"G",17596,"A",,"G",17596,"A",,2
113397,"A",,"R",720401,"A",,"G",800,"A",,"G",800,"A",,1
113449,"A",,"R",141678,"A",,"G",157,"A",,"G",157,"A",,1
113537,"A",,"R",24300,"R",782,"G",27,"G",33,"R",27,"R",17,1
113573,"R",186534,"A",,"A",,"G",6218,"A",,"G",6218,"A",,2
113582,"R",8085,"A",,"A",,"G",270,"A",,"G",270,"A",,2
113607,"R",276786,"A",,"R",36040,"G",9226,"G",1502,"R",7689,"R",1335,2
113634,"R",410412,"A",,"A",,"G",13680,"A",,"G",13680,"A",,2
113698,"R",38460,"A",,"R",12286,"G",1282,"G",512,"G",1282,"G",512,2
113704,"A",,"A",,"R",1448,"A",,"G",60,"A",,"G",60,-2
113856,"R",556269,"A",,"A",,"G",18542,"A",,"G",18542,"A",,2
113908,"A",,"R",1069138,"A",,"G",1188,"A",,"G",1188,"A",,1
113953,"A",,"R",3414463,"A",,"G",3794,"A",,"G",3794,"A",,1
113980,"R",483826,"A",,"A",,"G",16128,"A",,"G",16128,"A",,2
114044,"R",3600,"A",,"A",,"G",120,"A",,"G",120,"A",,2
114062,"A",,"R",200388,"A",,"G",223,"A",,"G",223,"A",,1
114071,"A",,"R",569311,"A",,"G",633,"A",,"G",633,"A",,1
114080,"A",,"R",591438,"A",,"G",657,"A",,"G",657,"A",,1
114114,"A",,"A",,"R",2700,"A",,"G",75,"A",,"G",75,-2
114123,"A",,"R",765200,"A",,"G",850,"A",,"G",850,"A",,1
114266,"R",181393,"A",,"A",,"G",6046,"A",,"G",6046,"A",,2
114354,"R",185818,"A",,"A",,"G",4129,"A",,"G",4129,"A",,2
114372,"R",5498,"A",,"A",,"G",122,"A",,"G",122,"A",,2
114390,"R",36663,"A",,"A",,"G",815,"A",,"G",815,"A",,2
114415,"R",15753,"A",,"A",,"G",350,"A",,"G",350,"A",,2
114433,"R",35672,"A",,"A",,"G",1189,"A",,"G",1189,"A",,2
114460,"A",,"R",498109,"A",,"G",553,"A",,"G",553,"A",,1
114549,"A",,"A",,"R",34571,"A",,"G",1440,"A",,"R",1318,-2
114585,"A",,"A",,"R",10140,"A",,"G",423,"A",,"R",357,-2
