UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,ACTTYPE 
104391,"A",,"R",72150,"A",,"G",80,"A",,"G",80,"A",,1
104425,"R",200857,"A",,"A",,"G",6695,"A",,"R",6577,"A",,2
104434,"A",,"R",92800,"A",,"G",103,"A",,"G",103,"A",,1
104443,"A",,"R",219600,"A",,"G",244,"A",,"G",244,"A",,1
104504,"A",,"R",126957,"A",,"G",141,"A",,"G",141,"A",,1
104522,"A",,"R",62400,"A",,"G",69,"A",,"G",69,"A",,1
104531,"R",62226,"A",,"R",8611,"G",2074,"G",359,"G",2074,"G",359,2
104568,"A",,"R",302400,"A",,"G",336,"A",,"G",336,"A",,1
104577,"R",75123,"A",,"A",,"G",2504,"A",,"G",2504,"A",,2
104586,"R",45871,"A",,"R",395,"G",1529,"G",16,"G",1529,"G",16,2
104708,"R",337265,"A",,"A",,"G",11242,"A",,"G",11242,"A",,2
104717,"R",49326,"A",,"R",61422,"G",1644,"G",2559,"G",1644,"G",2559,2
104805,"A",,"R",2558700,"A",,"G",2843,"A",,"G",2843,"A",,1
104911,"A",,"R",176000,"A",,"G",196,"A",,"G",196,"A",,1
104984,"R",11854,"A",,"A",,"G",263,"A",,"G",263,"A",,2
105118,"R",20436,"A",,"A",,"G",681,"A",,"G",681,"A",,2
105127,"A",,"R",81248,"A",,"G",90,"A",,"G",90,"A",,1
105145,"R",111833,"A",,"A",,"G",3728,"A",,"G",3728,"A",,2
105154,"R",474082,"A",,"A",,"G",15803,"A",,"G",15803,"A",,2
105163,"R",19848,"A",,"A",,"G",441,"A",,"G",441,"A",,2
105172,"R",28240,"A",,"A",,"G",628,"A",,"G",628,"A",,2
105206,"R",89765,"A",,"A",,"G",2992,"A",,"G",2992,"A",,2
105215,"R",116979,"A",,"A",,"G",3899,"A",,"G",3899,"A",,2
105242,"A",,"R",151448,"A",,"G",168,"A",,"R",353,"A",,1
105297,"R",38833,"A",,"A",,"G",1294,"A",,"G",1294,"A",,2
105330,"R",359870,"A",,"R",96055,"G",11996,"G",4002,"R",13394,"R",4802,2
105349,"R",74113,"A",,"A",,"G",2470,"A",,"G",2470,"A",,2
105367,"R",24338,"A",,"R",17539,"G",811,"G",731,"G",811,"G",731,2
105419,"A",,"R",175000,"A",,"G",194,"A",,"G",194,"A",,1
105428,"R",205414,"A",,"A",,"G",6847,"A",,"G",6847,"A",,2
105482,"R",6741,"A",,"A",,"G",225,"A",,"G",225,"A",,2
105516,"R",132650,"A",,"R",79299,"G",4422,"G",3304,"G",4422,"G",3304,2
105525,"R",575831,"R",200960,"A",,"G",19418,"A",,"R",19508,"A",,3
105534,"A",,"R",812412,"A",,"G",903,"A",,"G",903,"A",,1
105543,"A",,"R",526410,"A",,"G",585,"A",,"G",585,"A",,1
105589,"R",38819,"A",,"R",8344,"G",1294,"G",348,"G",1294,"G",348,2
105659,"R",2538,"R",264700,"A",,"G",379,"A",,"R",374,"A",,3
105668,"R",328463,"A",,"A",,"G",10949,"A",,"G",10949,"A",,2
105677,"A",,"R",58960,"A",,"G",66,"A",,"G",66,"A",,1
105701,"A",,"R",72000,"A",,"G",80,"A",,"G",80,"A",,1
105747,"R",190780,"A",,"A",,"G",6359,"A",,"G",6359,"A",,2
105792,"R",62835,"A",,"A",,"G",2095,"A",,"G",2095,"A",,2
105880,"R",9852,"A",,"R",2459,"G",328,"G",102,"G",328,"G",102,2
105899,"R",7046,"A",,"A",,"G",235,"A",,"G",235,"A",,2
105987,"A",,"R",235260,"A",,"G",261,"A",,"G",261,"A",,1
106041,"R",234256,"A",,"A",,"G",7809,"A",,"G",7809,"A",,2
106050,"R",3840,"A",,"A",,"G",128,"A",,"G",128,"A",,2
106102,"R",630055,"A",,"R",39907,"G",21002,"G",1663,"G",21002,"G",1663,2
106111,"A",,"R",195350,"A",,"G",217,"A",,"G",217,"A",,1
106148,"R",97608,"A",,"A",,"G",3254,"A",,"G",3254,"A",,2
106245,"R",141860,"A",,"R",74672,"G",4729,"G",3111,"G",4729,"G",3111,2
106263,"R",22452,"A",,"R",8183,"G",748,"G",341,"G",748,"G",341,2
106281,"A",,"R",47463,"A",,"G",53,"A",,"G",53,"A",,1
106306,"R",7398,"A",,"A",,"G",247,"A",,"G",247,"A",,2
106315,"A",,"R",37500,"A",,"G",42,"A",,"G",42,"A",,1
106342,"R",14681,"A",,"A",,"G",489,"A",,"G",489,"A",,2
106351,"A",,"R",70200,"A",,"G",78,"A",,"G",78,"A",,1
106360,"A",,"R",65100,"A",,"G",72,"A",,"G",72,"A",,1
106397,"R",376642,"A",,"R",51676,"G",12555,"G",2153,"G",12555,"G",2153,2
106412,"R",93259,"A",,"R",1511,"G",3109,"G",63,"G",3109,"G",63,2
106449,"R",81570,"A",,"A",,"G",2719,"A",,"G",2719,"A",,2
106458,"R",243217,"A",,"R",21401,"G",8107,"G",892,"G",8107,"G",892,2
106467,"R",174314,"A",,"R",9423,"G",5810,"G",393,"G",5810,"G",393,2
106485,"R",73694,"A",,"R",4407,"G",2456,"G",184,"G",2456,"G",184,2
106494,"A",,"R",175500,"A",,"G",195,"A",,"G",195,"A",,1
106546,"R",31861,"R",407001,"A",,"G",1514,"A",,"G",1514,"A",,3
106607,"A",,"R",57600,"A",,"G",64,"A",,"G",64,"A",,1
106625,"R",45837,"A",,"A",,"G",1528,"A",,"G",1528,"A",,2
106704,"R",266355,"A",,"R",21352,"G",8879,"G",890,"G",8879,"G",890,2
106713,"R",11175,"A",,"A",,"G",373,"A",,"G",373,"A",,2
106759,"A",,"R",61500,"A",,"G",68,"A",,"G",68,"A",,1
106795,"R",21922,"A",,"A",,"G",731,"A",,"G",731,"A",,2
106810,"R",3942,"A",,"A",,"G",131,"A",,"G",131,"A",,2
106829,"R",12615,"A",,"A",,"G",421,"A",,"G",421,"A",,2
106838,"A",,"R",57000,"A",,"G",63,"A",,"G",63,"A",,1
106883,"R",32210,"A",,"A",,"G",1074,"A",,"G",1074,"A",,2
106892,"A",,"R",317424,"A",,"G",353,"A",,"G",353,"A",,1
106908,"A",,"R",7856,"A",,"G",9,"A",,"G",9,"A",,1
106980,"R",52941,"A",,"A",,"G",1765,"A",,"G",1765,"A",,2
106999,"R",31299,"A",,"A",,"G",1043,"A",,"G",1043,"A",,2
107035,"A",,"A",,"R",1316,"A",,"G",55,"A",,"G",55,-2
107044,"R",121485,"A",,"R",16775,"G",4050,"G",699,"G",4050,"G",699,2
107071,"R",42229,"A",,"R",3091,"G",1408,"G",129,"G",1408,"G",129,2
107080,"R",32212,"A",,"R",236,"G",1074,"G",10,"R",1044,"R",10,2
107099,"A",,"R",79401,"A",,"G",88,"A",,"G",88,"A",,1
107123,"A",,"R",41844,"A",,"G",46,"A",,"G",46,"A",,1
107141,"R",49485,"A",,"R",4054,"G",1650,"G",169,"G",1650,"G",169,2
107211,"A",,"R",6000,"A",,"G",7,"A",,"G",7,"A",,1
107220,"A",,"R",159885,"A",,"G",178,"A",,"G",178,"A",,1
107275,"A",,"R",18290,"A",,"G",20,"A",,"G",20,"A",,1
107293,"A",,"R",60350,"A",,"G",67,"A",,"R",67,"A",,1
107309,"A",,"R",0,"A",,"G",0,"A",,"Z",0,"A",,1
107318,"R",22989,"A",,"A",,"G",766,"A",,"G",766,"A",,2
107327,"R",44638,"A",,"A",,"G",1488,"A",,"G",1488,"A",,2
107363,"A",,"R",20611,"A",,"G",23,"A",,"G",23,"A",,1
107442,"A",,"R",76895,"A",,"G",85,"A",,"G",85,"A",,1
107460,"R",50001,"A",,"A",,"G",1667,"A",,"G",1667,"A",,2
107488,"R",11416,"R",137721,"A",,"G",534,"A",,"G",534,"A",,3
107512,"R",41985,"A",,"A",,"G",1400,"A",,"G",1400,"A",,2
107521,"R",23396,"A",,"A",,"G",780,"A",,"G",780,"A",,2
107549,"R",20151,"A",,"A",,"G",672,"A",,"R",730,"A",,2
107558,"R",18100,"A",,"A",,"G",603,"A",,"G",603,"A",,2
107585,"R",36315,"A",,"A",,"G",1211,"A",,"G",1211,"A",,2
107600,"R",25053,"A",,"A",,"G",835,"A",,"G",835,"A",,2
107619,"R",44318,"A",,"A",,"G",1477,"A",,"G",1477,"A",,2
107637,"R",50638,"A",,"A",,"G",1688,"A",,"G",1688,"A",,2
107655,"A",,"R",40500,"A",,"G",45,"A",,"G",45,"A",,1
107664,"R",171335,"A",,"A",,"G",5711,"A",,"G",5711,"A",,2
107725,"R",26263,"A",,"A",,"G",875,"A",,"G",875,"A",,2
107743,"R",14763,"A",,"A",,"G",492,"A",,"G",492,"A",,2
107789,"A",,"R",65520,"A",,"G",73,"A",,"G",73,"A",,1
107831,"A",,"R",109014,"A",,"G",121,"A",,"G",121,"A",,1
107877,"R",16030,"A",,"A",,"G",534,"A",,"G",534,"A",,2
107974,"R",26031,"A",,"A",,"G",868,"A",,"G",868,"A",,2
107983,"R",79104,"A",,"R",3353,"G",2637,"G",140,"G",2637,"G",140,2
107992,"R",36497,"A",,"A",,"G",1217,"A",,"G",1217,"A",,2
108065,"A",,"R",31500,"A",,"G",35,"A",,"G",35,"A",,1
108092,"R",149257,"A",,"A",,"G",4975,"A",,"G",4975,"A",,2
108232,"R",134759,"A",,"R",25023,"G",4492,"G",1043,"G",4492,"G",1043,2
108250,"R",26460,"A",,"A",,"G",588,"A",,"G",588,"A",,2
108269,"A",,"A",,"R",3025,"A",,"G",126,"A",,"G",126,-2
108287,"R",6866,"A",,"A",,"G",229,"A",,"G",229,"A",,2
108348,"R",720,"A",,"A",,"G",24,"A",,"G",24,"A",,2
108393,"A",,"R",105349,"A",,"G",117,"A",,"G",117,"A",,1
108649,"A",,"R",127658,"A",,"G",142,"A",,"R",123,"A",,1
108667,"R",74414,"R",10054,"A",,"G",2492,"A",,"G",2492,"A",,3
108807,"R",175161,"R",277285,"A",,"G",6147,"A",,"G",6147,"A",,3
108852,"R",8340,"A",,"A",,"G",278,"A",,"G",278,"A",,2
108861,"A",,"A",,"R",157,"A",,"G",7,"A",,"G",7,-2
108870,"A",,"A",,"R",8086,"A",,"G",337,"A",,"R",318,-2
108977,"A",,"R",55154,"A",,"G",61,"A",,"G",61,"A",,1
109013,"R",113039,"A",,"R",3877,"G",2512,"G",108,"G",2512,"G",108,2
109040,"A",,"R",1268293,"A",,"G",1409,"A",,"G",1409,"A",,1
109086,"R",910,"A",,"R",5381,"G",30,"G",224,"G",30,"G",224,2
109208,"R",456319,"R",384377,"A",,"G",15638,"A",,"G",15638,"A",,3
109332,"A",,"R",560374,"A",,"G",623,"A",,"G",623,"A",,1
109350,"R",198027,"R",10979,"A",,"G",6613,"A",,"G",6613,"A",,3
109651,"R",57374,"A",,"R",5625,"G",1912,"G",234,"G",1912,"G",234,2
109721,"A",,"R",224664,"A",,"G",250,"A",,"G",250,"A",,1
109730,"A",,"R",66960,"A",,"G",74,"A",,"R",84,"A",,1
109785,"R",122864,"A",,"R",52734,"G",4095,"G",2197,"R",4223,"R",2269,2
109819,"R",256437,"R",179243,"A",,"G",8747,"A",,"G",8747,"A",,3
109907,"R",48539,"R",41541,"A",,"G",1664,"A",,"G",1664,"A",,3
109934,"A",,"R",212050,"A",,"G",236,"A",,"G",236,"A",,1
110051,"R",14120,"A",,"R",1079,"G",471,"G",45,"G",471,"G",45,2
110060,"R",5992,"A",,"R",968,"G",200,"G",40,"G",200,"G",40,2
110097,"R",102715,"A",,"R",27072,"G",3424,"G",1128,"G",3424,"G",1128,2
110176,"R",65829,"A",,"A",,"G",1463,"A",,"G",1463,"A",,2
110185,"R",134679,"A",,"R",1641,"G",4489,"G",68,"G",4489,"G",68,2
110194,"A",,"R",64555,"A",,"G",72,"A",,"G",72,"A",,1
110219,"R",11952,"A",,"A",,"G",266,"A",,"G",266,"A",,2
110246,"R",282801,"R",138035,"A",,"G",9580,"A",,"G",9580,"A",,3
110307,"A",,"A",,"R",8539,"A",,"G",356,"A",,"G",356,-2
110316,"R",1290,"A",,"R",12733,"G",43,"G",531,"R",43,"R",777,2
110334,"R",250232,"R",47539,"A",,"G",8394,"A",,"G",8394,"A",,3
110361,"R",64629,"A",,"R",13580,"G",2154,"G",566,"G",2154,"G",566,2
110370,"R",36500,"A",,"R",7614,"G",1217,"G",317,"G",1217,"G",317,2
110398,"A",,"A",,"R",391,"A",,"G",16,"A",,"G",16,-2
110404,"R",40072,"A",,"R",47035,"G",890,"G",1307,"G",890,"G",1307,2
110413,"R",54022,"A",,"R",20164,"G",1801,"G",840,"R",1900,"R",1050,2
110422,"R",701138,"A",,"R",30739,"G",15581,"G",854,"G",15581,"G",854,2
110440,"A",,"A",,"R",7959,"A",,"G",332,"A",,"G",332,-2
110459,"A",,"A",,"R",16932,"A",,"G",706,"A",,"G",706,-2
110468,"R",9048,"A",,"R",28572,"G",302,"G",1191,"G",302,"G",1191,2
110477,"A",,"A",,"R",18218,"A",,"G",759,"A",,"R",607,-2
110486,"R",242767,"A",,"R",48109,"G",5395,"G",1336,"G",5395,"G",1336,2
110495,"R",158973,"A",,"R",28662,"G",5299,"G",1194,"G",5299,"G",1194,2
110510,"R",463910,"A",,"R",104768,"G",10309,"G",2910,"G",10309,"G",2910,2
110529,"R",702102,"A",,"R",51830,"G",15602,"G",1440,"G",15602,"G",1440,2
110538,"R",392779,"A",,"R",32045,"G",13093,"G",1335,"G",13093,"G",1335,2
110547,"R",200651,"A",,"R",63239,"G",6688,"G",2635,"G",6688,"G",2635,2
110556,"R",452337,"A",,"R",57239,"G",15078,"G",2385,"G",15078,"G",2385,2
110565,"R",641171,"A",,"R",90692,"G",21372,"G",3779,"G",21372,"G",3779,2
110574,"R",411078,"A",,"R",114644,"G",9135,"G",3185,"G",9135,"G",3185,2
110583,"R",702490,"A",,"R",101991,"G",23416,"G",4250,"G",23416,"G",4250,2
110592,"R",600818,"A",,"R",143084,"G",13352,"G",3975,"G",13352,"G",3975,2
110608,"R",602206,"A",,"R",102352,"G",20074,"G",4265,"G",20074,"G",4265,2
110617,"R",556481,"A",,"R",95022,"G",18549,"G",3959,"G",18549,"G",3959,2
110635,"R",716884,"A",,"R",204580,"G",23896,"G",8524,"G",23896,"G",8524,2
110644,"R",1036029,"A",,"R",163703,"G",23023,"G",4547,"G",23023,"G",4547,2
110653,"R",926504,"A",,"R",158898,"G",20589,"G",4414,"G",20589,"G",4414,2
110662,"R",1144050,"A",,"R",358071,"G",25423,"G",9946,"G",25423,"G",9946,2
110671,"R",648329,"A",,"R",78670,"G",14407,"G",2185,"G",14407,"G",2185,2
110680,"R",951774,"A",,"R",150022,"G",21151,"G",4167,"G",21151,"G",4167,2
110699,"Z",0,"A",,"R",45216,"A",,"G",1256,"A",,"G",1256,-2
110705,"R",838375,"A",,"R",119401,"G",18631,"G",3317,"G",18631,"G",3317,2
110714,"R",616227,"A",,"R",53373,"G",13694,"G",1483,"G",13694,"G",1483,2
110778,"A",,"A",,"R",10567,"A",,"G",294,"A",,"G",294,-2
110875,"A",,"R",162037,"A",,"G",180,"A",,"G",180,"A",,1
110918,"R",938,"A",,"A",,"G",31,"A",,"G",31,"A",,2
110945,"R",13380,"A",,"A",,"G",446,"A",,"R",446,"A",,2
111009,"R",112169,"A",,"A",,"G",3739,"A",,"G",3739,"A",,2
111054,"A",,"R",198500,"A",,"G",221,"A",,"G",221,"A",,1
111081,"R",24710,"A",,"R",11976,"G",824,"G",499,"R",816,"R",503,2
111188,"R",26144,"A",,"A",,"G",871,"A",,"G",871,"A",,2
111391,"A",,"A",,"R",820,"A",,"G",34,"A",,"G",34,-2
111434,"R",66304,"R",46237,"A",,"G",2262,"A",,"G",2262,"A",,3
111461,"R",217012,"R",37870,"A",,"G",7276,"A",,"G",7276,"A",,3
111513,"A",,"R",199057,"A",,"G",221,"A",,"G",221,"A",,1
111638,"R",1017,"R",619422,"A",,"G",722,"A",,"G",722,"A",,3
111708,"A",,"R",240120,"A",,"G",267,"A",,"G",267,"A",,1
111717,"A",,"R",720810,"A",,"G",801,"A",,"G",801,"A",,1
111726,"A",,"R",470970,"A",,"G",523,"A",,"G",523,"A",,1
111744,"A",,"R",120710,"A",,"G",134,"A",,"G",134,"A",,1
111762,"A",,"R",181260,"A",,"G",201,"A",,"G",201,"A",,1
111771,"A",,"R",216270,"A",,"G",240,"A",,"G",240,"A",,1
111799,"A",,"R",93360,"A",,"G",104,"A",,"G",104,"A",,1
111887,"R",364731,"R",93228,"A",,"G",12261,"A",,"G",12261,"A",,3
111896,"R",67729,"R",16014,"A",,"G",2275,"A",,"G",2275,"A",,3
111920,"R",220401,"R",100367,"A",,"G",7458,"A",,"G",7458,"A",,3
111939,"R",406487,"R",336397,"A",,"G",13923,"A",,"G",13923,"A",,3
111948,"R",113955,"A",,"R",26819,"G",3799,"G",1117,"G",3799,"G",1117,2
111966,"R",2100,"A",,"R",79,"G",70,"G",3,"R",70,"R",3,2
112075,"R",38999,"A",,"R",8054,"G",1300,"G",336,"R",1625,"R",447,2
112084,"R",14744,"A",,"R",691,"G",491,"G",29,"G",491,"G",29,2
112127,"A",,"A",,"R",786,"A",,"G",33,"A",,"G",33,-2
112172,"R",234958,"R",22926,"A",,"G",7857,"A",,"G",7857,"A",,3
112190,"R",452426,"R",1156123,"A",,"G",16365,"A",,"G",16365,"A",,3
112251,"A",,"A",,"R",25525,"A",,"G",1064,"A",,"R",1193,-2
112260,"R",34238,"A",,"A",,"G",1141,"A",,"G",1141,"A",,2
112288,"R",20153,"A",,"A",,"G",672,"A",,"G",672,"A",,2
112312,"R",4725,"R",0,"A",,"G",158,"A",,"G",158,"A",,3
112367,"A",,"R",191357,"A",,"G",213,"A",,"G",213,"A",,1
112385,"R",89126,"R",7105,"A",,"G",2979,"A",,"G",2979,"A",,3
112394,"R",7340,"A",,"A",,"G",245,"A",,"G",245,"A",,2
112446,"R",30850,"A",,"R",1142,"G",686,"G",32,"G",686,"G",32,2
112455,"A",,"R",97600,"A",,"G",108,"A",,"G",108,"A",,1
112516,"R",15252,"A",,"A",,"G",508,"A",,"G",508,"A",,2
112525,"A",,"A",,"R",10114,"A",,"G",421,"A",,"R",315,-2
112561,"R",47288,"R",2152,"A",,"G",1579,"A",,"G",1579,"A",,3
112570,"R",13440,"A",,"A",,"G",299,"A",,"G",299,"A",,2
112686,"R",103871,"R",138393,"A",,"G",3616,"A",,"G",3616,"A",,3
112783,"A",,"R",578728,"A",,"G",643,"A",,"G",643,"A",,1
112826,"R",111907,"R",210353,"A",,"G",3964,"A",,"G",3964,"A",,3
113096,"R",182628,"R",3688,"A",,"G",6092,"A",,"G",6092,"A",,3
113111,"R",92504,"R",4501,"A",,"G",3088,"A",,"G",3088,"A",,3
113193,"R",206014,"R",4032,"A",,"G",6872,"A",,"G",6872,"A",,3
113218,"R",105168,"R",62616,"A",,"G",3575,"A",,"G",3575,"A",,3
113227,"A",,"R",377313,"A",,"G",419,"A",,"R",483,"A",,1
113236,"R",246643,"R",637155,"A",,"G",8929,"A",,"G",8929,"A",,3
113333,"R",643517,"R",157735,"A",,"G",14476,"A",,"G",14476,"A",,3
113397,"A",,"R",246482,"A",,"G",274,"A",,"R",274,"A",,1
113537,"R",0,"R",23400,"R",782,"G",26,"G",33,"G",26,"R",17,3
113573,"R",127490,"R",14002,"A",,"G",4265,"A",,"G",4265,"A",,3
113582,"R",7579,"A",,"A",,"G",253,"A",,"R",253,"A",,2
113607,"R",241223,"A",,"R",20211,"G",8041,"G",842,"G",8041,"G",842,2
113634,"R",377903,"R",66512,"A",,"G",12671,"A",,"G",12671,"A",,3
113698,"R",39744,"A",,"R",10266,"G",1325,"G",428,"G",1325,"G",428,2
113704,"R",216,"A",,"R",967,"G",7,"G",40,"G",7,"G",40,2
113713,"R",7295,"A",,"A",,"G",243,"A",,"G",243,"A",,2
113856,"R",414518,"R",3324,"A",,"G",13821,"A",,"G",13821,"A",,3
113908,"R",70400,"A",,"A",,"G",2347,"A",,"G",2347,"A",,2
113980,"R",419512,"R",72492,"A",,"G",14064,"A",,"G",14064,"A",,3
114044,"A",,"R",63000,"A",,"G",70,"A",,"G",70,"A",,1
114062,"A",,"R",194976,"A",,"G",217,"A",,"R",238,"A",,1
114071,"A",,"R",224659,"A",,"G",250,"A",,"R",265,"A",,1
114080,"A",,"R",227604,"A",,"G",253,"A",,"R",259,"A",,1
114114,"Z",0,"A",,"R",4320,"A",,"G",120,"A",,"G",120,-2
