unitid,efalevel,line,section,lstudy,"xefrac01",efrace01,"xefrac02",efrace02,"xefrac03",efrace03,"xefrac04",efrace04,"xefrac05",efrace05,"xefrac06",efrace06,"xefrac07",efrace07,"xefrac08",efrace08,"xefrac09",efrace09,"xefrac10",efrace10,"xefrac11",efrace11,"xefrac12",efrace12,"xefrac13",efrace13,"xefrac14",efrace14,"xefrac15",efrace15,"xefrac16",efrace16,"xefrac17",efrace17,"xefrac18",efrace18,"xefrac19",efrace19,"xefrac20",efrace20,"xefrac21",efrace21,"xefrac22",efrace22,"xefrac23",efrace23,"xefrac24",efrace24
100663,25,3,1,1,"R",173,"R",115,"R",542,"R",1323,"R",15,"R",13,"R",88,"R",104,"R",31,"R",45,"R",1480,"R",1896,"R",57,"R",81,"R",2386,"R",3577,"R",288,"R",1865,"R",28,"R",192,"R",76,"R",3376,"R",138,"R",5963
100663,31,7,1,1,"R",1,"R",0,"R",26,"R",13,"R",0,"R",0,"R",1,"R",3,"R",1,"R",1,"R",56,"R",37,"R",1,"R",1,"R",86,"R",55,"R",1,"R",39,"R",0,"R",4,"R",2,"R",93,"R",2,"R",141
100663,32,11,1,3,"R",328,"R",185,"R",53,"R",184,"R",3,"R",4,"R",29,"R",37,"R",11,"R",12,"R",531,"R",794,"R",13,"R",21,"R",968,"R",1237,"R",513,"R",237,"R",7,"R",66,"R",23,"R",1325,"R",34,"R",2205
100663,36,9,1,2,"R",6,"R",1,"R",21,"R",40,"R",5,"R",2,"R",60,"R",56,"R",2,"R",5,"R",463,"R",321,"R",4,"R",0,"R",561,"R",425,"R",7,"R",61,"R",7,"R",116,"R",7,"R",784,"R",4,"R",986
100663,41,28,2,4,"R",109,"R",75,"R",339,"R",1012,"R",9,"R",9,"R",53,"R",76,"R",14,"R",35,"R",1487,"R",2110,"R",50,"R",65,"R",2061,"R",3382,"R",184,"R",1351,"R",18,"R",129,"R",49,"R",3597,"R",115,"R",5443
100663,42,22,2,1,"R",28,"R",31,"R",263,"R",678,"R",7,"R",6,"R",27,"R",45,"R",11,"R",23,"R",996,"R",1117,"R",42,"R",49,"R",1374,"R",1949,"R",59,"R",941,"R",13,"R",72,"R",34,"R",2113,"R",91,"R",3323
100663,43,20,2,1,"R",24,"R",24,"R",208,"R",602,"R",7,"R",6,"R",20,"R",34,"R",8,"R",16,"R",831,"R",954,"R",24,"R",41,"R",1122,"R",1677,"R",48,"R",810,"R",13,"R",54,"R",24,"R",1785,"R",65,"R",2799
100663,44,15,2,1,"R",1,"R",0,"R",11,"R",13,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",29,"R",29,"R",0,"R",3,"R",42,"R",47,"R",1,"R",24,"R",0,"R",3,"R",0,"R",58,"R",3,"R",89
100663,45,17,2,1,"R",23,"R",24,"R",197,"R",589,"R",7,"R",6,"R",19,"R",32,"R",8,"R",16,"R",802,"R",925,"R",24,"R",38,"R",1080,"R",1630,"R",47,"R",786,"R",13,"R",51,"R",24,"R",1727,"R",62,"R",2710
100663,51,21,2,1,"R",4,"R",7,"R",55,"R",76,"R",0,"R",0,"R",7,"R",11,"R",3,"R",7,"R",165,"R",163,"R",18,"R",8,"R",252,"R",272,"R",11,"R",131,"R",0,"R",18,"R",10,"R",328,"R",26,"R",524
100663,52,25,2,3,"R",81,"R",44,"R",76,"R",334,"R",2,"R",3,"R",26,"R",31,"R",3,"R",12,"R",491,"R",993,"R",8,"R",16,"R",687,"R",1433,"R",125,"R",410,"R",5,"R",57,"R",15,"R",1484,"R",24,"R",2120
100690,1,29,3,4,"R",0,"R",0,"R",92,"R",93,"R",0,"R",1,"R",3,"R",0,"R",8,"R",5,"R",257,"R",171,"R",7,"R",18,"R",367,"R",288,"R",0,"R",185,"R",1,"R",3,"R",13,"R",428,"R",25,"R",655
100690,2,99,3,2,"Z",0,"Z",0,"R",42,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",4,"R",131,"R",92,"R",7,"R",18,"R",183,"R",153,"Z",0,"R",81,"Z",0,"Z",0,"R",7,"R",223,"R",25,"R",336
100690,3,99,3,2,"Z",0,"Z",0,"R",42,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",4,"R",131,"R",92,"R",7,"R",18,"R",183,"R",153,"Z",0,"R",81,"Z",0,"Z",0,"R",7,"R",223,"R",25,"R",336
100690,4,99,3,2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",2
100690,5,99,3,2,"Z",0,"Z",0,"R",41,"R",39,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",4,"R",130,"R",92,"R",7,"R",18,"R",181,"R",153,"Z",0,"R",80,"Z",0,"Z",0,"R",7,"R",222,"R",25,"R",334
100690,12,99,3,2,"Z",0,"Z",0,"R",28,"R",46,"Z",0,"R",1,"R",3,"Z",0,"R",5,"R",1,"R",98,"R",66,"Z",0,"Z",0,"R",134,"R",114,"Z",0,"R",74,"R",1,"R",3,"R",6,"R",164,"Z",0,"R",248
100690,16,99,3,3,"Z",0,"Z",0,"R",22,"R",8,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",13,"Z",0,"Z",0,"R",50,"R",21,"Z",0,"R",30,"Z",0,"Z",0,"Z",0,"R",41,"Z",0,"R",71
100690,21,14,1,4,"R",0,"R",0,"R",71,"R",69,"R",0,"R",0,"R",2,"R",0,"R",7,"R",5,"R",182,"R",126,"R",7,"R",18,"R",269,"R",218,"R",0,"R",140,"R",0,"R",2,"R",12,"R",308,"R",25,"R",487
100690,22,8,1,1,"R",0,"R",0,"R",41,"R",38,"R",0,"R",0,"R",0,"R",0,"R",3,"R",4,"R",128,"R",90,"R",7,"R",18,"R",179,"R",150,"R",0,"R",79,"R",0,"R",0,"R",7,"R",218,"R",25,"R",329
100690,23,6,1,1,"R",0,"R",0,"R",41,"R",38,"R",0,"R",0,"R",0,"R",0,"R",3,"R",4,"R",128,"R",90,"R",7,"R",18,"R",179,"R",150,"R",0,"R",79,"R",0,"R",0,"R",7,"R",218,"R",25,"R",329
100690,24,1,1,1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",2,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2
100690,25,3,1,1,"R",0,"R",0,"R",40,"R",38,"R",0,"R",0,"R",0,"R",0,"R",3,"R",4,"R",127,"R",90,"R",7,"R",18,"R",177,"R",150,"R",0,"R",78,"R",0,"R",0,"R",7,"R",217,"R",25,"R",327
100690,32,11,1,3,"R",0,"R",0,"R",15,"R",29,"R",0,"R",0,"R",2,"R",0,"R",4,"R",1,"R",45,"R",34,"R",0,"R",0,"R",66,"R",64,"R",0,"R",44,"R",0,"R",2,"R",5,"R",79,"R",0,"R",130
100690,36,9,1,2,"R",0,"R",0,"R",15,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",2,"R",0,"R",0,"R",24,"R",4,"R",0,"R",17,"R",0,"R",0,"R",0,"R",11,"R",0,"R",28
100690,41,28,2,4,"R",0,"R",0,"R",21,"R",24,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",75,"R",45,"R",0,"R",0,"R",98,"R",70,"R",0,"R",45,"R",1,"R",1,"R",1,"R",120,"R",0,"R",168
100690,42,22,2,1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",0,"R",0,"R",4,"R",3,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",7
100690,43,20,2,1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",0,"R",0,"R",4,"R",3,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",7
100690,45,17,2,1,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2,"R",0,"R",0,"R",4,"R",3,"R",0,"R",2,"R",0,"R",0,"R",0,"R",5,"R",0,"R",7
100690,52,25,2,3,"R",0,"R",0,"R",13,"R",17,"R",0,"R",1,"R",1,"R",0,"R",1,"R",0,"R",53,"R",32,"R",0,"R",0,"R",68,"R",50,"R",0,"R",30,"R",1,"R",1,"R",1,"R",85,"R",0,"R",118
100690,56,23,2,2,"R",0,"R",0,"R",7,"R",6,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19,"R",11,"R",0,"R",0,"R",26,"R",17,"R",0,"R",13,"R",0,"R",0,"R",0,"R",30,"R",0,"R",43
100706,1,29,3,4,"R",360,"R",150,"R",299,"R",576,"R",53,"R",50,"R",143,"R",118,"R",64,"R",75,"R",2711,"R",2326,"R",65,"R",61,"R",3695,"R",3356,"R",510,"R",875,"R",103,"R",261,"R",139,"R",5037,"R",126,"R",7051
100706,2,99,3,2,"R",114,"R",60,"R",260,"R",517,"R",49,"R",39,"R",114,"R",102,"R",57,"R",63,"R",2123,"R",1871,"R",57,"R",55,"R",2774,"R",2707,"R",174,"R",777,"R",88,"R",216,"R",120,"R",3994,"R",112,"R",5481
100706,3,99,3,2,"R",102,"R",46,"R",229,"R",478,"R",48,"R",38,"R",97,"R",90,"R",55,"R",56,"R",1970,"R",1743,"R",7,"R",7,"R",2508,"R",2458,"R",148,"R",707,"R",86,"R",187,"R",111,"R",3713,"R",14,"R",4966
100706,4,99,3,2,"R",11,"Z",0,"R",27,"R",61,"R",7,"R",5,"R",18,"R",15,"R",6,"R",7,"R",344,"R",296,"R",1,"Z",0,"R",414,"R",384,"R",11,"R",88,"R",12,"R",33,"R",13,"R",640,"R",1,"R",798
100706,5,99,3,2,"R",91,"R",46,"R",202,"R",417,"R",41,"R",33,"R",79,"R",75,"R",49,"R",49,"R",1626,"R",1447,"R",6,"R",7,"R",2094,"R",2074,"R",137,"R",619,"R",74,"R",154,"R",98,"R",3073,"R",13,"R",4168
100706,11,99,3,2,"R",12,"R",14,"R",31,"R",39,"R",1,"R",1,"R",17,"R",12,"R",2,"R",7,"R",153,"R",128,"R",50,"R",48,"R",266,"R",249,"R",26,"R",70,"R",2,"R",29,"R",9,"R",281,"R",98,"R",515
100706,12,99,3,2,"R",246,"R",90,"R",39,"R",59,"R",4,"R",11,"R",29,"R",16,"R",7,"R",12,"R",588,"R",455,"R",8,"R",6,"R",921,"R",649,"R",336,"R",98,"R",15,"R",45,"R",19,"R",1043,"R",14,"R",1570
100706,21,14,1,4,"R",306,"R",120,"R",201,"R",397,"R",45,"R",34,"R",76,"R",78,"R",42,"R",38,"R",1659,"R",1495,"R",11,"R",6,"R",2340,"R",2168,"R",426,"R",598,"R",79,"R",154,"R",80,"R",3154,"R",17,"R",4508
100706,22,8,1,1,"R",100,"R",44,"R",185,"R",375,"R",43,"R",27,"R",70,"R",73,"R",40,"R",35,"R",1541,"R",1334,"R",5,"R",1,"R",1984,"R",1889,"R",144,"R",560,"R",70,"R",143,"R",75,"R",2875,"R",6,"R",3873
100706,23,6,1,1,"R",96,"R",41,"R",168,"R",356,"R",43,"R",27,"R",69,"R",72,"R",40,"R",35,"R",1499,"R",1310,"R",5,"R",1,"R",1920,"R",1842,"R",137,"R",524,"R",70,"R",141,"R",75,"R",2809,"R",6,"R",3762
100706,24,1,1,1,"R",11,"R",0,"R",25,"R",60,"R",6,"R",4,"R",18,"R",14,"R",6,"R",7,"R",335,"R",287,"R",1,"R",0,"R",402,"R",372,"R",11,"R",85,"R",10,"R",32,"R",13,"R",622,"R",1,"R",774
100706,25,3,1,1,"R",85,"R",41,"R",143,"R",296,"R",37,"R",23,"R",51,"R",58,"R",34,"R",28,"R",1164,"R",1023,"R",4,"R",1,"R",1518,"R",1470,"R",126,"R",439,"R",60,"R",109,"R",62,"R",2187,"R",5,"R",2988
100706,31,7,1,1,"R",4,"R",3,"R",17,"R",19,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",42,"R",24,"R",0,"R",0,"R",64,"R",47,"R",7,"R",36,"R",0,"R",2,"R",0,"R",66,"R",0,"R",111
100706,32,11,1,3,"R",206,"R",76,"R",16,"R",22,"R",2,"R",7,"R",6,"R",5,"R",2,"R",3,"R",118,"R",161,"R",6,"R",5,"R",356,"R",279,"R",282,"R",38,"R",9,"R",11,"R",5,"R",279,"R",11,"R",635
100706,41,28,2,4,"R",54,"R",30,"R",98,"R",179,"R",8,"R",16,"R",67,"R",40,"R",22,"R",37,"R",1052,"R",831,"R",54,"R",55,"R",1355,"R",1188,"R",84,"R",277,"R",24,"R",107,"R",59,"R",1883,"R",109,"R",2543
100706,42,22,2,1,"R",14,"R",16,"R",75,"R",142,"R",6,"R",12,"R",44,"R",29,"R",17,"R",28,"R",582,"R",537,"R",52,"R",54,"R",790,"R",818,"R",30,"R",217,"R",18,"R",73,"R",45,"R",1119,"R",106,"R",1608
100706,43,20,2,1,"R",6,"R",5,"R",61,"R",122,"R",5,"R",11,"R",28,"R",18,"R",15,"R",21,"R",471,"R",433,"R",2,"R",6,"R",588,"R",616,"R",11,"R",183,"R",16,"R",46,"R",36,"R",904,"R",8,"R",1204
100706,44,15,2,1,"R",0,"R",0,"R",2,"R",1,"R",1,"R",1,"R",0,"R",1,"R",0,"R",0,"R",9,"R",9,"R",0,"R",0,"R",12,"R",12,"R",0,"R",3,"R",2,"R",1,"R",0,"R",18,"R",0,"R",24
100706,45,17,2,1,"R",6,"R",5,"R",59,"R",121,"R",4,"R",10,"R",28,"R",17,"R",15,"R",21,"R",462,"R",424,"R",2,"R",6,"R",576,"R",604,"R",11,"R",180,"R",14,"R",45,"R",36,"R",886,"R",8,"R",1180
100706,51,21,2,1,"R",8,"R",11,"R",14,"R",20,"R",1,"R",1,"R",16,"R",11,"R",2,"R",7,"R",111,"R",104,"R",50,"R",48,"R",202,"R",202,"R",19,"R",34,"R",2,"R",27,"R",9,"R",215,"R",98,"R",404
100706,52,25,2,3,"R",40,"R",14,"R",23,"R",37,"R",2,"R",4,"R",23,"R",11,"R",5,"R",9,"R",470,"R",294,"R",2,"R",1,"R",565,"R",370,"R",54,"R",60,"R",6,"R",34,"R",14,"R",764,"R",3,"R",935
100724,1,29,3,4,"R",5,"R",17,"R",2141,"R",3355,"R",0,"R",2,"R",3,"R",2,"R",4,"R",11,"R",124,"R",309,"R",21,"R",30,"R",2298,"R",3726,"R",22,"R",5496,"R",2,"R",5,"R",15,"R",433,"R",51,"R",6024
100724,2,99,3,2,"R",4,"R",12,"R",1972,"R",2821,"Z",0,"R",1,"R",2,"Z",0,"R",4,"R",7,"R",65,"R",89,"R",17,"R",26,"R",2064,"R",2956,"R",16,"R",4793,"R",1,"R",2,"R",11,"R",154,"R",43,"R",5020
100724,3,99,3,2,"R",4,"R",11,"R",1960,"R",2785,"Z",0,"R",1,"R",2,"Z",0,"R",4,"R",7,"R",56,"R",78,"R",16,"R",17,"R",2042,"R",2899,"R",15,"R",4745,"R",1,"R",2,"R",11,"R",134,"R",33,"R",4941
100724,4,99,3,2,"Z",0,"R",2,"R",560,"R",653,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",2,"R",7,"R",11,"R",6,"R",7,"R",574,"R",675,"R",2,"R",1213,"Z",0,"R",1,"R",2,"R",18,"R",13,"R",1249
100724,5,99,3,2,"R",4,"R",9,"R",1400,"R",2132,"Z",0,"R",1,"R",1,"Z",0,"R",4,"R",5,"R",49,"R",67,"R",10,"R",10,"R",1468,"R",2224,"R",13,"R",3532,"R",1,"R",1,"R",9,"R",116,"R",20,"R",3692
100724,11,99,3,2,"Z",0,"R",1,"R",12,"R",36,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",11,"R",1,"R",9,"R",22,"R",57,"R",1,"R",48,"Z",0,"Z",0,"Z",0,"R",20,"R",10,"R",79
100724,12,99,3,2,"R",1,"R",5,"R",169,"R",534,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",4,"R",59,"R",220,"R",4,"R",4,"R",234,"R",770,"R",6,"R",703,"R",1,"R",3,"R",4,"R",279,"R",8,"R",1004
100724,21,14,1,4,"R",4,"R",12,"R",1751,"R",2515,"R",0,"R",1,"R",1,"R",1,"R",3,"R",8,"R",55,"R",89,"R",17,"R",14,"R",1831,"R",2640,"R",16,"R",4266,"R",1,"R",2,"R",11,"R",144,"R",31,"R",4471
100724,22,8,1,1,"R",4,"R",10,"R",1708,"R",2400,"R",0,"R",1,"R",1,"R",0,"R",3,"R",6,"R",42,"R",52,"R",14,"R",13,"R",1772,"R",2482,"R",14,"R",4108,"R",1,"R",1,"R",9,"R",94,"R",27,"R",4254
100724,23,6,1,1,"R",4,"R",9,"R",1706,"R",2396,"R",0,"R",1,"R",1,"R",0,"R",3,"R",6,"R",42,"R",51,"R",14,"R",13,"R",1770,"R",2476,"R",13,"R",4102,"R",1,"R",1,"R",9,"R",93,"R",27,"R",4246
100724,24,1,1,1,"R",0,"R",2,"R",527,"R",631,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",6,"R",9,"R",5,"R",6,"R",538,"R",649,"R",2,"R",1158,"R",0,"R",0,"R",1,"R",15,"R",11,"R",1187
100724,25,3,1,1,"R",4,"R",7,"R",1179,"R",1765,"R",0,"R",1,"R",1,"R",0,"R",3,"R",5,"R",36,"R",42,"R",9,"R",7,"R",1232,"R",1827,"R",11,"R",2944,"R",1,"R",1,"R",8,"R",78,"R",16,"R",3059
100724,31,7,1,1,"R",0,"R",1,"R",2,"R",4,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",2,"R",6,"R",1,"R",6,"R",0,"R",0,"R",0,"R",1,"R",0,"R",8
100724,32,11,1,3,"R",0,"R",2,"R",43,"R",115,"R",0,"R",0,"R",0,"R",1,"R",0,"R",2,"R",13,"R",37,"R",3,"R",1,"R",59,"R",158,"R",2,"R",158,"R",0,"R",1,"R",2,"R",50,"R",4,"R",217
