UNITID,EFFYLEV,LSTUDY,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEYNRALT,EFYNRALT,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XEYUNKNT,EFYUNKNT,XEYTOTLT,EFYTOTLT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEFYHIST,EFYHISPT,XEFYAIAT,EFYAIANT,XEFYASIT,EFYASIAT,XEFYBKAT,EFYBKAAT,XEFYNHPT,EFYNHPIT,XEFYWHIT,EFYWHITT,XEFY2MOT,EFY2MORT,XDVEYAIT,DVEYAIT,XDVEYAIM,DVEYAIM,XDVEYAIW,DVEYAIW,XDVEYAPT,DVEYAPT,XDVEYAPM,DVEYAPM,XDVEYAPW,DVEYAPW,XDVEYBKT,DVEYBKT,XDVEYBKM,DVEYBKM,XDVEYBKW,DVEYBKW,XDVEYHST,DVEYHST,XDVEYHSM,DVEYHSM,XDVEYHSW,DVEYHSW,XDVEYWHT,DVEYWHT,XDVEYWHM,DVEYWHM,XDVEYWHW,DVEYWHW 
100654,1,999,"R",71,"R",51,"R",2533,"R",3028,"R",8,"R",7,"R",12,"R",17,"R",13,"R",19,"R",152,"R",230,"R",11,"R",21,"R",2800,"R",3373,"R",122,"R",5561,"R",15,"R",29,"R",32,"R",382,"R",32,"R",6173,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",15,"R",8,"R",7,"R",29,"R",12,"R",17,"R",5561,"R",2533,"R",3028,"R",32,"R",13,"R",19,"R",382,"R",152,"R",230
100654,2,  1,"R",28,"R",23,"R",2319,"R",2509,"R",7,"R",5,"R",6,"R",10,"R",13,"R",15,"R",93,"R",63,"R",8,"R",9,"R",2474,"R",2634,"R",51,"R",4828,"R",12,"R",16,"R",28,"R",156,"R",17,"R",5108,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12,"R",7,"R",5,"R",16,"R",6,"R",10,"R",4828,"R",2319,"R",2509,"R",28,"R",13,"R",15,"R",156,"R",93,"R",63
100654,4,  3,"R",43,"R",28,"R",214,"R",519,"R",1,"R",2,"R",6,"R",7,"R",0,"R",4,"R",59,"R",167,"R",3,"R",12,"R",326,"R",739,"R",71,"R",733,"R",3,"R",13,"R",4,"R",226,"R",15,"R",1065,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",1,"R",2,"R",13,"R",6,"R",7,"R",733,"R",214,"R",519,"R",4,"R",0,"R",4,"R",226,"R",59,"R",167
100663,1,999,"R",460,"R",361,"R",1247,"R",3156,"R",32,"R",57,"R",365,"R",491,"R",119,"R",223,"R",5490,"R",7557,"R",385,"R",452,"R",8098,"R",12297,"R",821,"R",4403,"R",89,"R",856,"R",342,"R",13047,"R",837,"R",20395,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",89,"R",32,"R",57,"R",856,"R",365,"R",491,"R",4403,"R",1247,"R",3156,"R",342,"R",119,"R",223,"R",13047,"R",5490,"R",7557
100663,2,  1,"R",138,"R",147,"R",1031,"R",2335,"R",22,"R",32,"R",231,"R",287,"R",83,"R",141,"R",3562,"R",4064,"R",301,"R",299,"R",5368,"R",7305,"R",285,"R",3366,"R",54,"R",518,"R",224,"R",7626,"R",600,"R",12673,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",54,"R",22,"R",32,"R",518,"R",231,"R",287,"R",3366,"R",1031,"R",2335,"R",224,"R",83,"R",141,"R",7626,"R",3562,"R",4064
100663,4,  3,"R",322,"R",214,"R",216,"R",821,"R",10,"R",25,"R",134,"R",204,"R",36,"R",82,"R",1928,"R",3493,"R",84,"R",153,"R",2730,"R",4992,"R",536,"R",1037,"R",35,"R",338,"R",118,"R",5421,"R",237,"R",7722,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",10,"R",25,"R",338,"R",134,"R",204,"R",1037,"R",216,"R",821,"R",118,"R",36,"R",82,"R",5421,"R",1928,"R",3493
100690,1,999,"Z",0,"Z",0,"R",155,"R",277,"R",2,"R",3,"R",4,"R",6,"R",23,"R",14,"R",275,"R",214,"R",57,"R",67,"R",516,"R",581,"Z",0,"R",432,"R",5,"R",10,"R",37,"R",489,"R",124,"R",1097,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",2,"R",3,"R",10,"R",4,"R",6,"R",432,"R",155,"R",277,"R",37,"R",23,"R",14,"R",489,"R",275,"R",214
100690,2,  1,"Z",0,"Z",0,"R",80,"R",122,"R",2,"R",1,"R",2,"R",5,"R",17,"R",8,"R",168,"R",107,"R",24,"R",34,"R",293,"R",277,"Z",0,"R",202,"R",3,"R",7,"R",25,"R",275,"R",58,"R",570,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",2,"R",1,"R",7,"R",2,"R",5,"R",202,"R",80,"R",122,"R",25,"R",17,"R",8,"R",275,"R",168,"R",107
100690,4,  3,"Z",0,"Z",0,"R",75,"R",155,"Z",0,"R",2,"R",2,"R",1,"R",6,"R",6,"R",107,"R",107,"R",33,"R",33,"R",223,"R",304,"Z",0,"R",230,"R",2,"R",3,"R",12,"R",214,"R",66,"R",527,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"Z",0,"R",2,"R",3,"R",2,"R",1,"R",230,"R",75,"R",155,"R",12,"R",6,"R",6,"R",214,"R",107,"R",107
100706,1,999,"R",344,"R",173,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",81,"R",62,"R",4986,"R",4116,"R",517,"A",,"A",,"A",,"A",,"A",,"R",143,"R",9102,"R",95,"R",95,"R",69,"R",70,"R",147,"R",141,"R",436,"R",770,"R",1,"R",0,"R",3757,"R",2757,"R",56,"R",48,"R",190,"R",139,"R",288,"R",1206,"R",1,"R",6514,"R",104,"R",139,"R",69,"R",70,"R",289,"R",148,"R",141,"R",1206,"R",436,"R",770,"R",190,"R",95,"R",95,"R",6514,"R",3757,"R",2757
100706,2,  1,"R",178,"R",96,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",65,"R",53,"R",3802,"R",3392,"R",274,"A",,"A",,"A",,"A",,"A",,"R",118,"R",7194,"R",84,"R",85,"R",61,"R",56,"R",110,"R",119,"R",373,"R",684,"R",1,"R",0,"R",2875,"R",2254,"R",55,"R",45,"R",169,"R",117,"R",229,"R",1057,"R",1,"R",5129,"R",100,"R",117,"R",61,"R",56,"R",230,"R",111,"R",119,"R",1057,"R",373,"R",684,"R",169,"R",84,"R",85,"R",5129,"R",2875,"R",2254
100706,4,  3,"R",166,"R",77,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",9,"R",1184,"R",724,"R",243,"A",,"A",,"A",,"A",,"A",,"R",25,"R",1908,"R",11,"R",10,"R",8,"R",14,"R",37,"R",22,"R",63,"R",86,"R",0,"R",0,"R",882,"R",503,"R",1,"R",3,"R",21,"R",22,"R",59,"R",149,"R",0,"R",1385,"R",4,"R",22,"R",8,"R",14,"R",59,"R",37,"R",22,"R",149,"R",63,"R",86,"R",21,"R",11,"R",10,"R",1385,"R",882,"R",503
100724,1,999,"R",16,"R",17,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",30,"R",2579,"R",4046,"R",33,"A",,"A",,"A",,"A",,"A",,"R",51,"R",6625,"R",10,"R",11,"R",4,"Z",0,"R",2,"R",7,"R",2449,"R",3853,"Z",0,"R",3,"R",77,"R",125,"Z",0,"Z",0,"R",21,"R",4,"R",9,"R",6302,"R",3,"R",202,"Z",0,"R",4,"R",4,"Z",0,"R",12,"R",2,"R",10,"R",6302,"R",2449,"R",3853,"R",21,"R",10,"R",11,"R",202,"R",77,"R",125
100724,2,  1,"R",13,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",27,"R",2271,"R",3222,"R",22,"A",,"A",,"A",,"A",,"A",,"R",46,"R",5493,"R",7,"R",8,"R",3,"Z",0,"Z",0,"R",1,"R",2200,"R",3142,"Z",0,"R",3,"R",29,"R",32,"Z",0,"Z",0,"R",15,"R",3,"R",1,"R",5342,"R",3,"R",61,"Z",0,"R",3,"R",3,"Z",0,"R",4,"Z",0,"R",4,"R",5342,"R",2200,"R",3142,"R",15,"R",7,"R",8,"R",61,"R",29,"R",32
100724,4,  3,"R",3,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",3,"R",308,"R",824,"R",11,"A",,"A",,"A",,"A",,"A",,"R",5,"R",1132,"R",3,"R",3,"R",1,"Z",0,"R",2,"R",6,"R",249,"R",711,"Z",0,"Z",0,"R",48,"R",93,"Z",0,"Z",0,"R",6,"R",1,"R",8,"R",960,"Z",0,"R",141,"Z",0,"R",1,"R",1,"Z",0,"R",8,"R",2,"R",6,"R",960,"R",249,"R",711,"R",6,"R",3,"R",3,"R",141,"R",48,"R",93
100751,1,999,"R",542,"R",417,"R",1376,"R",2370,"R",86,"R",92,"R",195,"R",188,"R",303,"R",348,"R",11844,"R",12781,"R",36,"R",35,"R",14382,"R",16231,"R",959,"R",3746,"R",178,"R",383,"R",651,"R",24625,"R",71,"R",30613,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",178,"R",86,"R",92,"R",383,"R",195,"R",188,"R",3746,"R",1376,"R",2370,"R",651,"R",303,"R",348,"R",24625,"R",11844,"R",12781
100751,2,  1,"R",237,"R",213,"R",1199,"R",1859,"R",73,"R",70,"R",152,"R",129,"R",260,"R",289,"R",10051,"R",10400,"R",16,"R",17,"R",11988,"R",12977,"R",450,"R",3058,"R",143,"R",281,"R",549,"R",20451,"R",33,"R",24965,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",143,"R",73,"R",70,"R",281,"R",152,"R",129,"R",3058,"R",1199,"R",1859,"R",549,"R",260,"R",289,"R",20451,"R",10051,"R",10400
100751,4,  3,"R",305,"R",204,"R",177,"R",511,"R",13,"R",22,"R",43,"R",59,"R",43,"R",59,"R",1793,"R",2381,"R",20,"R",18,"R",2394,"R",3254,"R",509,"R",688,"R",35,"R",102,"R",102,"R",4174,"R",38,"R",5648,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",13,"R",22,"R",102,"R",43,"R",59,"R",688,"R",177,"R",511,"R",102,"R",43,"R",59,"R",4174,"R",1793,"R",2381
100760,1,999,"Z",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",14,"R",1175,"R",2248,"R",1,"A",,"A",,"A",,"A",,"A",,"R",22,"R",3423,"R",7,"R",14,"R",5,"R",7,"R",5,"R",3,"R",245,"R",743,"Z",0,"Z",0,"R",905,"R",1466,"Z",0,"Z",0,"R",21,"R",12,"R",8,"R",988,"Z",0,"R",2371,"Z",0,"R",12,"R",5,"R",7,"R",8,"R",5,"R",3,"R",988,"R",245,"R",743,"R",21,"R",7,"R",14,"R",2371,"R",905,"R",1466
100760,2,  1,"Z",0,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",14,"R",1175,"R",2248,"R",1,"A",,"A",,"A",,"A",,"A",,"R",22,"R",3423,"R",7,"R",14,"R",5,"R",7,"R",5,"R",3,"R",245,"R",743,"Z",0,"Z",0,"R",905,"R",1466,"Z",0,"Z",0,"R",21,"R",12,"R",8,"R",988,"Z",0,"R",2371,"Z",0,"R",12,"R",5,"R",7,"R",8,"R",5,"R",3,"R",988,"R",245,"R",743,"R",21,"R",7,"R",14,"R",2371,"R",905,"R",1466
100812,1,999,"R",3,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",47,"R",1741,"R",3177,"R",8,"A",,"A",,"A",,"A",,"A",,"R",96,"R",4918,"R",27,"R",28,"R",42,"R",85,"R",20,"R",37,"R",176,"R",459,"R",0,"R",0,"R",1416,"R",2500,"R",8,"R",16,"R",55,"R",127,"R",57,"R",635,"R",0,"R",3916,"R",24,"R",127,"R",42,"R",85,"R",57,"R",20,"R",37,"R",635,"R",176,"R",459,"R",55,"R",27,"R",28,"R",3916,"R",1416,"R",2500
100812,2,  1,"R",3,"R",5,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",49,"R",47,"R",1741,"R",3177,"R",8,"A",,"A",,"A",,"A",,"A",,"R",96,"R",4918,"R",27,"R",28,"R",42,"R",85,"R",20,"R",37,"R",176,"R",459,"R",0,"R",0,"R",1416,"R",2500,"R",8,"R",16,"R",55,"R",127,"R",57,"R",635,"R",0,"R",3916,"R",24,"R",127,"R",42,"R",85,"R",57,"R",20,"R",37,"R",635,"R",176,"R",459,"R",55,"R",27,"R",28,"R",3916,"R",1416,"R",2500
100830,1,999,"R",100,"R",96,"R",626,"R",1779,"R",15,"R",17,"R",54,"R",69,"R",41,"R",56,"R",1698,"R",2386,"R",99,"R",191,"R",2633,"R",4594,"R",196,"R",2405,"R",32,"R",123,"R",97,"R",4084,"R",290,"R",7227,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",15,"R",17,"R",123,"R",54,"R",69,"R",2405,"R",626,"R",1779,"R",97,"R",41,"R",56,"R",4084,"R",1698,"R",2386
100830,2,  1,"R",84,"R",86,"R",532,"R",1384,"R",13,"R",14,"R",41,"R",56,"R",33,"R",50,"R",1451,"R",1936,"R",91,"R",170,"R",2245,"R",3696,"R",170,"R",1916,"R",27,"R",97,"R",83,"R",3387,"R",261,"R",5941,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",27,"R",13,"R",14,"R",97,"R",41,"R",56,"R",1916,"R",532,"R",1384,"R",83,"R",33,"R",50,"R",3387,"R",1451,"R",1936
100830,4,  3,"R",16,"R",10,"R",94,"R",395,"R",2,"R",3,"R",13,"R",13,"R",8,"R",6,"R",247,"R",450,"R",8,"R",21,"R",388,"R",898,"R",26,"R",489,"R",5,"R",26,"R",14,"R",697,"R",29,"R",1286,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",2,"R",3,"R",26,"R",13,"R",13,"R",489,"R",94,"R",395,"R",14,"R",8,"R",6,"R",697,"R",247,"R",450
100858,1,999,"R",720,"R",361,"R",944,"R",1240,"R",79,"R",79,"R",283,"R",244,"R",273,"R",287,"R",11185,"R",10478,"R",164,"R",127,"R",13648,"R",12816,"R",1081,"R",2184,"R",158,"R",527,"R",560,"R",21663,"R",291,"R",26464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",158,"R",79,"R",79,"R",527,"R",283,"R",244,"R",2184,"R",944,"R",1240,"R",560,"R",273,"R",287,"R",21663,"R",11185,"R",10478
100858,2,  1,"R",90,"R",63,"R",798,"R",938,"R",63,"R",71,"R",222,"R",162,"R",222,"R",241,"R",9453,"R",8506,"R",117,"R",93,"R",10965,"R",10074,"R",153,"R",1736,"R",134,"R",384,"R",463,"R",17959,"R",210,"R",21039,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",63,"R",71,"R",384,"R",222,"R",162,"R",1736,"R",798,"R",938,"R",463,"R",222,"R",241,"R",17959,"R",9453,"R",8506
100858,4,  3,"R",630,"R",298,"R",146,"R",302,"R",16,"R",8,"R",61,"R",82,"R",51,"R",46,"R",1732,"R",1972,"R",47,"R",34,"R",2683,"R",2742,"R",928,"R",448,"R",24,"R",143,"R",97,"R",3704,"R",81,"R",5425,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",16,"R",8,"R",143,"R",61,"R",82,"R",448,"R",146,"R",302,"R",97,"R",51,"R",46,"R",3704,"R",1732,"R",1972
100937,1,999,"R",2,"R",2,"R",65,"R",81,"R",5,"R",5,"R",25,"R",38,"R",16,"R",22,"R",670,"R",642,"R",20,"R",18,"R",803,"R",808,"R",4,"R",146,"R",10,"R",63,"R",38,"R",1312,"R",38,"R",1611,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",5,"R",5,"R",63,"R",25,"R",38,"R",146,"R",65,"R",81,"R",38,"R",16,"R",22,"R",1312,"R",670,"R",642
100937,2,  1,"R",2,"R",2,"R",61,"R",75,"R",5,"R",5,"R",25,"R",37,"R",16,"R",12,"R",653,"R",636,"R",19,"R",18,"R",781,"R",785,"R",4,"R",136,"R",10,"R",62,"R",28,"R",1289,"R",37,"R",1566,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",10,"R",5,"R",5,"R",62,"R",25,"R",37,"R",136,"R",61,"R",75,"R",28,"R",16,"R",12,"R",1289,"R",653,"R",636
100937,4,  3,"Z",0,"Z",0,"R",4,"R",6,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",10,"R",17,"R",6,"R",1,"Z",0,"R",22,"R",23,"Z",0,"R",10,"Z",0,"R",1,"R",10,"R",23,"R",1,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",10,"R",4,"R",6,"R",10,"Z",0,"R",10,"R",23,"R",17,"R",6
101028,1,999,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",37,"R",919,"R",1818,"R",0,"A",,"A",,"A",,"A",,"A",,"R",51,"R",2737,"R",35,"R",57,"R",7,"R",7,"R",14,"R",10,"R",323,"R",871,"R",3,"R",7,"R",512,"R",817,"R",11,"R",12,"R",92,"R",14,"R",24,"R",1194,"R",10,"R",1329,"R",23,"R",14,"R",7,"R",7,"R",34,"R",17,"R",17,"R",1194,"R",323,"R",871,"R",92,"R",35,"R",57,"R",1329,"R",512,"R",817
101028,2,  1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",37,"R",919,"R",1818,"R",0,"A",,"A",,"A",,"A",,"A",,"R",51,"R",2737,"R",35,"R",57,"R",7,"R",7,"R",14,"R",10,"R",323,"R",871,"R",3,"R",7,"R",512,"R",817,"R",11,"R",12,"R",92,"R",14,"R",24,"R",1194,"R",10,"R",1329,"R",23,"R",14,"R",7,"R",7,"R",34,"R",17,"R",17,"R",1194,"R",323,"R",871,"R",92,"R",35,"R",57,"R",1329,"R",512,"R",817
101073,1,999,"R",17,"R",5,"R",377,"R",303,"Z",0,"Z",0,"R",1,"Z",0,"R",12,"R",1,"R",8,"R",4,"Z",0,"Z",0,"R",415,"R",313,"R",22,"R",680,"Z",0,"R",1,"R",13,"R",12,"Z",0,"R",728,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",680,"R",377,"R",303,"R",13,"R",12,"R",1,"R",12,"R",8,"R",4
101073,2,  1,"R",17,"R",5,"R",377,"R",303,"Z",0,"Z",0,"R",1,"Z",0,"R",12,"R",1,"R",8,"R",4,"Z",0,"Z",0,"R",415,"R",313,"R",22,"R",680,"Z",0,"R",1,"R",13,"R",12,"Z",0,"R",728,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",680,"R",377,"R",303,"R",13,"R",12,"R",1,"R",12,"R",8,"R",4
101116,1,999,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",261,"R",812,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",1073,"R",4,"R",6,"R",1,"R",1,"R",2,"R",7,"R",175,"R",589,"Z",0,"Z",0,"R",78,"R",204,"R",1,"R",5,"R",10,"R",2,"R",9,"R",764,"Z",0,"R",282,"R",6,"R",2,"R",1,"R",1,"R",9,"R",2,"R",7,"R",764,"R",175,"R",589,"R",10,"R",4,"R",6,"R",282,"R",78,"R",204
101116,2,  1,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",250,"R",752,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",1002,"R",4,"R",6,"R",1,"R",1,"R",1,"R",7,"R",168,"R",541,"Z",0,"Z",0,"R",75,"R",192,"R",1,"R",5,"R",10,"R",2,"R",8,"R",709,"Z",0,"R",267,"R",6,"R",2,"R",1,"R",1,"R",8,"R",1,"R",7,"R",709,"R",168,"R",541,"R",10,"R",4,"R",6,"R",267,"R",75,"R",192
101116,4,  3,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",11,"R",60,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",71,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",7,"R",48,"Z",0,"Z",0,"R",3,"R",12,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",55,"Z",0,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",55,"R",7,"R",48,"Z",0,"Z",0,"Z",0,"R",15,"R",3,"R",12
101143,1,999,"R",5,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",31,"R",2414,"R",1698,"R",6,"A",,"A",,"A",,"A",,"A",,"R",99,"R",4112,"R",83,"R",97,"R",18,"R",21,"R",39,"R",33,"R",418,"R",384,"R",3,"R",2,"R",1758,"R",1105,"R",22,"R",24,"R",180,"R",39,"R",72,"R",802,"R",5,"R",2863,"R",46,"R",39,"R",18,"R",21,"R",77,"R",42,"R",35,"R",802,"R",418,"R",384,"R",180,"R",83,"R",97,"R",2863,"R",1758,"R",1105
101143,2,  1,"R",5,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",31,"R",2414,"R",1698,"R",6,"A",,"A",,"A",,"A",,"A",,"R",99,"R",4112,"R",83,"R",97,"R",18,"R",21,"R",39,"R",33,"R",418,"R",384,"R",3,"R",2,"R",1758,"R",1105,"R",22,"R",24,"R",180,"R",39,"R",72,"R",802,"R",5,"R",2863,"R",46,"R",39,"R",18,"R",21,"R",77,"R",42,"R",35,"R",802,"R",418,"R",384,"R",180,"R",83,"R",97,"R",2863,"R",1758,"R",1105
101161,1,999,"R",2,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",28,"R",2409,"R",4148,"R",5,"A",,"A",,"A",,"A",,"A",,"R",46,"R",6557,"R",48,"R",84,"R",37,"R",80,"R",18,"R",27,"R",331,"R",790,"R",1,"R",5,"R",1931,"R",3083,"R",23,"R",48,"R",132,"R",117,"R",45,"R",1121,"R",6,"R",5014,"R",71,"R",117,"R",37,"R",80,"R",51,"R",19,"R",32,"R",1121,"R",331,"R",790,"R",132,"R",48,"R",84,"R",5014,"R",1931,"R",3083
101161,2,  1,"R",2,"R",3,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",18,"R",28,"R",2409,"R",4148,"R",5,"A",,"A",,"A",,"A",,"A",,"R",46,"R",6557,"R",48,"R",84,"R",37,"R",80,"R",18,"R",27,"R",331,"R",790,"R",1,"R",5,"R",1931,"R",3083,"R",23,"R",48,"R",132,"R",117,"R",45,"R",1121,"R",6,"R",5014,"R",71,"R",117,"R",37,"R",80,"R",51,"R",19,"R",32,"R",1121,"R",331,"R",790,"R",132,"R",48,"R",84,"R",5014,"R",1931,"R",3083
101189,1,999,"R",5,"R",9,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",105,"R",1526,"R",2549,"R",14,"A",,"A",,"A",,"A",,"A",,"R",122,"R",4075,"R",22,"R",21,"R",9,"R",9,"R",15,"R",8,"R",487,"R",1518,"R",2,"R",2,"R",964,"R",871,"R",5,"R",6,"R",43,"R",18,"R",23,"R",2005,"R",4,"R",1835,"R",11,"R",18,"R",9,"R",9,"R",27,"R",17,"R",10,"R",2005,"R",487,"R",1518,"R",43,"R",22,"R",21,"R",1835,"R",964,"R",871
