UNITID,EFFYLEV,LSTUDY,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEYNRALT,EFYNRALT,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XEYUNKNT,EFYUNKNT,XEYTOTLT,EFYTOTLT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEFYHIST,EFYHISPT,XEFYAIAT,EFYAIANT,XEFYASIT,EFYASIAT,XEFYBKAT,EFYBKAAT,XEFYNHPT,EFYNHPIT,XEFYWHIT,EFYWHITT,XEFY2MOT,EFY2MORT,XDVEYAIT,DVEYAIT,XDVEYAIM,DVEYAIM,XDVEYAIW,DVEYAIW,XDVEYAPT,DVEYAPT,XDVEYAPM,DVEYAPM,XDVEYAPW,DVEYAPW,XDVEYBKT,DVEYBKT,XDVEYBKM,DVEYBKM,XDVEYBKW,DVEYBKW,XDVEYHST,DVEYHST,XDVEYHSM,DVEYHSM,XDVEYHSW,DVEYHSW,XDVEYWHT,DVEYWHT,XDVEYWHM,DVEYWHM,XDVEYWHW,DVEYWHW 
159416,2,  1,"R",30,"R",43,"R",258,"R",739,"R",13,"R",35,"R",40,"R",47,"R",30,"R",70,"R",1185,"R",1777,"R",128,"R",185,"R",1684,"R",2896,"R",73,"R",997,"R",48,"R",87,"R",100,"R",2962,"R",313,"R",4580,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",48,"R",13,"R",35,"R",87,"R",40,"R",47,"R",997,"R",258,"R",739,"R",100,"R",30,"R",70,"R",2962,"R",1185,"R",1777
159416,4,  3,"R",6,"R",5,"R",17,"R",98,"R",1,"R",1,"R",1,"R",2,"R",2,"R",6,"R",135,"R",296,"R",10,"R",27,"R",172,"R",435,"R",11,"R",115,"R",2,"R",3,"R",8,"R",431,"R",37,"R",607,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",1,"R",1,"R",3,"R",1,"R",2,"R",115,"R",17,"R",98,"R",8,"R",2,"R",6,"R",431,"R",135,"R",296
159443,1,999,"R",0,"R",0,"R",183,"R",479,"R",3,"R",1,"R",7,"R",7,"R",8,"R",16,"R",377,"R",436,"R",8,"R",11,"R",586,"R",950,"R",0,"R",662,"R",4,"R",14,"R",24,"R",813,"R",19,"R",1536,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",3,"R",1,"R",14,"R",7,"R",7,"R",662,"R",183,"R",479,"R",24,"R",8,"R",16,"R",813,"R",377,"R",436
159443,2,  1,"R",0,"R",0,"R",183,"R",479,"R",3,"R",1,"R",7,"R",7,"R",8,"R",16,"R",377,"R",436,"R",8,"R",11,"R",586,"R",950,"R",0,"R",662,"R",4,"R",14,"R",24,"R",813,"R",19,"R",1536,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",3,"R",1,"R",14,"R",7,"R",7,"R",662,"R",183,"R",479,"R",24,"R",8,"R",16,"R",813,"R",377,"R",436
159513,1,999,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",3,"R",103,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",106,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",40,"Z",0,"Z",0,"R",2,"R",62,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",40,"Z",0,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",40,"Z",0,"R",40,"R",1,"Z",0,"R",1,"R",64,"R",2,"R",62
159513,2,  1,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",3,"R",103,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",106,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",40,"Z",0,"Z",0,"R",2,"R",62,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"R",40,"Z",0,"R",64,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",40,"Z",0,"R",40,"R",1,"Z",0,"R",1,"R",64,"R",2,"R",62
159522,1,999,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",4,"R",88,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",92,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"R",4,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",82,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",82,"R",4,"R",78
159522,2,  1,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",4,"R",88,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",92,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"Z",0,"R",4,"R",78,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",82,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",10,"Z",0,"Z",0,"Z",0,"R",82,"R",4,"R",78
159531,1,999,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",3,"R",94,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",97,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",13,"R",0,"R",0,"R",2,"R",79,"R",0,"R",0,"R",1,"R",1,"R",0,"R",14,"R",0,"R",81,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",14,"R",1,"R",13,"R",1,"R",0,"R",1,"R",81,"R",2,"R",79
159531,2,  1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",3,"R",94,"R",0,"A",,"A",,"A",,"A",,"A",,"R",0,"R",97,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",1,"R",13,"R",0,"R",0,"R",2,"R",79,"R",0,"R",0,"R",1,"R",1,"R",0,"R",14,"R",0,"R",81,"R",0,"R",1,"R",0,"R",1,"R",0,"R",0,"R",0,"R",14,"R",1,"R",13,"R",1,"R",0,"R",1,"R",81,"R",2,"R",79
159568,1,999,"R",8,"R",2,"R",104,"R",95,"R",5,"R",6,"R",8,"R",9,"R",17,"R",8,"R",441,"R",617,"R",6,"R",1,"R",589,"R",738,"R",10,"R",199,"R",11,"R",17,"R",25,"R",1058,"R",7,"R",1327,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",5,"R",6,"R",17,"R",8,"R",9,"R",199,"R",104,"R",95,"R",25,"R",17,"R",8,"R",1058,"R",441,"R",617
159568,2,  1,"R",8,"R",2,"R",104,"R",95,"R",5,"R",6,"R",8,"R",9,"R",17,"R",8,"R",441,"R",617,"R",6,"R",1,"R",589,"R",738,"R",10,"R",199,"R",11,"R",17,"R",25,"R",1058,"R",7,"R",1327,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",5,"R",6,"R",17,"R",8,"R",9,"R",199,"R",104,"R",95,"R",25,"R",17,"R",8,"R",1058,"R",441,"R",617
159601,1,999,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",1,"R",61,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",62,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",21,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1,"R",21,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"R",40
159601,2,  1,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",1,"R",61,"Z",0,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",62,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",21,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"R",1,"R",21,"Z",0,"Z",0,"Z",0,"R",40,"Z",0,"R",40
159647,1,999,"R",216,"R",307,"R",1048,"R",1203,"R",24,"R",31,"R",56,"R",72,"R",105,"R",111,"R",4121,"R",4510,"R",430,"R",496,"R",6000,"R",6730,"R",523,"R",2251,"R",55,"R",128,"R",216,"R",8631,"R",926,"R",12730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",55,"R",24,"R",31,"R",128,"R",56,"R",72,"R",2251,"R",1048,"R",1203,"R",216,"R",105,"R",111,"R",8631,"R",4121,"R",4510
159647,2,  1,"R",131,"R",125,"R",873,"R",828,"R",19,"R",19,"R",40,"R",37,"R",96,"R",92,"R",3616,"R",3433,"R",357,"R",339,"R",5132,"R",4873,"R",256,"R",1701,"R",38,"R",77,"R",188,"R",7049,"R",696,"R",10005,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",19,"R",19,"R",77,"R",40,"R",37,"R",1701,"R",873,"R",828,"R",188,"R",96,"R",92,"R",7049,"R",3616,"R",3433
159647,4,  3,"R",85,"R",182,"R",175,"R",375,"R",5,"R",12,"R",16,"R",35,"R",9,"R",19,"R",505,"R",1077,"R",73,"R",157,"R",868,"R",1857,"R",267,"R",550,"R",17,"R",51,"R",28,"R",1582,"R",230,"R",2725,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",17,"R",5,"R",12,"R",51,"R",16,"R",35,"R",550,"R",175,"R",375,"R",28,"R",9,"R",19,"R",1582,"R",505,"R",1077
159656,1,999,"R",54,"R",54,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",161,"R",257,"R",1914,"R",3220,"R",108,"A",,"A",,"A",,"A",,"A",,"R",418,"R",5134,"R",202,"R",269,"R",8,"R",23,"R",65,"R",109,"R",154,"R",494,"R",1,"R",1,"R",1258,"R",2006,"R",11,"R",7,"R",471,"R",31,"R",174,"R",648,"R",2,"R",3264,"R",18,"R",31,"R",8,"R",23,"R",176,"R",66,"R",110,"R",648,"R",154,"R",494,"R",471,"R",202,"R",269,"R",3264,"R",1258,"R",2006
159656,2,  1,"R",47,"R",49,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",99,"R",144,"R",1238,"R",1757,"R",96,"A",,"A",,"A",,"A",,"A",,"R",243,"R",2995,"R",151,"R",183,"R",2,"R",15,"R",45,"R",72,"R",101,"R",283,"R",1,"Z",0,"R",786,"R",1006,"R",6,"R",5,"R",334,"R",17,"R",117,"R",384,"R",1,"R",1792,"R",11,"R",17,"R",2,"R",15,"R",118,"R",46,"R",72,"R",384,"R",101,"R",283,"R",334,"R",151,"R",183,"R",1792,"R",786,"R",1006
159656,3,  2,"R",2,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",30,"R",28,"R",416,"R",456,"R",6,"A",,"A",,"A",,"A",,"A",,"R",58,"R",872,"R",26,"R",40,"R",4,"R",5,"R",14,"R",24,"R",35,"R",61,"Z",0,"Z",0,"R",302,"R",292,"R",3,"R",2,"R",66,"R",9,"R",38,"R",96,"Z",0,"R",594,"R",5,"R",9,"R",4,"R",5,"R",38,"R",14,"R",24,"R",96,"R",35,"R",61,"R",66,"R",26,"R",40,"R",594,"R",302,"R",292
159656,4,  3,"R",5,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",32,"R",85,"R",260,"R",1007,"R",6,"A",,"A",,"A",,"A",,"A",,"R",117,"R",1267,"R",25,"R",46,"R",2,"R",3,"R",6,"R",13,"R",18,"R",150,"Z",0,"R",1,"R",170,"R",708,"R",2,"Z",0,"R",71,"R",5,"R",19,"R",168,"R",1,"R",878,"R",2,"R",5,"R",2,"R",3,"R",20,"R",6,"R",14,"R",168,"R",18,"R",150,"R",71,"R",25,"R",46,"R",878,"R",170,"R",708
159692,1,999,"Z",0,"Z",0,"R",153,"R",97,"R",1,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",108,"R",75,"R",1,"Z",0,"R",264,"R",175,"Z",0,"R",250,"R",3,"R",1,"R",1,"R",183,"R",1,"R",439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"R",250,"R",153,"R",97,"R",1,"R",1,"Z",0,"R",183,"R",108,"R",75
159692,2,  1,"Z",0,"Z",0,"R",153,"R",97,"R",1,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",108,"R",75,"R",1,"Z",0,"R",264,"R",175,"Z",0,"R",250,"R",3,"R",1,"R",1,"R",183,"R",1,"R",439,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",1,"R",2,"R",1,"Z",0,"R",1,"R",250,"R",153,"R",97,"R",1,"R",1,"Z",0,"R",183,"R",108,"R",75
159717,1,999,"R",304,"R",172,"R",592,"R",1254,"R",25,"R",43,"R",31,"R",66,"R",38,"R",89,"R",2647,"R",4440,"R",33,"R",42,"R",3670,"R",6106,"R",476,"R",1846,"R",68,"R",97,"R",127,"R",7087,"R",75,"R",9776,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",68,"R",25,"R",43,"R",97,"R",31,"R",66,"R",1846,"R",592,"R",1254,"R",127,"R",38,"R",89,"R",7087,"R",2647,"R",4440
159717,2,  1,"R",136,"R",109,"R",553,"R",1087,"R",24,"R",36,"R",24,"R",60,"R",34,"R",76,"R",2364,"R",3661,"R",29,"R",36,"R",3164,"R",5065,"R",245,"R",1640,"R",60,"R",84,"R",110,"R",6025,"R",65,"R",8229,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",60,"R",24,"R",36,"R",84,"R",24,"R",60,"R",1640,"R",553,"R",1087,"R",110,"R",34,"R",76,"R",6025,"R",2364,"R",3661
159717,4,  3,"R",168,"R",63,"R",39,"R",167,"R",1,"R",7,"R",7,"R",6,"R",4,"R",13,"R",283,"R",779,"R",4,"R",6,"R",506,"R",1041,"R",231,"R",206,"R",8,"R",13,"R",17,"R",1062,"R",10,"R",1547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",1,"R",7,"R",13,"R",7,"R",6,"R",206,"R",39,"R",167,"R",17,"R",4,"R",13,"R",1062,"R",283,"R",779
159823,1,999,"R",0,"R",0,"R",104,"R",143,"R",3,"R",6,"R",0,"R",0,"R",1,"R",1,"R",110,"R",140,"R",8,"R",9,"R",226,"R",299,"R",0,"R",247,"R",9,"R",0,"R",2,"R",250,"R",17,"R",525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",3,"R",6,"R",0,"R",0,"R",0,"R",247,"R",104,"R",143,"R",2,"R",1,"R",1,"R",250,"R",110,"R",140
159823,2,  1,"R",0,"R",0,"R",104,"R",143,"R",3,"R",6,"R",0,"R",0,"R",1,"R",1,"R",110,"R",140,"R",8,"R",9,"R",226,"R",299,"R",0,"R",247,"R",9,"R",0,"R",2,"R",250,"R",17,"R",525,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",9,"R",3,"R",6,"R",0,"R",0,"R",0,"R",247,"R",104,"R",143,"R",2,"R",1,"R",1,"R",250,"R",110,"R",140
159939,1,999,"R",443,"R",334,"R",973,"R",1788,"R",32,"R",40,"R",370,"R",385,"R",440,"R",534,"R",4023,"R",4639,"R",206,"R",252,"R",6487,"R",7972,"R",777,"R",2761,"R",72,"R",755,"R",974,"R",8662,"R",458,"R",14459,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",72,"R",32,"R",40,"R",755,"R",370,"R",385,"R",2761,"R",973,"R",1788,"R",974,"R",440,"R",534,"R",8662,"R",4023,"R",4639
159939,2,  1,"R",213,"R",121,"R",789,"R",1380,"R",27,"R",31,"R",319,"R",324,"R",340,"R",430,"R",3176,"R",3275,"R",159,"R",187,"R",5023,"R",5748,"R",334,"R",2169,"R",58,"R",643,"R",770,"R",6451,"R",346,"R",10771,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",58,"R",27,"R",31,"R",643,"R",319,"R",324,"R",2169,"R",789,"R",1380,"R",770,"R",340,"R",430,"R",6451,"R",3176,"R",3275
159939,4,  3,"R",230,"R",213,"R",184,"R",408,"R",5,"R",9,"R",51,"R",61,"R",100,"R",104,"R",847,"R",1364,"R",47,"R",65,"R",1464,"R",2224,"R",443,"R",592,"R",14,"R",112,"R",204,"R",2211,"R",112,"R",3688,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",14,"R",5,"R",9,"R",112,"R",51,"R",61,"R",592,"R",184,"R",408,"R",204,"R",100,"R",104,"R",2211,"R",847,"R",1364
159948,1,999,"Z",0,"Z",0,"R",236,"R",72,"R",11,"R",2,"R",176,"R",51,"R",101,"R",54,"R",1596,"R",584,"R",272,"R",31,"R",2392,"R",794,"Z",0,"R",308,"R",13,"R",227,"R",155,"R",2180,"R",303,"R",3186,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",11,"R",2,"R",227,"R",176,"R",51,"R",308,"R",236,"R",72,"R",155,"R",101,"R",54,"R",2180,"R",1596,"R",584
159948,2,  1,"Z",0,"Z",0,"R",166,"R",49,"R",9,"R",2,"R",125,"R",23,"R",78,"R",49,"R",617,"R",314,"R",270,"R",31,"R",1265,"R",468,"Z",0,"R",215,"R",11,"R",148,"R",127,"R",931,"R",301,"R",1733,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11,"R",9,"R",2,"R",148,"R",125,"R",23,"R",215,"R",166,"R",49,"R",127,"R",78,"R",49,"R",931,"R",617,"R",314
159948,4,  3,"Z",0,"Z",0,"R",70,"R",23,"R",2,"Z",0,"R",51,"R",28,"R",23,"R",5,"R",979,"R",270,"R",2,"Z",0,"R",1127,"R",326,"Z",0,"R",93,"R",2,"R",79,"R",28,"R",1249,"R",2,"R",1453,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",2,"Z",0,"R",79,"R",51,"R",28,"R",93,"R",70,"R",23,"R",28,"R",23,"R",5,"R",1249,"R",979,"R",270
159966,1,999,"R",93,"R",82,"R",427,"R",1061,"R",57,"R",93,"R",41,"R",48,"R",54,"R",72,"R",2261,"R",3789,"R",63,"R",86,"R",2996,"R",5231,"R",175,"R",1488,"R",150,"R",89,"R",126,"R",6050,"R",149,"R",8227,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",150,"R",57,"R",93,"R",89,"R",41,"R",48,"R",1488,"R",427,"R",1061,"R",126,"R",54,"R",72,"R",6050,"R",2261,"R",3789
159966,2,  1,"R",73,"R",70,"R",390,"R",906,"R",53,"R",81,"R",38,"R",46,"R",52,"R",63,"R",2102,"R",3167,"R",60,"R",80,"R",2768,"R",4413,"R",143,"R",1296,"R",134,"R",84,"R",115,"R",5269,"R",140,"R",7181,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",134,"R",53,"R",81,"R",84,"R",38,"R",46,"R",1296,"R",390,"R",906,"R",115,"R",52,"R",63,"R",5269,"R",2102,"R",3167
159966,4,  3,"R",20,"R",12,"R",37,"R",155,"R",4,"R",12,"R",3,"R",2,"R",2,"R",9,"R",159,"R",622,"R",3,"R",6,"R",228,"R",818,"R",32,"R",192,"R",16,"R",5,"R",11,"R",781,"R",9,"R",1046,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",4,"R",12,"R",5,"R",3,"R",2,"R",192,"R",37,"R",155,"R",11,"R",2,"R",9,"R",781,"R",159,"R",622
159984,1,999,"Z",0,"Z",0,"R",20,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",26,"R",59,"Z",0,"Z",0,"R",47,"R",99,"Z",0,"R",60,"Z",0,"Z",0,"R",1,"R",85,"Z",0,"R",146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",20,"R",40,"R",1,"R",1,"Z",0,"R",85,"R",26,"R",59
159984,2,  1,"Z",0,"Z",0,"R",20,"R",40,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",26,"R",59,"Z",0,"Z",0,"R",47,"R",99,"Z",0,"R",60,"Z",0,"Z",0,"R",1,"R",85,"Z",0,"R",146,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",60,"R",20,"R",40,"R",1,"R",1,"Z",0,"R",85,"R",26,"R",59
159993,1,999,"R",105,"R",88,"R",724,"R",1960,"R",12,"R",26,"R",95,"R",139,"R",43,"R",54,"R",2561,"R",4227,"R",104,"R",157,"R",3644,"R",6651,"R",193,"R",2684,"R",38,"R",234,"R",97,"R",6788,"R",261,"R",10295,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38,"R",12,"R",26,"R",234,"R",95,"R",139,"R",2684,"R",724,"R",1960,"R",97,"R",43,"R",54,"R",6788,"R",2561,"R",4227
159993,2,  1,"R",54,"R",53,"R",661,"R",1656,"R",9,"R",20,"R",74,"R",106,"R",42,"R",43,"R",2235,"R",3374,"R",74,"R",112,"R",3149,"R",5364,"R",107,"R",2317,"R",29,"R",180,"R",85,"R",5609,"R",186,"R",8513,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",9,"R",20,"R",180,"R",74,"R",106,"R",2317,"R",661,"R",1656,"R",85,"R",42,"R",43,"R",5609,"R",2235,"R",3374
159993,3,  2,"R",0,"R",1,"R",4,"R",16,"R",1,"R",2,"R",20,"R",26,"R",1,"R",4,"R",98,"R",203,"R",11,"R",12,"R",135,"R",264,"R",1,"R",20,"R",3,"R",46,"R",5,"R",301,"R",23,"R",399,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",1,"R",2,"R",46,"R",20,"R",26,"R",20,"R",4,"R",16,"R",5,"R",1,"R",4,"R",301,"R",98,"R",203
159993,4,  3,"R",51,"R",34,"R",59,"R",288,"R",2,"R",4,"R",1,"R",7,"R",0,"R",7,"R",228,"R",650,"R",19,"R",33,"R",360,"R",1023,"R",85,"R",347,"R",6,"R",8,"R",7,"R",878,"R",52,"R",1383,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",2,"R",4,"R",8,"R",1,"R",7,"R",347,"R",59,"R",288,"R",7,"R",0,"R",7,"R",878,"R",228,"R",650
