unitid,"xcdactua",cdactua,"xcnactua",cnactua,"xcdactga",cdactga
102298,"R",13456,"R",0,"A",
102313,"R",20388,"R",0,"A",
102322,"R",38655,"R",0,"R",5749
102359,"R",57080,"R",0,"R",8018
102368,"R",219195,"R",0,"R",108876
102377,"R",43564,"R",0,"R",6300
102395,"A",,"A",,"R",8313
102429,"R",100933,"R",0,"A",
102553,"R",281937,"R",0,"R",16730
102614,"R",146121,"R",0,"R",15629
102632,"R",50218,"R",0,"R",4423
102669,"R",11578,"R",0,"R",3775
102711,"R",0,"R",259591,"A",
102845,"R",19526,"R",190600,"A",
103361,"R",10463,"R",0,"A",
103440,"R",4303,"R",0,"A",
103501,"R",0,"R",294070,"A",
103644,"R",17614,"R",0,"A",
103723,"R",0,"R",1365735,"A",
103732,"R",0,"R",116200,"A",
103741,"R",0,"R",295000,"A",
103778,"A",,"A",,"R",44581
103787,"R",2269,"R",0,"A",
103811,"R",0,"R",369520,"A",
103893,"R",54309,"R",54309,"A",
103945,"R",0,"R",111360,"A",
103954,"R",0,"R",137600,"A",
103963,"R",666000,"R",1200,"A",
104090,"R",14075,"R",270240,"A",
104151,"R",975220,"R",0,"R",156285
104160,"R",111490,"R",0,"A",
104179,"R",649935,"R",0,"R",118294
104188,"R",17700,"R",0,"A",
104294,"R",0,"R",351000,"A",
104346,"R",154102,"R",58289,"A",
104364,"R",22570,"R",9000,"A",
104391,"R",0,"R",11200,"A",
104425,"R",91118,"R",0,"A",
104434,"R",0,"R",74400,"A",
104443,"R",0,"R",168800,"A",
104504,"R",0,"R",152328,"A",
104522,"R",0,"R",63900,"A",
104531,"R",108821,"R",0,"R",9533
104568,"R",0,"R",192000,"A",
104577,"R",107564,"R",0,"A",
104586,"R",47961,"R",0,"R",433
104708,"R",330525,"R",0,"A",
104717,"R",40513,"R",0,"R",42200
104805,"R",70252,"R",1345016,"A",
104911,"R",0,"R",111353,"A",
104984,"R",0,"R",327600,"A",
105118,"R",376368,"R",127800,"A",
105127,"R",0,"R",156058,"A",
105145,"R",105776,"R",0,"A",
105154,"R",447596,"R",0,"A",
105163,"R",12757,"R",0,"A",
105172,"R",22524,"R",0,"A",
105206,"R",65524,"R",0,"A",
105215,"R",0,"R",3161025,"A",
105242,"R",0,"R",66600,"A",
105297,"R",44993,"R",0,"A",
105330,"R",374044,"R",0,"R",104232
105349,"R",86538,"R",0,"A",
105367,"R",26230,"R",0,"R",20060
105419,"R",0,"R",244900,"A",
105428,"R",206073,"R",0,"A",
105482,"R",0,"R",180120,"A",
105516,"R",86595,"R",0,"R",63206
105525,"R",559724,"R",361594,"A",
105534,"R",0,"R",1214044,"A",
105543,"R",0,"R",1024530,"A",
105589,"R",36650,"R",32880,"R",7732
105659,"R",3552,"R",335300,"A",
105668,"R",272162,"R",0,"A",
105677,"R",0,"R",59840,"A",
105701,"R",0,"R",66000,"A",
105747,"R",190539,"R",0,"A",
105792,"R",58888,"R",0,"A",
105880,"R",0,"R",53900,"R",0
105899,"R",7602,"R",0,"A",
105987,"R",199440,"R",254160,"A",
106041,"R",0,"R",5924069,"A",
106050,"R",6000,"R",24800,"A",
106102,"R",45303,"R",0,"R",11895
106111,"R",0,"R",217450,"A",
106148,"R",97206,"R",0,"A",
106245,"R",216067,"R",97214,"R",37481
106263,"R",18929,"R",0,"R",7390
106281,"R",0,"R",20197,"A",
106306,"R",8849,"R",0,"A",
106315,"R",0,"R",82200,"A",
106342,"R",14721,"R",0,"A",
106351,"R",0,"R",36808,"A",
106360,"R",0,"R",10560,"A",
106397,"R",362248,"R",0,"R",60713
106412,"R",89498,"R",0,"R",1799
106449,"R",70627,"R",0,"A",
106458,"R",251191,"R",0,"R",18184
106467,"R",154066,"R",0,"R",9231
106485,"R",65158,"R",136437,"R",2688
106494,"R",0,"R",68301,"A",
106546,"R",115823,"R",2954367,"A",
106607,"R",0,"R",61200,"A",
106625,"R",42505,"R",0,"A",
106704,"R",224165,"R",0,"R",20499
106713,"R",10431,"R",0,"A",
106759,"R",0,"R",19540,"A",
106795,"R",20398,"R",0,"A",
106810,"R",3521,"R",0,"A",
106829,"R",10462,"R",252331,"A",
106838,"R",0,"R",37500,"A",
106883,"R",32264,"R",0,"A",
106892,"R",0,"R",271904,"A",
106908,"R",0,"R",69000,"A",
106980,"R",25026,"R",987165,"A",
106999,"R",28977,"R",0,"A",
107035,"A",,"A",,"R",2687
107044,"R",122133,"R",0,"R",11075
107071,"R",87966,"R",0,"R",5421
107080,"R",32880,"R",0,"R",260
107099,"R",0,"R",1500,"A",
107123,"R",0,"R",61536,"A",
107141,"R",45992,"R",0,"R",2689
107211,"R",0,"R",68100,"A",
107220,"R",0,"R",104700,"A",
107275,"R",0,"R",17512,"A",
107293,"R",0,"R",11625,"A",
107309,"R",0,"R",30,"A",
107318,"R",19774,"R",0,"A",
107327,"R",45570,"R",0,"A",
107363,"R",0,"R",63000,"A",
107442,"R",0,"R",67500,"A",
107460,"R",46111,"R",0,"A",
107488,"R",16458,"R",134169,"A",
107512,"R",28880,"R",0,"A",
107521,"R",23583,"R",0,"A",
107549,"R",22192,"R",0,"A",
107558,"R",20196,"R",0,"A",
107585,"R",35962,"R",0,"A",
107600,"R",23723,"R",0,"A",
107619,"R",46564,"R",0,"A",
107637,"R",50830,"R",0,"A",
107655,"R",0,"R",16200,"A",
107664,"R",122237,"R",0,"A",
107725,"R",25694,"R",0,"A",
107743,"R",18397,"R",0,"A",
107789,"R",0,"R",44625,"A",
107831,"R",0,"R",140000,"A",
107877,"R",15976,"R",0,"A",
107886,"R",0,"R",43500,"A",
107974,"R",6349,"R",2985,"A",
107983,"R",82210,"R",0,"R",2664
107992,"R",24864,"R",0,"A",
108065,"R",0,"R",51000,"A",
108092,"R",134337,"R",0,"A",
108232,"R",137617,"R",0,"R",20331
108250,"R",23376,"R",0,"A",
108269,"A",,"A",,"R",1000
108287,"R",11330,"R",226600,"A",
108348,"R",4068,"R",81360,"A",
108393,"R",4212,"R",114000,"A",
108649,"R",0,"R",66047,"A",
108667,"R",84844,"R",9944,"A",
108807,"R",172248,"R",274424,"A",
108852,"R",0,"R",153000,"A",
108861,"A",,"A",,"R",193
108870,"A",,"A",,"R",7918
108977,"R",0,"R",43597,"A",
109013,"R",75000,"R",0,"R",300
109040,"R",0,"R",1262992,"A",
109086,"R",1151,"R",0,"R",1660
109208,"R",458592,"R",101232,"A",
109332,"R",0,"R",3200,"A",
109350,"R",199367,"R",12076,"A",
109651,"R",61964,"R",0,"R",5529
109721,"R",0,"R",335160,"A",
109730,"R",0,"R",122400,"A",
109749,"R",0,"R",48240,"A",
109785,"R",116202,"R",0,"R",74042
109819,"R",261059,"R",141622,"A",
109907,"R",49795,"R",20936,"A",
109934,"R",0,"R",262660,"A",
110051,"R",13094,"R",0,"R",1162
110060,"R",192000,"R",0,"R",80000
110097,"R",92781,"R",0,"R",22282
110176,"R",45,"R",60,"A",
110185,"R",67169,"R",0,"R",967
110194,"R",0,"R",73428,"A",
110219,"R",7903,"R",158064,"A",
110246,"R",233984,"R",183904,"A",
110307,"A",,"A",,"R",8129
110316,"R",1517,"R",0,"R",13643
110334,"R",253891,"R",74014,"A",
110361,"R",45724,"R",0,"R",10433
110370,"R",4936,"R",0,"R",1812
110398,"A",,"A",,"R",432
110404,"R",32066,"R",0,"R",52272
110413,"R",52585,"R",0,"R",16031
110422,"R",768769,"R",0,"R",23340
110440,"A",,"A",,"R",7350
110459,"A",,"A",,"R",16504
110468,"R",21021,"R",0,"R",29912
110477,"A",,"A",,"R",14293
110486,"R",263270,"R",0,"R",30399
110495,"R",182604,"R",0,"R",13488
110510,"R",515257,"R",0,"R",93931
110529,"R",761905,"R",0,"R",31661
110538,"R",422315,"R",0,"R",14879
110547,"R",237831,"R",0,"R",41997
110556,"R",466070,"R",0,"R",32976
110565,"R",693586,"R",0,"R",45396
110574,"R",492985,"R",0,"R",59010
110583,"R",774704,"R",0,"R",55084
110592,"R",706586,"R",0,"R",65189
110608,"R",639001,"R",0,"R",95979
110617,"R",602267,"R",0,"R",69560
110635,"R",741741,"R",0,"R",192719
110644,"R",1014512,"R",0,"R",146291
110653,"R",905566,"R",0,"R",142601
110662,"R",1140314,"R",0,"R",356204
110671,"R",610361,"R",0,"R",69638
110680,"R",880018,"R",0,"R",136427
110699,"R",1575,"R",0,"R",41268
110705,"R",821749,"R",0,"R",115154
110714,"R",577322,"R",0,"R",48219
110778,"A",,"A",,"R",8808
110875,"R",0,"R",290000,"A",
110918,"R",2085,"R",0,"A",
110945,"R",3042,"R",0,"A",
111009,"R",0,"R",8471042,"A",
111054,"R",0,"R",208278,"A",
111081,"R",24150,"R",0,"R",12075
111188,"R",24533,"R",0,"A",
111391,"A",,"A",,"R",759
111434,"R",68261,"R",21140,"A",
111461,"R",208243,"R",35989,"A",
111513,"R",0,"R",210172,"A",
111638,"R",0,"R",496290,"A",
111708,"R",0,"R",228600,"A",
111717,"R",0,"R",799260,"A",
111726,"R",0,"R",423870,"A",
111744,"R",0,"R",127570,"A",
111762,"R",0,"R",209340,"A",
111771,"R",0,"R",228735,"A",
111799,"R",0,"R",126540,"A",
111805,"R",0,"R",15460,"A",
111887,"R",388624,"R",170194,"A",
111896,"R",67307,"R",81806,"A",
111920,"R",228987,"R",110021,"A",
111939,"R",327802,"R",119671,"A",
111948,"R",98321,"R",0,"R",22571
111966,"R",1357,"R",0,"R",9
112075,"R",36583,"R",0,"R",7285
112084,"R",15131,"R",0,"R",1625
112127,"A",,"A",,"R",899
112172,"R",242144,"R",30427,"A",
112190,"R",492579,"R",1768477,"A",
112233,"R",1800,"R",1800,"R",972
112251,"A",,"A",,"R",26486
112260,"R",32831,"R",0,"A",
112288,"R",19076,"R",381520,"A",
112312,"R",1281,"R",0,"A",
112367,"R",0,"R",162407,"A",
112385,"R",94225,"R",15843,"A",
112394,"R",2960,"R",0,"A",
112446,"R",18936,"R",0,"R",2900
112455,"R",0,"R",148800,"A",
112516,"R",22816,"R",1400,"A",
112525,"A",,"A",,"R",15659
112561,"R",44523,"R",13775,"A",
112570,"R",7084,"R",0,"A",
112686,"R",111389,"R",330599,"A",
112783,"R",0,"R",401753,"A",
112826,"R",119609,"R",205743,"A",
113096,"R",264950,"R",7336,"A",
113111,"R",95100,"R",9508,"A",
113193,"R",201664,"R",2729,"A",
113218,"R",107917,"R",52303,"A",
113227,"R",0,"R",458794,"A",
113236,"R",248196,"R",721918,"A",
113245,"R",5696,"R",0,"A",
113333,"R",690274,"R",1379,"A",
113397,"R",0,"R",186970,"A",
113537,"R",0,"R",30600,"R",276
113573,"R",114268,"R",18438,"A",
113582,"R",11000,"R",0,"A",
113607,"R",346032,"R",0,"R",21346
113634,"R",395268,"R",130751,"A",
113698,"R",26288,"R",0,"R",13212
113704,"R",243,"R",0,"R",1246
113713,"R",8653,"R",0,"A",
113856,"R",354219,"R",1618004,"A",
113908,"R",0,"R",112600,"A",
113980,"R",435532,"R",243429,"A",
114044,"R",0,"R",29400,"A",
114062,"R",0,"R",65482,"A",
114071,"R",0,"R",62538,"A",
114080,"R",0,"R",124057,"A",
114114,"R",300,"R",0,"R",14640
114123,"R",0,"R",1677000,"A",
114266,"R",146789,"R",206663,"A",
114354,"R",124475,"R",0,"A",
114372,"R",1155,"R",0,"A",
114390,"R",32301,"R",0,"A",
114415,"R",11943,"R",0,"A",
114433,"R",35403,"R",21757,"A",
114460,"R",0,"R",259265,"A",
114549,"A",,"A",,"R",27727
114585,"A",,"A",,"R",119238
114716,"R",406041,"R",135985,"A",
114734,"A",,"A",,"R",1247
114761,"R",0,"R",79423,"A",
114789,"R",296886,"R",7595773,"A",
114813,"R",37998,"R",0,"R",14553
114840,"A",,"A",,"R",83570
114859,"R",386541,"R",22898,"A",
114886,"R",0,"R",94687,"A",
114895,"R",0,"R",162984,"A",
114901,"R",0,"R",33140,"A",
114938,"R",75348,"R",204945,"A",
114947,"R",0,"R",546168,"A",
115001,"R",291597,"R",263391,"A",
115010,"R",0,"R",384379,"A",
115047,"A",,"A",,"R",232
115083,"R",19162,"R",0,"R",34484
115126,"R",242270,"R",8951,"A",
115214,"A",,"A",,"R",5722
115296,"R",335863,"R",171539,"A",
115357,"R",0,"R",82961,"A",
115393,"R",139855,"R",262353,"A",
115409,"R",21903,"R",0,"Z",0
115454,"R",37406,"R",0,"A",
115472,"R",44875,"R",0,"A",
115490,"R",52200,"R",0,"A",
115515,"R",44625,"R",0,"A",
115533,"R",54761,"R",0,"A",
115658,"R",0,"R",199709,"A",
115728,"R",13533,"R",0,"R",5313
115746,"A",,"A",,"R",14562
115755,"R",209095,"R",0,"R",9409
115773,"R",40560,"R",0,"A",
115861,"R",110404,"R",329308,"A",
115931,"R",12982,"R",389460,"A",
116040,"R",24264,"R",0,"A",
116226,"R",9383,"R",32700,"A",
116235,"R",7676,"R",155394,"A",
116350,"R",0,"R",70534,"A",
116439,"R",180859,"R",0,"A",
116466,"R",39996,"R",0,"A",
116475,"R",10200,"R",0,"A",
116484,"R",30361,"R",0,"A",
116563,"R",0,"R",239516,"A",
116624,"A",,"A",,"R",1381
116712,"R",4765,"R",0,"R",31317
116846,"R",4260,"R",0,"R",5800
117052,"R",197053,"R",4257325,"A",
117104,"R",10765,"R",0,"Z",0
117113,"R",44942,"R",0,"A",
117140,"R",98226,"R",0,"R",68495
117168,"R",6762,"R",0,"A",
117186,"R",0,"R",9871,"A",
117195,"R",60460,"R",30900,"A",
117238,"R",0,"R",249497,"A",
117247,"R",177548,"R",82398,"A",
117274,"R",38930,"R",57044,"A",
117557,"R",252,"R",0,"R",684
117575,"R",2502,"R",0,"R",2313
117627,"R",63460,"R",0,"R",9717
117636,"R",41600,"R",0,"R",41166
117645,"R",220944,"R",9200002,"A",
117672,"A",,"A",,"R",4132
117690,"R",150360,"R",373536,"A",
117706,"R",279800,"R",717496,"A",
117715,"R",96183,"R",316926,"A",
117724,"R",166368,"R",2681501,"A",
117733,"R",260886,"R",876620,"A",
117751,"R",35889,"R",0,"R",8239
117788,"R",285745,"R",2999047,"A",
117797,"R",552,"R",0,"A",
117803,"R",5242,"R",0,"A",
117867,"R",114255,"R",657017,"A",
117894,"R",122135,"R",387093,"A",
117928,"R",25994,"R",0,"A",
117946,"R",163467,"R",0,"R",23724
118116,"R",0,"R",69052,"A",
118125,"R",0,"R",63945,"A",
118134,"R",0,"R",259600,"A",
118143,"R",0,"R",108800,"A",
118161,"R",0,"R",45,"A",
118189,"R",11389,"R",212855,"A",
118198,"R",0,"R",525436,"A",
118259,"R",19776,"R",217536,"A",
118277,"R",25607,"R",793884,"A",
118286,"R",39533,"R",0,"A",
118338,"R",0,"R",119869,"A",
118347,"R",110843,"R",29113,"A",
118356,"R",0,"R",72000,"A",
118374,"R",0,"R",48000,"A",
118383,"R",0,"R",60000,"A",
118392,"R",0,"R",78000,"A",
118417,"R",0,"R",150000,"A",
118426,"R",0,"R",91200,"A",
118435,"R",0,"R",85200,"A",
118444,"R",0,"R",50400,"A",
118453,"R",0,"R",153600,"A",
118480,"R",0,"R",85200,"A",
118541,"R",20001,"R",0,"A",
118684,"R",58976,"R",45488,"A",
118693,"R",18858,"R",0,"A",
118709,"A",,"A",,"R",221
118718,"R",154394,"R",309266,"A",
118772,"R",97715,"R",22342,"A",
118888,"R",5597,"R",0,"R",2584
118912,"R",251222,"R",28087,"A",
118921,"R",0,"R",152714,"A",
118930,"R",155957,"R",11257,"A",
118958,"R",0,"R",120521,"A",
118967,"R",0,"R",200449,"A",
118976,"R",297735,"R",325403,"A",
118994,"R",0,"R",40500,"A",
119058,"R",288,"R",0,"R",23804
119067,"R",124506,"R",935052,"A",
119137,"R",299719,"R",956,"A",
119155,"R",0,"R",205697,"A",
119164,"R",481765,"R",610952,"A",
119173,"R",42853,"R",0,"R",4019
119216,"R",189535,"R",819,"A",
119270,"R",28110,"R",71400,"A",
119331,"R",111471,"R",156206,"A",
119340,"R",0,"R",965785,"A",
119359,"R",0,"R",832320,"A",
119368,"R",0,"R",517680,"A",
119438,"R",0,"R",389520,"A",
119456,"R",0,"R",655000,"A",
119465,"R",0,"R",1152000,"A",
119508,"R",0,"R",1299260,"A",
119544,"R",9153,"R",0,"R",3189
119553,"R",0,"R",370080,"A",
119605,"R",28782,"R",5991481,"R",88578
119678,"A",,"A",,"R",127055
119711,"R",1365,"R",0,"R",1776
119775,"R",2382,"R",680,"R",2504
119827,"R",0,"R",124800,"A",
119845,"R",0,"R",257188,"A",
119951,"R",0,"R",135150,"A",
120069,"R",0,"R",253600,"A",
120078,"R",0,"R",489969,"A",
120087,"R",0,"R",158816,"A",
120166,"R",3108,"R",0,"R",5562
120184,"R",24225,"R",436,"R",12700
120254,"R",57372,"R",0,"R",617
120272,"R",0,"R",159502,"A",
120290,"R",154034,"R",24414,"A",
120333,"R",31680,"R",153923,"A",
120342,"R",480638,"R",3392,"A",
120403,"R",30123,"R",0,"R",989
120421,"R",123843,"R",16727,"A",
120537,"R",24323,"R",0,"R",5159
120661,"R",0,"R",299400,"A",
120698,"A",,"A",,"R",8027
120740,"A",,"A",,"R",702
120768,"R",2935,"R",0,"R",9558
120795,"A",,"A",,"R",762
120838,"R",500,"R",0,"R",330
120865,"R",62582,"R",0,"R",341
120883,"R",103516,"R",0,"R",11504
120953,"R",40063,"R",66074,"A",
120971,"R",513967,"R",33044,"A",
121008,"R",0,"R",80167,"A",
121017,"R",0,"R",274800,"A",
121044,"R",485843,"R",313970,"A",
121071,"R",11586,"R",0,"R",1209
121150,"R",98979,"R",0,"R",104796
121257,"R",26555,"R",0,"A",
121275,"R",15920,"R",530640,"A",
121309,"R",71798,"R",0,"R",14733
121345,"R",46604,"R",0,"A",
121363,"R",70478,"R",85500,"A",
121381,"R",114,"R",1365,"A",
121433,"R",0,"R",204710,"A",
121600,"A",,"A",,"R",135
121619,"R",308792,"R",933664,"A",
121628,"A",,"A",,"R",12537
121691,"R",91776,"R",0,"R",30604
121707,"R",121938,"R",1458,"A",
121859,"R",0,"R",62500,"A",
121868,"R",0,"R",30216,"A",
121886,"R",260448,"R",411844,"A",
121901,"R",526538,"R",11128482,"A",
121983,"R",957,"R",0,"R",4447
121992,"R",0,"R",294301,"A",
122117,"A",,"A",,"R",19380
122180,"R",351090,"R",133189,"A",
122205,"R",318828,"R",426516,"A",
122223,"R",2673,"R",0,"Z",0
122250,"A",,"A",,"R",241
122287,"R",2700,"R",0,"R",4356
122296,"R",4990,"R",0,"R",19976
122339,"R",227996,"R",545,"A",
122366,"R",13200,"R",0,"A",
122375,"R",397960,"R",1750,"A",
122384,"R",144030,"R",58256,"A",
122409,"R",733996,"R",0,"R",93876
122436,"R",141481,"R",0,"R",33366
122454,"R",11923,"R",0,"R",5906
122506,"R",5400,"R",0,"R",3900
122597,"R",593585,"R",0,"R",92365
122603,"A",,"A",,"R",4476
122612,"R",137770,"R",0,"R",68482
122649,"R",888,"R",0,"A",
122658,"R",319228,"R",124000,"A",
122685,"R",20526,"R",0,"A",
122694,"R",23892,"R",0,"A",
122728,"R",13059,"R",0,"A",
122746,"R",137395,"R",36274,"A",
122755,"R",602376,"R",0,"R",87409
122791,"R",177681,"R",4485,"A",
122834,"R",0,"R",307941,"A",
122843,"R",37886,"R",0,"Z",0
122852,"R",0,"R",204758,"A",
122889,"R",282283,"R",282139,"A",
122931,"R",237785,"R",0,"R",51113
122977,"R",555211,"R",39808,"A",
123013,"R",383820,"R",135739,"A",
123095,"A",,"A",,"R",5724
123165,"R",30701,"R",0,"R",536
123208,"R",0,"R",619592,"A",
123217,"R",194923,"R",37892,"A",
123280,"R",2630,"R",0,"R",459
123299,"R",180891,"R",15980,"A",
123341,"R",309250,"R",184,"A",
123350,"R",0,"R",94400,"A",
123396,"R",0,"R",150766,"A",
123457,"R",28539,"R",0,"R",5001
123484,"R",44389,"R",54458,"A",
123493,"R",0,"R",1049349,"A",
123509,"R",147757,"R",0,"A",
123527,"R",272875,"R",39218,"A",
123554,"R",66807,"R",0,"R",12000
123563,"R",191052,"R",25731,"A",
123572,"R",199835,"R",0,"R",9080
123581,"R",0,"R",38160,"A",
123633,"R",1606,"R",1423587,"R",1045
123642,"R",22320,"R",106512,"A",
123651,"R",46822,"R",0,"R",4668
123679,"R",0,"R",579420,"A",
123800,"R",288864,"R",0,"A",
123855,"A",,"A",,"R",41
123916,"A",,"A",,"R",28
123952,"R",3511,"R",0,"R",5203
123961,"R",521515,"R",0,"R",291809
124113,"R",48129,"R",15515,"A",
124283,"A",,"A",,"R",5463
124292,"R",11822,"R",0,"A",
124344,"R",0,"R",50581,"A",
124399,"R",18826,"R",376520,"A",
124432,"R",454,"R",28990,"A",
124487,"R",4131,"R",0,"A",
124681,"R",0,"R",3860199,"A",
124706,"R",0,"R",626621,"A",
124779,"R",0,"R",15532,"A",
124919,"R",0,"R",64800,"A",
124937,"R",0,"R",691125,"A",
125028,"R",209653,"R",135252,"A",
125082,"R",0,"R",161854,"A",
125091,"R",182069,"R",94029,"A",
125170,"R",58582,"R",0,"A",
125231,"R",1198,"R",0,"R",94239
125462,"R",82015,"R",49041,"A",
125471,"R",137626,"R",670945,"A",
125480,"R",810,"R",0,"R",552
125499,"R",195373,"R",3757,"A",
125532,"R",34218,"R",752812,"A",
125718,"A",,"A",,"R",894
125727,"R",39528,"R",0,"R",726
125763,"R",34688,"R",0,"R",2998
125897,"R",34927,"R",0,"R",3674
126012,"A",,"A",,"R",11658
126076,"R",3270,"R",0,"A",
126119,"R",166229,"R",79911,"A",
126164,"R",0,"R",111550,"A",
126182,"R",59804,"R",0,"R",40127
126207,"R",99640,"R",614855,"A",
126261,"R",0,"R",201600,"A",
126289,"R",185050,"R",0,"A",
126359,"R",14588,"R",0,"A",
126401,"R",28080,"R",0,"A",
126410,"R",15106,"R",178948,"A",
126562,"R",198150,"R",0,"R",103448
126571,"R",14007,"R",0,"R",50774
126580,"R",155722,"R",0,"R",30269
126605,"R",0,"R",807150,"A",
126614,"R",714102,"R",0,"R",89122
126669,"R",48286,"R",0,"R",3031
126678,"R",78592,"R",0,"R",11680
126687,"R",0,"R",475462,"A",
126702,"R",105106,"R",0,"A",
126711,"R",82801,"R",0,"A",
126748,"R",28356,"R",0,"A",
126775,"R",83501,"R",0,"R",14785
126784,"R",0,"R",156125,"A",
126818,"R",587440,"R",0,"R",60459
126827,"R",70071,"R",0,"R",27044
126854,"R",0,"R",185100,"A",
126863,"R",92479,"R",0,"A",
126872,"R",16128,"R",184320,"A",
126915,"R",0,"R",225762,"A",
126924,"R",14820,"R",0,"A",
126942,"R",140152,"R",0,"A",
126951,"R",46425,"R",0,"A",
126979,"A",,"A",,"R",10876
127024,"R",79766,"R",0,"Z",0
127060,"R",196439,"R",0,"R",123400
127158,"R",9928,"R",1484337,"A",
127185,"R",126341,"R",0,"A",
127200,"R",282159,"R",0,"A",
127219,"R",0,"R",84672,"A",
127228,"R",0,"R",120000,"A",
127273,"A",,"A",,"R",6024
127316,"R",0,"R",267840,"A",
127389,"R",22879,"R",0,"A",
127556,"R",139145,"R",0,"R",771
127565,"R",425630,"R",0,"A",
127617,"R",26354,"R",0,"A",
127653,"R",11295,"R",0,"R",12790
127680,"R",7918,"R",0,"A",
127699,"R",6676,"R",0,"A",
127714,"R",21039,"R",0,"A",
127732,"R",48408,"R",0,"A",
127741,"R",289009,"R",0,"R",46843
127778,"R",33750,"R",0,"A",
127787,"R",3307,"R",51580,"A",
127820,"R",206484,"R",0,"A",
127839,"R",0,"R",282240,"A",
127884,"R",117074,"R",0,"A",
127909,"R",136565,"R",0,"A",
127918,"R",54802,"R",0,"R",29716
127945,"R",13717,"R",0,"A",
127954,"R",0,"R",67500,"Z",0
128036,"R",18775,"R",291842,"A",
128106,"R",127455,"R",0,"R",6367
128151,"R",0,"R",602904,"A",
128179,"R",0,"R",409920,"A",
128188,"R",0,"R",362700,"A",
128203,"R",0,"R",152420,"A",
128258,"R",16486,"R",535167,"A",
128328,"R",165052,"R",0,"A",
128337,"R",0,"R",239250,"A",
128391,"R",61507,"R",0,"A",
128425,"R",750,"R",0,"Z",0
128498,"R",51076,"R",0,"R",8221
128540,"R",0,"R",141916,"A",
128577,"R",24484,"R",0,"A",
128586,"R",1890,"R",0,"A",
128674,"R",0,"R",328800,"A",
128683,"R",6822,"R",0,"A",
128726,"R",1152,"R",0,"A",
128744,"R",28538,"R",0,"R",38067
128762,"R",17520,"R",350400,"A",
128771,"R",220561,"R",0,"R",42950
128780,"R",0,"R",0,"A",
128896,"R",8392,"R",0,"A",
128902,"R",60977,"R",0,"R",369
128957,"R",0,"R",245115,"A",
129002,"R",7080,"R",0,"A",
129020,"R",429887,"R",0,"R",106886
129154,"R",31518,"R",0,"A",
129181,"R",0,"R",1292700,"A",
129215,"R",124862,"R",0,"R",5278
129242,"R",128393,"R",0,"R",16218
129349,"R",1500,"R",169500,"A",
129367,"R",53245,"R",0,"A",
129428,"A",,"A",,"R",15430
129446,"R",1355,"R",0,"A",
129482,"R",8458,"R",0,"A",
129491,"A",,"A",,"R",1600
129525,"R",147253,"R",0,"R",26498
129534,"R",543,"R",0,"R",1359
129543,"R",74399,"R",0,"A",
129613,"R",38723,"R",0,"A",
129640,"R",0,"R",46800,"A",
129686,"R",1479,"R",0,"A",
129695,"R",99075,"R",0,"A",
129729,"R",89303,"R",0,"A",
129756,"R",38214,"R",0,"A",
129774,"R",19007,"R",0,"A",
129808,"R",58481,"R",0,"A",
129880,"R",0,"R",111000,"A",
