unitid,"xcdactua",cdactua,"xcnactua",cnactua,"xcdactga",cdactga
155326,"R",11498,"R",0,"R",13063
155335,"R",37687,"R",0,"R",6404
155353,"R",0,"R",146250,"A",
155399,"R",494892,"R",0,"R",68237
155414,"R",19908,"R",0,"R",774
155423,"R",19488,"R",0,"A",
155441,"R",0,"R",60482,"A",
155450,"R",36720,"R",3565,"A",
155478,"R",0,"R",318696,"A",
155487,"R",0,"R",306304,"A",
155496,"R",7853,"R",0,"A",
155511,"R",10510,"R",0,"A",
155520,"R",42843,"R",0,"R",15897
155566,"R",33639,"R",0,"A",
155593,"R",0,"R",513313,"A",
155609,"R",0,"R",246077,"A",
155618,"R",0,"R",512080,"A",
155627,"R",14569,"R",0,"A",
155636,"R",11950,"R",0,"R",13666
155681,"R",163163,"R",0,"R",21478
155715,"R",29154,"R",0,"A",
155812,"R",13055,"R",0,"R",6006
155830,"R",0,"R",274378,"A",
155858,"R",29817,"R",32984,"A",
155867,"R",0,"R",2426111,"A",
155876,"R",0,"R",156277,"A",
155900,"R",31612,"R",0,"R",2527
155937,"R",6814,"R",0,"A",
155946,"R",3145,"R",0,"A",
155973,"R",17029,"R",0,"R",273
156082,"R",128407,"R",0,"R",21691
156107,"R",30475,"R",902067,"A",
156125,"R",282507,"R",0,"R",46288
156134,"R",13104,"R",0,"A",
156189,"R",18773,"R",0,"A",
156213,"R",37847,"R",0,"R",898
156222,"A",,"A",,"R",33096
156231,"R",47889,"R",0,"A",
156240,"R",17529,"R",0,"A",
156277,"R",0,"R",90280,"A",
156286,"R",62669,"R",0,"R",12406
156295,"R",52224,"R",56332,"A",
156310,"R",0,"R",361500,"A",
156338,"R",27926,"R",0,"A",
156356,"R",17546,"R",0,"R",378
156365,"R",38884,"R",0,"R",3967
156392,"R",58008,"R",0,"A",
156408,"R",30200,"R",0,"A",
156417,"R",5103,"R",0,"A",
156426,"R",0,"R",61000,"A",
156444,"R",0,"R",16350,"A",
156471,"R",0,"R",172800,"A",
156541,"R",42109,"R",0,"R",2270
156611,"R",0,"R",75600,"A",
156620,"R",335115,"R",0,"R",36262
156648,"R",74758,"R",0,"A",
156657,"R",17916,"R",0,"A",
156675,"R",0,"R",28153,"A",
156727,"A",,"A",,"R",3396
156745,"R",38702,"R",0,"R",2009
156754,"R",0,"R",95400,"A",
156790,"R",76003,"R",0,"A",
156842,"R",0,"R",86507,"A",
156851,"R",27739,"R",0,"A",
156860,"R",55638,"R",0,"A",
156903,"R",2160,"R",110400,"A",
156921,"R",171843,"R",0,"A",
156930,"R",34857,"R",0,"A",
156949,"R",0,"R",39600,"A",
156967,"P",0,"P",107550,"P",0
157021,"R",85140,"R",0,"A",
157030,"R",906,"R",0,"A",
157058,"R",27536,"R",0,"R",1176
157076,"R",19999,"R",0,"A",
157085,"R",501855,"R",0,"R",138675
157100,"R",17367,"R",0,"R",184
157119,"R",12328,"R",0,"A",
157173,"R",182381,"R",0,"A",
157207,"A",,"A",,"R",1947
157216,"R",37786,"R",0,"R",3201
157270,"R",25605,"R",0,"A",
157289,"R",359880,"R",0,"R",73862
157298,"A",,"A",,"R",4111
157304,"R",61236,"R",0,"A",
157322,"R",24850,"R",0,"A",
157331,"R",36921,"R",0,"A",
157359,"R",15697,"R",0,"A",
157377,"R",26404,"R",0,"A",
157386,"R",214568,"R",0,"R",22158
157395,"R",0,"R",28612,"A",
157401,"R",234422,"R",0,"R",21890
157438,"R",38333,"R",0,"A",
157447,"R",205114,"R",0,"R",15106
157456,"R",0,"R",43200,"A",
157465,"R",20792,"R",0,"A",
157483,"R",60641,"R",0,"A",
157508,"R",0,"R",86700,"A",
157535,"R",26728,"R",0,"A",
157553,"R",54253,"R",0,"A",
157599,"R",15696,"R",0,"A",
157605,"R",9946,"R",0,"A",
157614,"R",0,"R",87176,"A",
157632,"R",16541,"R",0,"A",
157650,"R",0,"R",98805,"A",
157669,"R",0,"R",15307,"A",
157678,"R",0,"R",75513,"A",
157696,"R",23472,"R",0,"A",
157711,"R",68749,"R",0,"A",
157720,"R",22541,"R",0,"A",
157739,"R",70410,"R",0,"A",
157748,"R",13370,"R",0,"R",30794
157757,"R",25668,"R",0,"R",17448
157766,"R",55969,"R",0,"A",
157793,"R",126920,"R",0,"R",4528
157809,"R",31215,"R",0,"R",3019
157818,"R",39440,"R",0,"A",
157827,"R",0,"R",108000,"A",
157863,"R",16987,"R",0,"R",7624
157942,"R",36762,"R",0,"A",
157951,"R",410626,"R",0,"R",41516
158079,"R",0,"R",123000,"A",
158088,"R",10304,"R",58095,"A",
158158,"R",4140,"R",107280,"A",
158219,"R",3642,"R",51521,"A",
158237,"R",16495,"R",0,"A",
158246,"R",6912,"R",138240,"A",
158282,"R",0,"R",71850,"A",
158307,"R",6558,"R",17952,"A",
158325,"R",1937,"R",0,"A",
158334,"R",120,"R",920,"A",
158343,"R",0,"R",153,"A",
158352,"R",25977,"R",0,"A",
158431,"R",91890,"R",0,"A",
158440,"R",15285,"R",292104,"A",
158477,"R",27068,"R",0,"R",2072
158538,"R",0,"R",76500,"A",
158583,"R",6766,"R",21554,"A",
158617,"R",7012,"R",175161,"A",
158644,"R",0,"R",71100,"A",
158662,"R",324358,"R",4220369,"A",
158723,"R",12150,"R",64150,"A",
158769,"R",13982,"R",54716,"A",
158778,"R",0,"R",60814,"A",
158787,"R",0,"R",163500,"A",
158802,"R",68710,"R",0,"A",
158884,"R",47621,"R",0,"A",
158893,"R",4131,"R",0,"A",
158936,"R",1080,"R",178277,"A",
158945,"R",888,"R",154388,"A",
158954,"R",5782,"R",0,"A",
159009,"R",129491,"R",0,"R",10427
159018,"R",11746,"R",0,"A",
159027,"R",0,"R",192000,"A",
159045,"R",6457,"R",35883,"A",
159090,"R",5765,"R",0,"A",
159197,"R",0,"R",429046,"A",
159249,"R",1386,"R",0,"A",
159258,"R",8761,"R",0,"A",
159267,"R",6516,"R",38463,"A",
159319,"R",0,"R",11400,"A",
159328,"R",0,"R",68400,"A",
159373,"R",18871,"R",0,"R",19535
159382,"R",64294,"R",0,"A",
159391,"R",766855,"R",0,"R",90979
159407,"R",69628,"R",0,"A",
159416,"R",85820,"R",0,"R",10640
159443,"R",33533,"R",0,"A",
159513,"R",0,"R",154500,"A",
159522,"R",0,"R",154500,"A",
159531,"R",0,"R",99840,"A",
159568,"R",29796,"R",0,"A",
159601,"R",0,"R",138000,"A",
159647,"R",270961,"R",0,"R",29320
159656,"R",109368,"R",0,"R",29024
159692,"R",5921,"R",0,"A",
159717,"R",202797,"R",0,"R",15813
159780,"R",0,"R",88500,"A",
159799,"R",0,"R",132000,"A",
159823,"R",10060,"R",51970,"A",
159939,"R",336286,"R",0,"R",64966
159948,"R",23760,"R",0,"R",17682
159966,"R",173953,"R",0,"R",10784
159984,"R",2833,"R",12051,"A",
159993,"R",210995,"R",0,"R",20398
160001,"R",6078,"R",30338,"A",
160010,"R",20953,"R",92007,"A",
160029,"A",,"A",,"R",3596
160038,"R",263775,"R",0,"R",16680
160047,"R",7463,"R",50816,"A",
160065,"R",26828,"R",0,"R",1973
160074,"R",32773,"R",0,"A",
160117,"R",0,"R",78300,"A",
160126,"R",0,"R",41400,"A",
160135,"R",0,"R",33600,"A",
160144,"R",0,"R",34500,"A",
160199,"R",0,"R",68850,"A",
160214,"R",7523,"R",46164,"A",
160250,"R",19440,"R",4860,"A",
160311,"R",8363,"R",267737,"A",
160320,"R",0,"R",295500,"A",
160348,"R",0,"R",35917,"A",
160366,"R",3048,"R",0,"A",
160384,"R",5521,"R",16709,"A",
160409,"R",1435,"R",0,"A",
160427,"R",18859,"R",94388,"A",
160436,"R",17116,"R",113559,"A",
160445,"R",0,"R",99180,"A",
160454,"R",4303,"R",0,"A",
160472,"R",0,"R",182700,"A",
160481,"R",11853,"R",267867,"A",
160524,"R",32880,"R",0,"A",
160560,"R",3022,"R",0,"A",
160579,"R",40769,"R",95627,"A",
160597,"R",0,"R",318600,"A",
160612,"R",372663,"R",0,"R",24305
160621,"R",232161,"R",0,"R",24081
160630,"R",79060,"R",0,"R",11857
160649,"R",45084,"R",0,"A",
160658,"R",396413,"R",0,"R",27241
160667,"R",18405,"R",5385,"A",
160676,"R",18305,"R",601189,"A",
160685,"R",8459,"R",0,"A",
160694,"R",13147,"R",26392,"A",
160719,"R",5771,"R",23358,"A",
160755,"R",226316,"R",0,"R",51659
160816,"R",1515,"R",0,"A",
160843,"R",12570,"R",0,"A",
160870,"R",6516,"R",575374,"A",
160904,"R",98212,"R",0,"R",20277
160913,"R",10381,"R",459548,"A",
160940,"R",17955,"R",0,"A",
160959,"R",10230,"R",0,"R",360
160968,"R",456,"R",0,"R",1460
160977,"R",14931,"R",0,"A",
160995,"R",10091,"R",0,"A",
161004,"R",39891,"R",0,"A",
161022,"R",2563,"R",0,"A",
161059,"R",610,"R",0,"A",
161077,"R",28249,"R",0,"A",
161086,"R",58351,"R",0,"A",
161138,"R",35158,"R",0,"A",
161165,"R",57780,"R",0,"R",2250
161192,"R",30133,"R",0,"A",
161208,"R",0,"R",104450,"A",
161217,"R",94814,"R",0,"R",151
161226,"R",31728,"R",0,"A",
161235,"R",22291,"R",0,"A",
161244,"R",21395,"R",0,"A",
161253,"R",231706,"R",0,"R",27820
161299,"R",22676,"R",0,"R",336
161341,"R",34649,"R",0,"A",
161378,"R",756,"R",0,"A",
161448,"R",939,"R",0,"A",
161457,"R",42077,"R",0,"R",31310
161484,"R",21550,"R",0,"A",
161493,"R",0,"R",681900,"A",
161509,"R",12623,"R",0,"R",900
161518,"R",52959,"R",0,"R",14653
161527,"R",0,"R",249600,"A",
161545,"R",55815,"R",0,"A",
161554,"R",182233,"R",0,"R",38733
161563,"R",16903,"R",0,"R",1587
161572,"R",13297,"R",0,"A",
161581,"R",11192,"R",0,"A",
161615,"R",0,"R",43590,"A",
161624,"R",1812,"R",36240,"A",
161651,"R",0,"R",42930,"A",
161688,"R",66572,"R",0,"A",
161767,"R",245794,"R",278925,"A",
161776,"R",0,"R",417696,"A",
161800,"R",0,"R",87000,"A",
161837,"R",1110,"R",0,"R",822
161855,"R",0,"R",89232,"A",
161864,"R",94009,"R",0,"A",
161873,"R",40707,"R",0,"R",51729
161882,"R",19444,"R",0,"A",
162007,"R",101394,"R",0,"R",20060
162061,"R",8944,"R",0,"R",7278
162104,"R",29805,"R",0,"A",
162122,"R",115877,"R",0,"A",
162168,"R",38930,"R",0,"A",
162210,"R",30546,"R",0,"R",355
162283,"R",81464,"R",0,"R",9206
162335,"R",0,"R",256500,"A",
162371,"R",1092,"R",28756,"A",
162557,"R",79515,"R",0,"A",
162584,"R",125685,"R",0,"R",13150
162609,"R",12692,"R",14286,"A",
162654,"R",35878,"R",0,"R",10570
162681,"R",48497,"R",0,"A",
162690,"R",56203,"R",0,"A",
162706,"R",96583,"R",0,"A",
162760,"R",21563,"R",0,"R",9008
162779,"R",109308,"R",0,"A",
162830,"R",0,"R",56110,"A",
162928,"R",184451,"R",0,"R",230789
162982,"R",0,"R",2904,"A",
163028,"R",62504,"R",1479840,"A",
163046,"R",101926,"R",0,"R",38091
163107,"R",0,"R",37760,"A",
163116,"R",986,"R",0,"A",
163204,"R",279368,"R",0,"R",77094
163259,"R",23989,"R",0,"R",41203
163268,"R",268070,"R",0,"R",25882
163286,"R",743118,"R",0,"R",122973
163295,"R",39355,"R",115425,"R",4189
163338,"R",97421,"R",0,"R",6232
163347,"R",22800,"R",522400,"A",
163408,"R",0,"R",226500,"A",
163426,"R",347099,"R",202589,"A",
163453,"R",169059,"R",8949,"R",9679
163462,"R",44590,"R",0,"R",8165
163532,"R",11832,"R",0,"R",5365
163541,"R",0,"R",240000,"A",
163578,"R",34413,"R",0,"R",19119
163657,"R",217100,"R",0,"A",
163736,"R",12024,"R",588640,"A",
163754,"R",0,"R",90700,"A",
163815,"R",0,"R",49212,"A",
163842,"R",111,"R",0,"R",3956
163851,"R",174410,"R",0,"R",8706
163912,"R",55283,"R",0,"A",
163921,"R",35069,"R",0,"R",1488
163976,"R",15958,"R",0,"R",1932
164058,"R",37799,"R",672132,"A",
164076,"R",398589,"R",0,"R",41316
164085,"A",,"A",,"R",10350
164100,"R",0,"R",57600,"A",
164155,"R",152327,"R",181082,"A",
164173,"R",63821,"R",0,"R",909
164207,"R",3459,"R",0,"R",4054
164216,"R",40936,"R",0,"R",516
164243,"A",,"A",,"R",2821
164270,"R",53535,"R",0,"R",21491
164313,"R",54949,"R",0,"A",
164447,"R",30585,"R",0,"R",6487
164465,"R",52672,"R",0,"A",
164474,"A",,"A",,"R",2395
164492,"R",20515,"R",0,"R",7011
164526,"R",14874,"R",0,"R",776
164562,"R",32561,"R",0,"R",2271
164571,"R",17403,"R",0,"R",939
164580,"R",55154,"R",0,"R",33530
164599,"R",0,"R",171798,"A",
164614,"R",2802,"R",0,"A",
164632,"R",25474,"R",0,"R",1413
164641,"R",16650,"R",0,"A",
164678,"R",0,"R",229040,"A",
164720,"R",32888,"R",0,"A",
164739,"R",119727,"R",1461654,"R",6123
164748,"R",110434,"R",0,"A",
164775,"R",40965,"R",0,"A",
164845,"R",0,"R",286000,"A",
164872,"R",7052,"R",0,"R",4747
164915,"A",,"A",,"R",919
164924,"R",143235,"R",0,"R",32887
164933,"R",13408,"R",48021,"R",2078
164988,"R",560857,"R",0,"R",246001
165015,"R",100951,"R",0,"R",45591
165024,"R",196249,"R",0,"R",20730
165033,"R",118572,"R",0,"A",
165060,"R",0,"R",58145,"A",
165112,"R",141313,"R",0,"A",
165149,"R",900,"R",0,"A",
165167,"R",4712,"R",0,"R",34574
165194,"R",64918,"R",0,"A",
165255,"R",0,"R",142341,"A",
165264,"R",6026,"R",0,"A",
165334,"R",65875,"R",0,"R",19520
165495,"A",,"A",,"R",672
165529,"R",61830,"R",0,"R",2110
165556,"R",0,"R",510480,"A",
165574,"R",30602,"R",0,"A",
165608,"R",0,"R",58618,"A",
165635,"R",0,"R",424200,"A",
165644,"R",31385,"R",0,"R",3187
165662,"R",100234,"R",0,"R",20345
165671,"R",39194,"R",0,"R",2454
165680,"R",0,"R",133400,"A",
165699,"R",50809,"R",0,"R",16431
165705,"A",,"A",,"R",129
165750,"R",0,"R",97083,"A",
165802,"R",29791,"R",0,"A",
165820,"R",81427,"R",0,"R",46538
165866,"R",108836,"R",0,"R",41645
165884,"R",6487,"R",0,"A",
165936,"R",47482,"R",0,"R",1060
165945,"A",,"A",,"R",29677
165981,"R",41991,"R",0,"A",
166009,"R",0,"R",222250,"A",
166018,"R",9864,"R",0,"A",
166027,"R",112544,"R",0,"R",276685
166045,"R",38,"R",0,"R",943
166054,"R",2460,"R",29520,"R",648
166063,"R",0,"R",44024,"A",
166124,"R",90260,"R",71605,"A",
166133,"R",121470,"R",0,"A",
166276,"R",51312,"R",150000,"A",
166294,"R",0,"R",33638,"A",
166319,"R",0,"R",84000,"A",
166328,"R",0,"R",107000,"A",
166391,"R",30906,"R",0,"R",177
166407,"R",3167,"R",0,"A",
166452,"R",35830,"R",0,"R",111324
166489,"R",1268,"R",0,"R",1594
166498,"R",0,"R",79000,"A",
166513,"R",212032,"R",0,"R",30770
166586,"R",0,"R",21503,"A",
166595,"R",0,"R",58540,"A",
166601,"R",6660,"R",0,"A",
166629,"R",534784,"R",0,"R",83046
166638,"R",236384,"R",0,"R",37323
166647,"R",108458,"R",0,"A",
166656,"R",64496,"R",0,"R",8468
166674,"R",45216,"R",0,"R",2988
166683,"R",437828,"R",0,"R",640385
166692,"R",31840,"R",0,"A",
166708,"A",,"A",,"R",5890
166717,"A",,"A",,"R",4122
166805,"R",0,"R",81734,"A",
166823,"R",132451,"R",0,"A",
166850,"R",65502,"R",0,"R",252
166869,"A",,"A",,"R",13670
166887,"R",150683,"R",0,"A",
166911,"R",11551,"R",0,"A",
166939,"R",50409,"R",0,"R",40
166948,"R",34420,"R",0,"A",
166957,"R",70240,"R",0,"A",
166975,"R",0,"R",153600,"A",
166984,"R",11223,"R",0,"R",2460
167020,"R",0,"R",462240,"A",
167039,"R",0,"R",58082,"A",
167057,"R",11245,"R",0,"R",7214
167181,"A",,"A",,"R",2414
167224,"R",0,"R",111600,"A",
167251,"R",30357,"R",0,"A",
167260,"R",32169,"R",0,"R",3414
167288,"R",39278,"R",0,"R",9637
167297,"R",0,"R",171039,"A",
167312,"R",117164,"R",0,"A",
167321,"R",29535,"R",0,"A",
167358,"R",643512,"R",0,"R",94406
167376,"R",114484,"R",0,"A",
167394,"R",17733,"R",0,"R",1932
167455,"R",7424,"R",0,"A",
167464,"A",,"A",,"R",2185
167525,"R",95624,"R",0,"A",
167534,"R",128612,"R",0,"A",
167543,"R",0,"R",183000,"A",
167598,"R",25370,"R",0,"R",4774
167631,"R",35316,"R",164985,"A",
167677,"R",156,"R",0,"Z",0
167729,"R",162059,"R",0,"R",41326
167738,"R",6096,"R",182867,"A",
167774,"R",4148,"R",0,"A",
167783,"R",42333,"R",0,"R",50132
167792,"R",12165,"R",0,"A",
167835,"R",85525,"R",0,"R",14395
167871,"R",5715,"R",0,"A",
167899,"R",112368,"R",0,"R",33587
167905,"R",123376,"R",0,"A",
167987,"R",193765,"R",0,"R",12086
167996,"R",71771,"R",0,"R",324
168005,"R",99692,"R",0,"R",31899
168032,"R",0,"R",67065,"A",
168148,"R",142996,"R",0,"R",103504
168218,"R",74825,"R",0,"A",
168227,"R",102345,"R",0,"A",
168254,"R",83383,"R",0,"R",13900
168263,"R",119643,"R",0,"R",7377
168272,"A",,"A",,"R",3780
168281,"R",49272,"R",0,"A",
168290,"R",20118,"R",0,"R",10165
168342,"R",18409,"R",0,"R",413
168421,"R",101033,"R",0,"R",11412
168430,"R",115251,"R",0,"R",14947
168519,"R",0,"R",100200,"A",
168528,"R",28896,"R",0,"A",
168546,"R",50439,"R",0,"A",
168555,"R",0,"R",63000,"A",
168573,"R",12724,"R",254480,"A",
168591,"R",42139,"R",0,"A",
168607,"R",25510,"R",338944,"A",
168740,"R",47228,"R",0,"R",24320
168786,"R",47408,"R",0,"R",9837
168838,"R",73491,"R",0,"R",117
168847,"R",168622,"R",0,"A",
168883,"R",38026,"R",492215,"A",
168892,"R",0,"R",187500,"A",
169080,"R",132385,"R",0,"R",787
169099,"A",,"A",,"R",7326
169187,"R",9200,"R",0,"A",
169220,"A",,"A",,"R",3321
169248,"R",536153,"R",0,"R",129823
169275,"R",199547,"R",4098263,"A",
169284,"R",0,"R",274558,"A",
169327,"R",27717,"R",0,"R",1304
169363,"R",11853,"R",0,"R",696
169424,"A",,"A",,"R",4320
169442,"R",30601,"R",0,"A",
169479,"R",67087,"R",0,"R",4074
169488,"R",26953,"R",0,"R",36
169497,"R",32058,"R",0,"R",881
169503,"R",0,"R",128863,"A",
169521,"R",193673,"R",1494880,"A",
169567,"R",0,"R",142352,"A",
169576,"R",4997,"R",0,"A",
169594,"R",81920,"R",0,"R",7758
169600,"R",64178,"R",0,"R",3940
169655,"R",0,"R",567776,"A",
169716,"R",82612,"R",0,"R",23568
169734,"R",6524,"R",0,"A",
169761,"R",7947,"R",0,"A",
169798,"R",508703,"R",0,"R",59292
169831,"R",1564,"R",0,"A",
169910,"R",270606,"Z",0,"R",6492
169947,"R",0,"R",72561,"A",
169956,"R",0,"R",144560,"A",
169974,"R",33200,"R",492215,"A",
169983,"R",82359,"R",0,"R",10272
169992,"R",22410,"R",3840,"A",
170000,"R",3254,"R",0,"A",
170037,"R",21839,"R",0,"R",1523
170046,"R",0,"R",1338000,"A",
170055,"R",266563,"R",1912391,"A",
170082,"R",458324,"R",0,"R",54917
170091,"R",5429,"R",0,"A",
170240,"R",240978,"R",0,"A",
170301,"R",93288,"R",0,"A",
170338,"R",0,"R",73600,"A",
170417,"R",25364,"R",0,"A",
170444,"R",40882,"R",72080,"A",
170514,"R",0,"R",213900,"A",
170532,"R",46725,"R",0,"A",
170541,"R",47732,"R",869647,"A",
170550,"R",106969,"R",871273,"A",
170587,"R",32309,"R",366506,"A",
170611,"R",0,"R",258800,"A",
170620,"R",42386,"R",408952,"A",
170639,"R",86217,"R",0,"R",711
170657,"R",354610,"R",3075947,"A",
170675,"R",62669,"R",0,"R",18171
170693,"R",6303,"R",0,"A",
170736,"R",0,"R",54875,"A",
170790,"R",217396,"R",3362341,"A",
170806,"R",66514,"R",0,"R",11832
170824,"R",0,"R",28800,"A",
170842,"R",18400,"R",0,"R",95591
170967,"R",24583,"R",0,"A",
170976,"R",721082,"R",0,"R",286447
171012,"R",0,"R",586430,"A",
171100,"R",991953,"R",0,"R",207537
171128,"R",163656,"R",0,"R",9992
171137,"R",155865,"R",0,"R",27132
171146,"R",139064,"R",0,"R",9197
171155,"R",53606,"R",8247,"A",
171225,"R",68150,"R",0,"A",
171234,"R",27425,"R",258956,"A",
171261,"R",0,"R",132000,"A",
171298,"R",107390,"R",0,"R",102
171304,"R",95545,"R",1865696,"A",
171313,"R",0,"R",698400,"A",
171322,"R",0,"R",1959524,"A",
171395,"R",33604,"R",191022,"A",
171456,"R",226635,"R",0,"R",11714
171465,"R",0,"R",1500,"A",
171483,"R",86523,"R",0,"A",
171492,"R",84025,"R",0,"R",4973
171535,"R",444839,"R",2421457,"A",
171571,"R",325191,"R",0,"R",51923
171599,"R",7603,"R",0,"R",210
171775,"R",0,"R",120200,"A",
171881,"R",7011,"R",0,"R",0
171988,"R",0,"R",108720,"A",
171997,"R",0,"R",73440,"A",
172015,"R",0,"R",117360,"A",
172033,"R",2262,"R",0,"R",1741
172051,"R",186707,"R",0,"R",20834
172200,"R",194617,"R",3400625,"A",
172264,"R",18293,"R",0,"R",1346
172291,"R",0,"R",4394265,"A",
172307,"R",54756,"R",0,"A",
172325,"R",10752,"R",322560,"A",
172334,"R",64213,"R",0,"R",17455
172422,"R",15132,"R",0,"A",
172440,"R",7275,"R",0,"A",
172495,"R",0,"R",75000,"A",
172556,"R",0,"R",171000,"A",
172574,"R",0,"R",172500,"A",
172583,"R",0,"R",246000,"A",
172608,"R",23981,"R",0,"R",31490
172617,"R",231264,"R",0,"A",
172635,"R",182106,"R",5405901,"A",
172644,"R",419849,"R",0,"R",149904
172671,"R",25568,"R",0,"A",
172699,"R",648322,"R",0,"R",87665
172705,"A",,"A",,"R",636
172778,"R",9362,"R",0,"A",
172802,"R",0,"R",900,"A",
172866,"R",8443,"R",0,"A",
172918,"R",64740,"R",0,"A",
172927,"R",875,"R",0,"A",
172954,"R",47820,"R",0,"A",
172963,"R",126300,"R",0,"A",
172972,"R",2646,"R",0,"A",
173045,"R",74152,"R",0,"R",6112
173063,"R",75390,"R",0,"A",
173115,"R",139950,"R",0,"A",
173124,"R",171124,"R",0,"R",5187
173142,"R",8500,"R",0,"A",
173160,"R",82113,"R",0,"R",5526
173179,"A",,"A",,"R",18044
173203,"R",77130,"R",0,"A",
173258,"R",101367,"R",0,"A",
173300,"R",88232,"R",0,"A",
173328,"R",52383,"R",0,"R",7421
173416,"R",63990,"R",0,"A",
173452,"R",28794,"R",0,"A",
173461,"R",92400,"R",0,"A",
173470,"R",0,"R",40707,"A",
173489,"R",12033,"R",0,"A",
173559,"R",37350,"R",0,"A",
173629,"R",52500,"R",0,"A",
173638,"R",64320,"R",0,"A",
173647,"R",90709,"R",0,"A",
173665,"R",61329,"R",0,"R",54278
173708,"R",113520,"R",0,"A",
173726,"R",0,"R",27961,"A",
173735,"R",42420,"R",0,"A",
173744,"R",0,"R",650080,"A",
173799,"R",93060,"R",0,"A",
173805,"R",29160,"R",0,"A",
173887,"R",15923,"R",0,"A",
173896,"A",,"A",,"R",11514
173902,"R",57152,"R",0,"A",
173911,"R",81450,"R",0,"A",
173920,"R",361203,"R",0,"R",25796
173939,"R",0,"R",205363,"A",
173966,"R",0,"R",223300,"R",8215
173984,"R",36739,"R",0,"R",7017
173993,"R",39360,"R",0,"A",
174020,"R",124736,"R",0,"R",8439
174066,"R",964571,"R",0,"R",165492
174075,"R",42907,"R",0,"A",
174118,"R",10500,"R",112600,"A",
174127,"R",17072,"R",0,"R",891
174136,"R",160740,"R",0,"A",
174154,"R",14442,"R",0,"A",
174190,"R",0,"R",33290,"A",
174206,"R",3065,"R",0,"A",
174233,"R",261912,"R",0,"R",4518
174251,"R",57178,"R",0,"A",
174279,"R",33346,"R",3633027,"A",
174321,"R",0,"R",147600,"A",
174358,"R",201563,"R",0,"R",5565
174376,"R",118560,"R",0,"A",
174385,"R",7837,"R",0,"A",
174394,"R",43920,"R",252256,"A",
174428,"R",165810,"R",0,"A",
174437,"R",34353,"R",0,"A",
174464,"R",14229,"R",0,"A",
174473,"R",44220,"R",0,"A",
174482,"R",5520,"R",0,"A",
174491,"R",69606,"R",0,"A",
174507,"R",2036,"R",0,"R",3858
174525,"R",2192,"R",37344,"A",
174534,"R",0,"R",115913,"A",
174561,"R",5360,"R",0,"A",
174570,"R",12060,"R",0,"A",
174604,"R",9180,"R",0,"A",
174622,"R",18045,"R",0,"A",
174631,"R",15420,"R",0,"A",
174659,"R",42060,"R",0,"A",
174686,"R",200,"R",16500,"A",
174738,"R",120330,"R",0,"A",
174747,"R",65994,"R",0,"A",
174756,"R",78930,"R",0,"A",
174765,"R",0,"R",149847,"A",
174783,"R",391230,"R",0,"R",23320
174792,"R",59902,"R",0,"R",2724
174817,"R",44084,"R",0,"R",54665
174844,"R",87415,"R",0,"A",
174862,"R",24775,"R",0,"R",183
174899,"R",29983,"R",0,"R",4752
174914,"R",161794,"R",0,"R",77511
174932,"R",5781,"R",0,"A",
174978,"R",0,"R",596570,"A",
175005,"R",86986,"R",0,"R",17137
175014,"R",18246,"R",0,"A",
175023,"R",45,"R",0,"A",
175041,"R",90060,"R",0,"A",
175078,"R",87375,"R",0,"R",7782
175120,"R",5340,"R",400,"A",
175139,"A",,"A",,"R",2473
175148,"R",0,"R",352450,"A",
175157,"R",21480,"R",0,"A",
175227,"R",76275,"R",0,"A",
175236,"R",96630,"R",0,"A",
175263,"R",42060,"R",0,"A",
175272,"R",216839,"R",0,"R",8299
175315,"R",174720,"R",0,"A",
175342,"R",80164,"R",0,"R",10062
175421,"R",50792,"R",0,"R",5332
175430,"R",11876,"R",0,"A",
175476,"R",0,"R",31122,"A",
175494,"R",0,"R",179600,"A",
175519,"R",25826,"R",300094,"A",
175528,"R",12104,"R",0,"A",
175564,"R",20896,"R",29160,"A",
175573,"R",56459,"R",104922,"A",
175591,"R",0,"R",54000,"A",
175607,"R",0,"R",99248,"A",
175616,"R",85483,"R",0,"R",10988
175643,"R",66204,"R",0,"A",
175652,"R",101370,"R",207417,"A",
175698,"R",0,"R",21111,"A",
175713,"R",0,"R",116250,"A",
175722,"R",0,"R",1588500,"A",
175786,"R",101492,"R",1514375,"A",
175810,"R",97097,"R",0,"A",
175829,"R",86884,"R",0,"A",
175856,"R",165897,"R",0,"R",24197
175883,"R",137945,"R",0,"A",
175917,"R",1164,"R",0,"A",
175935,"R",85043,"R",0,"A",
175980,"R",36823,"R",0,"R",654
176008,"R",94469,"R",0,"A",
176017,"R",315552,"R",0,"R",54185
176026,"R",11891,"R",438750,"R",7526
176035,"R",53452,"R",0,"R",2811
176044,"R",91501,"R",0,"R",9206
176053,"R",61656,"R",0,"R",19136
176062,"R",0,"R",45494,"A",
176071,"R",482240,"R",0,"A",
176080,"R",366649,"R",0,"R",52496
176169,"R",89510,"R",0,"A",
176178,"R",148804,"R",0,"A",
176239,"R",34433,"R",0,"A",
176318,"R",26306,"R",484193,"A",
176336,"R",1684,"R",0,"A",
176354,"R",51273,"R",0,"A",
176372,"R",345806,"R",0,"R",59540
176390,"R",0,"R",127078,"A",
176406,"R",14291,"R",0,"A",
176415,"R",0,"R",12000,"A",
176451,"A",,"A",,"R",1833
176460,"R",1875,"R",0,"A",
176479,"R",50077,"R",0,"R",17179
