UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,ACTTYPE 
101602,"R",38179,"A",,"A",,"G",1273,"A",,"G",1273,"A",,2
101648,"R",8844,"A",,"A",,"G",295,"A",,"G",295,"A",,2
101675,"R",52831,"A",,"A",,"G",1761,"A",,"G",1761,"A",,2
101693,"R",43032,"A",,"R",3340,"G",1434,"G",139,"G",1434,"G",139,2
101709,"R",69140,"A",,"R",8176,"G",2305,"G",341,"G",2305,"G",341,2
101736,"R",83334,"A",,"A",,"G",2778,"A",,"G",2778,"A",,2
101879,"R",151540,"A",,"R",20465,"G",5051,"G",853,"G",5051,"G",853,2
101897,"R",55442,"A",,"A",,"G",1848,"A",,"G",1848,"A",,2
101912,"R",49479,"A",,"A",,"G",1649,"A",,"G",1649,"A",,2
101949,"R",34726,"A",,"A",,"G",1158,"A",,"G",1158,"A",,2
101958,"R",70,"A",,"A",,"G",2,"A",,"G",2,"A",,2
101994,"R",13968,"A",,"A",,"G",466,"A",,"G",466,"A",,2
102030,"R",81519,"A",,"A",,"G",2717,"A",,"G",2717,"A",,2
102049,"R",87788,"A",,"R",7934,"G",2926,"G",331,"G",2926,"G",331,2
102067,"R",133341,"A",,"A",,"G",4445,"A",,"G",4445,"A",,2
102076,"R",50844,"A",,"A",,"G",1695,"A",,"G",1695,"A",,2
102094,"R",278896,"A",,"R",56472,"G",9297,"G",2353,"R",9297,"R",2463,2
102234,"R",38285,"A",,"R",2918,"G",1276,"G",122,"G",1276,"G",122,2
102261,"R",5089,"A",,"A",,"G",170,"A",,"G",170,"A",,2
102270,"R",24398,"A",,"A",,"G",813,"A",,"G",813,"A",,2
102298,"R",13400,"A",,"A",,"G",447,"A",,"G",447,"A",,2
102313,"R",36112,"A",,"A",,"G",1204,"A",,"G",1204,"A",,2
102368,"R",359805,"A",,"R",108441,"G",11994,"G",4518,"G",11994,"G",4518,2
102377,"R",86260,"A",,"R",4770,"G",2875,"G",199,"G",2875,"G",199,2
102395,"R",2544,"A",,"R",7806,"G",85,"G",325,"G",85,"G",325,2
102429,"R",98452,"A",,"A",,"G",3282,"A",,"G",3282,"A",,2
102553,"R",310115,"A",,"R",13554,"G",10337,"G",565,"G",10337,"G",565,2
102614,"R",148438,"A",,"R",16878,"G",4948,"G",703,"G",4948,"G",703,2
102632,"R",42816,"A",,"R",5082,"G",1427,"G",212,"G",1427,"G",212,2
102669,"R",16009,"A",,"R",4102,"G",534,"G",171,"G",534,"G",171,2
102711,"A",,"R",272077,"A",,"G",302,"A",,"G",302,"A",,1
102845,"R",16339,"A",,"A",,"G",363,"A",,"G",363,"A",,2
103361,"R",10699,"A",,"A",,"G",357,"A",,"G",357,"A",,2
103501,"A",,"R",366484,"A",,"G",407,"A",,"R",493,"A",,1
103644,"R",73012,"R",91120,"A",,"G",1724,"A",,"G",1724,"A",,3
103723,"R",73129,"A",,"A",,"G",2438,"A",,"G",2438,"A",,2
103732,"A",,"R",58862,"A",,"G",65,"A",,"G",65,"A",,1
103741,"A",,"R",279851,"A",,"G",311,"A",,"G",311,"A",,1
103778,"A",,"A",,"R",27796,"A",,"G",1158,"A",,"G",1158,2
103787,"R",1760,"A",,"A",,"G",59,"A",,"G",59,"A",,2
103811,"A",,"R",444600,"A",,"G",494,"A",,"R",487,"A",,1
103893,"R",142344,"A",,"A",,"G",4745,"A",,"G",4745,"A",,2
103945,"R",10800,"A",,"A",,"G",360,"A",,"G",360,"A",,2
103954,"A",,"R",59315,"A",,"G",66,"A",,"G",66,"A",,1
103963,"R",10620,"A",,"A",,"G",236,"A",,"G",236,"A",,2
104090,"A",,"R",389657,"A",,"G",433,"A",,"G",433,"A",,1
104151,"R",1031639,"A",,"R",146957,"G",34388,"G",6123,"G",34388,"G",6123,2
104160,"R",128370,"A",,"A",,"G",4279,"A",,"G",4279,"A",,2
104179,"R",712160,"A",,"R",108429,"G",23739,"G",4518,"R",28091,"R",5689,2
104188,"R",9250,"A",,"A",,"G",308,"A",,"G",308,"A",,2
104294,"A",,"R",436800,"A",,"G",485,"A",,"G",485,"A",,1
104346,"R",140572,"A",,"A",,"G",4686,"A",,"R",3823,"A",,2
104364,"R",23951,"A",,"R",137,"G",532,"G",4,"R",593,"R",4,2
104391,"A",,"R",109700,"A",,"G",122,"A",,"G",122,"A",,1
104425,"R",208768,"A",,"A",,"G",6959,"A",,"R",7894,"A",,2
104434,"A",,"R",67356,"A",,"G",75,"A",,"G",75,"A",,1
104443,"A",,"R",200490,"A",,"G",223,"A",,"G",223,"A",,1
104504,"A",,"R",131850,"A",,"G",147,"A",,"G",147,"A",,1
104522,"A",,"R",44600,"A",,"G",50,"A",,"G",50,"A",,1
104531,"R",38005,"A",,"R",5637,"G",1267,"G",235,"G",1267,"G",235,2
104568,"A",,"R",341100,"A",,"G",379,"A",,"G",379,"A",,1
104577,"R",99830,"A",,"A",,"G",3328,"A",,"G",3328,"A",,2
104586,"R",45943,"A",,"R",504,"G",1531,"G",21,"G",1531,"G",21,2
104708,"R",307442,"A",,"A",,"G",10248,"A",,"G",10248,"A",,2
104717,"R",62993,"A",,"R",123598,"G",2100,"G",5150,"G",2100,"G",5150,2
104805,"A",,"R",7587000,"A",,"G",8430,"A",,"G",8430,"A",,1
104911,"A",,"R",164788,"A",,"G",183,"A",,"G",183,"A",,1
104984,"A",,"R",387770,"A",,"G",431,"A",,"G",431,"A",,1
105118,"R",19672,"A",,"A",,"G",656,"A",,"G",656,"A",,2
105127,"A",,"R",154955,"A",,"G",172,"A",,"G",172,"A",,1
105145,"R",114139,"A",,"A",,"G",3805,"A",,"G",3805,"A",,2
105154,"R",432953,"A",,"A",,"G",14432,"A",,"G",14432,"A",,2
105163,"R",31016,"A",,"A",,"G",689,"A",,"G",689,"A",,2
105172,"R",39716,"A",,"A",,"G",883,"A",,"G",883,"A",,2
105206,"R",90298,"A",,"A",,"G",3010,"A",,"G",3010,"A",,2
105215,"R",102836,"A",,"A",,"G",3428,"A",,"G",3428,"A",,2
105297,"R",35000,"A",,"A",,"G",1167,"A",,"G",1167,"A",,2
105330,"R",544689,"A",,"R",135498,"G",18156,"G",5646,"R",20205,"R",6775,2
105349,"R",114767,"A",,"A",,"G",3826,"A",,"G",3826,"A",,2
105367,"R",22626,"A",,"R",14474,"G",754,"G",603,"G",754,"G",603,2
105419,"A",,"R",165647,"A",,"G",184,"A",,"G",184,"A",,1
105428,"R",187594,"A",,"A",,"G",6253,"A",,"G",6253,"A",,2
105482,"A",,"R",167880,"A",,"G",187,"A",,"G",187,"A",,1
105516,"R",91334,"A",,"R",46030,"G",3044,"G",1918,"R",4865,"R",3277,2
105525,"R",554520,"R",147840,"A",,"G",18648,"A",,"R",18715,"A",,3
105534,"A",,"R",729796,"A",,"G",811,"A",,"G",811,"A",,1
105543,"A",,"R",777980,"A",,"G",864,"A",,"G",864,"A",,1
105589,"R",32073,"A",,"R",6476,"G",1069,"G",270,"G",1069,"G",270,2
105659,"R",3843,"R",300100,"A",,"G",462,"A",,"G",462,"A",,3
105668,"R",363819,"A",,"A",,"G",12127,"A",,"G",12127,"A",,2
105677,"A",,"R",48400,"A",,"G",54,"A",,"G",54,"A",,1
105701,"A",,"R",72000,"A",,"G",80,"A",,"G",80,"A",,1
105747,"R",177781,"A",,"A",,"G",5926,"A",,"G",5926,"A",,2
105792,"R",61562,"A",,"A",,"G",2052,"A",,"G",2052,"A",,2
105899,"R",8493,"A",,"A",,"G",283,"A",,"G",283,"A",,2
105987,"A",,"R",423880,"A",,"G",471,"A",,"G",471,"A",,1
106041,"R",195557,"A",,"A",,"G",6519,"A",,"G",6519,"A",,2
106102,"R",280191,"A",,"R",12525,"G",9340,"G",522,"G",9340,"G",522,2
106111,"A",,"R",204656,"A",,"G",227,"A",,"G",227,"A",,1
106148,"R",111280,"A",,"A",,"G",3709,"A",,"G",3709,"A",,2
106245,"R",215763,"A",,"R",45491,"G",7192,"G",1895,"G",7192,"G",1895,2
106263,"R",23393,"A",,"R",9253,"G",780,"G",386,"G",780,"G",386,2
106281,"A",,"R",38199,"A",,"G",42,"A",,"G",42,"A",,1
106306,"R",15075,"A",,"A",,"G",503,"A",,"G",503,"A",,2
106315,"A",,"R",80700,"A",,"G",90,"A",,"G",90,"A",,1
106324,"A",,"R",63300,"A",,"G",70,"A",,"G",70,"A",,1
106342,"R",13831,"A",,"A",,"G",461,"A",,"G",461,"A",,2
106351,"A",,"R",82247,"A",,"G",91,"A",,"G",91,"A",,1
106360,"A",,"R",42600,"A",,"G",47,"A",,"G",47,"A",,1
106397,"R",396712,"A",,"R",54427,"G",13224,"G",2268,"G",13224,"G",2268,2
106412,"R",82038,"A",,"R",1536,"G",2735,"G",64,"G",2735,"G",64,2
106449,"R",90997,"A",,"A",,"G",3033,"A",,"G",3033,"A",,2
106458,"R",251588,"A",,"R",24982,"G",8386,"G",1041,"R",8386,"R",1041,2
106467,"R",183746,"A",,"R",10525,"G",6125,"G",439,"G",6125,"G",439,2
106485,"R",72123,"A",,"R",1762,"G",2404,"G",73,"G",2404,"G",73,2
106494,"A",,"R",53700,"A",,"G",60,"A",,"G",60,"A",,1
106546,"A",,"R",692212,"A",,"G",769,"A",,"G",769,"A",,1
106607,"A",,"R",57600,"A",,"G",64,"A",,"G",64,"A",,1
106625,"R",44534,"A",,"A",,"G",1484,"A",,"G",1484,"A",,2
106704,"R",300236,"A",,"R",27384,"G",10008,"G",1141,"G",10008,"G",1141,2
106713,"R",13693,"A",,"A",,"G",456,"A",,"G",456,"A",,2
106759,"A",,"R",50446,"A",,"G",56,"A",,"G",56,"A",,1
106795,"R",26597,"A",,"A",,"G",887,"A",,"G",887,"A",,2
106810,"R",3155,"A",,"A",,"G",105,"A",,"G",105,"A",,2
106829,"R",9464,"R",37180,"A",,"G",357,"A",,"G",357,"A",,3
106838,"A",,"R",34500,"A",,"G",38,"A",,"G",38,"A",,1
106883,"R",33201,"A",,"A",,"G",1107,"A",,"G",1107,"A",,2
106892,"A",,"R",255360,"A",,"G",284,"A",,"G",284,"A",,1
106980,"R",55729,"A",,"A",,"G",1858,"A",,"G",1858,"A",,2
106999,"R",29670,"A",,"A",,"G",989,"A",,"G",989,"A",,2
107044,"R",120023,"A",,"R",19984,"G",4001,"G",833,"G",4001,"G",833,2
107071,"R",44722,"A",,"R",6512,"G",1491,"G",271,"G",1491,"G",271,2
107080,"R",33276,"A",,"R",276,"G",1109,"G",12,"R",1089,"R",11,2
107099,"A",,"R",66700,"A",,"G",74,"A",,"G",74,"A",,1
107123,"A",,"R",56080,"A",,"G",62,"A",,"G",62,"A",,1
107141,"R",48368,"A",,"R",7360,"G",1612,"G",307,"G",1612,"G",307,2
107211,"A",,"R",40500,"A",,"G",45,"A",,"G",45,"A",,1
107220,"A",,"R",76042,"A",,"G",84,"A",,"G",84,"A",,1
107275,"A",,"R",11851,"A",,"G",13,"A",,"G",13,"A",,1
107293,"A",,"R",79200,"A",,"G",88,"A",,"G",88,"A",,1
107318,"R",29781,"A",,"A",,"G",993,"A",,"G",993,"A",,2
107327,"R",36583,"A",,"A",,"G",1219,"A",,"G",1219,"A",,2
107363,"A",,"R",67500,"A",,"G",75,"A",,"G",75,"A",,1
107442,"A",,"R",45000,"A",,"G",50,"A",,"G",50,"A",,1
107460,"R",45295,"A",,"A",,"G",1510,"A",,"G",1510,"A",,2
107488,"R",10863,"A",,"A",,"G",362,"A",,"G",362,"A",,2
107512,"R",41054,"A",,"A",,"G",1368,"A",,"G",1368,"A",,2
107521,"R",25604,"A",,"A",,"G",853,"A",,"G",853,"A",,2
107549,"R",20930,"A",,"A",,"G",698,"A",,"G",698,"A",,2
107558,"R",17898,"A",,"A",,"G",597,"A",,"G",597,"A",,2
107585,"R",39631,"A",,"A",,"G",1321,"A",,"G",1321,"A",,2
107600,"R",15215,"A",,"A",,"G",507,"A",,"G",507,"A",,2
107619,"R",38191,"A",,"A",,"G",1273,"A",,"G",1273,"A",,2
107637,"R",46709,"A",,"A",,"G",1557,"A",,"G",1557,"A",,2
107655,"A",,"R",127800,"A",,"G",142,"A",,"G",142,"A",,1
107664,"R",181659,"A",,"A",,"G",6055,"A",,"G",6055,"A",,2
107725,"R",24026,"A",,"A",,"G",801,"A",,"G",801,"A",,2
107743,"R",15514,"A",,"A",,"G",517,"A",,"G",517,"A",,2
107789,"A",,"R",85500,"A",,"G",95,"A",,"G",95,"A",,1
107831,"A",,"R",72209,"A",,"G",80,"A",,"G",80,"A",,1
107877,"R",16230,"A",,"A",,"G",541,"A",,"G",541,"A",,2
107974,"R",29664,"A",,"A",,"G",989,"A",,"G",989,"A",,2
107983,"R",78201,"A",,"R",4863,"G",2607,"G",203,"G",2607,"G",203,2
107992,"R",38332,"A",,"A",,"G",1278,"A",,"G",1278,"A",,2
108065,"A",,"R",1500,"A",,"G",2,"A",,"G",2,"A",,1
108092,"R",154058,"A",,"A",,"G",5135,"A",,"G",5135,"A",,2
108232,"R",175090,"A",,"R",41715,"G",5836,"G",1738,"G",5836,"G",1738,2
108250,"R",30288,"A",,"A",,"G",673,"A",,"G",673,"A",,2
108269,"A",,"A",,"R",3025,"A",,"G",126,"A",,"G",126,2
108348,"A",,"R",60480,"A",,"G",67,"A",,"G",67,"A",,1
108649,"A",,"R",122738,"A",,"G",136,"A",,"R",122,"A",,1
108667,"R",102281,"R",38386,"A",,"G",3452,"A",,"R",3420,"A",,3
108807,"R",175816,"R",260936,"A",,"G",6150,"A",,"G",6150,"A",,3
108852,"R",6820,"A",,"A",,"G",227,"A",,"G",227,"A",,2
108861,"A",,"A",,"R",6,"A",,"R",0,"A",,"Z",0,2
108870,"A",,"A",,"R",8895,"A",,"G",371,"A",,"G",371,2
108977,"A",,"R",74070,"A",,"G",82,"A",,"G",82,"A",,1
109013,"R",56410,"A",,"R",2640,"G",1254,"G",73,"G",1254,"G",73,2
109040,"A",,"R",1379700,"A",,"G",1533,"A",,"G",1533,"A",,1
109086,"R",1030,"A",,"R",1790,"G",34,"G",75,"G",34,"G",75,2
109208,"R",456653,"R",667569,"A",,"G",15964,"A",,"G",15964,"A",,3
109332,"A",,"R",390960,"A",,"G",434,"A",,"R",542,"A",,1
109350,"R",209273,"R",49972,"A",,"G",7031,"A",,"G",7031,"A",,3
109651,"R",54875,"A",,"R",4980,"G",1829,"G",208,"G",1829,"G",208,2
109721,"A",,"R",281250,"A",,"G",313,"A",,"R",250,"A",,1
109730,"A",,"R",39225,"A",,"G",44,"A",,"G",44,"A",,1
109785,"R",153724,"A",,"R",79682,"G",5124,"G",3320,"G",5124,"G",3320,2
109819,"R",268213,"R",205089,"A",,"G",9168,"A",,"G",9168,"A",,3
109891,"A",,"R",34200,"A",,"G",38,"A",,"G",38,"A",,1
109907,"R",47080,"R",49401,"A",,"G",1624,"A",,"G",1624,"A",,3
109934,"A",,"R",181252,"A",,"G",201,"A",,"G",201,"A",,1
110051,"R",13349,"A",,"R",1526,"G",445,"G",64,"G",445,"G",64,2
110060,"R",6006,"A",,"R",939,"G",200,"G",39,"G",200,"G",39,2
110097,"R",113375,"A",,"R",19504,"G",3779,"G",813,"G",3779,"G",813,2
110176,"R",30825,"A",,"A",,"G",685,"A",,"G",685,"A",,2
110185,"R",98280,"A",,"R",816,"G",3276,"G",34,"G",3276,"G",34,2
110194,"A",,"R",96362,"A",,"G",107,"A",,"G",107,"A",,1
110219,"R",18162,"A",,"A",,"G",404,"A",,"G",404,"A",,2
110246,"R",229352,"R",113796,"A",,"G",7772,"A",,"G",7772,"A",,3
110307,"A",,"A",,"R",8900,"A",,"G",371,"A",,"G",371,2
110316,"R",3325,"A",,"R",23309,"G",111,"G",971,"G",111,"G",971,2
110334,"R",244818,"R",54245,"A",,"G",8221,"A",,"G",8221,"A",,3
110361,"R",77393,"A",,"R",14222,"G",2580,"G",593,"G",2580,"G",593,2
110370,"R",37974,"A",,"R",9210,"G",1266,"G",384,"R",1266,"R",307,2
110398,"A",,"A",,"R",266,"A",,"G",11,"A",,"G",11,2
110404,"R",38400,"A",,"R",45452,"G",853,"G",1263,"G",853,"G",1263,2
110413,"R",54037,"A",,"R",21549,"G",1801,"G",898,"G",1801,"G",898,2
110422,"R",777025,"A",,"R",23241,"G",17267,"G",646,"G",17267,"G",646,2
110468,"R",5007,"A",,"R",75254,"G",167,"G",3136,"G",167,"G",3136,2
110486,"R",279090,"A",,"R",61670,"G",6202,"G",1713,"G",6202,"G",1713,2
110495,"R",168168,"A",,"R",34606,"G",5606,"G",1442,"G",5606,"G",1442,2
110510,"R",573726,"A",,"R",114012,"G",12749,"G",3167,"G",12749,"G",3167,2
110529,"R",798219,"A",,"R",56229,"G",17738,"G",1562,"G",17738,"G",1562,2
110538,"R",449370,"A",,"R",36460,"G",14979,"G",1519,"G",14979,"G",1519,2
110547,"R",220442,"A",,"R",65550,"G",7348,"G",2731,"G",7348,"G",2731,2
110556,"R",528384,"A",,"R",66510,"G",17613,"G",2771,"G",17613,"G",2771,2
110565,"R",739449,"A",,"R",94896,"G",24648,"G",3954,"G",24648,"G",3954,2
110574,"R",447348,"A",,"R",121122,"G",9941,"G",3365,"G",9941,"G",3365,2
110583,"R",793473,"A",,"R",115028,"G",26449,"G",4793,"G",26449,"G",4793,2
110592,"R",659625,"A",,"R",160016,"G",14658,"G",4445,"G",14658,"G",4445,2
110608,"R",747212,"A",,"R",108528,"G",24907,"G",4522,"G",24907,"G",4522,2
110617,"R",648435,"A",,"R",108537,"G",21615,"G",4522,"G",21615,"G",4522,2
110635,"R",752993,"A",,"R",220840,"G",25100,"G",9202,"G",25100,"G",9202,2
110644,"R",1072785,"A",,"R",165894,"G",23840,"G",4608,"G",23840,"G",4608,2
110653,"R",1009592,"A",,"R",160688,"G",22435,"G",4464,"G",22435,"G",4464,2
110662,"R",1161004,"A",,"R",364281,"G",25800,"G",10119,"G",25800,"G",10119,2
110671,"R",665141,"A",,"R",80492,"G",14781,"G",2236,"G",14781,"G",2236,2
110680,"R",996026,"A",,"R",169717,"G",22134,"G",4714,"G",22134,"G",4714,2
110699,"A",,"A",,"R",51612,"A",,"G",1434,"A",,"G",1434,2
110705,"R",844875,"A",,"R",114988,"G",18775,"G",3194,"G",18775,"G",3194,2
110714,"R",637575,"A",,"R",53591,"G",14168,"G",1489,"G",14168,"G",1489,2
110778,"A",,"A",,"R",11181,"A",,"G",311,"A",,"G",311,2
110875,"A",,"R",145739,"A",,"G",162,"A",,"R",192,"A",,1
110918,"R",796,"A",,"A",,"G",27,"A",,"R",33,"A",,2
110945,"R",23910,"A",,"A",,"G",797,"A",,"G",797,"A",,2
111009,"R",67831,"A",,"A",,"G",2261,"A",,"G",2261,"A",,2
111054,"A",,"R",237000,"A",,"G",263,"A",,"G",263,"A",,1
111081,"R",25200,"A",,"R",12144,"G",840,"G",506,"R",823,"R",505,2
111188,"R",29645,"A",,"A",,"G",988,"A",,"G",988,"A",,2
111391,"A",,"A",,"R",519,"A",,"G",22,"A",,"G",22,2
111434,"R",71229,"R",8698,"A",,"G",2384,"A",,"G",2384,"A",,3
111461,"R",376259,"R",82769,"A",,"G",12634,"A",,"G",12634,"A",,3
111513,"A",,"R",162102,"A",,"G",180,"A",,"G",180,"A",,1
111638,"A",,"R",618900,"A",,"G",688,"A",,"G",688,"A",,1
111708,"A",,"R",257760,"A",,"G",286,"A",,"G",286,"A",,1
111717,"A",,"R",516335,"A",,"G",574,"A",,"G",574,"A",,1
111726,"A",,"R",409050,"A",,"G",455,"A",,"G",455,"A",,1
111744,"A",,"R",137840,"A",,"G",153,"A",,"G",153,"A",,1
111762,"A",,"R",225360,"A",,"G",250,"A",,"G",250,"A",,1
111771,"A",,"R",199500,"A",,"G",222,"A",,"G",222,"A",,1
111799,"A",,"R",248460,"A",,"G",276,"A",,"G",276,"A",,1
111887,"R",362234,"R",308802,"A",,"G",12418,"A",,"G",12418,"A",,3
111896,"R",63016,"R",49901,"A",,"G",2156,"A",,"G",2156,"A",,3
111920,"R",209945,"R",56056,"A",,"G",7060,"A",,"G",7060,"A",,3
111939,"R",312761,"R",44793,"A",,"G",10475,"A",,"R",14063,"A",,3
111948,"R",122851,"A",,"R",28786,"G",4095,"G",1199,"G",4095,"G",1199,2
111966,"R",7536,"A",,"R",840,"G",251,"G",35,"G",251,"G",35,2
112075,"R",41113,"A",,"R",17194,"G",1370,"G",716,"R",1713,"R",955,2
112084,"R",15605,"A",,"R",764,"G",520,"G",32,"G",520,"G",32,2
112127,"A",,"A",,"R",414,"A",,"G",17,"A",,"G",17,2
112172,"R",227692,"R",12957,"A",,"G",7604,"A",,"G",7604,"A",,3
112190,"R",455568,"R",1522764,"A",,"G",16878,"A",,"G",16878,"A",,3
112251,"A",,"A",,"R",25814,"A",,"G",1076,"A",,"R",1164,2
112260,"R",34428,"A",,"A",,"G",1148,"A",,"G",1148,"A",,2
112288,"A",,"R",392070,"A",,"G",436,"A",,"G",436,"A",,1
112312,"R",4441,"A",,"A",,"G",148,"A",,"G",148,"A",,2
112367,"A",,"R",947302,"A",,"G",1053,"A",,"G",1053,"A",,1
112385,"R",103856,"R",7518,"A",,"G",3470,"A",,"G",3470,"A",,3
112394,"R",6025,"A",,"A",,"G",201,"A",,"G",201,"A",,2
112446,"R",32584,"A",,"R",1075,"G",724,"G",30,"G",724,"G",30,2
112455,"A",,"R",103813,"A",,"G",115,"A",,"G",115,"A",,1
112516,"R",20708,"A",,"A",,"G",690,"A",,"R",334,"A",,2
112525,"A",,"A",,"R",12630,"A",,"G",526,"A",,"R",421,2
112561,"R",44018,"R",15165,"A",,"G",1484,"A",,"G",1484,"A",,3
112570,"R",12804,"A",,"A",,"G",285,"A",,"G",285,"A",,2
112686,"R",59853,"R",35697,"A",,"G",2035,"A",,"G",2035,"A",,3
112783,"A",,"R",993684,"A",,"G",1104,"A",,"G",1104,"A",,1
112826,"R",115115,"R",188973,"A",,"G",4047,"A",,"G",4047,"A",,3
113096,"R",201982,"A",,"A",,"G",6733,"A",,"G",6733,"A",,2
113111,"R",95073,"R",5460,"A",,"G",3175,"A",,"G",3175,"A",,3
113193,"R",204151,"R",23173,"A",,"G",6831,"A",,"G",6831,"A",,3
113218,"R",107902,"R",113172,"A",,"G",3722,"A",,"G",3722,"A",,3
113227,"A",,"R",258912,"A",,"G",288,"A",,"G",288,"A",,1
113236,"R",239684,"R",30655,"A",,"G",8024,"A",,"G",8024,"A",,3
113333,"R",648536,"R",6454,"A",,"G",14419,"A",,"G",14419,"A",,3
113397,"A",,"R",349294,"A",,"G",388,"A",,"R",406,"A",,1
113449,"A",,"R",103803,"A",,"G",115,"A",,"G",115,"A",,1
113537,"R",0,"R",25200,"R",840,"G",28,"G",35,"R",28,"R",28,3
113573,"R",140841,"R",19911,"A",,"G",4717,"A",,"G",4717,"A",,3
113582,"A",,"R",198465,"A",,"G",221,"A",,"G",221,"A",,1
113607,"R",135220,"A",,"R",15484,"G",4507,"G",645,"G",4507,"G",645,2
113634,"R",357755,"R",60486,"A",,"G",11992,"A",,"G",11992,"A",,3
113698,"R",37182,"A",,"R",10801,"G",1239,"G",450,"G",1239,"R",600,2
113704,"R",53,"A",,"R",959,"G",2,"G",40,"G",2,"G",40,2
113856,"R",465484,"R",7552,"A",,"G",15525,"A",,"G",15525,"A",,3
113908,"A",,"R",77710,"A",,"G",86,"A",,"G",86,"A",,1
113980,"R",408081,"R",47710,"A",,"G",13656,"A",,"G",13656,"A",,3
114044,"R",2070,"A",,"A",,"G",69,"A",,"G",69,"A",,2
114062,"A",,"R",184323,"A",,"G",205,"A",,"G",205,"A",,1
114071,"A",,"R",255164,"A",,"G",284,"A",,"G",284,"A",,1
114080,"A",,"R",278798,"A",,"G",310,"A",,"G",310,"A",,1
114114,"A",,"A",,"R",12400,"A",,"G",344,"A",,"G",344,2
114123,"A",,"R",820000,"A",,"G",911,"A",,"G",911,"A",,1
114266,"R",138491,"R",210514,"A",,"G",4850,"A",,"G",4850,"A",,3
114354,"R",171081,"A",,"A",,"G",3802,"A",,"G",3802,"A",,2
114372,"R",3564,"A",,"A",,"G",79,"A",,"G",79,"A",,2
114390,"R",39186,"A",,"A",,"G",871,"A",,"G",871,"A",,2
114415,"R",21771,"A",,"A",,"G",484,"A",,"G",484,"A",,2
114433,"R",36767,"R",336,"A",,"G",1226,"A",,"G",1226,"A",,3
114460,"A",,"R",327121,"A",,"G",363,"A",,"G",363,"A",,1
114549,"A",,"A",,"R",22076,"A",,"G",920,"A",,"G",920,2
114585,"A",,"A",,"R",5616,"A",,"G",234,"A",,"G",234,2
