unitid,line,section,lstudy,"xefrac01",efrace01,"xefrac02",efrace02,"xefrac03",efrace03,"xefrac04",efrace04,"xefrac05",efrace05,"xefrac06",efrace06,"xefrac07",efrace07,"xefrac08",efrace08,"xefrac09",efrace09,"xefrac10",efrace10,"xefrac11",efrace11,"xefrac12",efrace12,"xefrac13",efrace13,"xefrac14",efrace14,"xefrac15",efrace15,"xefrac16",efrace16
100751,8,1,1,"R",203,"R",139,"R",778,"R",1231,"R",43,"R",35,"R",76,"R",75,"R",61,"R",72,"R",5156,"R",5646,"R",0,"R",0,"R",6317,"R",7198
100751,9,1,2,"R",5,"R",6,"R",15,"R",25,"R",5,"R",1,"R",4,"R",6,"R",1,"R",4,"R",329,"R",187,"R",0,"R",0,"R",359,"R",229
100751,11,1,3,"R",326,"R",120,"R",45,"R",114,"R",5,"R",6,"R",6,"R",7,"R",11,"R",12,"R",582,"R",779,"R",0,"R",0,"R",975,"R",1038
100751,14,1,4,"R",534,"R",265,"R",838,"R",1370,"R",53,"R",42,"R",86,"R",88,"R",73,"R",88,"R",6067,"R",6612,"R",0,"R",0,"R",7651,"R",8465
100751,15,2,1,"R",0,"R",0,"R",2,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10,"R",3,"R",0,"R",0,"R",12,"R",4
100751,17,2,1,"R",13,"R",5,"R",62,"R",121,"R",5,"R",5,"R",6,"R",4,"R",6,"R",3,"R",648,"R",560,"R",0,"R",0,"R",740,"R",698
100751,20,2,1,"R",13,"R",5,"R",64,"R",122,"R",5,"R",5,"R",6,"R",4,"R",6,"R",3,"R",658,"R",563,"R",0,"R",0,"R",752,"R",702
100751,21,2,1,"R",9,"R",6,"R",17,"R",32,"R",1,"R",3,"R",5,"R",1,"R",5,"R",1,"R",64,"R",88,"R",0,"R",0,"R",101,"R",131
100751,22,2,1,"R",22,"R",11,"R",81,"R",154,"R",6,"R",8,"R",11,"R",5,"R",11,"R",4,"R",722,"R",651,"R",0,"R",0,"R",853,"R",833
100751,23,2,2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",1
100751,25,2,3,"R",45,"R",11,"R",45,"R",101,"R",3,"R",5,"R",5,"R",7,"R",6,"R",9,"R",362,"R",728,"R",0,"R",0,"R",466,"R",861
100751,28,2,4,"R",67,"R",22,"R",126,"R",255,"R",9,"R",13,"R",16,"R",12,"R",17,"R",13,"R",1084,"R",1380,"R",0,"R",0,"R",1319,"R",1695
100751,29,3,4,"R",601,"R",287,"R",964,"R",1625,"R",62,"R",55,"R",102,"R",100,"R",90,"R",101,"R",7151,"R",7992,"R",0,"R",0,"R",8970,"R",10160
100760,1,1,1,"R",2,"R",1,"R",9,"R",45,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",1,"R",128,"R",158,"Z",0,"Z",0,"R",142,"R",206
100760,3,1,1,"R",1,"R",5,"R",18,"R",122,"R",0,"R",3,"R",1,"R",0,"Z",0,"R",2,"R",169,"R",279,"R",1,"Z",0,"R",190,"R",411
100760,6,1,1,"R",3,"R",6,"R",27,"R",167,"R",2,"R",3,"R",2,"R",1,"Z",0,"R",3,"R",297,"R",437,"R",1,"Z",0,"R",332,"R",617
100760,7,1,1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",1,"R",0,"Z",0,"R",0,"R",1
100760,8,1,1,"R",3,"R",6,"R",27,"R",167,"R",2,"R",3,"R",2,"R",1,"Z",0,"R",3,"R",297,"R",438,"R",1,"Z",0,"R",332,"R",618
100760,14,1,4,"R",3,"R",6,"R",27,"R",167,"R",2,"R",3,"R",2,"R",1,"Z",0,"R",3,"R",297,"R",438,"R",1,"Z",0,"R",332,"R",618
100760,15,2,1,"Z",0,"Z",0,"R",5,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",21,"R",41,"Z",0,"Z",0,"R",26,"R",51
100760,17,2,1,"R",1,"R",1,"R",22,"R",98,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",3,"R",157,"R",263,"Z",0,"Z",0,"R",182,"R",367
100760,20,2,1,"R",1,"R",1,"R",27,"R",107,"R",2,"R",1,"Z",0,"R",1,"Z",0,"R",4,"R",178,"R",304,"Z",0,"Z",0,"R",208,"R",418
100760,21,2,1,"R",0,"R",0,"R",1,"R",18,"R",1,"R",0,"Z",0,"R",0,"Z",0,"R",0,"R",33,"R",25,"Z",0,"Z",0,"R",35,"R",43
100760,22,2,1,"R",1,"R",1,"R",28,"R",125,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",4,"R",211,"R",329,"Z",0,"Z",0,"R",243,"R",461
100760,28,2,4,"R",1,"R",1,"R",28,"R",125,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",4,"R",211,"R",329,"Z",0,"Z",0,"R",243,"R",461
100760,29,3,4,"R",4,"R",7,"R",55,"R",292,"R",5,"R",4,"R",2,"R",2,"Z",0,"R",7,"R",508,"R",767,"R",1,"Z",0,"R",575,"R",1079
100812,3,1,1,"C",0,"C",0,"C",42,"C",68,"C",6,"C",18,"C",2,"C",4,"C",1,"C",4,"C",270,"C",627,"C",7,"C",10,"C",328,"C",731
100812,6,1,1,"R",0,"R",0,"R",42,"R",68,"R",6,"R",18,"R",2,"R",4,"R",1,"R",4,"R",270,"R",627,"R",7,"R",10,"R",328,"R",731
100812,7,1,1,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2,"R",6,"R",0,"R",0,"R",2,"R",7
100812,8,1,1,"R",0,"R",0,"R",42,"R",69,"R",6,"R",18,"R",2,"R",4,"R",1,"R",4,"R",272,"R",633,"R",7,"R",10,"R",330,"R",738
100812,14,1,4,"R",0,"R",0,"R",42,"R",69,"R",6,"R",18,"R",2,"R",4,"R",1,"R",4,"R",272,"R",633,"R",7,"R",10,"R",330,"R",738
100812,17,2,1,"C",0,"C",0,"C",57,"C",113,"C",9,"C",17,"C",2,"C",4,"C",1,"C",5,"C",423,"C",745,"C",10,"C",11,"C",502,"C",895
100812,20,2,1,"R",0,"R",0,"R",57,"R",113,"R",9,"R",17,"R",2,"R",4,"R",1,"R",5,"R",423,"R",745,"R",10,"R",11,"R",502,"R",895
100812,21,2,1,"R",0,"R",0,"R",4,"R",16,"R",1,"R",0,"R",2,"R",0,"R",2,"R",1,"R",41,"R",38,"R",0,"R",4,"R",50,"R",59
100812,22,2,1,"R",0,"R",0,"R",61,"R",129,"R",10,"R",17,"R",4,"R",4,"R",3,"R",6,"R",464,"R",783,"R",10,"R",15,"R",552,"R",954
100812,28,2,4,"R",0,"R",0,"R",61,"R",129,"R",10,"R",17,"R",4,"R",4,"R",3,"R",6,"R",464,"R",783,"R",10,"R",15,"R",552,"R",954
100812,29,3,4,"R",0,"R",0,"R",103,"R",198,"R",16,"R",35,"R",6,"R",8,"R",4,"R",10,"R",736,"R",1416,"R",17,"R",25,"R",882,"R",1692
100830,1,1,1,"R",2,"R",1,"R",50,"R",147,"R",1,"R",1,"R",1,"R",2,"R",3,"R",4,"R",115,"R",159,"R",4,"R",2,"R",176,"R",316
100830,3,1,1,"R",18,"R",22,"R",175,"R",499,"R",6,"R",5,"R",12,"R",21,"R",2,"R",11,"R",477,"R",782,"R",3,"R",16,"R",693,"R",1356
100830,6,1,1,"R",20,"R",23,"R",225,"R",646,"R",7,"R",6,"R",13,"R",23,"R",5,"R",15,"R",592,"R",941,"R",7,"R",18,"R",869,"R",1672
100830,8,1,1,"R",20,"R",23,"R",225,"R",646,"R",7,"R",6,"R",13,"R",23,"R",5,"R",15,"R",592,"R",941,"R",7,"R",18,"R",869,"R",1672
100830,11,1,3,"R",4,"R",3,"R",19,"R",43,"R",1,"R",0,"R",2,"R",1,"R",2,"R",1,"R",59,"R",106,"R",2,"R",0,"R",89,"R",154
100830,14,1,4,"R",24,"R",26,"R",244,"R",689,"R",8,"R",6,"R",15,"R",24,"R",7,"R",16,"R",651,"R",1047,"R",9,"R",18,"R",958,"R",1826
100830,15,2,1,"R",0,"R",0,"R",11,"R",19,"R",0,"R",2,"R",1,"R",0,"R",2,"R",2,"R",42,"R",42,"R",0,"R",0,"R",56,"R",65
100830,17,2,1,"R",4,"R",3,"R",146,"R",352,"R",3,"R",9,"R",11,"R",22,"R",5,"R",13,"R",385,"R",531,"R",6,"R",14,"R",560,"R",944
100830,20,2,1,"R",4,"R",3,"R",157,"R",371,"R",3,"R",11,"R",12,"R",22,"R",7,"R",15,"R",427,"R",573,"R",6,"R",14,"R",616,"R",1009
100830,22,2,1,"R",4,"R",3,"R",157,"R",371,"R",3,"R",11,"R",12,"R",22,"R",7,"R",15,"R",427,"R",573,"R",6,"R",14,"R",616,"R",1009
100830,25,2,3,"R",0,"R",2,"R",38,"R",176,"R",1,"R",1,"R",3,"R",3,"R",6,"R",3,"R",134,"R",204,"R",1,"R",1,"R",183,"R",390
100830,28,2,4,"R",4,"R",5,"R",195,"R",547,"R",4,"R",12,"R",15,"R",25,"R",13,"R",18,"R",561,"R",777,"R",7,"R",15,"R",799,"R",1399
100830,29,3,4,"R",28,"R",31,"R",439,"R",1236,"R",12,"R",18,"R",30,"R",49,"R",20,"R",34,"R",1212,"R",1824,"R",16,"R",33,"R",1757,"R",3225
100858,1,1,1,"R",12,"R",6,"R",150,"R",183,"R",9,"R",3,"R",27,"R",38,"R",20,"R",24,"R",1554,"R",1674,"R",4,"R",1,"R",1776,"R",1929
100858,3,1,1,"R",79,"R",49,"R",461,"R",488,"R",30,"R",35,"R",83,"R",70,"R",55,"R",56,"R",6247,"R",5708,"R",15,"R",7,"R",6970,"R",6413
100858,6,1,1,"R",91,"R",55,"R",611,"R",671,"R",39,"R",38,"R",110,"R",108,"R",75,"R",80,"R",7801,"R",7382,"R",19,"R",8,"R",8746,"R",8342
100858,7,1,1,"R",3,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",1,"R",0,"R",0,"R",6,"R",2
100858,8,1,1,"R",94,"R",56,"R",611,"R",671,"R",39,"R",38,"R",110,"R",108,"R",75,"R",80,"R",7804,"R",7383,"R",19,"R",8,"R",8752,"R",8344
100858,9,1,2,"R",3,"R",1,"R",4,"R",18,"R",1,"R",5,"R",3,"R",16,"R",0,"R",2,"R",212,"R",436,"R",0,"R",0,"R",223,"R",478
100858,11,1,3,"R",260,"R",144,"R",26,"R",63,"R",3,"R",1,"R",4,"R",6,"R",6,"R",7,"R",442,"R",470,"R",6,"R",6,"R",747,"R",697
100858,14,1,4,"R",357,"R",201,"R",641,"R",752,"R",43,"R",44,"R",117,"R",130,"R",81,"R",89,"R",8458,"R",8289,"R",25,"R",14,"R",9722,"R",9519
100858,15,2,1,"R",1,"R",0,"R",2,"R",2,"R",0,"R",0,"R",0,"R",1,"R",2,"R",0,"R",17,"R",25,"R",0,"R",0,"R",22,"R",28
100858,17,2,1,"R",6,"R",4,"R",37,"R",57,"R",4,"R",5,"R",16,"R",9,"R",8,"R",8,"R",956,"R",538,"R",2,"R",2,"R",1029,"R",623
100858,20,2,1,"R",7,"R",4,"R",39,"R",59,"R",4,"R",5,"R",16,"R",10,"R",10,"R",8,"R",973,"R",563,"R",2,"R",2,"R",1051,"R",651
100858,21,2,1,"R",16,"R",18,"R",4,"R",14,"R",0,"R",0,"R",1,"R",2,"R",0,"R",0,"R",16,"R",48,"R",2,"R",3,"R",39,"R",85
100858,22,2,1,"R",23,"R",22,"R",43,"R",73,"R",4,"R",5,"R",17,"R",12,"R",10,"R",8,"R",989,"R",611,"R",4,"R",5,"R",1090,"R",736
100858,23,2,2,"R",0,"R",0,"R",0,"R",3,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",5,"R",18,"R",0,"R",0,"R",6,"R",21
100858,25,2,3,"R",111,"R",45,"R",41,"R",63,"R",5,"R",3,"R",6,"R",7,"R",14,"R",8,"R",614,"R",425,"R",20,"R",13,"R",811,"R",564
100858,28,2,4,"R",134,"R",67,"R",84,"R",139,"R",9,"R",8,"R",24,"R",19,"R",24,"R",16,"R",1608,"R",1054,"R",24,"R",18,"R",1907,"R",1321
100858,29,3,4,"R",491,"R",268,"R",725,"R",891,"R",52,"R",52,"R",141,"R",149,"R",105,"R",105,"R",10066,"R",9343,"R",49,"R",32,"R",11629,"R",10840
100919,1,1,1,"Z",0,"Z",0,"R",42,"R",45,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"R",58,"R",20,"R",1,"R",3,"R",101,"R",70
100919,3,1,1,"Z",0,"Z",0,"R",69,"R",161,"Z",0,"R",1,"Z",0,"R",1,"R",1,"Z",0,"R",90,"R",79,"R",3,"R",3,"R",163,"R",245
100919,6,1,1,"Z",0,"Z",0,"R",111,"R",206,"Z",0,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",148,"R",99,"R",4,"R",6,"R",264,"R",315
100919,7,1,1,"Z",0,"Z",0,"R",6,"R",4,"Z",0,"R",0,"Z",0,"R",0,"R",0,"Z",0,"R",7,"R",2,"R",1,"R",0,"R",14,"R",6
100919,8,1,1,"Z",0,"Z",0,"R",117,"R",210,"Z",0,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",155,"R",101,"R",5,"R",6,"R",278,"R",321
100919,14,1,4,"Z",0,"Z",0,"R",117,"R",210,"Z",0,"R",2,"Z",0,"R",2,"R",1,"Z",0,"R",155,"R",101,"R",5,"R",6,"R",278,"R",321
100919,15,2,1,"Z",0,"Z",0,"R",29,"R",41,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",56,"R",25,"R",4,"Z",0,"R",91,"R",67
