UNITID,EFFYLEV,LSTUDY,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEYNRALT,EFYNRALT,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XEYUNKNT,EFYUNKNT,XEYTOTLT,EFYTOTLT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEFYHIST,EFYHISPT,XEFYAIAT,EFYAIANT,XEFYASIT,EFYASIAT,XEFYBKAT,EFYBKAAT,XEFYNHPT,EFYNHPIT,XEFYWHIT,EFYWHITT,XEFY2MOT,EFY2MORT,XDVEYAIT,DVEYAIT,XDVEYAIM,DVEYAIM,XDVEYAIW,DVEYAIW,XDVEYAPT,DVEYAPT,XDVEYAPM,DVEYAPM,XDVEYAPW,DVEYAPW,XDVEYBKT,DVEYBKT,XDVEYBKM,DVEYBKM,XDVEYBKW,DVEYBKW,XDVEYHST,DVEYHST,XDVEYHSM,DVEYHSM,XDVEYHSW,DVEYHSW,XDVEYWHT,DVEYWHT,XDVEYWHM,DVEYWHM,XDVEYWHW,DVEYWHW 
173638,1,999,"R",8,"R",6,"R",70,"R",35,"R",11,"R",25,"R",26,"R",51,"R",52,"R",82,"R",1547,"R",2156,"R",251,"R",227,"R",1965,"R",2582,"R",14,"R",105,"R",36,"R",77,"R",134,"R",3703,"R",478,"R",4547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",11,"R",25,"R",77,"R",26,"R",51,"R",105,"R",70,"R",35,"R",134,"R",52,"R",82,"R",3703,"R",1547,"R",2156
173638,2,  1,"R",8,"R",6,"R",70,"R",35,"R",11,"R",25,"R",26,"R",51,"R",52,"R",82,"R",1547,"R",2156,"R",251,"R",227,"R",1965,"R",2582,"R",14,"R",105,"R",36,"R",77,"R",134,"R",3703,"R",478,"R",4547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",36,"R",11,"R",25,"R",77,"R",26,"R",51,"R",105,"R",70,"R",35,"R",134,"R",52,"R",82,"R",3703,"R",1547,"R",2156
173647,1,999,"R",14,"R",9,"R",27,"R",23,"R",4,"R",4,"R",54,"R",79,"R",19,"R",27,"R",950,"R",1281,"R",9,"R",20,"R",1077,"R",1443,"R",23,"R",50,"R",8,"R",133,"R",46,"R",2231,"R",29,"R",2520,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",4,"R",4,"R",133,"R",54,"R",79,"R",50,"R",27,"R",23,"R",46,"R",19,"R",27,"R",2231,"R",950,"R",1281
173647,2,  1,"R",14,"R",9,"R",27,"R",23,"R",4,"R",4,"R",54,"R",79,"R",19,"R",27,"R",950,"R",1281,"R",9,"R",20,"R",1077,"R",1443,"R",23,"R",50,"R",8,"R",133,"R",46,"R",2231,"R",29,"R",2520,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",4,"R",4,"R",133,"R",54,"R",79,"R",50,"R",27,"R",23,"R",46,"R",19,"R",27,"R",2231,"R",950,"R",1281
173665,1,999,"R",115,"R",130,"R",127,"R",144,"R",11,"R",24,"R",84,"R",162,"R",58,"R",87,"R",1517,"R",2890,"R",882,"R",2525,"R",2794,"R",5962,"R",245,"R",271,"R",35,"R",246,"R",145,"R",4407,"R",3407,"R",8756,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",35,"R",11,"R",24,"R",246,"R",84,"R",162,"R",271,"R",127,"R",144,"R",145,"R",58,"R",87,"R",4407,"R",1517,"R",2890
173665,2,  1,"R",48,"R",45,"R",57,"R",65,"R",7,"R",9,"R",52,"R",59,"R",23,"R",30,"R",671,"R",869,"R",124,"R",176,"R",982,"R",1253,"R",93,"R",122,"R",16,"R",111,"R",53,"R",1540,"R",300,"R",2235,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",16,"R",7,"R",9,"R",111,"R",52,"R",59,"R",122,"R",57,"R",65,"R",53,"R",23,"R",30,"R",1540,"R",671,"R",869
173665,4,  3,"R",67,"R",85,"R",70,"R",79,"R",4,"R",15,"R",32,"R",103,"R",35,"R",57,"R",846,"R",2021,"R",758,"R",2349,"R",1812,"R",4709,"R",152,"R",149,"R",19,"R",135,"R",92,"R",2867,"R",3107,"R",6521,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",19,"R",4,"R",15,"R",135,"R",32,"R",103,"R",149,"R",70,"R",79,"R",92,"R",35,"R",57,"R",2867,"R",846,"R",2021
173683,1,999,"R",5,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",51,"R",72,"R",7,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",123,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",44,"R",66,"Z",0,"Z",0,"R",2,"Z",0,"R",3,"R",1,"Z",0,"R",110,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",2,"R",110,"R",44,"R",66
173683,2,  1,"R",4,"R",2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",7,"R",4,"R",6,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",11,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5,"R",3,"R",2
173683,4,  3,"R",1,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"R",44,"R",68,"R",1,"A",,"A",,"A",,"A",,"A",,"Z",0,"R",112,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"R",41,"R",64,"Z",0,"Z",0,"R",2,"Z",0,"R",3,"R",1,"Z",0,"R",105,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",2,"R",105,"R",41,"R",64
173708,1,999,"R",38,"R",22,"R",635,"R",757,"R",44,"R",42,"R",376,"R",297,"R",126,"R",88,"R",3406,"R",2442,"R",204,"R",87,"R",4829,"R",3735,"R",60,"R",1392,"R",86,"R",673,"R",214,"R",5848,"R",291,"R",8564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",44,"R",42,"R",673,"R",376,"R",297,"R",1392,"R",635,"R",757,"R",214,"R",126,"R",88,"R",5848,"R",3406,"R",2442
173708,2,  1,"R",38,"R",22,"R",635,"R",757,"R",44,"R",42,"R",376,"R",297,"R",126,"R",88,"R",3406,"R",2442,"R",204,"R",87,"R",4829,"R",3735,"R",60,"R",1392,"R",86,"R",673,"R",214,"R",5848,"R",291,"R",8564,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86,"R",44,"R",42,"R",673,"R",376,"R",297,"R",1392,"R",635,"R",757,"R",214,"R",126,"R",88,"R",5848,"R",3406,"R",2442
173726,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",44,"Z",0,"Z",0,"Z",0,"R",45,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",44,"Z",0,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"Z",0,"R",44
173726,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",44,"Z",0,"Z",0,"Z",0,"R",45,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",44,"Z",0,"R",45,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",44,"Z",0,"R",44
173735,1,999,"R",2,"R",2,"R",27,"R",19,"R",16,"R",24,"R",8,"R",10,"R",8,"R",7,"R",920,"R",1010,"R",20,"R",12,"R",1001,"R",1084,"R",4,"R",46,"R",40,"R",18,"R",15,"R",1930,"R",32,"R",2085,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",16,"R",24,"R",18,"R",8,"R",10,"R",46,"R",27,"R",19,"R",15,"R",8,"R",7,"R",1930,"R",920,"R",1010
173735,2,  1,"R",2,"R",2,"R",27,"R",19,"R",16,"R",24,"R",8,"R",10,"R",8,"R",7,"R",920,"R",1010,"R",20,"R",12,"R",1001,"R",1084,"R",4,"R",46,"R",40,"R",18,"R",15,"R",1930,"R",32,"R",2085,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",40,"R",16,"R",24,"R",18,"R",8,"R",10,"R",46,"R",27,"R",19,"R",15,"R",8,"R",7,"R",1930,"R",920,"R",1010
173744,1,999,"Z",0,"R",1,"Z",0,"R",19,"R",1,"R",3,"R",1,"R",13,"R",2,"R",10,"R",21,"Z",0,"Z",0,"R",445,"R",25,"R",491,"R",1,"R",19,"R",4,"R",14,"R",12,"R",21,"R",445,"R",516,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",1,"R",3,"R",14,"R",1,"R",13,"R",19,"Z",0,"R",19,"R",12,"R",2,"R",10,"R",21,"R",21,"Z",0
173744,2,  1,"Z",0,"R",1,"Z",0,"R",19,"R",1,"R",3,"R",1,"R",13,"R",2,"R",10,"R",21,"Z",0,"Z",0,"R",445,"R",25,"R",491,"R",1,"R",19,"R",4,"R",14,"R",12,"R",21,"R",445,"R",516,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",1,"R",3,"R",14,"R",1,"R",13,"R",19,"Z",0,"R",19,"R",12,"R",2,"R",10,"R",21,"R",21,"Z",0
173799,1,999,"R",28,"R",23,"R",296,"R",429,"R",22,"R",49,"R",161,"R",288,"R",102,"R",169,"R",2667,"R",4093,"R",105,"R",103,"R",3381,"R",5154,"R",51,"R",725,"R",71,"R",449,"R",271,"R",6760,"R",208,"R",8535,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",22,"R",49,"R",449,"R",161,"R",288,"R",725,"R",296,"R",429,"R",271,"R",102,"R",169,"R",6760,"R",2667,"R",4093
173799,2,  1,"R",28,"R",23,"R",296,"R",429,"R",22,"R",49,"R",161,"R",288,"R",102,"R",169,"R",2667,"R",4093,"R",105,"R",103,"R",3381,"R",5154,"R",51,"R",725,"R",71,"R",449,"R",271,"R",6760,"R",208,"R",8535,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",71,"R",22,"R",49,"R",449,"R",161,"R",288,"R",725,"R",296,"R",429,"R",271,"R",102,"R",169,"R",6760,"R",2667,"R",4093
173805,1,999,"R",24,"R",6,"R",29,"R",5,"R",24,"R",45,"R",4,"R",8,"R",6,"R",5,"R",632,"R",681,"R",15,"R",14,"R",734,"R",764,"R",30,"R",34,"R",69,"R",12,"R",11,"R",1313,"R",29,"R",1498,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",69,"R",24,"R",45,"R",12,"R",4,"R",8,"R",34,"R",29,"R",5,"R",11,"R",6,"R",5,"R",1313,"R",632,"R",681
173805,2,  1,"R",24,"R",6,"R",29,"R",5,"R",24,"R",45,"R",4,"R",8,"R",6,"R",5,"R",632,"R",681,"R",15,"R",14,"R",734,"R",764,"R",30,"R",34,"R",69,"R",12,"R",11,"R",1313,"R",29,"R",1498,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",69,"R",24,"R",45,"R",12,"R",4,"R",8,"R",34,"R",29,"R",5,"R",11,"R",6,"R",5,"R",1313,"R",632,"R",681
173887,1,999,"R",0,"R",0,"R",10,"R",14,"R",1,"R",4,"R",15,"R",14,"R",3,"R",13,"R",136,"R",243,"R",912,"R",1356,"R",1077,"R",1644,"R",0,"R",24,"R",5,"R",29,"R",16,"R",379,"R",2268,"R",2721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",1,"R",4,"R",29,"R",15,"R",14,"R",24,"R",10,"R",14,"R",16,"R",3,"R",13,"R",379,"R",136,"R",243
173887,2,  1,"R",0,"R",0,"R",10,"R",14,"R",1,"R",4,"R",15,"R",14,"R",3,"R",13,"R",136,"R",243,"R",912,"R",1356,"R",1077,"R",1644,"R",0,"R",24,"R",5,"R",29,"R",16,"R",379,"R",2268,"R",2721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",5,"R",1,"R",4,"R",29,"R",15,"R",14,"R",24,"R",10,"R",14,"R",16,"R",3,"R",13,"R",379,"R",136,"R",243
173896,1,999,"R",35,"R",11,"R",7,"R",5,"R",0,"R",0,"R",4,"R",2,"R",3,"R",0,"R",155,"R",205,"R",232,"R",202,"R",436,"R",425,"R",46,"R",12,"R",0,"R",6,"R",3,"R",360,"R",434,"R",861,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",12,"R",7,"R",5,"R",3,"R",3,"R",0,"R",360,"R",155,"R",205
173896,4,  3,"R",35,"R",11,"R",7,"R",5,"R",0,"R",0,"R",4,"R",2,"R",3,"R",0,"R",155,"R",205,"R",232,"R",202,"R",436,"R",425,"R",46,"R",12,"R",0,"R",6,"R",3,"R",360,"R",434,"R",861,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",6,"R",4,"R",2,"R",12,"R",7,"R",5,"R",3,"R",3,"R",0,"R",360,"R",155,"R",205
173902,1,999,"R",101,"R",113,"R",23,"R",49,"R",10,"R",10,"R",61,"R",110,"R",36,"R",54,"R",580,"R",775,"R",35,"R",74,"R",846,"R",1185,"R",214,"R",72,"R",20,"R",171,"R",90,"R",1355,"R",109,"R",2031,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",10,"R",10,"R",171,"R",61,"R",110,"R",72,"R",23,"R",49,"R",90,"R",36,"R",54,"R",1355,"R",580,"R",775
173902,2,  1,"R",101,"R",113,"R",23,"R",49,"R",10,"R",10,"R",61,"R",110,"R",36,"R",54,"R",580,"R",775,"R",35,"R",74,"R",846,"R",1185,"R",214,"R",72,"R",20,"R",171,"R",90,"R",1355,"R",109,"R",2031,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",20,"R",10,"R",10,"R",171,"R",61,"R",110,"R",72,"R",23,"R",49,"R",90,"R",36,"R",54,"R",1355,"R",580,"R",775
173911,1,999,"R",31,"R",16,"R",62,"R",73,"R",15,"R",14,"R",31,"R",52,"R",59,"R",80,"R",2166,"R",2573,"R",200,"R",201,"R",2564,"R",3009,"R",47,"R",135,"R",29,"R",83,"R",139,"R",4739,"R",401,"R",5573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",15,"R",14,"R",83,"R",31,"R",52,"R",135,"R",62,"R",73,"R",139,"R",59,"R",80,"R",4739,"R",2166,"R",2573
173911,2,  1,"R",31,"R",16,"R",62,"R",73,"R",15,"R",14,"R",31,"R",52,"R",59,"R",80,"R",2166,"R",2573,"R",200,"R",201,"R",2564,"R",3009,"R",47,"R",135,"R",29,"R",83,"R",139,"R",4739,"R",401,"R",5573,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",29,"R",15,"R",14,"R",83,"R",31,"R",52,"R",135,"R",62,"R",73,"R",139,"R",59,"R",80,"R",4739,"R",2166,"R",2573
173920,1,999,"R",450,"R",269,"R",353,"R",270,"R",41,"R",39,"R",193,"R",220,"R",96,"R",118,"R",6410,"R",7647,"R",395,"R",506,"R",7938,"R",9069,"R",719,"R",623,"R",80,"R",413,"R",214,"R",14057,"R",901,"R",17007,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",41,"R",39,"R",413,"R",193,"R",220,"R",623,"R",353,"R",270,"R",214,"R",96,"R",118,"R",14057,"R",6410,"R",7647
173920,2,  1,"R",328,"R",185,"R",318,"R",239,"R",39,"R",33,"R",178,"R",180,"R",93,"R",103,"R",5721,"R",6339,"R",333,"R",378,"R",7010,"R",7457,"R",513,"R",557,"R",72,"R",358,"R",196,"R",12060,"R",711,"R",14467,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",72,"R",39,"R",33,"R",358,"R",178,"R",180,"R",557,"R",318,"R",239,"R",196,"R",93,"R",103,"R",12060,"R",5721,"R",6339
173920,4,  3,"R",122,"R",84,"R",35,"R",31,"R",2,"R",6,"R",15,"R",40,"R",3,"R",15,"R",689,"R",1308,"R",62,"R",128,"R",928,"R",1612,"R",206,"R",66,"R",8,"R",55,"R",18,"R",1997,"R",190,"R",2540,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",2,"R",6,"R",55,"R",15,"R",40,"R",66,"R",35,"R",31,"R",18,"R",3,"R",15,"R",1997,"R",689,"R",1308
173939,1,999,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",12,"R",3,"R",254,"R",0,"A",,"A",,"A",,"A",,"A",,"R",12,"R",257,"R",0,"R",9,"R",0,"R",8,"R",0,"R",14,"R",0,"R",14,"R",0,"R",0,"R",3,"R",197,"R",0,"R",0,"R",9,"R",8,"R",14,"R",14,"R",0,"R",200,"R",0,"R",8,"R",0,"R",8,"R",14,"R",0,"R",14,"R",14,"R",0,"R",14,"R",9,"R",0,"R",9,"R",200,"R",3,"R",197
173939,2,  1,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",12,"R",3,"R",254,"R",0,"A",,"A",,"A",,"A",,"A",,"R",12,"R",257,"R",0,"R",9,"R",0,"R",8,"R",0,"R",14,"R",0,"R",14,"R",0,"R",0,"R",3,"R",197,"R",0,"R",0,"R",9,"R",8,"R",14,"R",14,"R",0,"R",200,"R",0,"R",8,"R",0,"R",8,"R",14,"R",0,"R",14,"R",14,"R",0,"R",14,"R",9,"R",0,"R",9,"R",200,"R",3,"R",197
173957,1,999,"R",4,"R",6,"R",13,"R",14,"R",2,"R",2,"R",17,"R",20,"R",5,"R",4,"R",82,"R",76,"R",4,"R",3,"R",127,"R",125,"R",10,"R",27,"R",4,"R",37,"R",9,"R",158,"R",7,"R",252,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",2,"R",2,"R",37,"R",17,"R",20,"R",27,"R",13,"R",14,"R",9,"R",5,"R",4,"R",158,"R",82,"R",76
173957,3,  2,"R",4,"R",6,"R",13,"R",14,"R",2,"R",2,"R",17,"R",20,"R",5,"R",4,"R",82,"R",76,"R",4,"R",3,"R",127,"R",125,"R",10,"R",27,"R",4,"R",37,"R",9,"R",158,"R",7,"R",252,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4,"R",2,"R",2,"R",37,"R",17,"R",20,"R",27,"R",13,"R",14,"R",9,"R",5,"R",4,"R",158,"R",82,"R",76
173966,1,999,"R",2,"R",6,"R",3,"R",3,"R",0,"R",2,"R",3,"R",3,"R",2,"R",5,"R",89,"R",251,"R",3,"R",35,"R",102,"R",305,"R",8,"R",6,"R",2,"R",6,"R",7,"R",340,"R",38,"R",407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",0,"R",2,"R",6,"R",3,"R",3,"R",6,"R",3,"R",3,"R",7,"R",2,"R",5,"R",340,"R",89,"R",251
173966,2,  1,"R",1,"R",4,"R",3,"R",1,"R",0,"R",1,"R",2,"R",2,"R",2,"R",4,"R",36,"R",121,"R",2,"R",17,"R",46,"R",150,"R",5,"R",4,"R",1,"R",4,"R",6,"R",157,"R",19,"R",196,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",4,"R",2,"R",2,"R",4,"R",3,"R",1,"R",6,"R",2,"R",4,"R",157,"R",36,"R",121
173966,4,  3,"R",1,"R",2,"R",0,"R",2,"R",0,"R",1,"R",1,"R",1,"R",0,"R",1,"R",53,"R",130,"R",1,"R",18,"R",56,"R",155,"R",3,"R",2,"R",1,"R",2,"R",1,"R",183,"R",19,"R",211,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"R",0,"R",1,"R",2,"R",1,"R",1,"R",2,"R",0,"R",2,"R",1,"R",0,"R",1,"R",183,"R",53,"R",130
173984,1,999,"R",0,"R",0,"R",47,"R",91,"R",3,"R",30,"R",39,"R",93,"R",18,"R",38,"R",426,"R",1814,"R",57,"R",168,"R",590,"R",2234,"R",0,"R",138,"R",33,"R",132,"R",56,"R",2240,"R",225,"R",2824,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",33,"R",3,"R",30,"R",132,"R",39,"R",93,"R",138,"R",47,"R",91,"R",56,"R",18,"R",38,"R",2240,"R",426,"R",1814
173984,2,  1,"R",0,"R",0,"R",23,"R",59,"R",3,"R",23,"R",24,"R",60,"R",14,"R",27,"R",248,"R",1308,"R",41,"R",131,"R",353,"R",1608,"R",0,"R",82,"R",26,"R",84,"R",41,"R",1556,"R",172,"R",1961,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",3,"R",23,"R",84,"R",24,"R",60,"R",82,"R",23,"R",59,"R",41,"R",14,"R",27,"R",1556,"R",248,"R",1308
173984,4,  3,"R",0,"R",0,"R",24,"R",32,"R",0,"R",7,"R",15,"R",33,"R",4,"R",11,"R",178,"R",506,"R",16,"R",37,"R",237,"R",626,"R",0,"R",56,"R",7,"R",48,"R",15,"R",684,"R",53,"R",863,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7,"R",0,"R",7,"R",48,"R",15,"R",33,"R",56,"R",24,"R",32,"R",15,"R",4,"R",11,"R",684,"R",178,"R",506
173993,1,999,"R",4,"R",4,"R",54,"R",12,"R",28,"R",47,"R",4,"R",9,"R",2,"R",2,"R",997,"R",876,"R",75,"R",13,"R",1164,"R",963,"R",8,"R",66,"R",75,"R",13,"R",4,"R",1873,"R",88,"R",2127,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",75,"R",28,"R",47,"R",13,"R",4,"R",9,"R",66,"R",54,"R",12,"R",4,"R",2,"R",2,"R",1873,"R",997,"R",876
