UNITID,EFFYLEV,LSTUDY,XEYNRALM,EFYNRALM,XEYNRALW,EFYNRALW,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XEYUNKNM,EFYUNKNM,XEYUNKNW,EFYUNKNW,XEYTOTLM,EFYTOTLM,XEYTOTLW,EFYTOTLW,XEYNRALT,EFYNRALT,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XEYUNKNT,EFYUNKNT,XEYTOTLT,EFYTOTLT,XEFYHISM,EFYHISPM,XEFYHISW,EFYHISPW,XEFYAIAM,EFYAIANM,XEFYAIAW,EFYAIANW,XEFYASIM,EFYASIAM,XEFYASIW,EFYASIAW,XEFYBKAM,EFYBKAAM,XEFYBKAW,EFYBKAAW,XEFYNHPM,EFYNHPIM,XEFYNHPW,EFYNHPIW,XEFYWHIM,EFYWHITM,XEFYWHIW,EFYWHITW,XEFY2MOM,EFY2MORM,XEFY2MOW,EFY2MORW,XEFYHIST,EFYHISPT,XEFYAIAT,EFYAIANT,XEFYASIT,EFYASIAT,XEFYBKAT,EFYBKAAT,XEFYNHPT,EFYNHPIT,XEFYWHIT,EFYWHITT,XEFY2MOT,EFY2MORT,XDVEYAIT,DVEYAIT,XDVEYAIM,DVEYAIM,XDVEYAIW,DVEYAIW,XDVEYAPT,DVEYAPT,XDVEYAPM,DVEYAPM,XDVEYAPW,DVEYAPW,XDVEYBKT,DVEYBKT,XDVEYBKM,DVEYBKM,XDVEYBKW,DVEYBKW,XDVEYHST,DVEYHST,XDVEYHSM,DVEYHSM,XDVEYHSW,DVEYHSW,XDVEYWHT,DVEYWHT,XDVEYWHM,DVEYWHM,XDVEYWHW,DVEYWHW 
100690,2,  1,"Z",0,"Z",0,"R",71,"R",107,"Z",0,"R",1,"R",2,"R",1,"R",15,"R",15,"R",164,"R",109,"R",25,"R",21,"R",277,"R",254,"Z",0,"R",178,"R",1,"R",3,"R",30,"R",273,"R",46,"R",531,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"Z",0,"R",1,"R",3,"R",2,"R",1,"R",178,"R",71,"R",107,"R",30,"R",15,"R",15,"R",273,"R",164,"R",109
100690,3,  2,"Z",0,"Z",0,"R",19,"R",14,"Z",0,"R",1,"Z",0,"Z",0,"R",2,"Z",0,"R",14,"R",9,"R",2,"Z",0,"R",37,"R",24,"Z",0,"R",33,"R",1,"Z",0,"R",2,"R",23,"R",2,"R",61,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",33,"R",19,"R",14,"R",2,"R",2,"Z",0,"R",23,"R",14,"R",9
100690,4,  3,"Z",0,"Z",0,"R",66,"R",111,"Z",0,"Z",0,"R",1,"Z",0,"R",4,"R",6,"R",153,"R",98,"R",7,"R",18,"R",231,"R",233,"Z",0,"R",177,"Z",0,"R",1,"R",10,"R",251,"R",25,"R",464,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",177,"R",66,"R",111,"R",10,"R",4,"R",6,"R",251,"R",153,"R",98
100706,1,999,"R",366,"R",189,"R",442,"R",761,"R",60,"R",73,"R",142,"R",129,"R",98,"R",96,"R",3592,"R",2728,"R",88,"R",81,"R",4788,"R",4057,"R",555,"R",1203,"R",133,"R",271,"R",194,"R",6320,"R",169,"R",8845,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",133,"R",60,"R",73,"R",271,"R",142,"R",129,"R",1203,"R",442,"R",761,"R",194,"R",98,"R",96,"R",6320,"R",3592,"R",2728
100706,2,  1,"R",207,"R",106,"R",381,"R",676,"R",56,"R",55,"R",102,"R",109,"R",83,"R",84,"R",2730,"R",2211,"R",78,"R",69,"R",3637,"R",3310,"R",313,"R",1057,"R",111,"R",211,"R",167,"R",4941,"R",147,"R",6947,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",111,"R",56,"R",55,"R",211,"R",102,"R",109,"R",1057,"R",381,"R",676,"R",167,"R",83,"R",84,"R",4941,"R",2730,"R",2211
100706,4,  3,"R",159,"R",83,"R",61,"R",85,"R",4,"R",18,"R",40,"R",20,"R",15,"R",12,"R",862,"R",517,"R",10,"R",12,"R",1151,"R",747,"R",242,"R",146,"R",22,"R",60,"R",27,"R",1379,"R",22,"R",1898,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",22,"R",4,"R",18,"R",60,"R",40,"R",20,"R",146,"R",61,"R",85,"R",27,"R",15,"R",12,"R",1379,"R",862,"R",517
100724,1,999,"R",9,"R",12,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",144,"R",208,"R",2641,"R",4165,"R",21,"A",,"A",,"A",,"A",,"A",,"R",352,"R",6806,"R",7,"R",8,"R",4,"R",2,"R",5,"R",10,"R",2383,"R",3801,"Z",0,"Z",0,"R",89,"R",124,"Z",0,"Z",0,"R",15,"R",6,"R",15,"R",6184,"Z",0,"R",213,"Z",0,"R",6,"R",4,"R",2,"R",15,"R",5,"R",10,"R",6184,"R",2383,"R",3801,"R",15,"R",7,"R",8,"R",213,"R",89,"R",124
100724,2,  1,"R",9,"R",8,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",120,"R",139,"R",2295,"R",3160,"R",17,"A",,"A",,"A",,"A",,"A",,"R",259,"R",5455,"R",5,"R",6,"R",3,"Z",0,"R",3,"R",4,"R",2119,"R",2967,"Z",0,"Z",0,"R",36,"R",36,"Z",0,"Z",0,"R",11,"R",3,"R",7,"R",5086,"Z",0,"R",72,"Z",0,"R",3,"R",3,"Z",0,"R",7,"R",3,"R",4,"R",5086,"R",2119,"R",2967,"R",11,"R",5,"R",6,"R",72,"R",36,"R",36
100724,4,  3,"Z",0,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",24,"R",69,"R",346,"R",1005,"R",4,"A",,"A",,"A",,"A",,"A",,"R",93,"R",1351,"R",2,"R",2,"R",1,"R",2,"R",2,"R",6,"R",264,"R",834,"Z",0,"Z",0,"R",53,"R",88,"Z",0,"Z",0,"R",4,"R",3,"R",8,"R",1098,"Z",0,"R",141,"Z",0,"R",3,"R",1,"R",2,"R",8,"R",2,"R",6,"R",1098,"R",264,"R",834,"R",4,"R",2,"R",2,"R",141,"R",53,"R",88
100751,1,999,"R",582,"R",421,"R",1314,"R",2312,"R",85,"R",90,"R",179,"R",192,"R",289,"R",330,"R",11525,"R",12811,"R",6,"R",4,"R",13980,"R",16160,"R",1003,"R",3626,"R",175,"R",371,"R",619,"R",24336,"R",10,"R",30140,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",175,"R",85,"R",90,"R",371,"R",179,"R",192,"R",3626,"R",1314,"R",2312,"R",619,"R",289,"R",330,"R",24336,"R",11525,"R",12811
100751,2,  1,"R",295,"R",232,"R",1140,"R",1759,"R",73,"R",72,"R",136,"R",135,"R",249,"R",253,"R",9709,"R",10344,"R",6,"R",4,"R",11608,"R",12799,"R",527,"R",2899,"R",145,"R",271,"R",502,"R",20053,"R",10,"R",24407,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",145,"R",73,"R",72,"R",271,"R",136,"R",135,"R",2899,"R",1140,"R",1759,"R",502,"R",249,"R",253,"R",20053,"R",9709,"R",10344
100751,3,  2,"R",0,"R",2,"R",20,"R",33,"R",1,"R",1,"R",8,"R",7,"R",10,"R",1,"R",314,"R",193,"Z",0,"Z",0,"R",353,"R",237,"R",2,"R",53,"R",2,"R",15,"R",11,"R",507,"Z",0,"R",590,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2,"R",1,"R",1,"R",15,"R",8,"R",7,"R",53,"R",20,"R",33,"R",11,"R",10,"R",1,"R",507,"R",314,"R",193
100751,4,  3,"R",287,"R",187,"R",154,"R",520,"R",11,"R",17,"R",35,"R",50,"R",30,"R",76,"R",1502,"R",2274,"Z",0,"Z",0,"R",2019,"R",3124,"R",474,"R",674,"R",28,"R",85,"R",106,"R",3776,"Z",0,"R",5143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",28,"R",11,"R",17,"R",85,"R",35,"R",50,"R",674,"R",154,"R",520,"R",106,"R",30,"R",76,"R",3776,"R",1502,"R",2274
100760,1,999,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",19,"R",1067,"R",2159,"Z",0,"A",,"A",,"A",,"A",,"A",,"R",27,"R",3226,"R",6,"R",19,"R",2,"R",10,"R",4,"R",4,"R",191,"R",651,"Z",0,"Z",0,"R",856,"R",1456,"Z",0,"Z",0,"R",25,"R",12,"R",8,"R",842,"Z",0,"R",2312,"Z",0,"R",12,"R",2,"R",10,"R",8,"R",4,"R",4,"R",842,"R",191,"R",651,"R",25,"R",6,"R",19,"R",2312,"R",856,"R",1456
100760,2,  1,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8,"R",19,"R",1067,"R",2159,"Z",0,"A",,"A",,"A",,"A",,"A",,"R",27,"R",3226,"R",6,"R",19,"R",2,"R",10,"R",4,"R",4,"R",191,"R",651,"Z",0,"Z",0,"R",856,"R",1456,"Z",0,"Z",0,"R",25,"R",12,"R",8,"R",842,"Z",0,"R",2312,"Z",0,"R",12,"R",2,"R",10,"R",8,"R",4,"R",4,"R",842,"R",191,"R",651,"R",25,"R",6,"R",19,"R",2312,"R",856,"R",1456
100812,1,999,"R",4,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",37,"R",1608,"R",3060,"R",10,"A",,"A",,"A",,"A",,"A",,"R",76,"R",4668,"R",22,"R",28,"R",35,"R",84,"R",13,"R",28,"R",167,"R",425,"R",0,"R",2,"R",1328,"R",2448,"R",0,"R",2,"R",50,"R",119,"R",41,"R",592,"R",2,"R",3776,"R",2,"R",119,"R",35,"R",84,"R",43,"R",13,"R",30,"R",592,"R",167,"R",425,"R",50,"R",22,"R",28,"R",3776,"R",1328,"R",2448
100812,2,  1,"R",4,"R",6,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",39,"R",37,"R",1608,"R",3060,"R",10,"A",,"A",,"A",,"A",,"A",,"R",76,"R",4668,"R",22,"R",28,"R",35,"R",84,"R",13,"R",28,"R",167,"R",425,"R",0,"R",2,"R",1328,"R",2448,"R",0,"R",2,"R",50,"R",119,"R",41,"R",592,"R",2,"R",3776,"R",2,"R",119,"R",35,"R",84,"R",43,"R",13,"R",30,"R",592,"R",167,"R",425,"R",50,"R",22,"R",28,"R",3776,"R",1328,"R",2448
100830,1,999,"R",75,"R",68,"R",522,"R",1576,"R",14,"R",12,"R",46,"R",61,"R",25,"R",46,"R",1655,"R",2252,"R",108,"R",199,"R",2445,"R",4214,"R",143,"R",2098,"R",26,"R",107,"R",71,"R",3907,"R",307,"R",6659,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",26,"R",14,"R",12,"R",107,"R",46,"R",61,"R",2098,"R",522,"R",1576,"R",71,"R",25,"R",46,"R",3907,"R",1655,"R",2252
100830,2,  1,"R",60,"R",58,"R",433,"R",1256,"R",13,"R",10,"R",39,"R",54,"R",23,"R",39,"R",1401,"R",1840,"R",101,"R",177,"R",2070,"R",3434,"R",118,"R",1689,"R",23,"R",93,"R",62,"R",3241,"R",278,"R",5504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",23,"R",13,"R",10,"R",93,"R",39,"R",54,"R",1689,"R",433,"R",1256,"R",62,"R",23,"R",39,"R",3241,"R",1401,"R",1840
100830,4,  3,"R",15,"R",10,"R",89,"R",320,"R",1,"R",2,"R",7,"R",7,"R",2,"R",7,"R",254,"R",412,"R",7,"R",22,"R",375,"R",780,"R",25,"R",409,"R",3,"R",14,"R",9,"R",666,"R",29,"R",1155,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3,"R",1,"R",2,"R",14,"R",7,"R",7,"R",409,"R",89,"R",320,"R",9,"R",2,"R",7,"R",666,"R",254,"R",412
100858,1,999,"R",651,"R",347,"R",969,"R",1279,"R",84,"R",67,"R",279,"R",193,"R",255,"R",247,"R",11100,"R",10465,"R",159,"R",126,"R",13497,"R",12724,"R",998,"R",2248,"R",151,"R",472,"R",502,"R",21565,"R",285,"R",26221,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",151,"R",84,"R",67,"R",472,"R",279,"R",193,"R",2248,"R",969,"R",1279,"R",502,"R",255,"R",247,"R",21565,"R",11100,"R",10465
100858,2,  1,"R",78,"R",60,"R",827,"R",987,"R",70,"R",61,"R",230,"R",135,"R",203,"R",207,"R",9415,"R",8614,"R",113,"R",83,"R",10936,"R",10147,"R",138,"R",1814,"R",131,"R",365,"R",410,"R",18029,"R",196,"R",21083,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",131,"R",70,"R",61,"R",365,"R",230,"R",135,"R",1814,"R",827,"R",987,"R",410,"R",203,"R",207,"R",18029,"R",9415,"R",8614
100858,3,  2,"R",0,"R",3,"R",18,"R",33,"R",4,"R",3,"R",15,"R",20,"R",9,"R",3,"R",269,"R",583,"R",10,"R",20,"R",325,"R",665,"R",3,"R",51,"R",7,"R",35,"R",12,"R",852,"R",30,"R",990,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7,"R",4,"R",3,"R",35,"R",15,"R",20,"R",51,"R",18,"R",33,"R",12,"R",9,"R",3,"R",852,"R",269,"R",583
100858,4,  3,"R",573,"R",284,"R",124,"R",259,"R",10,"R",3,"R",34,"R",38,"R",43,"R",37,"R",1416,"R",1268,"R",36,"R",23,"R",2236,"R",1912,"R",857,"R",383,"R",13,"R",72,"R",80,"R",2684,"R",59,"R",4148,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",13,"R",10,"R",3,"R",72,"R",34,"R",38,"R",383,"R",124,"R",259,"R",80,"R",43,"R",37,"R",2684,"R",1416,"R",1268
100937,1,999,"R",2,"R",1,"R",63,"R",73,"R",4,"R",2,"R",21,"R",30,"R",11,"R",12,"R",632,"R",644,"R",19,"R",14,"R",752,"R",776,"R",3,"R",136,"R",6,"R",51,"R",23,"R",1276,"R",33,"R",1528,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",4,"R",2,"R",51,"R",21,"R",30,"R",136,"R",63,"R",73,"R",23,"R",11,"R",12,"R",1276,"R",632,"R",644
100937,2,  1,"R",2,"R",1,"R",59,"R",63,"R",4,"R",2,"R",21,"R",30,"R",11,"R",11,"R",610,"R",626,"R",19,"R",13,"R",726,"R",746,"R",3,"R",122,"R",6,"R",51,"R",22,"R",1236,"R",32,"R",1472,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6,"R",4,"R",2,"R",51,"R",21,"R",30,"R",122,"R",59,"R",63,"R",22,"R",11,"R",11,"R",1236,"R",610,"R",626
100937,4,  3,"Z",0,"Z",0,"R",4,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",22,"R",18,"Z",0,"R",1,"R",26,"R",30,"Z",0,"R",14,"Z",0,"Z",0,"R",1,"R",40,"R",1,"R",56,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",4,"R",10,"R",1,"Z",0,"R",1,"R",40,"R",22,"R",18
101028,1,999,"Z",0,"Z",0,"R",341,"R",1000,"R",22,"R",58,"R",12,"R",15,"R",32,"R",49,"R",520,"R",944,"R",19,"R",49,"R",946,"R",2115,"Z",0,"R",1341,"R",80,"R",27,"R",81,"R",1464,"R",68,"R",3061,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",22,"R",58,"R",27,"R",12,"R",15,"R",1341,"R",341,"R",1000,"R",81,"R",32,"R",49,"R",1464,"R",520,"R",944
101028,2,  1,"Z",0,"Z",0,"R",341,"R",1000,"R",22,"R",58,"R",12,"R",15,"R",32,"R",49,"R",520,"R",944,"R",19,"R",49,"R",946,"R",2115,"Z",0,"R",1341,"R",80,"R",27,"R",81,"R",1464,"R",68,"R",3061,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",80,"R",22,"R",58,"R",27,"R",12,"R",15,"R",1341,"R",341,"R",1000,"R",81,"R",32,"R",49,"R",1464,"R",520,"R",944
101073,1,999,"R",17,"R",4,"R",365,"R",296,"R",0,"Z",0,"Z",0,"Z",0,"R",4,"R",1,"R",7,"R",7,"R",2,"Z",0,"R",395,"R",308,"R",21,"R",661,"R",0,"Z",0,"R",5,"R",14,"R",2,"R",703,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",661,"R",365,"R",296,"R",5,"R",4,"R",1,"R",14,"R",7,"R",7
