,CO_TAZID,GEOID
0,1003,49001100100
1,1005,49001100100
2,1006,49001100100
3,1015,49001100100
4,1010,49001100100
5,1016,49001100100
6,1036,49001100100
7,1041,49001100100
8,1029,49001100100
9,1024,49001100100
10,1026,49001100100
11,1031,49001100100
12,1034,49001100100
13,1032,49001100100
14,1037,49001100100
15,1046,49001100100
16,1057,49001100100
17,1055,49001100100
18,1018,49001100100
19,1021,49001100100
20,1047,49001100100
21,1052,49001100100
22,1028,49001100100
23,1040,49001100100
24,1044,49001100100
25,1048,49001100100
26,1030,49001100100
27,1002,49001100100
28,1004,49001100100
29,1027,49001100100
30,1051,49001100100
31,1025,49001100100
32,1019,49001100100
33,1049,49001100100
34,1022,49001100100
35,1001,49001100100
36,1007,49001100100
37,1008,49001100100
38,1009,49001100100
39,1014,49001100100
40,1011,49001100100
41,1012,49001100100
42,1013,49001100100
43,1023,49001100100
44,1020,49001100100
45,1053,49001100100
46,1042,49001100100
47,1045,49001100100
48,1017,49001100100
49,1050,49001100100
50,1059,49001100100
51,1054,49001100100
52,1066,49001100200
53,1062,49001100200
54,1064,49001100200
55,1098,49001100200
56,1101,49001100200
57,1120,49001100200
58,1121,49001100200
59,1092,49001100200
60,1094,49001100200
61,1118,49001100200
62,1109,49001100200
63,1110,49001100200
64,1114,49001100200
65,1069,49001100200
66,1099,49001100200
67,1107,49001100200
68,1105,49001100200
69,1113,49001100200
70,1106,49001100200
71,1115,49001100200
72,1102,49001100200
73,1104,49001100200
74,1039,49001100200
75,1060,49001100200
76,1043,49001100200
77,1108,49001100200
78,1116,49001100200
79,1058,49001100200
80,1103,49001100200
81,1068,49001100200
82,1076,49001100200
83,1063,49001100200
84,1065,49001100200
85,1084,49001100200
86,1087,49001100200
87,1086,49001100200
88,1085,49001100200
89,1089,49001100200
90,1081,49001100200
91,1083,49001100200
92,1082,49001100200
93,1112,49001100200
94,1097,49001100200
95,1100,49001100200
96,1096,49001100200
97,1095,49001100200
98,1033,49001100200
99,1035,49001100200
100,1088,49001100200
101,1038,49001100200
102,1061,49001100200
103,1119,49001100200
104,1070,49001100200
105,1078,49001100200
106,1071,49001100200
107,1067,49001100200
108,1075,49001100200
109,1074,49001100200
110,1079,49001100200
111,1080,49001100200
112,1077,49001100200
113,1073,49001100200
114,1072,49001100200
115,1093,49001100200
116,1091,49001100200
117,1111,49001100200
118,1117,49001100200
119,1090,49001100200
120,1056,49001100200
121,3294,49003960100
122,3298,49003960100
123,3296,49003960100
124,3265,49003960100
125,3271,49003960100
126,3270,49003960100
127,3263,49003960100
128,3268,49003960100
129,3288,49003960100
130,3285,49003960100
131,3267,49003960100
132,3278,49003960100
133,3293,49003960100
134,3286,49003960100
135,3283,49003960100
136,3277,49003960100
137,3012,49003960100
138,3008,49003960100
139,3013,49003960100
140,3018,49003960100
141,3266,49003960100
142,3292,49003960100
143,3295,49003960100
144,3297,49003960100
145,3284,49003960100
146,3064,49003960100
147,3097,49003960100
148,3001,49003960100
149,3269,49003960100
150,3273,49003960100
151,3274,49003960100
152,3272,49003960100
153,3280,49003960100
154,3264,49003960100
155,3279,49003960100
156,3276,49003960100
157,3004,49003960100
158,3007,49003960100
159,3002,49003960100
160,3009,49003960100
161,3005,49003960100
162,3010,49003960100
163,3011,49003960100
164,3015,49003960100
165,3016,49003960100
166,3025,49003960100
167,3021,49003960100
168,3019,49003960100
169,3017,49003960100
170,3023,49003960100
171,3024,49003960100
172,3022,49003960100
173,3014,49003960100
174,3281,49003960100
175,3070,49003960100
176,3020,49003960100
177,3032,49003960100
178,3038,49003960100
179,3031,49003960100
180,3135,49003960100
181,3144,49003960100
182,3282,49003960100
183,3275,49003960100
184,3291,49003960100
185,3299,49003960100
186,3262,49003960100
187,3055,49003960100
188,3034,49003960100
189,3035,49003960100
190,3026,49003960100
191,3090,49003960100
192,3071,49003960100
193,3107,49003960100
194,3099,49003960100
195,3028,49003960100
196,3029,49003960100
197,3036,49003960100
198,3027,49003960100
199,3037,49003960100
200,3033,49003960100
201,3039,49003960100
202,3030,49003960100
203,3003,49003960100
204,3006,49003960100
205,3290,49003960400
206,3141,49003960400
207,3136,49003960400
208,3129,49003960400
209,3132,49003960400
210,3152,49003960400
211,3150,49003960400
212,3176,49003960400
213,3133,49003960400
214,3177,49003960400
215,3216,49003960400
216,3199,49003960400
217,3225,49003960400
218,3212,49003960400
219,3218,49003960400
220,3237,49003960400
221,3241,49003960400
222,3244,49003960400
223,3287,49003960400
224,3243,49003960400
225,3231,49003960400
226,3258,49003960400
227,3235,49003960400
228,3159,49003960400
229,3153,49003960400
230,3158,49003960400
231,3143,49003960400
232,3147,49003960400
233,3151,49003960400
234,3148,49003960400
235,3140,49003960400
236,3142,49003960400
237,3113,49003960400
238,3139,49003960400
239,3137,49003960400
240,3138,49003960400
241,3145,49003960400
242,3146,49003960400
243,3155,49003960400
244,3157,49003960400
245,3156,49003960400
246,3160,49003960400
247,3174,49003960400
248,3175,49003960400
249,3149,49003960400
250,3179,49003960400
251,3180,49003960400
252,3171,49003960400
253,3172,49003960400
254,3181,49003960400
255,3203,49003960400
256,3220,49003960400
257,3222,49003960400
258,3226,49003960400
259,3236,49003960400
260,3242,49003960400
261,3240,49003960400
262,3247,49003960400
263,3250,49003960400
264,3249,49003960400
265,3255,49003960400
266,3253,49003960400
267,3256,49003960400
268,3254,49003960400
269,3239,49003960400
270,3238,49003960400
271,3162,49003960400
272,3245,49003960400
273,3252,49003960400
274,3248,49003960400
275,3223,49003960400
276,3224,49003960400
277,3214,49003960400
278,3211,49003960400
279,3213,49003960400
280,3232,49003960400
281,3251,49003960400
282,3233,49003960400
283,3227,49003960400
284,3246,49003960400
285,3161,49003960400
286,3154,49003960400
287,3228,49003960400
288,3234,49003960400
289,3230,49003960400
290,3229,49003960400
291,3221,49003960400
292,3219,49003960400
293,3217,49003960400
294,3178,49003960400
295,3215,49003960400
296,3195,49003960400
297,3260,49003960400
298,3257,49003960400
299,3261,49003960400
300,30003,49003960400
301,30004,49003960400
302,30006,49003960400
303,30007,49003960400
304,30009,49003960400
305,30010,49003960400
306,3114,49003960300
307,3115,49003960300
308,3116,49003960300
309,3123,49003960300
310,3109,49003960300
311,3130,49003960300
312,3124,49003960300
313,3125,49003960300
314,3131,49003960300
315,3163,49003960300
316,3164,49003960300
317,3166,49003960300
318,3134,49003960300
319,3170,49003960300
320,3167,49003960300
321,3128,49003960300
322,3117,49003960300
323,3118,49003960300
324,3119,49003960300
325,3112,49003960300
326,3120,49003960300
327,3111,49003960300
328,3121,49003960300
