;Z,ENSIGN,WESTMIN,WSU_MAIN,WSU_DAVIS,SLCC_SC,BYU,SLCC_MAIN,UVU_MAIN,UOFU_MAIN,SLCC_JD,SLCC_ML
1695,0,0,0,0,0,0,0,25,61,0,0
1696,3,0,0,0,0,0,5,0,74,0,0
1697,0,1,0,0,0,0,17,0,2,0,0
1698,0,0,0,0,6,0,9,0,2,0,0
1699,0,0,0,0,13,0,0,0,2,0,0
1701,0,0,0,0,10,0,29,0,57,1,0
1703,0,0,2,0,0,0,15,0,0,0,0
1704,0,0,0,0,0,0,21,0,0,0,0
1705,0,0,0,0,10,0,40,0,46,1,0
1706,0,0,0,0,0,1,8,0,55,3,0
1708,0,0,0,0,0,0,0,0,0,5,0
1709,0,0,0,0,0,0,13,0,11,0,0
1710,0,0,15,0,0,0,14,0,0,5,0
1711,2,0,0,0,0,0,7,0,0,0,1
1712,13,0,0,0,0,0,5,0,16,0,0
1713,0,0,0,0,0,0,0,0,10,0,0
1716,0,0,0,0,0,0,0,0,0,1,0
1718,0,0,0,0,0,0,157,27,0,32,0
1719,0,0,0,0,11,0,31,31,12,14,0
1720,0,0,0,0,0,0,6,22,0,0,0
1722,0,0,0,0,0,1,69,19,0,4,0
1723,0,0,0,0,0,0,51,0,0,0,2
1724,0,10,0,0,0,0,16,21,9,50,0
1725,0,0,1,0,0,0,36,0,23,2,5
1726,5,1,0,0,32,1,82,24,64,0,3
1727,0,1,1,0,0,0,15,0,0,0,0
1728,0,0,0,0,0,3,0,0,23,17,0
1729,0,0,0,0,0,0,0,15,36,9,0
1730,0,0,0,0,0,0,3,0,0,0,0
1731,0,0,0,0,0,0,10,0,48,0,0
1732,0,0,0,0,0,0,0,0,0,1,0
1733,0,0,0,0,0,0,5,0,0,1,0
1734,0,0,0,0,0,0,37,0,0,1,0
1735,3,0,0,0,0,0,72,93,52,0,0
1736,0,0,0,0,0,0,0,9,5,3,0
1738,0,0,0,0,0,0,8,0,0,4,0
1740,0,0,0,0,0,0,0,0,3,0,0
1741,0,1,0,0,0,4,10,25,6,34,0
1742,0,2,0,0,10,0,37,0,21,13,0
1743,0,0,0,0,0,0,4,0,1,0,0
1745,0,0,0,0,0,0,0,0,10,0,0
1746,0,0,0,0,0,0,35,0,0,10,1
1747,0,0,0,0,0,0,31,31,0,36,0
1748,0,0,0,0,0,0,0,0,0,9,2
1749,11,0,0,0,10,0,125,0,44,10,2
1750,0,0,0,0,0,2,38,11,19,7,2
1751,8,0,0,0,0,0,15,0,0,20,0
1752,0,0,0,0,0,0,0,0,24,2,0
1753,0,0,0,0,5,0,33,0,13,0,0
1754,0,1,0,0,0,0,20,0,7,0,0
1756,0,0,0,0,0,0,0,7,0,3,0
1758,0,4,0,0,0,1,11,34,93,80,0
1760,2,0,0,0,8,1,58,9,10,24,0
1761,0,0,0,0,6,1,3,0,15,2,1
1762,0,0,0,0,0,0,0,0,0,1,0
1763,1,0,21,0,0,0,11,0,2,1,0
1764,1,1,0,0,0,0,7,9,1,5,1
1765,0,0,0,0,7,1,8,0,30,1,1
1767,0,0,0,0,0,0,0,0,2,2,0
1771,4,0,0,0,0,0,96,0,11,7,0
1772,0,0,0,0,0,2,192,0,25,0,0
1773,4,36,0,0,0,0,8,11,19,4,1
1774,0,0,0,0,0,0,3,0,0,4,0
1775,2,2,0,0,7,0,0,0,0,8,2
1777,0,0,0,0,0,0,0,12,7,11,0
1778,2,0,0,0,0,0,0,0,3,0,1
1779,0,2,0,0,0,0,5,35,4,5,1
1780,0,2,0,0,0,0,3,5,12,3,1
1781,0,1,0,0,0,0,6,0,2,0,1
1787,0,0,0,0,4,0,27,0,10,0,0
1788,0,0,0,0,0,0,172,0,0,0,8
1789,0,6,8,0,18,0,29,0,6,0,0
1792,0,0,0,1,6,0,18,0,15,0,0
1793,0,0,0,0,0,0,7,0,0,0,0
1794,0,1,0,0,6,0,11,11,22,0,0
1795,1,0,0,0,2,0,9,2,5,8,0
1796,2,0,0,1,0,0,8,9,46,0,1
1797,0,3,0,0,0,0,16,0,0,0,0
1799,0,0,0,0,0,1,24,0,12,0,0
1800,0,0,0,0,0,0,2,0,2,0,0
1801,4,0,0,0,0,0,0,0,80,0,2
1802,1,1,0,0,0,0,9,3,3,0,0
1803,2,0,5,0,0,0,0,0,27,0,0
1804,0,0,0,0,0,1,12,0,0,45,0
1805,1,0,0,0,3,0,3,0,8,22,0
1806,4,0,0,2,9,0,18,0,9,0,0
1807,0,0,0,0,0,0,7,0,3,0,0
1809,0,3,9,0,0,0,0,0,6,0,0
1810,0,0,0,0,0,0,10,0,0,0,0
1811,0,0,0,0,0,0,0,0,19,0,0
1812,0,0,0,0,0,0,0,0,11,0,0
1813,0,2,0,0,3,0,86,0,20,0,1
1814,0,0,0,0,0,0,0,14,10,0,1
1815,0,0,0,0,0,0,0,0,0,0,1
1816,0,5,0,0,0,0,0,0,6,0,0
1817,0,0,0,0,0,0,0,7,0,0,0
1819,0,0,0,0,0,0,6,0,7,0,1
1820,3,0,0,0,0,0,0,0,7,0,0
1821,0,0,0,0,4,0,0,4,0,0,0
1822,4,0,3,0,2,0,0,0,4,3,0
1823,0,0,0,0,0,0,5,0,7,0,0
1824,2,1,0,0,0,0,13,0,21,0,0
1825,0,0,0,0,0,1,67,0,29,26,1
1827,0,0,0,0,0,0,0,0,20,10,0
1829,0,1,0,0,3,0,0,23,9,0,0
1831,0,0,0,0,3,0,0,0,37,0,0
1833,0,1,0,0,0,0,3,0,19,0,0
1834,2,0,0,0,0,0,13,0,16,0,0
1835,0,0,0,0,2,0,14,0,6,0,1
1836,45,0,0,0,0,0,8,0,8,0,0
1837,0,0,0,0,0,0,22,0,20,0,0
1838,0,2,0,0,0,0,0,0,13,0,0
1839,0,0,0,0,0,0,6,0,0,0,0
1840,0,23,0,0,0,0,7,0,7,5,2
1841,13,0,16,2,0,0,24,0,32,0,0
1842,4,0,0,0,0,0,0,0,72,0,0
1843,0,7,3,0,0,0,0,0,19,0,1
1844,0,3,0,0,0,0,0,0,17,0,0
1845,0,0,0,1,4,0,8,0,0,0,0
1846,0,0,2,0,4,0,46,0,8,0,4
1847,0,0,0,0,3,0,73,0,13,3,0
1848,0,0,0,0,0,0,0,0,35,0,0
1849,0,0,0,0,0,0,5,3,3,0,0
1850,3,24,0,0,0,0,13,0,6,0,0
1852,0,0,0,0,14,0,39,5,3,0,0
1853,4,4,0,0,6,2,30,29,29,3,1
1854,4,0,2,0,17,0,0,21,61,0,0
1855,0,0,0,0,0,0,17,15,7,3,0
1856,0,0,0,0,0,0,65,0,0,0,0
1857,3,0,0,0,0,0,3,0,25,3,1
1858,0,0,0,3,0,0,0,0,42,0,0
1859,0,37,0,0,0,0,0,0,32,0,0
1860,3,0,0,0,0,0,11,37,14,0,0
1862,5,0,0,0,0,0,2,0,33,0,0
1863,0,0,0,0,3,0,0,12,8,6,1
1864,0,0,0,0,0,0,4,49,0,16,0
1865,0,0,0,0,0,1,60,0,20,0,0
1866,10,2,0,0,4,0,9,5,17,3,0
1867,2,0,0,0,4,0,9,0,71,1,0
1868,0,0,0,0,6,1,0,0,21,0,1
1869,0,0,0,0,0,0,17,0,12,18,1
1870,1,0,0,0,0,0,0,3,2,0,1
1872,0,0,0,0,0,0,0,0,1,0,0
1873,0,0,24,0,0,0,0,0,1,0,0
1874,0,0,0,0,0,0,0,0,9,0,0
1875,2,0,0,0,0,0,0,0,0,1,1
1876,0,0,0,0,0,0,0,0,0,2,1
1877,0,1,0,0,0,0,0,0,5,2,0
1878,0,0,0,0,5,0,5,0,3,6,2
1879,0,0,0,0,0,0,5,0,6,1,1
1880,1,1,0,0,2,0,10,0,7,1,3
1881,0,9,0,0,5,2,1,0,0,1,0
1882,0,0,0,0,0,0,44,42,46,4,0
1883,0,0,0,0,0,0,20,12,44,0,0
1884,0,0,0,0,0,0,0,0,7,0,0
1885,2,0,0,0,4,0,9,0,8,1,0
1887,0,0,0,0,0,0,1,0,12,0,0
1890,0,0,0,0,23,0,0,0,4,0,0
1891,0,0,0,0,0,0,0,17,0,0,0
1892,0,0,0,0,2,0,0,2,0,0,0
1893,0,0,0,0,7,0,1,0,4,22,0
1894,0,1,0,0,0,0,32,3,87,0,0
1895,8,0,17,0,0,0,6,5,25,0,0
1897,0,0,0,0,0,0,1,1,1,0,0
1898,0,0,0,0,0,0,4,5,97,2,2
1899,0,0,0,0,0,0,0,0,3,0,0
1900,0,0,0,0,0,0,0,0,12,1,0
1901,0,0,0,0,0,0,0,0,3,0,0
1902,0,0,0,0,0,0,0,0,1,0,0
1904,8,0,0,0,0,2,6,9,66,0,0
1905,3,0,0,0,0,20,77,0,7,0,0
1906,0,0,0,0,0,0,12,0,0,0,0
1909,0,7,0,0,1,0,0,2,2,1,2
1910,3,0,0,0,0,0,23,0,0,0,0
1911,0,0,0,0,0,0,0,46,0,0,0
1912,0,0,0,0,0,0,129,0,0,26,0
1913,0,0,0,0,0,0,0,0,8,1,0
1915,0,0,0,0,0,2,0,0,0,0,0
1916,0,0,0,0,0,0,0,0,6,33,1
1920,0,0,0,0,0,0,0,2,4,1,1
1921,0,0,0,0,0,0,0,4,0,4,0
1922,2,0,0,0,0,0,0,9,2,1,1
1923,0,0,0,0,0,0,0,0,0,1,1
1924,0,0,0,0,0,0,4,7,6,0,0
1926,0,0,0,0,0,0,0,0,25,0,0
1927,0,0,0,0,0,0,0,0,16,0,0
1929,0,0,0,0,0,0,0,8,10,0,1
1930,0,0,0,0,0,0,0,6,0,2,0
1931,0,0,0,0,0,1,11,0,10,6,1
1932,0,0,0,0,0,0,0,0,5,1,0
1933,0,0,0,0,0,0,72,0,104,0,0
1934,0,0,0,0,0,0,28,0,8,0,3
1935,0,0,0,0,0,0,0,0,0,0,3
1936,0,0,0,0,0,0,0,0,8,0,0
1937,0,0,19,0,0,1,0,0,12,0,0
1938,3,0,0,0,0,0,24,13,58,19,4
1939,0,0,0,0,0,0,0,17,54,0,1
1941,0,0,0,0,23,1,0,115,65,0,0
1942,0,0,0,0,0,1,0,0,9,0,0
1943,0,0,0,0,0,0,0,45,0,0,0
1944,3,0,0,0,0,0,0,5,7,0,0
1945,0,0,0,0,0,1,31,6,15,19,0
1946,0,0,0,0,0,0,0,0,0,1,0
1947,0,0,0,0,0,0,0,0,33,1,0
1948,0,0,0,0,0,0,13,0,0,8,0
1949,0,0,0,0,0,0,0,11,25,0,1
1950,0,0,0,0,0,0,4,0,5,2,0
1951,0,0,0,0,0,0,6,0,77,0,1
1952,0,0,0,0,0,0,19,0,5,0,0
1954,0,0,0,0,30,3,44,0,146,17,0
1955,0,0,0,0,2,1,43,5,0,10,3
1956,3,0,0,0,0,1,59,14,2,15,0
1957,0,0,0,0,0,0,0,125,0,18,0
1958,0,0,0,0,16,2,23,0,3,9,0
1959,0,0,0,0,0,14,25,6,0,3,0
1960,0,0,0,0,0,0,0,8,0,2,0
1961,0,0,0,0,0,0,1,0,1,1,0
1962,0,0,0,0,4,0,0,0,0,0,0
1963,0,0,0,0,0,0,0,0,1,0,0
1967,0,0,0,0,0,0,26,0,23,2,4
1968,0,0,0,0,0,0,0,0,0,2,4
1969,4,0,0,0,0,0,87,59,0,11,0
1970,0,0,0,0,0,0,0,2,2,1,0
1971,0,0,0,0,0,0,1,3,3,17,0
1972,0,0,0,0,0,0,0,0,3,0,0
1974,0,0,0,0,0,0,0,0,8,0,0
1975,0,0,0,0,0,0,80,0,26,0,0
1976,0,0,0,0,0,0,0,0,0,2,0
1977,0,0,0,0,0,0,5,5,12,1,0
1978,21,0,0,0,0,0,7,0,39,9,4
1979,0,3,0,0,0,0,6,5,48,1,0
1980,0,4,0,0,4,0,23,38,0,25,3
1981,0,0,0,0,0,0,3,3,0,4,0
1982,0,0,0,0,0,0,19,14,0,0,0
1983,3,0,0,0,1,2,60,15,60,0,0
1984,0,0,26,0,0,3,2,0,12,2,0
1985,0,1,0,0,0,0,2,4,4,0,0
1986,0,0,0,0,0,0,17,4,5,1,0
1987,0,0,2,2,0,0,1,0,3,0,0
1988,2,0,0,0,0,1,23,6,0,0,0
1996,1,0,0,0,0,0,0,0,47,3,0
1997,0,0,0,0,0,0,6,84,15,2,0
1998,0,0,0,0,0,0,0,0,0,5,0
1999,0,8,0,0,0,1,0,3,9,6,0
2000,0,0,0,0,0,0,68,13,0,0,0
2001,0,0,0,0,0,0,0,1,0,0,0
2002,0,0,0,0,0,2,0,27,13,10,0
2003,0,0,0,0,0,0,0,0,57,9,0
2006,0,0,0,0,0,0,0,7,0,0,0
2007,0,0,0,0,0,2,0,24,0,16,0
2010,0,0,0,0,0,0,22,0,9,9,0
2011,0,0,0,0,0,1,0,0,0,8,0
2012,0,0,0,0,0,0,104,0,8,8,0
2013,0,0,0,0,0,0,4,0,6,1,0
2014,0,0,0,0,0,0,0,0,1,2,0
2015,0,0,0,0,0,0,19,65,35,1,0
2016,0,0,0,0,0,2,0,35,27,2,0
2017,0,0,0,0,9,0,0,6,0,0,0
2018,0,1,0,0,0,0,0,0,1,0,0
2019,0,0,0,0,0,0,1,0,0,0,0
2020,0,36,0,0,0,0,0,0,0,2,0
2021,0,0,0,0,0,0,0,11,0,1,0
2024,0,0,0,0,0,0,0,0,14,44,0
2025,0,0,0,0,0,1,10,0,0,14,0
2026,0,0,0,0,0,0,0,9,0,2,0
2028,0,0,0,0,27,0,137,20,28,5,0
2029,0,0,0,0,0,57,25,61,14,5,0
2030,0,0,0,0,0,0,0,0,13,6,0
2031,0,0,0,0,0,0,11,0,12,0,0
2032,0,2,0,0,0,0,23,4,85,6,0
2033,0,0,0,0,0,2,9,0,30,0,6
2035,0,0,0,3,0,0,0,0,0,0,0
2037,0,0,0,0,0,0,0,7,0,1,0
2038,0,0,0,0,0,0,12,0,0,0,0
2039,2,9,0,0,0,1,15,16,125,11,0
2040,0,0,0,0,0,2,35,6,0,0,0
2041,0,0,0,0,0,0,0,7,0,21,0
2043,0,0,47,0,0,0,99,0,0,6,0
2044,13,0,0,0,0,1,0,0,12,0,0
2046,0,0,0,0,0,0,0,97,0,0,0
2047,0,0,0,0,0,1,0,22,0,22,0
2048,0,0,0,0,0,2,13,7,14,24,0
2051,0,0,0,0,0,3,0,0,0,5,0
2052,3,0,0,0,0,0,11,12,0,2,0
2053,0,5,0,0,0,4,10,16,22,24,0
2054,0,0,0,0,0,0,0,7,43,0,0
2055,0,0,0,0,0,0,169,105,0,7,0
2056,0,0,0,0,0,0,13,0,0,0,4
2057,0,0,0,0,0,1,7,11,0,0,0
2058,3,0,0,0,0,0,11,0,0,0,4
2062,3,0,0,0,0,0,11,37,13,13,0
2063,2,0,0,0,2,0,21,0,2,2,0
2064,0,1,0,0,0,0,0,2,3,4,0
2065,0,0,0,0,0,0,34,0,28,0,1
2066,5,0,0,0,2,1,0,7,39,48,0
2067,4,0,0,0,0,3,10,3,0,0,0
2068,0,0,0,0,10,0,0,38,42,0,0
2069,2,0,0,0,5,1,108,8,0,2,2
2070,0,0,0,0,0,1,63,76,0,6,0
2071,0,0,0,0,9,6,0,30,0,10,2
2072,0,0,0,0,0,5,64,7,28,14,4
2073,0,0,0,0,0,4,0,0,0,0,0
2074,0,0,0,0,0,0,8,0,0,1,0
2075,0,0,0,0,0,0,6,1,3,0,0
2076,0,0,0,0,0,0,0,0,0,0,0
2077,0,0,0,0,6,1,0,10,12,0,0
2078,2,0,0,0,0,0,0,3,0,3,0
2079,0,1,0,0,0,1,7,8,8,2,0
2080,2,0,0,0,0,1,0,0,0,0,0
2082,0,0,0,0,0,1,0,1,0,0,1
2086,0,0,0,0,0,0,0,0,31,8,0
2087,0,0,0,0,0,0,0,11,31,0,1
2088,0,0,0,0,0,0,104,4,0,6,0
2089,2,0,0,0,0,1,0,0,0,0,0
2090,0,0,0,0,0,0,11,12,12,0,0
2091,3,0,0,0,10,0,19,5,0,0,0
2092,0,0,0,0,0,0,0,0,11,2,0
2093,0,0,0,0,0,0,0,4,0,1,0
2094,0,0,0,0,0,1,55,2,0,3,0
2095,2,0,0,0,2,1,0,0,13,0,0
2096,0,0,0,0,0,0,0,0,10,0,0
2097,0,0,0,0,0,0,0,0,81,2,0
2098,0,0,0,0,0,1,0,0,0,0,0
2100,0,0,0,0,0,2,51,7,0,0,0
2101,0,2,0,0,0,0,0,0,66,4,0
2102,0,0,0,0,6,6,0,4,24,4,0
2103,0,0,0,0,0,0,0,0,6,0,0
2105,0,1,0,1,26,1,0,3,10,0,0
2106,0,0,0,0,0,0,0,0,63,0,0
2107,1,0,0,0,3,0,0,2,11,0,1
2108,1,0,1,1,2,2,22,4,20,7,0
2109,0,1,0,0,0,1,0,5,12,15,0
2110,1,0,0,0,4,0,0,0,8,0,0
2112,0,0,0,0,0,0,0,0,0,0,0
2113,0,0,0,0,0,0,0,1,0,0,0
2115,0,0,0,0,0,0,0,0,7,0,0
2117,1,0,0,0,1,0,0,4,9,0,0
2119,0,0,0,0,0,1,0,0,0,3,0
2120,0,0,0,0,0,0,0,5,0,4,0
2121,1,0,0,1,0,0,0,9,16,7,0
2122,0,0,0,0,0,0,0,1,3,1,0
2123,0,0,0,0,0,0,0,0,0,1,0
2124,3,0,0,0,0,0,12,57,0,0,0
2125,0,0,0,0,0,0,0,0,0,7,0
2126,0,0,0,0,0,0,15,8,56,0,0
2127,0,1,0,1,0,0,3,7,5,0,0
2129,0,0,0,0,0,2,16,124,26,8,0
2130,0,0,0,0,0,2,0,70,7,15,0
2132,0,0,0,0,0,0,0,46,0,4,0
2134,0,0,0,2,0,1,62,12,0,0,0
2135,0,0,0,0,0,17,14,7,26,0,5
2136,0,16,0,0,0,2,15,0,49,0,0
2137,0,0,0,0,0,0,150,8,0,0,0
2144,0,0,0,0,0,0,10,69,0,0,0
2145,0,3,0,0,0,0,0,39,7,0,0
2146,0,0,0,0,0,0,50,0,105,6,0
2147,0,0,0,0,0,7,0,16,7,0,0
2150,0,0,0,0,0,2,0,15,8,0,0
2151,0,0,0,0,0,2,0,0,33,0,0
2152,0,0,0,0,0,1,0,7,32,0,0
2155,0,0,0,0,0,0,15,16,7,22,5
2156,0,0,0,0,0,0,0,26,18,0,0
2158,0,0,0,0,0,1,0,0,1,0,0
2162,0,0,0,0,0,0,19,5,0,3,0
2164,0,0,0,0,0,0,0,3,0,0,1
2166,0,0,0,0,0,1,0,6,0,0,0
2167,0,0,0,0,0,1,0,27,0,1,0
2169,0,0,0,0,0,2,19,27,0,0,0
2173,0,0,0,0,0,0,0,0,0,3,0
2175,0,0,0,0,0,0,0,5,0,0,0
2178,1,0,0,0,0,0,4,7,0,0,0
2180,19,0,0,0,0,0,0,92,31,28,0
2181,0,0,0,0,0,1,15,13,25,10,0
2182,0,0,0,0,0,0,0,4,0,2,0
2183,0,0,0,0,0,3,18,5,0,7,0
2184,0,0,0,0,0,0,0,0,2,0,0
2186,0,0,0,2,0,0,0,0,0,0,0
2188,0,3,0,0,0,0,0,0,17,0,0
2189,0,0,0,0,0,0,0,0,11,0,0
2192,0,0,0,0,0,0,0,61,19,0,0
2195,0,0,0,0,2,0,0,0,0,0,0
2197,0,0,0,0,0,0,0,0,0,0,0
2418,0,0,0,0,0,0,0,543,0,0,0
2419,0,0,0,0,0,3,0,0,0,0,0
2459,0,0,0,0,3,2,0,174,17,0,0
2462,0,0,0,0,0,0,0,44,0,0,0
2463,0,3,0,0,0,0,0,121,17,42,0
2465,0,0,0,0,0,24,0,6,0,0,0
2466,0,0,0,0,0,13,0,20,0,8,0
2467,0,12,0,0,3,0,0,6,0,0,0
2468,0,0,0,0,0,0,0,5,0,0,0
2478,0,1,0,0,0,0,0,2,5,0,0
2479,0,0,0,0,0,0,0,13,67,0,0
2490,0,0,0,0,0,0,0,101,0,0,0
2492,0,0,0,0,0,0,0,7,0,0,0
2495,0,0,0,0,0,0,0,107,33,0,0
2496,0,0,0,0,0,3,0,15,0,0,0
2510,0,2,0,0,0,0,0,3,0,0,0
2513,0,0,0,0,0,1,0,31,0,0,0
2514,0,0,0,0,0,0,0,6,0,0,0
2522,0,0,0,0,0,3,0,33,16,0,0
2523,0,0,0,0,0,0,4,29,24,0,1
2524,0,3,0,0,6,0,0,0,17,0,0
2528,0,0,0,0,0,0,0,3,0,0,0
2530,0,0,0,0,0,2,0,8,0,0,0
2534,0,0,0,0,0,2,0,24,0,0,0
2535,0,0,0,0,0,0,4,14,35,0,0
2537,0,0,0,0,0,2,0,8,39,0,0
2539,0,0,0,0,0,3,0,39,0,0,0
2540,0,0,0,0,0,0,0,66,45,0,0
2541,0,0,0,0,0,1,0,40,0,0,0
2542,0,0,0,0,0,0,0,101,13,0,0
2543,0,0,0,0,0,0,0,12,3,0,0
2544,0,0,0,0,0,2,12,22,12,41,0
2554,0,8,0,0,0,1,0,0,0,0,0
2555,0,1,0,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,0,0,3,21,0,0
2559,0,0,0,0,0,0,0,0,13,0,0
2561,0,0,0,0,0,2,0,8,13,0,0
2562,0,0,0,0,0,0,0,24,39,0,0
2563,0,0,0,0,0,0,0,24,39,0,0
2564,0,0,0,0,0,0,4,31,26,0,0
2567,0,0,0,0,0,0,0,94,0,0,0
2568,8,0,0,0,0,3,0,8,13,0,0
2570,0,0,0,0,0,0,0,3,4,0,0
2573,0,0,0,0,0,0,7,14,23,0,0
2574,0,0,0,2,0,2,0,16,0,15,0
2575,0,0,0,0,0,2,9,31,0,0,0
2576,0,0,0,0,0,1,18,54,0,0,0
2577,0,0,0,0,33,10,168,220,13,0,0
2578,0,0,0,0,0,0,0,8,0,0,0
2579,0,0,0,0,0,5,4,0,0,0,0
2580,0,0,0,0,0,0,0,63,0,0,0
2581,0,0,0,0,0,6,0,214,0,0,0
2583,0,0,0,0,0,2,0,8,0,0,0
2584,0,0,0,0,0,3,0,39,43,7,0
2585,0,0,0,0,0,17,0,8,0,0,4
2590,0,0,0,0,0,1,0,0,0,0,0
2591,0,2,0,0,0,0,0,0,0,0,0
2596,0,0,0,0,0,1,0,0,0,0,0
2597,0,0,0,0,0,5,0,0,0,0,0
2598,0,0,28,0,0,0,0,9,0,0,0
2604,0,0,0,0,0,1,0,0,0,0,0
2605,3,0,0,0,0,4,0,0,0,0,0
2606,0,0,0,0,0,2,0,0,0,0,0
2607,8,0,0,0,0,5,0,0,0,0,0
2608,0,0,0,0,0,0,0,4,0,0,0
2609,0,0,0,0,0,1,0,2,2,0,0
2610,0,0,0,0,0,1,0,0,0,0,0
2611,0,0,0,0,0,0,0,0,0,0,0
2612,0,0,0,0,0,8,0,31,0,0,0
2613,3,0,0,0,0,4,0,6,0,0,0
2614,0,0,0,0,0,2,0,13,0,0,0
2615,0,0,0,0,0,3,0,19,0,0,1
2616,0,0,0,0,0,1,0,6,0,0,0
2617,0,0,0,0,0,0,0,16,0,0,0
2618,0,0,0,0,0,0,0,5,1,0,0
2620,12,0,0,0,0,17,4,55,0,0,0
2621,0,0,0,0,0,0,0,8,0,0,0
2622,0,0,0,0,0,0,4,8,0,0,0
2624,0,0,0,0,0,0,0,8,0,0,0
2625,0,0,0,0,0,1,0,0,0,0,0
2626,0,0,0,0,0,1,3,19,0,0,0
2627,0,0,0,0,0,2,0,0,0,0,0
2628,15,0,0,0,0,5,0,0,0,0,0
2633,0,0,0,0,0,2,0,0,0,0,0
2634,0,0,0,0,0,1,0,0,0,0,0
2635,0,0,0,0,0,0,0,0,0,0,0
2636,0,0,0,0,0,0,0,0,0,0,0
2649,0,0,0,0,0,2,0,0,0,0,0
2651,0,0,20,0,0,12,15,0,7,0,0
2652,3,0,0,0,0,2,0,0,0,0,0
2654,0,0,0,0,0,0,0,159,70,0,0
2655,0,0,0,0,0,3,0,53,0,0,0
2657,0,0,0,0,0,0,0,4,0,0,0
2658,0,0,0,0,0,3,0,0,0,0,0
2661,1,0,0,0,0,0,0,12,0,0,1
2663,0,0,0,0,0,0,0,0,0,0,0
2664,0,0,0,0,0,1,0,1,0,0,0
2667,0,0,0,0,0,0,0,2,4,0,0
2668,0,0,0,0,0,0,0,11,0,0,0
2669,0,0,0,0,0,0,0,7,0,0,0
2670,0,0,0,0,0,0,0,3,0,0,0
2671,0,0,0,0,0,3,0,90,19,0,0
2672,0,0,0,0,0,4,0,7,0,0,0
2673,0,0,0,0,0,0,0,1,0,0,0
2674,8,0,0,0,0,0,0,26,0,7,0
2675,0,0,0,0,0,35,0,4,0,0,0
2676,0,0,0,0,0,10,0,4,0,0,0
2677,0,0,0,0,0,2,0,7,0,0,0
2678,0,0,0,0,11,0,0,18,0,0,0
2679,0,0,0,0,0,2,0,0,0,0,0
2680,0,0,0,0,0,3,0,4,0,0,0
2681,0,0,0,0,0,4,0,88,7,0,0
2682,0,0,0,0,0,3,0,6,0,0,0
2683,0,0,4,0,0,12,0,132,0,0,0
2684,0,0,0,0,0,50,0,16,0,6,0
2685,0,0,0,0,0,26,0,38,74,0,0
2686,0,0,0,0,0,2,0,16,0,0,0
2687,0,0,0,0,0,1,0,228,0,0,0
2688,8,0,0,0,0,35,0,5,0,0,0
2689,0,0,0,0,0,5,0,0,37,0,0
2690,3,0,0,0,0,1,0,7,7,6,0
2691,0,0,0,0,0,0,0,38,6,0,0
2692,0,0,0,0,0,1,0,9,0,0,0
2693,0,0,0,0,0,5,0,6,0,0,0
2694,0,0,0,0,0,12,42,25,35,0,0
2695,0,0,0,0,0,15,0,92,51,0,0
2696,0,0,0,0,0,2,0,10,7,1,0
2697,0,0,0,0,0,23,0,61,0,0,0
2698,0,0,0,0,0,1,0,7,7,0,0
2699,0,0,0,0,0,8,0,18,9,0,0
2700,3,0,0,0,0,6,0,7,0,0,0
2701,3,0,0,0,0,10,0,44,7,5,0
2702,1,0,0,0,0,0,14,15,0,0,0
2703,4,0,0,0,0,1,0,50,0,0,0
2704,12,0,0,0,0,17,0,39,9,0,0
2705,0,0,0,0,0,0,0,3,0,0,0
2707,0,0,0,0,0,0,0,4,0,0,0
2708,2,0,0,0,0,2,0,20,5,0,0
2709,8,0,0,0,0,0,52,44,0,0,0
2710,0,0,0,0,0,1,0,16,0,0,0
2711,0,0,0,0,0,0,0,6,0,0,0
2712,8,0,0,0,0,5,0,26,17,0,0
2713,0,0,0,0,4,0,0,9,2,0,0
2714,0,0,0,0,0,5,0,35,9,0,0
2715,0,0,0,0,0,3,0,61,9,0,0
2716,0,0,0,0,0,15,0,226,0,0,0
2717,0,0,0,0,0,2,0,6,0,0,0
2718,0,0,0,0,0,0,0,37,0,0,0
2719,0,0,0,0,0,12,0,13,9,0,0
2724,0,0,0,3,0,0,0,0,0,0,0
2725,0,0,0,0,0,0,0,4,17,0,0
2733,0,0,0,0,0,0,0,0,0,0,0
2734,0,0,0,0,0,0,0,4,0,7,0
2735,2,0,0,0,0,1,0,5,0,0,0
2736,0,0,0,0,0,0,0,1,0,0,0
2737,1,0,0,0,0,1,0,6,0,0,0
2738,3,0,0,0,0,1,0,19,0,0,0
2739,0,0,0,0,0,2,0,15,0,0,0
2740,0,0,0,0,0,10,0,38,0,0,0
2742,0,0,0,0,0,0,0,1,0,0,0
2743,0,0,0,3,0,7,0,33,0,0,0
2744,0,0,0,0,0,0,0,1,0,0,0
2745,0,0,0,0,0,0,0,2,6,0,0
2746,0,0,0,0,0,8,69,21,9,5,0
2747,0,0,4,0,0,23,0,99,0,0,0
2751,0,0,0,0,0,0,0,8,0,0,0
2752,0,0,0,0,0,3,0,75,6,3,0
2753,0,0,7,0,0,5,0,96,0,0,0
2754,0,0,0,0,0,20,0,38,0,0,0
2755,0,0,0,0,0,0,0,7,2,0,0
2756,0,0,0,0,0,2,0,8,0,0,0
2758,0,0,0,0,0,0,0,0,0,0,0
2759,0,0,0,0,0,1,0,3,0,0,0
2760,0,0,0,0,0,12,0,22,0,6,0
